date,symbol,eps,revenue_ttm,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,treasurystock,week_52_high,week_52_low
2019-12-31,RKLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.7632,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-31,,-1.7632,,pre-market,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,RKLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1121,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-06-30,,-1.1121,,pre-market,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-30,RKLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-16,,0.0,,pre-market,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,RKLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-03-31,,-0.01,,pre-market,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-31,RKLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-05-24,,-0.59,,pre-market,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-30,RKLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-08,,-0.21,,post-market,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-30,RKLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-11-15,,-0.09,,post-market,,,,,,,,,,,,,25.0,,,,,,,,,,,
2021-12-31,RKLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-28,,0.01,,post-market,,,,,,,,,,,,,120.0,,,,,,,,,,,
2022-03-31,RKLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-05-16,,-0.02,,post-market,,,,,,,,,,,,,50.0,,,,,,,,,,,
2022-06-30,RKLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-08-11,,-0.08,,post-market,,,,,,,,,,,,,-33.3333,,,,,,,,,,,
2022-09-30,RKLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-09,,-0.07,,post-market,,,,,,,,,,,,,0.0,,,,,,,,,,,
2022-12-31,RKLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,,,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28,,-0.08,,post-market,,,,,,,,,,,,,-14.2857,,,,,,,,,,,
2023-03-31,RKLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,,,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-09,,-0.1,,post-market,,,,,,,,,,,,,-11.1111,,,,,,,,,,,
2023-06-30,RKLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,,,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-08,,-0.1,,post-market,,,,,,,,,,,,,-11.1111,,,,,,,,,,,
2023-09-30,RKLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-08,,-0.08,,post-market,,,,,,,,,,,,,11.1111,,,,,,,,,,,
2023-12-31,RKLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-27,,-0.1,,post-market,,,,,,,,,,,,,0.0,,,,,,,,,,,
2024-03-31,RKLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-05-06,,-0.09,,post-market,,,,,,,,,,,,,18.1818,,,,,,,,,,,
2024-06-30,RKLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-08-08,,-0.08,,post-market,,,,,,,,,,,,,20.0,,,,,,,,,,,
2024-09-30,RKLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,,,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-12,,-0.1,,pre-market,,,,,,,,,,,,,-11.1111,,,,,,,,,,,
