date,symbol,eps,revenue_ttm,pe_ratio,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,forward_pe,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,trailing_pe,treasurystock,week_52_high,week_52_low
2011-12-31,EQX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0969,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-03-31,,-0.0969,,pre-market,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-31,EQX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0525,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-06-30,,-0.0525,,pre-market,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,EQX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0734,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-09-30,,-0.0734,,pre-market,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,EQX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0665,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-12-31,,-0.0665,,pre-market,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,EQX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1194,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-03-31,,-0.1194,,pre-market,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-31,EQX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2024,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-06-30,,-0.2024,,pre-market,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,EQX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.1394,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-09-30,,-2.1394,,pre-market,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,EQX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2443,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-12-31,,-0.2443,,pre-market,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,EQX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-03-31,,-0.4062,,pre-market,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-31,EQX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-06-30,,-0.451,,pre-market,,,,,,,,,,,,,,,,,,,,,,,,,
