date,symbol,eps,revenue_ttm,pe_ratio,accumulateddepreciationamortizationppe,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividend_per_share,dividend_yield,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,stockbasedcompensation,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,trailing_pe,treasurystock,week_52_high,week_52_low
2026-04-16,TTAM,1.01,1664188000.0,16.23,None,5.61,,68353000,12124000,12124000,,,,,,,,,1753625000,184362000,None,956261000,956261000,139831000,None,33608000,128413000,None,None,81731000,,0.0,0.0,,,,0.107,-0.2496,95640000,177371000,0.2496,2024-12-31,221562000,453049000.0,196156000,74557000,15336000,30167000,30167000,None,21083000,471000,227638000,None,None,358222000,None,None,59221000,59221000,-22126000,None,0.148,,101981000,94175000,16081000,42844000,None,330000,None,,,,,2.872,1.816,,,,,,,,0.111,,None,2026-04-01,annual,0.0,USD,pre-market,None,597296000,0.0968,0.208,0.041,9.08,85458000,460183000,45994000,1328000,15.76,16.74,,-100.0,1566252000,384256000,239046000,816238000,1181996000,577192000,1152417000,750014000,16.23,None,19.42,11.73
2026-04-16,TTAM,1.01,1664188000.0,16.23,None,5.61,,65481000,22036000,22036000,,,,,,,,,25219000,184362465,None,956261000,956261000,151229000,None,267670000,127381000,None,None,81731000,,0.0,0.0,,,,0.107,-0.2496,95640000,177371000,0.2496,2023-12-31,221562000,453049000.0,196156000,74557000,15336000,33213000,33213000,None,21083000,471000,189989000,None,None,76262000,None,None,59221000,59221000,-22126000,None,0.148,,101981000,94175000,33493000,52514000,None,114000,None,,,,,2.872,1.816,,,,,,,,0.111,,None,2026-04-01,annual,0.0,USD,pre-market,None,518621000,0.0968,0.208,0.041,9.08,85458000,409413000,279407000,None,15.76,16.74,,-100.0,1498803000,372899000,491974000,779032000,1125904000,287058000,1152417000,719771000,16.23,None,19.42,11.73
2026-04-16,TTAM,1.01,1664188000.0,16.23,None,5.61,,67587000,29841000,29841000,,,,,,,,,25219000,184362465,None,956261000,956261000,175368000,None,74339000,114992000,None,None,81731000,,0.0,0.0,,,,0.107,-0.2496,95640000,177371000,0.2496,2022-12-31,221562000,453049000.0,196156000,74557000,15336000,36016000,36016000,None,21083000,471000,180804000,None,None,320167000,None,None,59221000,59221000,-22126000,None,0.148,,101981000,94175000,31258000,45779000,None,788000,None,,,,,2.872,1.816,,,,,,,,0.111,,None,2026-04-01,annual,0.0,USD,pre-market,None,398687000,0.0968,0.208,0.041,9.08,85458000,462093000,87871000,None,15.76,16.74,,-100.0,1447232000,356895000,325458000,854505000,1090337000,529047000,1152417000,592727000,16.23,None,19.42,11.73
2026-04-16,TTAM,1.01,1664188000.0,16.23,None,5.61,,None,None,None,,,,,,,,,None,184362465,None,956261000,956261000,None,None,None,None,None,None,81731000,,0.0,0.0,,,,0.107,-0.2496,95640000,177371000,0.2496,2021-12-31,None,453049000.0,196156000,74557000,15336000,None,None,None,21083000,471000,None,None,None,None,None,None,59221000,59221000,-22126000,None,0.148,,101981000,94175000,None,None,None,None,None,,,,,2.872,1.816,,,,,,,,0.111,,None,2026-04-01,annual,0.0,None,pre-market,None,None,0.0968,0.208,0.041,9.08,85458000,None,None,None,15.76,16.74,,-100.0,None,None,None,None,None,None,1152417000,None,16.23,None,19.42,11.73
2026-04-16,TTAM,1.01,1664188000.0,16.23,None,5.61,41006166,None,None,None,-18813054,-42529912,None,None,None,None,None,None,None,184362465,None,956261000,956261000,None,None,None,None,None,None,81731000,28953999,0.0,0.0,14993446,14993446,None,0.107,-0.2496,95640000,177371000,0.2496,2025-12-31,None,453049000.0,196156000,74557000,15336000,None,None,None,21083000,471000,None,None,None,None,None,None,43510999,59221000,-22126000,None,0.148,75250306,101981000,94175000,None,None,None,None,None,None,None,None,None,2.872,1.816,None,None,None,None,None,None,None,0.111,None,None,2026-04-01,quarterly,0.0,USD,pre-market,None,None,0.0968,0.208,0.041,9.08,85458000,None,None,None,15.76,16.74,None,-100.0,None,None,None,None,None,None,1152417000,None,16.23,None,19.42,11.73
2026-04-16,TTAM,1.01,1664188000.0,16.23,None,5.61,38243000,None,None,None,-23078000,-36785000,None,None,None,None,None,None,None,184362465,None,956261000,956261000,None,None,None,None,None,None,81731000,28076000,0.0,0.0,0,0,None,0.107,-0.2496,95640000,177371000,0.2496,2025-09-30,None,453049000.0,196156000,74557000,15336000,None,None,None,21083000,471000,None,None,None,None,None,None,57423000,59221000,-22126000,None,0.148,106733000,101981000,94175000,None,None,None,None,None,None,None,None,None,2.872,1.816,None,None,None,None,None,None,None,0.111,None,None,2026-04-01,quarterly,0.0,USD,pre-market,None,None,0.0968,0.208,0.041,9.08,85458000,None,None,None,15.76,16.74,586000,-100.0,None,None,None,None,None,None,1152417000,None,16.23,None,19.42,11.73
2026-04-16,TTAM,1.01,1664188000.0,16.23,None,5.61,51984130,None,None,None,-7727089,-52458838,None,None,None,None,None,None,None,184362465,None,956261000,956261000,None,None,None,None,None,None,81731000,27252000,0.0,0.0,14749000,14749000,None,0.107,-0.2496,95640000,177371000,0.2496,2025-06-30,None,453049000.0,196156000,74557000,15336000,None,None,None,21083000,471000,None,None,None,None,None,None,51132000,59221000,-22126000,None,0.148,70982400,101981000,94175000,None,None,None,None,None,None,None,None,None,2.872,1.816,None,None,None,None,None,9172000,None,0.111,None,None,2026-04-01,quarterly,0.0,USD,pre-market,None,None,0.0968,0.208,0.041,9.08,85458000,None,None,None,15.76,16.74,None,-100.0,None,None,None,None,None,None,1152417000,None,16.23,None,19.42,11.73
2026-04-16,TTAM,1.01,1664188000.0,16.23,None,5.61,32556000,None,None,None,122207000,-26278000,None,None,-19175000,None,None,None,None,184362465,None,956261000,956261000,None,None,None,None,None,None,81731000,None,0.0,0.0,1000,1000,None,0.107,-0.2496,95640000,177371000,0.2496,2025-03-31,None,453049000.0,196156000,74557000,15336000,None,None,None,21083000,471000,None,None,None,None,None,None,44812000,59221000,-22126000,None,0.148,35193000,101981000,94175000,None,None,None,None,None,None,None,None,None,2.872,1.816,None,None,None,None,None,None,None,0.111,None,None,2026-04-01,quarterly,0.0,USD,pre-market,None,None,0.0968,0.208,0.041,9.08,85458000,None,None,None,15.76,16.74,None,-100.0,None,None,None,None,None,None,1152417000,None,16.23,None,19.42,11.73
2026-04-16,TTAM,1.01,1664188000.0,16.23,None,5.61,23466000,None,None,None,-26112000,None,None,None,-19175000,None,None,None,None,184362465,None,956261000,956261000,None,None,None,None,None,None,81731000,None,0.0,0.0,1000,1000,None,0.107,-0.2496,95640000,177371000,0.2496,2024-12-31,None,453049000.0,196156000,74557000,15336000,None,None,None,21083000,471000,None,None,None,None,None,None,36528000,59221000,-22126000,None,0.148,50894000,101981000,94175000,None,None,None,None,None,None,None,None,None,2.872,1.816,None,None,None,None,None,None,None,0.111,None,None,2026-04-01,quarterly,0.0,USD,pre-market,None,None,0.0968,0.208,0.041,9.08,85458000,None,None,None,15.76,16.74,None,-100.0,None,None,None,None,None,None,1152417000,None,16.23,None,19.42,11.73
2026-04-16,TTAM,1.01,1664188000.0,16.23,None,5.61,49520000,None,None,None,-65277000,-30121000,None,None,None,None,None,None,None,184362465,None,956261000,956261000,None,None,None,None,None,None,81731000,22768000,0.0,0.0,85068000,85068000,None,0.107,-0.2496,95640000,177371000,0.2496,2024-09-30,None,453049000.0,196156000,74557000,15336000,None,None,None,21083000,471000,None,None,None,None,None,None,54351000,59221000,-22126000,None,0.148,83784000,101981000,94175000,None,None,None,None,None,None,None,None,None,2.872,1.816,None,None,None,None,None,None,None,0.111,None,None,2026-04-01,quarterly,0.0,USD,pre-market,None,None,0.0968,0.208,0.041,9.08,85458000,None,None,None,15.76,16.74,None,-100.0,None,None,None,None,None,None,1152417000,None,16.23,None,19.42,11.73
2026-04-16,TTAM,1.01,1664188000.0,16.23,None,5.61,36243000,None,None,None,-20233000,-47025000,None,None,None,None,None,None,None,184362465,None,956261000,956261000,None,None,None,None,None,None,81731000,24153000,0.0,0.0,0,0,None,0.107,-0.2496,95640000,177371000,0.2496,2024-06-30,None,453049000.0,196156000,74557000,15336000,None,None,None,21083000,471000,None,None,None,None,None,None,79945000,59221000,-22126000,None,0.148,71872000,101981000,94175000,None,None,None,None,None,None,None,None,None,2.872,1.816,None,None,None,None,None,None,None,0.111,None,None,2026-04-01,quarterly,0.0,USD,pre-market,None,None,0.0968,0.208,0.041,9.08,85458000,None,None,None,15.76,16.74,None,-100.0,None,None,None,None,None,None,1152417000,None,16.23,None,19.42,11.73
2026-04-16,TTAM,1.01,1664188000.0,16.23,None,5.61,27783000,None,None,None,-11704000,-34975000,None,None,None,None,None,None,None,184362465,None,956261000,956261000,None,None,None,None,None,None,81731000,None,0.0,0.0,0,0,None,0.107,-0.2496,95640000,177371000,0.2496,2024-03-31,None,453049000.0,196156000,74557000,15336000,None,None,None,21083000,471000,None,None,None,None,None,None,39149000,59221000,-22126000,None,0.148,41487000,101981000,94175000,None,None,None,None,None,None,None,None,None,2.872,1.816,None,None,None,None,None,None,None,0.111,None,None,2026-04-01,quarterly,0.0,USD,pre-market,None,None,0.0968,0.208,0.041,9.08,85458000,None,None,None,15.76,16.74,None,-100.0,None,None,None,None,None,None,1152417000,None,16.23,None,19.42,11.73
2026-04-16,TTAM,1.01,1664188000.0,16.23,None,5.61,26755000,None,None,None,-42888000,-26528000,None,None,-4223000,None,None,None,None,184362465,None,956261000,956261000,None,None,None,None,None,None,81731000,27281000,0.0,0.0,33786000,33786000,None,0.107,-0.2496,95640000,177371000,0.2496,2023-12-31,None,453049000.0,196156000,74557000,15336000,None,None,None,21083000,471000,None,None,None,None,None,None,54151000,59221000,-22126000,None,0.148,84710000,101981000,94175000,None,None,None,None,None,None,None,None,None,2.872,1.816,None,None,None,None,None,None,None,0.111,None,None,2026-04-01,quarterly,0.0,USD,pre-market,None,None,0.0968,0.208,0.041,9.08,85458000,None,None,None,15.76,16.74,None,-100.0,None,None,None,None,None,None,1152417000,None,16.23,None,19.42,11.73
2026-04-16,TTAM,1.01,1664188000.0,16.23,None,5.61,160545000,None,None,None,79938999,-157948000,None,None,-1074000,None,None,None,None,184362465,None,956261000,956261000,None,None,None,None,None,None,81731000,108716000,0.0,0.0,29498000,29498000,None,0.107,-0.2496,95640000,177371000,0.2496,2025-12-31,None,453049000.0,196156000,74557000,15336000,None,None,None,21083000,471000,None,None,None,None,None,None,185439000,59221000,-22126000,None,0.148,277635000,101981000,94175000,None,None,None,None,None,None,None,None,None,2.872,1.816,None,None,None,None,None,0,None,0.111,None,None,2026-04-01,annual,0.0,USD,pre-market,None,None,0.0968,0.208,0.041,9.08,85458000,None,None,None,15.76,16.74,None,-100.0,None,None,None,None,None,None,1152417000,None,16.23,None,19.42,11.73
2026-04-16,TTAM,1.01,1664188000.0,16.23,None,5.61,135421000,None,None,None,-123326000,-135803000,None,None,-37649000,None,None,None,None,184362465,None,956261000,956261000,None,None,None,None,None,None,81731000,99941000,0.0,0.0,85069000,85069000,None,0.107,-0.2496,95640000,177371000,0.2496,2024-12-31,None,453049000.0,196156000,74557000,15336000,None,None,None,21083000,471000,None,None,None,None,None,None,166074000,59221000,-22126000,None,0.148,248037000,101981000,94175000,None,None,None,None,None,None,None,None,None,2.872,1.816,None,None,None,None,None,-51591000,None,0.111,None,None,2026-04-01,annual,0.0,USD,pre-market,None,None,0.0968,0.208,0.041,9.08,85458000,None,None,None,15.76,16.74,3841000,-100.0,None,None,None,None,None,None,1152417000,None,16.23,None,19.42,11.73
2026-04-16,TTAM,1.01,1664188000.0,16.23,None,5.61,118744000,None,None,None,-117779000,-117653000,None,None,-9185000,None,None,None,None,184362465,None,956261000,956261000,None,None,None,None,None,None,81731000,91079000,0.0,0.0,33786000,33786000,None,0.107,-0.2496,95640000,177371000,0.2496,2023-12-31,None,453049000.0,196156000,74557000,15336000,None,None,None,21083000,471000,None,None,None,None,None,None,202378000,59221000,-22126000,None,0.148,227125000,101981000,94175000,None,None,None,None,None,None,None,None,None,2.872,1.816,None,None,None,None,None,0,None,0.111,None,None,2026-04-01,annual,0.0,USD,pre-market,None,None,0.0968,0.208,0.041,9.08,85458000,None,None,None,15.76,16.74,None,-100.0,None,None,None,None,None,None,1152417000,None,16.23,None,19.42,11.73
2026-04-16,TTAM,1.01,1664188000.0,16.23,None,5.61,128270000,None,None,None,-21661000,-127301000,None,None,-40644000,None,None,None,None,184362465,None,956261000,956261000,None,None,None,None,None,None,81731000,87728000,0.0,0.0,0,0,None,0.107,-0.2496,95640000,177371000,0.2496,2022-12-31,None,453049000.0,196156000,74557000,15336000,None,None,None,21083000,471000,None,None,None,None,None,None,79692000,59221000,-22126000,None,0.148,178374000,101981000,94175000,None,None,None,None,None,None,None,None,None,2.872,1.816,None,None,None,None,None,0,None,0.111,None,None,2026-04-01,annual,0.0,USD,pre-market,None,None,0.0968,0.208,0.041,9.08,85458000,None,None,None,15.76,16.74,None,-100.0,None,None,None,None,None,None,1152417000,None,16.23,None,19.42,11.73
2026-04-16,TTAM,1.01,1664188000.0,16.23,None,5.61,71454000,None,None,None,-197138000,-70298000,None,None,-17848000,None,None,None,None,184362465,None,956261000,956261000,None,None,None,None,None,None,81731000,81731000,0.0,0.0,0,0,None,0.107,-0.2496,95640000,177371000,0.2496,2021-12-31,None,453049000.0,196156000,74557000,15336000,None,None,None,21083000,471000,None,None,None,None,None,None,74557000,59221000,-22126000,None,0.148,146703000,101981000,94175000,None,None,None,None,None,None,None,None,None,2.872,1.816,None,None,None,None,None,-83283000,None,0.111,None,None,2026-04-01,annual,0.0,USD,pre-market,None,None,0.0968,0.208,0.041,9.08,85458000,None,None,None,15.76,16.74,None,-100.0,None,None,None,None,None,None,1152417000,None,16.23,None,19.42,11.73
