date,symbol,eps,revenue_ttm,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,forward_pe,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,treasurystock,week_52_high,week_52_low
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,101000000,101000000,,,,,,None,95000000,,,,,0.0,-0.18,112000000,207000000,-0.19,2021-06-30,3.397,,766000000.0,152000000,-224000000,-22000000,,,None,336000000,None,,None,,,,,-74000000,None,None,None,0.0709,,82000000,70000000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,quarterly,-0.37,None,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,253000000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,92000000,92000000,,,,,,None,93000000,,,,,0.0,-0.18,78000000,171000000,-0.19,2021-03-31,3.397,,766000000.0,154000000,641000000,70000000,,,None,None,None,,None,,,,,202000000,None,None,None,0.0709,,76000000,78000000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,quarterly,-0.37,None,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,246000000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,90000000,90000000,,,,,,None,97000000,,,,,0.0,-0.18,68000000,165000000,-0.19,2020-12-31,3.397,,766000000.0,122000000,178000000,18000000,,,None,110000000,None,,None,,,,,64000000,None,None,None,0.0709,,76000000,46000000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,quarterly,-0.37,None,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,212000000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,93000000,93000000,,,,,,None,93000000,,,,,0.0,-0.18,68000000,161000000,-0.19,2020-09-30,3.397,,766000000.0,147000000,220000000,25000000,,,None,None,None,,None,,,,,57000000,None,None,None,0.0709,,79000000,68000000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,quarterly,-0.37,None,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,240000000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,89000000,89000000,,,,,,None,92000000,,,,,0.0,-0.18,89000000,181000000,-0.19,2020-06-30,3.397,,766000000.0,164000000,140000000,13000000,,,None,16000000,None,,None,,,,,49000000,None,None,None,0.0709,,75000000,89000000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,quarterly,-0.37,None,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,253000000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,92000000,92000000,,,,,,None,92000000,,,,,0.0,-0.18,44000000,136000000,-0.19,2020-03-31,3.397,,766000000.0,120000000,-795000000,-75000000,,,None,839000000,None,,None,,,,,-220000000,None,None,None,0.0709,,71000000,49000000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,quarterly,-0.37,None,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,212000000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,89000000,89000000,,,,,,None,93000000,,,,,0.0,-0.18,60000000,153000000,-0.19,2019-12-31,3.397,,766000000.0,117000000,93000000,9000000,,,None,33000000,None,,None,,,,,37000000,None,None,None,0.0709,,74000000,43000000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,quarterly,-0.37,None,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,206000000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,90000000,90000000,,,,,,None,93000000,,,,,0.0,-0.18,111000000,204000000,-0.19,2019-09-30,3.397,,766000000.0,163000000,-261000000,-18000000,,,None,372000000,None,,None,,,,,-70000000,None,None,None,0.0709,,75000000,88000000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,quarterly,-0.37,None,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,253000000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,82000000,82000000,,,,,,None,75000000,,,,,0.0,-0.18,73000000,148000000,-0.19,2019-06-30,3.397,,766000000.0,137000000,-134000000,-10000000,,,None,207000000,None,,None,,,,,-22000000,None,None,None,0.0709,,70000000,67000000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,quarterly,-0.37,None,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,219000000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,76000000,76000000,,,,,,None,70000000,,,,,0.0,-0.18,27000000,97000000,-0.19,2019-03-31,3.397,,766000000.0,101000000,-128000000,-7000000,,,None,155000000,None,,None,,,,,-16000000,None,None,None,0.0709,,67000000,34000000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,quarterly,-0.37,None,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,177000000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,64000000,64000000,,,,,,None,51000000,,,,,0.0,-0.18,30000000,81000000,-0.19,2018-12-31,3.397,,766000000.0,92000000,-125000000,-7000000,,,None,155000000,None,,None,,,,,-15000000,None,None,None,0.0709,,62000000,30000000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,quarterly,-0.37,None,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,156000000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,65000000,65000000,,,,,,None,50000000,,,,,0.0,-0.18,59000000,109000000,-0.19,2018-09-30,3.397,,766000000.0,113000000,125000000,15000000,,,None,31000000,None,,None,,,,,39000000,None,None,None,0.0709,,54000000,59000000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,quarterly,-0.37,None,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,178000000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,63000000,63000000,,,,,,None,49000000,,,,,0.0,-0.18,292000000,341000000,-0.19,2018-06-30,3.397,,766000000.0,162000000,271000000,-21000000,,,None,21000000,None,,None,,,,,88000000,None,None,None,0.0709,,-99000000,261000000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,quarterly,-0.37,None,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,225000000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,62000000,62000000,,,,,,None,53000000,,,,,0.0,-0.18,103000000,156000000,-0.19,2018-03-31,3.397,,766000000.0,150000000,None,19000000,,,None,103000000,None,,None,,,,,80000000,None,None,None,0.0709,,58000000,92000000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,quarterly,-0.37,None,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,212000000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,83000000,83000000,,,,,,None,77000000,,,,,0.0,-0.18,157000000,234000000,-0.19,2017-12-31,3.397,,766000000.0,161000000,112000000,135000000,,,None,45000000,None,,None,,,,,-88000000,None,None,None,0.0709,,84000000,77000000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,quarterly,-0.37,None,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,244000000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,61000000,61000000,,,,,,None,57000000,,,,,0.0,-0.18,121000000,178000000,-0.19,2017-09-30,3.397,,766000000.0,130000000,71000000,21000000,,,None,50000000,None,,None,,,,,1000000,None,None,None,0.0709,,61000000,69000000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,quarterly,-0.37,None,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,191000000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,66000000,66000000,,,,,,None,56000000,,,,,0.0,-0.18,140000000,196000000,-0.19,2017-06-30,3.397,,766000000.0,154000000,78000000,16000000,,,None,61000000,None,,None,,,,,13000000,None,None,None,0.0709,,62000000,92000000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,quarterly,-0.37,None,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,220000000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,56000000,56000000,,,,,,None,56000000,,,,,0.0,-0.18,115000000,171000000,-0.19,2017-03-31,3.397,,766000000.0,142000000,72000000,14000000,,,None,43000000,None,,None,,,,,12000000,None,None,None,0.0709,,60000000,82000000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,quarterly,-0.37,None,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,198000000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,60000000,60000000,,,,,,None,54000000,,,,,0.0,-0.18,181000000,235000000,-0.19,2016-12-31,3.397,,766000000.0,116000000,237000000,41000000,,,None,56000000,None,,None,,,,,42000000,None,None,None,0.0709,,58000000,58000000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,quarterly,-0.37,None,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,176000000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,52000000,52000000,,,,,,None,54000000,,,,,0.0,-0.18,206000000,260000000,-0.19,2016-09-30,3.397,,766000000.0,139000000,165000000,30000000,,,None,41000000,None,,None,,,,,27000000,None,None,None,0.0709,,59000000,80000000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,quarterly,-0.37,None,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,191000000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,48000000,48000000,,,,,,None,57000000,,,,,0.0,-0.18,115000000,172000000,-0.19,2016-06-30,3.397,,766000000.0,140000000,38000000,-3000000,,,None,77000000,None,,None,,,,,8000000,None,None,None,0.0709,,58000000,82000000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,quarterly,-0.37,None,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,188000000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,44000000,44000000,,,,,,None,50000000,,,,,0.0,-0.18,72000000,122000000,-0.19,2016-03-31,3.397,,766000000.0,127000000,-14000000,-2000000,,,None,86000000,None,,None,,,,,5000000,None,None,None,0.0709,,54000000,73000000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,quarterly,-0.37,None,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,171000000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,35000000,35000000,,,,,,None,51000000,,,,,0.0,-0.18,82000000,133000000,-0.19,2015-12-31,3.397,,766000000.0,139000000,44000000,10000000,,,None,38000000,None,,None,,,,,4000000,None,None,None,0.0709,,55000000,84000000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,quarterly,-0.37,None,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,174000000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,26000000,26000000,,,,,,None,37000000,,,,,0.0,-0.18,50000000,87000000,-0.19,2015-09-30,3.397,,766000000.0,89000000,18000000,5000000,,,None,31000000,None,,None,,,,,1000000,None,None,None,0.0709,,41000000,48000000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,quarterly,-0.37,None,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,115000000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,27000000,27000000,,,,,,None,37000000,,,,,0.0,-0.18,65000000,102000000,-0.19,2015-06-30,3.397,,766000000.0,98000000,36000000,8000000,,,None,29000000,None,,None,,,,,4000000,None,None,None,0.0709,,40000000,58000000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,quarterly,-0.37,None,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,125000000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,23000000,23000000,,,,,,None,37000000,,,,,0.0,-0.18,49000000,86000000,-0.19,2015-03-31,3.397,,766000000.0,85000000,24000000,-1000000,,,None,25000000,None,,None,,,,,2000000,None,None,None,0.0709,,41000000,44000000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,quarterly,-0.37,None,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,108000000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,15000000,15000000,,,,,,None,21000000,,,,,0.0,-0.18,29000000,50000000,-0.19,2014-12-31,3.397,,766000000.0,51000000,4000000,3000000,,,None,25000000,None,,None,,,,,None,None,None,None,0.0709,,22000000,29000000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,quarterly,-0.37,None,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,66000000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,18000000,18000000,,,,,,None,24000000,,,,,0.0,-0.18,52000000,76000000,-0.19,2014-09-30,3.397,,766000000.0,79000000,24000000,1000000,,,None,28000000,None,,None,,,,,3000000,None,None,None,0.0709,,27000000,52000000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,quarterly,-0.37,None,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,97000000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,20000000,20000000,,,,,,None,27000000,,,,,0.0,-0.18,54000000,81000000,-0.19,2014-06-30,3.397,,766000000.0,79000000,29000000,6000000,,,None,25000000,None,,None,,,,,23000000,None,None,None,0.0709,,25000000,54000000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,quarterly,-0.37,None,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,99000000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,11000000,11000000,,,,,,None,16000000,,,,,0.0,-0.18,30000000,46000000,-0.19,2014-03-31,3.397,,766000000.0,48000000,11000000,5000000,,,None,19000000,None,,None,,,,,6000000,None,None,None,0.0709,,18000000,30000000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,quarterly,-0.37,None,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,59000000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,8640000,8640000,,,,,,None,12928000,,,,,0.0,-0.18,23247000,36175000,-0.19,2013-12-31,3.397,,766000000.0,39156000,11111000,8337000,,,None,11637000,None,,None,,,,,-358000,None,None,None,0.0709,,16294000,22862000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,quarterly,-0.37,None,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,47796000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,7000000,7000000,,,,,,None,10225000,,,,,0.0,-0.18,9000000,19225000,-0.19,2013-09-30,3.397,,766000000.0,21000000,-1000000,1000000,,,None,10000000,None,,None,,,,,-2000000,None,None,None,0.0709,,12000000,9000000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,quarterly,-0.37,None,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,28000000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,5942000,5942000,,,,,,None,8094000,,,,,0.0,-0.18,23826000,31920000,-0.19,2013-06-30,3.397,,766000000.0,28520000,13911000,6213000,,,None,9789000,None,,None,,,,,7698000,None,None,None,0.0709,,9677000,18843000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,quarterly,-0.37,None,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,34462000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,8103000,8103000,,,,,,None,7681000,,,,,0.0,-0.18,14782000,22463000,-0.19,2013-03-31,3.397,,766000000.0,23843000,4557000,4952000,,,None,10098000,None,,None,,,,,-395000,None,None,None,0.0709,,9183000,14660000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,quarterly,-0.37,None,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,31946000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,504000000,504000000,,,,,,None,632000000,,,,,0.0,-0.18,-287000000,345000000,-0.19,2024-12-31,3.397,,766000000.0,726000000,-457000000,-46000000,,,None,170000000,None,,None,,,,,-23000000,-411000000,-170000000,None,0.0709,,1185000000,-459000000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,annual,-0.37,USD,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,1230000000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,520000000,520000000,,,,,,None,635000000,,,,,0.0,-0.18,137000000,772000000,-0.19,2023-12-31,3.397,,766000000.0,558000000,-257000000,-25000000,,,None,394000000,None,,None,,,,,200000000,-232000000,-394000000,None,0.0709,,586000000,-28000000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,annual,-0.37,USD,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,1078000000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,527000000,527000000,,,,,,None,573000000,,,,,0.0,-0.18,8000000,581000000,-0.19,2022-12-31,3.397,,766000000.0,442000000,1130000000,161000000,,,None,853000000,848000000,,None,,,,,477000000,969000000,848000000,None,0.0709,,398000000,44000000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,annual,-0.37,USD,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,969000000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,374000000,374000000,,,,,,None,405000000,,,,,0.0,-0.18,69000000,474000000,-0.19,2021-12-31,3.397,,766000000.0,348000000,303000000,37000000,,,None,121000000,50000000,,None,,,,,137000000,266000000,50000000,None,0.0709,,284000000,64000000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,annual,-0.37,USD,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,722000000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,363000000,363000000,,,,,,None,374000000,,,,,0.0,-0.18,363000000,737000000,-0.19,2020-12-31,3.397,,766000000.0,554000000,-257000000,-19000000,,,None,620000000,None,,None,,,,,-50000000,-238000000,-620000000,None,0.0709,,301000000,253000000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,annual,-0.37,USD,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,917000000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,336000000,336000000,,,,,,None,331000000,,,,,0.0,-0.18,272000000,603000000,-0.19,2019-12-31,3.397,,766000000.0,519000000,-430000000,-26000000,,,None,702000000,None,,None,,,,,-71000000,None,None,None,0.0709,,286000000,233000000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,annual,-0.37,None,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,855000000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,257000000,257000000,,,,,,None,203000000,,,,,0.0,-0.18,521000000,724000000,-0.19,2018-12-31,3.397,,766000000.0,514000000,273000000,6000000,,,None,248000000,None,,None,,,,,192000000,None,None,None,0.0709,,71000000,443000000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,annual,-0.37,None,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,771000000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,248000000,248000000,,,,,,None,226000000,,,,,0.0,-0.18,480000000,706000000,-0.19,2017-12-31,3.397,,766000000.0,559000000,281000000,167000000,,,None,199000000,None,,None,,,,,-61000000,None,None,None,0.0709,,247000000,312000000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,annual,-0.37,None,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,807000000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,215000000,215000000,,,,,,None,235000000,,,,,0.0,-0.18,592000000,827000000,-0.19,2016-12-31,3.397,,766000000.0,557000000,440000000,57000000,,,None,152000000,None,,None,,,,,83000000,None,None,None,0.0709,,255000000,302000000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,annual,-0.37,None,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,772000000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,113000000,113000000,,,,,,None,163000000,,,,,0.0,-0.18,257000000,420000000,-0.19,2015-12-31,3.397,,766000000.0,388000000,140000000,33000000,,,None,117000000,None,,None,,,,,10000000,None,None,None,0.0709,,179000000,209000000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,annual,-0.37,None,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,501000000,,,19.28,7.53
2025-12-28,XIFR,-2.05,1255000000.0,,0.883,33.16,,,,,,,,,,,,,,,None,79000000,79000000,,,,,,None,99000000,,,,,0.0,-0.18,183000000,282000000,-0.19,2014-12-31,3.397,,766000000.0,280000000,83000000,-14000000,,,None,100000000,None,,None,,,,,3000000,None,None,None,0.0709,,104000000,176000000,,,,,None,,,,,0.283,0.725,,,,,,,,-0.152,,,2025-11-04,annual,-0.37,None,pre-market,None,,0.0041,-0.0583,0.097,13.41,None,,,,15.66,8.81,-94.7368,,,,,,,359000000,,,19.28,7.53
