date,symbol,eps,revenue_ttm,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,forward_pe,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,peg_ratio,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,treasurystock,week_52_high,week_52_low
2021-03-31,SYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-05-13,,-0.01,,pre-market,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-30,SYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-11,,-0.06,,pre-market,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-30,SYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-11-09,,-0.05,,pre-market,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-31,SYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-23,,-0.04,,post-market,,,,,,,,,,,,,33.3333,,,,,,,,,,,
2022-03-31,SYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-05-13,,-0.07,,post-market,,,,,,,,,,,,,-16.6667,,,,,,,,,,,
2022-06-30,SYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,,,-5.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-08-01,,-0.03,,post-market,,,,,,,,,,,,,99.4475,,,,,,,,,,,
2022-09-30,SYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06,,,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-21,,-0.1,,post-market,,,,,,,,,,,,,-150.0,,,,,,,,,,,
2022-12-31,SYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-30,,-0.09,,post-market,,,,,,,,,,,,,-50.0,,,,,,,,,,,
2023-03-31,SYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07,,,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-01,,-0.1,,post-market,,,,,,,,,,,,,-233.3333,,,,,,,,,,,
2023-06-30,SYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-31,,-0.07,,pre-market,,,,,,,,,,,,,-16.6667,,,,,,,,,,,
2023-09-30,SYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-20,,-0.08,,post-market,,,,,,,,,,,,,33.3333,,,,,,,,,,,
2023-12-31,SYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-05,,-0.02,,post-market,,,,,,,,,,,,,66.6667,,,,,,,,,,,
2024-03-31,SYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02,,,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-05-06,,-0.07,,post-market,,,,,,,,,,,,,-40.0,,,,,,,,,,,
2024-06-30,SYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-29,,-0.02,,post-market,,,,,,,,,,,,,-166.6667,,,,,,,,,,,
2024-09-30,SYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-18,,0.05,,post-market,,,,,,,,,,,,,66.6667,,,,,,,,,,,
2024-12-31,SYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-05,,0.32,,post-market,,,,,,,,,,,,,966.6667,,,,,,,,,,,
2025-03-31,SYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-07,,0.05,,post-market,,,,,,,,,,,,,0.0,,,,,,,,,,,
2025-06-30,SYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-06,,0.07,,post-market,,,,,,,,,,,,,40.0,,,,,,,,,,,
2025-09-30,SYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5004,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-17,,0.5804,,post-market,,,,,,,,,,,,,625.5,,,,,,,,,,,
2025-12-28,SYM,-0.16,2246922000.0,,2.109,1.965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.5004,,,0.08,,666.67,,421968000.0,,,,,,,,,,,,,,,,,,,-0.0071,,,,,,,,,,,,,22.88,29.77,15.3,,,,,,,,-0.0075,,,2025-11-17,,0.5804,,post-market,,,-0.0256,-0.208,0.095,20.68,,,,,45.94,66.13,625.5,,,,,,,,,,87.88,16.32
2025-12-28,SYM,-0.16,2246922000.0,,2.109,1.965,,,,,,,,,,,,,,,None,491336000,491336000,,,,,,None,10003000,,,,,0.0,0.5004,-15251000,-5248000,0.08,2025-09-30,666.67,,421968000.0,127121000,-19572000,-423000,,,None,None,None,,None,,,,,-3623000,-19149000,None,None,-0.0071,,148884000,-21763000,,,,,None,,,,,22.88,29.77,15.3,,,,,,,,-0.0075,,,2025-11-17,quarterly,0.5804,USD,post-market,58734000,,-0.0256,-0.208,0.095,20.68,83638000,,,,45.94,66.13,625.5,,,,,,,618457000,,,87.88,16.32
2025-12-28,SYM,-0.16,2246922000.0,,2.109,1.965,,,,,,,,,,,,,,,None,493902000,493902000,,,,,,None,14202000,,,,,0.0,0.5004,-28105000,-13903000,0.08,2025-06-30,666.67,,421968000.0,98219000,-31881000,44000,,,None,None,None,,None,,,,,-5913000,-31925000,None,None,-0.0071,,117917000,-19698000,,,,,None,,,,,22.88,29.77,15.3,,,,,,,,-0.0075,,,2025-11-17,quarterly,0.5804,USD,post-market,45014000,,-0.0256,-0.208,0.095,20.68,75670000,,,,45.94,66.13,625.5,,,,,,,592121000,,,87.88,16.32
2025-12-28,SYM,-0.16,2246922000.0,,2.109,1.965,,,,,,,,,,,,,,,None,442054000,442054000,,,,,,None,12679000,,,,,0.0,0.5004,-32290000,-19611000,0.08,2025-03-31,666.67,,421968000.0,107597000,-22835000,-1397000,,,None,None,None,,None,,,,,-3925000,-21438000,None,None,-0.0071,,139655999,-32058999,,,,,None,,,,,22.88,29.77,15.3,,,,,,,,-0.0075,,,2025-11-17,quarterly,0.5804,USD,post-market,61540000,,-0.0256,-0.208,0.095,20.68,78347000,,,,45.94,66.13,625.5,,,,,,,549651000,,,87.88,16.32
2025-12-28,SYM,-0.16,2246922000.0,,2.109,1.965,,,,,,,,,,,,,,,None,406654000,406654000,,,,,,None,7245000,,,,,0.0,0.5004,-24629000,-17384000,0.08,2024-12-31,666.67,,421968000.0,80039000,-18370000,150000,,,None,None,None,,None,,,,,-3476000,-18520000,None,None,-0.0071,,104668000,-24629000,,,,,None,,,,,22.88,29.77,15.3,,,,,,,,-0.0075,,,2025-11-17,quarterly,0.5804,USD,post-market,43592000,,-0.0256,-0.208,0.095,20.68,61076000,,,,45.94,66.13,625.5,,,,,,,486693000,,,87.88,16.32
2025-12-28,SYM,-0.16,2246922000.0,,2.109,1.965,,,,,,,,,,,,,,,None,468924000,468924000,,,,,,None,6178000,,,,,0.0,0.5004,10113000,16291000,0.08,2024-09-30,666.67,,421968000.0,95642000,20064000,4110000,,,None,None,None,,None,,,,,2836000,-16549000,None,None,-0.0071,,84754000,10888000,,,,,None,,,,,22.88,29.77,15.3,,,,,,,,-0.0075,,,2025-11-17,quarterly,0.5804,USD,post-market,40130000,,-0.0256,-0.208,0.095,20.68,45399000,,,,45.94,66.13,625.5,,,,,,,564566000,,,87.88,16.32
2025-12-28,SYM,-0.16,2246922000.0,,2.109,1.965,,,,,,,,,,,,,,,None,415365000,415365000,,,,,,None,10696000,,,,,0.0,0.5004,-37620000,-26924000,0.08,2024-06-30,666.67,,421968000.0,54973000,-26542000,182000,,,None,None,None,,None,,,,,-4681000,-14204000,None,None,-0.0071,,92593000,-37620000,,,,,None,,,,,22.88,29.77,15.3,,,,,,,,-0.0075,,,2025-11-17,quarterly,0.5804,USD,post-market,44722000,,-0.0256,-0.208,0.095,20.68,47871000,,,,45.94,66.13,625.5,,,,,,,470338000,,,87.88,16.32
2025-12-28,SYM,-0.16,2246922000.0,,2.109,1.965,,,,,,,,,,,,,,,None,328906000,328906000,,,,,,None,3155000,,,,,0.0,0.5004,-30688000,-27533000,0.08,2024-03-31,666.67,,421968000.0,64426000,-55082000,-252000,,,None,None,None,,None,,,,,-8809000,-40952000,None,None,-0.0071,,129320000,-64894000,,,,,None,,,,,22.88,29.77,15.3,,,,,,,,-0.0075,,,2025-11-17,quarterly,0.5804,USD,post-market,46462000,,-0.0256,-0.208,0.095,20.68,48652000,,,,45.94,66.13,625.5,,,,,,,393332000,,,87.88,16.32
2025-12-28,SYM,-0.16,2246922000.0,,2.109,1.965,,,,,,,,,,,,,,,None,295886000,295886000,,,,,,None,3197000,,,,,0.0,0.5004,-25099000,-21902000,0.08,2023-12-31,666.67,,421968000.0,64057000,-18900000,172000,,,None,None,None,,None,,,,,-2836000,-12967000,None,None,-0.0071,,89156000,-25099000,,,,,None,,,,,22.88,29.77,15.3,,,,,,,,-0.0075,,,2025-11-17,quarterly,0.5804,USD,post-market,42144000,,-0.0256,-0.208,0.095,20.68,47012000,,,,45.94,66.13,625.5,,,,,,,359943000,,,87.88,16.32
2025-12-28,SYM,-0.16,2246922000.0,,2.109,1.965,,,,,,,,,,,,,,,None,318573000,318573000,,,,,,None,4705000,,,,,0.0,0.5004,-39409000,-34704000,0.08,2023-09-30,666.67,,421968000.0,73315000,-50274000,-4859000,,,None,114209000,None,,None,,,,,-6208000,-45415000,None,None,-0.0071,,127250000,-53935000,,,,,None,,,,,22.88,29.77,15.3,,,,,,,,-0.0075,,,2025-11-17,quarterly,0.5804,USD,post-market,45791000,,-0.0256,-0.208,0.095,20.68,66933000,,,,45.94,66.13,625.5,,,,,,,391888000,,,87.88,16.32
2025-12-28,SYM,-0.16,2246922000.0,,2.109,1.965,,,,,,,,,,,,,,,None,258928000,258928000,,,,,,None,2460000,,,,,0.0,0.5004,-42009000,-39549000,0.08,2023-06-30,666.67,,421968000.0,52909000,-39072000,5000,,,None,None,None,,None,,,,,-4347000,-39077000,None,None,-0.0071,,94918000,-42009000,,,,,2937000,,,,,22.88,29.77,15.3,,,,,,,,-0.0075,,,2025-11-17,quarterly,0.5804,USD,post-market,48845000,,-0.0256,-0.208,0.095,20.68,46073000,,,,45.94,66.13,625.5,,,,,,,311837000,,,87.88,16.32
2025-12-28,SYM,-0.16,2246922000.0,,2.109,1.965,,,,,,,,,,,,,,,None,218767000,218767000,,,,,,None,2069000,,,,,0.0,0.5004,-50177000,-48108000,0.08,2023-03-31,666.67,,421968000.0,48087000,-55433000,-17000,,,None,51582000,None,,None,,,,,-6118000,-55416000,None,None,-0.0071,,105803999,-57717000,,,,,2284000,,,,,22.88,29.77,15.3,,,,,,,,-0.0075,,,2025-11-17,quarterly,0.5804,USD,post-market,49666000,,-0.0256,-0.208,0.095,20.68,50898000,,,,45.94,66.13,625.5,,,,,,,266853999,,,87.88,16.32
2025-12-28,SYM,-0.16,2246922000.0,,2.109,1.965,,,,,,,,,,,,,,,None,171118000,171118000,,,,,,None,2077000,,,,,0.0,0.5004,-69569000,-67492000,0.08,2022-12-31,666.67,,421968000.0,35194000,-67735000,251000,,,None,62627000,None,,None,,,,,-7193000,-67986000,None,None,-0.0071,,104763000,-69569000,,,,,1834000,,,,,22.88,29.77,15.3,,,,,,,,-0.0075,,,2025-11-17,quarterly,0.5804,USD,post-market,50740000,,-0.0256,-0.208,0.095,20.68,54023000,,,,45.94,66.13,625.5,,,,,,,206312000,,,87.88,16.32
2025-12-28,SYM,-0.16,2246922000.0,,2.109,1.965,,,,,,,,,,,,,,,None,207683000,207683000,,,,,,None,1789000,,,,,0.0,0.5004,-54308000,-52519000,0.08,2022-09-30,666.67,,421968000.0,36729000,-53258000,-47709000,,,None,1050000,None,,None,,,,,-5549000,-53258000,None,None,-0.0071,,91037000,-54308000,,,,,1098481,,,,,22.88,29.77,15.3,,,,,,,,-0.0075,,,2025-11-17,quarterly,0.5804,USD,post-market,43462000,,-0.0256,-0.208,0.095,20.68,47575000,,,,45.94,66.13,625.5,,,,,,,244412000,,,87.88,16.32
2025-12-28,SYM,-0.16,2246922000.0,,2.109,1.965,,,,,,,,,,,,,,,None,144008000,144008000,,,,,,None,1426000,,,,,0.0,0.5004,-33031000,-31605000,0.08,2022-06-30,666.67,,421968000.0,31544000,-32875000,-31561000,,,None,17596000,None,,None,,,,,-20492000,-32875000,None,None,-0.0071,,64575000,-33031000,,,,,156000,,,,,22.88,29.77,15.3,,,,,,,,-0.0075,,,2025-11-17,quarterly,0.5804,USD,post-market,35140000,,-0.0256,-0.208,0.095,20.68,29435000,,,,45.94,66.13,625.5,,,,,,,175552000,,,87.88,16.32
2025-12-28,SYM,-0.16,2246922000.0,,2.109,1.965,,,,,,,,,,,,,,,None,79378000,79378000,,,,,,None,1416000,,,,,0.0,0.5004,-29961000,-28545000,0.08,2022-03-31,666.67,,421968000.0,16906000,-29903000,-58000,,,None,58000,None,,None,,,,,-29903000,-29903000,None,None,-0.0071,,46867000,-29961000,,,,,None,,,,,22.88,29.77,15.3,,,,,,,,-0.0075,,,2025-11-17,quarterly,0.5804,USD,post-market,23355000,,-0.0256,-0.208,0.095,20.68,23512000,,,,45.94,66.13,625.5,,,,,,,96284000,,,87.88,16.32
2025-12-28,SYM,-0.16,2246922000.0,,2.109,1.965,,,,,,,,,,,,,,,None,62596000,62596000,,,,,,None,1358000,,,,,0.0,0.5004,-23075000,-21717000,0.08,2021-12-31,666.67,,421968000.0,14468000,-23053000,-22000,,,None,22000,None,,None,,,,,-23053000,-23053000,None,None,-0.0071,,37543000,-23075000,,,,,None,,,,,22.88,29.77,15.3,,,,,,,,-0.0075,,,2025-11-17,quarterly,0.5804,USD,post-market,22184000,,-0.0256,-0.208,0.095,20.68,44617,,,,45.94,66.13,625.5,,,,,,,77064000,,,87.88,16.32
2025-12-28,SYM,-0.16,2246922000.0,,2.109,1.965,,,,,,,,,,,,,,,None,83856000,83856000,,,,,,None,1283000,,,,,0.0,0.5004,-31492000,-30209000,0.08,2021-09-30,666.67,,421968000.0,7852000,-31484000,-8000,,,None,None,None,,None,,,,,-31484000,-31484000,None,None,-0.0071,,39344000,-31492000,,,,,None,,,,,22.88,29.77,15.3,,,,,,,,-0.0075,,,2025-11-17,quarterly,0.5804,USD,post-market,20909000,,-0.0256,-0.208,0.095,20.68,1921010,,,,45.94,66.13,625.5,,,,,,,91708000,,,87.88,16.32
2025-12-28,SYM,-0.16,2246922000.0,,2.109,1.965,,,,,,,,,,,,,,,None,131823000,131823000,,,,,,None,1383000,,,,,0.0,0.5004,-37778000,-36395000,0.08,2021-06-30,666.67,,421968000.0,-336000,-37771000,-7000,,,None,None,None,,None,,,,,-37771000,-37771000,None,None,-0.0071,,37442000,-37778000,,,,,None,,,,,22.88,29.77,15.3,,,,,,,,-0.0075,,,2025-11-17,quarterly,0.5804,USD,post-market,20934000,,-0.0256,-0.208,0.095,20.68,2493735,,,,45.94,66.13,625.5,,,,,,,131487000,,,87.88,16.32
2025-12-28,SYM,-0.16,2246922000.0,,2.109,1.965,,,,,,,,,,,,,,,None,12893500,12893500,,,,,,None,912500,,,,,0.0,0.5004,-26555500,-25643000,0.08,2021-03-31,666.67,,421968000.0,1465000,-26530000,-70000,,,None,None,None,,None,,,,,-26530000,-26855000,None,None,-0.0071,,28020500,-26555500,,,,,None,,,,,22.88,29.77,15.3,,,,,,,,-0.0075,,,2025-11-17,quarterly,0.5804,USD,post-market,15771500,,-0.0256,-0.208,0.095,20.68,13331000,,,,45.94,66.13,625.5,,,,,,,14358500,,,87.88,16.32
2025-12-28,SYM,-0.16,2246922000.0,,2.109,1.965,,,,,,,,,,,,,,,None,12893500,12893500,,,,,,None,912500,,,,,0.0,0.5004,-26555500,-25643000,0.08,2020-12-31,666.67,,421968000.0,1466000,-26529000,17000,,,None,None,None,,None,,,,,-26529000,None,None,None,-0.0071,,28021500,-26555500,,,,,None,,,,,22.88,29.77,15.3,,,,,,,,-0.0075,,,2025-11-17,quarterly,0.5804,USD,post-market,15771500,,-0.0256,-0.208,0.095,20.68,None,,,,45.94,66.13,625.5,,,,,,,14359500,,,87.88,16.32
2025-12-28,SYM,-0.16,2246922000.0,,2.109,1.965,,,,,,,,,,,,,,,None,1824312000,1824312000,,,,,,None,44129000,,,,,0.0,0.5004,-92133000,-48004000,0.08,2025-09-30,666.67,,421968000.0,422610000,-92659000,-1627000,,,None,None,None,,None,,,,,-16937000,-91032000,None,None,-0.0071,,537616000,-115006000,,,,,None,,,,,22.88,29.77,15.3,,,,,,,,-0.0075,,,2025-11-17,annual,0.5804,USD,post-market,216013000,,-0.0256,-0.208,0.095,20.68,298730000,,,,45.94,66.13,625.5,,,,,,,2246922000,,,87.88,16.32
2025-12-28,SYM,-0.16,2246922000.0,,2.109,1.965,,,,,,,,,,,,,,,None,1509082000,1509082000,,,,,,None,23226000,,,,,0.0,0.5004,-83294000,-60068000,0.08,2024-09-30,666.67,,421968000.0,279097000,-80460000,4212000,,,None,None,None,,None,,,,,-13490000,-84672000,None,None,-0.0071,,395822000,-116725000,,,,,None,,,,,22.88,29.77,15.3,,,,,,,,-0.0075,,,2025-11-17,annual,0.5804,USD,post-market,173457000,,-0.0256,-0.208,0.095,20.68,188934000,,,,45.94,66.13,625.5,,,,,,,1788179000,,,87.88,16.32
2025-12-28,SYM,-0.16,2246922000.0,,2.109,1.965,,,,,,,,,,,,,,,None,967386000,967386000,,,,,,None,11311000,,,,,0.0,0.5004,-201164000,-189853000,0.08,2023-09-30,666.67,,421968000.0,209505000,-212514000,-4620000,,,None,None,None,,None,,,,,-23866000,-207894000,None,None,-0.0071,,432735000,-223230000,,,,,None,,,,,22.88,29.77,15.3,,,,,,,,-0.0075,,,2025-11-17,annual,0.5804,USD,post-market,195042000,,-0.0256,-0.208,0.095,20.68,217927000,,,,45.94,66.13,625.5,,,,,,,1176891000,,,87.88,16.32
2025-12-28,SYM,-0.16,2246922000.0,,2.109,1.965,,,,,,,,,,,,,,,None,493665000,493665000,,,,,,None,5989000,,,,,0.0,0.5004,-140375000,-134386000,0.08,2022-09-30,666.67,,421968000.0,99647000,-139089000,-61378000,,,None,1286000,None,,None,,,,,-78997000,-139089000,None,None,-0.0071,,240022000,-140375000,,,,,1286000,,,,,22.88,29.77,15.3,,,,,,,,-0.0075,,,2025-11-17,annual,0.5804,USD,post-market,124141000,,-0.0256,-0.208,0.095,20.68,115881000,,,,45.94,66.13,625.5,,,,,,,593312000,,,87.88,16.32
2025-12-28,SYM,-0.16,2246922000.0,,2.109,1.965,,,,,,,,,,,,,,,None,241466000,241466000,,,,,,None,4491000,,,,,0.0,0.5004,-122381000,-117890000,0.08,2021-09-30,666.67,,421968000.0,10447000,-122314000,4254442,,,None,0,None,,None,,,,,-122314000,-122314000,None,None,-0.0071,,132828000,-122381000,,,,,None,,,,,22.88,29.77,15.3,,,,,,,,-0.0075,,,2025-11-17,annual,0.5804,USD,post-market,73386000,,-0.0256,-0.208,0.095,20.68,59442000,,,,45.94,66.13,625.5,,,,,,,251913000,,,87.88,16.32
2025-12-28,SYM,-0.16,2246922000.0,,2.109,1.965,,,,,,,,,,,,,,,None,111016000,111016000,,,,,,None,5734000,,,,,0.0,0.5004,-110377000,-104643000,0.08,2020-09-30,666.67,,421968000.0,-18930000,-109568000,-47000,,,None,809000,None,,None,,,,,-109521000,-109521000,None,None,-0.0071,,91447000,-110377000,,,,,None,,,,,22.88,29.77,15.3,,,,,,,,-0.0075,,,2025-11-17,annual,0.5804,USD,post-market,55861000,,-0.0256,-0.208,0.095,20.68,35586000,,,,45.94,66.13,625.5,,,,,,,92086000,,,87.88,16.32
2025-12-28,SYM,-0.16,2246922000.0,,2.109,1.965,,,,,,,,,,,,,,,None,120087000,120087000,,,,,,None,7353000,,,,,0.0,0.5004,-105793000,-98440000,0.08,2019-09-30,666.67,,421968000.0,-19964000,-104361000,7181140,,,None,0,None,,None,,,,,-104361000,-104361000,None,None,-0.0071,,85829000,-105793000,,,,,None,,,,,22.88,29.77,15.3,,,,,,,,-0.0075,,,2025-11-17,annual,0.5804,USD,post-market,49092000,,-0.0256,-0.208,0.095,20.68,36737000,,,,45.94,66.13,625.5,,,,,,,100123000,,,87.88,16.32
2025-12-28,SYM,-0.16,2246922000.0,None,2.109,1.965,,None,1244993000,1244993000,,,,,,,,,60000,111697093,None,120087000,120087000,286669000,None,None,368363000,None,None,7353000,,,,,0.0,0.5004,-105793000,-98440000,0.08,2025-09-30,666.67,59871000,421968000.0,-19964000,-104361000,7181140,79149000,79149000,None,0,None,164390000,None,None,None,None,123034000,-104361000,-104361000,None,None,-0.0071,,85829000,-105793000,92050000,200442000,None,63629000,None,,,,,22.88,29.77,15.3,,,,,,,,-0.0075,,None,2025-11-17,quarterly,0.5804,USD,post-market,49092000,-1340862000,-0.0256,-0.208,0.095,20.68,36737000,31680000,7722000,None,45.94,66.13,625.5,2401197000,1869796000,1729423000,1917984000,531401000,188560999,100123000,221318000,None,87.88,16.32
2025-12-28,SYM,-0.16,2246922000.0,None,2.109,1.965,,None,777576000,777576000,,,,,,,,,60000,109201745,None,120087000,120087000,215624000,None,None,372670000,None,None,7353000,,,,,0.0,0.5004,-105793000,-98440000,0.08,2025-06-30,666.67,60534000,421968000.0,-19964000,-104361000,7181140,82921000,82921000,None,0,None,138901000,None,None,None,None,105551000,-104361000,-104361000,None,None,-0.0071,,85829000,-105793000,137061000,183690000,None,61544000,None,,,,,22.88,29.77,15.3,,,,,,,,-0.0075,,None,2025-11-17,quarterly,0.5804,USD,post-market,49092000,-1337239000,-0.0256,-0.208,0.095,20.68,36737000,27568000,5063000,None,45.94,66.13,625.5,1827411000,1426208000,1317411000,1383999000,401203000,66588000,100123000,210753000,None,87.88,16.32
