date,symbol,eps,revenue_ttm,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,forward_pe,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,peg_ratio,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,stockbasedcompensation,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,treasurystock,week_52_high,week_52_low
2006-03-31,VNDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-05-18,,-385.6087,,pre-market,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-30,VNDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.28,,,-0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-08-03,,-1.11,,pre-market,,,,,,,,,,,,,,-33.7349,,,,,,,,,,,
2006-09-30,VNDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,-0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-11-02,,-0.55,,pre-market,,,,,,,,,,,,,,42.1053,,,,,,,,,,,
2006-12-31,VNDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,-0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-02-07,,-0.54,,pre-market,,,,,,,,,,,,,,15.625,,,,,,,,,,,
2007-03-31,VNDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05,,,-0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-05-01,,-0.61,,pre-market,,,,,,,,,,,,,,-8.9286,,,,,,,,,,,
2007-06-30,VNDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,,,-0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-08-02,,-0.6,,pre-market,,,,,,,,,,,,,,25.9259,,,,,,,,,,,
2007-09-30,VNDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,-0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-11-08,,-0.82,,pre-market,,,,,,,,,,,,,,15.4639,,,,,,,,,,,
2007-12-31,VNDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,-0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-02-14,,-0.78,,pre-market,,,,,,,,,,,,,,1.2658,,,,,,,,,,,
2008-03-31,VNDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,-0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-05-01,,-0.72,,pre-market,,,,,,,,,,,,,,13.253,,,,,,,,,,,
2008-06-30,VNDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,-0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-08-05,,-0.51,,pre-market,,,,,,,,,,,,,,19.0476,,,,,,,,,,,
2008-09-30,VNDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,,,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-10-30,,-0.41,,pre-market,,,,,,,,,,,,,,-2.5,,,,,,,,,,,
2008-12-31,VNDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,-0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-02-11,,-0.28,,pre-market,,,,,,,,,,,,,,22.2222,,,,,,,,,,,
2009-03-31,VNDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02,,,-0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-04-29,,-0.24,,pre-market,,,,,,,,,,,,,,-9.0909,,,,,,,,,,,
2009-06-30,VNDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05,,,-0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-08-10,,-0.46,,pre-market,,,,,,,,,,,,,,-12.1951,,,,,,,,,,,
2009-09-30,VNDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-11-02,,-0.28,,pre-market,,,,,,,,,,,,,,6.6667,,,,,,,,,,,
2009-12-31,VNDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.18,,,-0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-02-16,,-0.34,,pre-market,,,,,,,,,,,,,,-112.5,,,,,,,,,,,
2010-03-31,VNDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-05-04,,0.02,,pre-market,,,,,,,,,,,,,,-77.7778,,,,,,,,,,,
2010-06-30,VNDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-08-05,,0.04,,pre-market,,,,,,,,,,,,,,-55.5556,,,,,,,,,,,
2010-09-30,VNDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-11-03,,0.11,,pre-market,,,,,,,,,,,,,,266.6667,,,,,,,,,,,
2010-12-31,VNDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-02-10,,0.08,,pre-market,,,,,,,,,,,,,,500.0,,,,,,,,,,,
2011-03-31,VNDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-05,,0.0047,,pre-market,,,,,,,,,,,,,,500.0,,,,,,,,,,,
2011-06-30,VNDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-08-04,,-0.05,,pre-market,,,,,,,,,,,,,,0.0,,,,,,,,,,,
2011-09-30,VNDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04,,,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-11-04,,-0.11,,pre-market,,,,,,,,,,,,,,-57.1429,,,,,,,,,,,
2011-12-31,VNDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,,,-0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-02-14,,-0.2,,pre-market,,,,,,,,,,,,,,-5.2632,,,,,,,,,,,
2012-03-31,VNDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12,,,-0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-05-08,,-0.28,,pre-market,,,,,,,,,,,,,,-75.0,,,,,,,,,,,
2012-06-30,VNDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,,,-0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-08-02,,-0.28,,pre-market,,,,,,,,,,,,,,-3.7037,,,,,,,,,,,
2012-09-30,VNDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,-0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-11-07,,-0.19,,pre-market,,,,,,,,,,,,,,13.6364,,,,,,,,,,,
2012-12-31,VNDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,,,-0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-02-12,,-0.23,,pre-market,,,,,,,,,,,,,,-4.5455,,,,,,,,,,,
