date,symbol,eps,revenue_ttm,pe_ratio,accumulateddepreciationamortizationppe,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,forward_pe,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,trailing_pe,treasurystock,week_52_high,week_52_low
2025-12-28,VIK,2.14,6126790000.0,34.27,,1.804,,,,,,,,,,,,,,,None,894281000,894281000,,,,,,None,71845000,,,,,0.322,0.24,193464000,265309000,0.96,2024-12-31,22.42,,2696705000.0,455448000,107068000,2893000,,,None,86396000,19409000,,None,,,,,103680000,116304000,-149531000,None,0.302,,224500000,230948000,,,,,None,,,,,40.64,5.31,,,,,,,,0.155,,,2025-11-19,quarterly,1.2,USD,pre-market,None,,0.0814,0.86,0.191,13.87,224500000,,,,54.57,63.9,25.0,,,,,,,1349729000,,34.27,,74.61,31.79
2025-12-28,VIK,2.14,6126790000.0,34.27,,1.804,,,,,,,,,,,,,,,None,970171000,970171000,,,,,,None,61052000,,,,,0.322,0.24,469674000,530726000,0.96,2024-09-30,22.42,,2696705000.0,708566000,379672000,4872000,,,None,90002000,16758000,,None,,,,,375094000,374800000,-91603000,None,0.302,,218978000,489588000,,,,,None,,,,,40.64,5.31,,,,,,,,0.155,,,2025-11-19,quarterly,1.2,USD,pre-market,None,,0.0814,0.86,0.191,13.87,218978000,,,,54.57,63.9,25.0,,,,,,,1678737000,,34.27,,74.61,31.79
2025-12-28,VIK,2.14,6126790000.0,34.27,,1.804,,,,,,,,,,,,,,,None,939742000,939742000,,,,,,None,61141000,,,,,0.322,0.24,263910000,325051000,0.96,2024-06-30,22.42,,2696705000.0,647519000,163287000,7486000,,,None,100623000,14738000,,None,,,,,155652000,155801000,-207453000,None,0.302,,220593000,426926000,,,,,None,,,,,40.64,5.31,,,,,,,,0.155,,,2025-11-19,quarterly,1.2,USD,pre-market,None,,0.0814,0.86,0.191,13.87,220593000,,,,54.57,63.9,25.0,,,,,,,1587261000,,34.27,,74.61,31.79
2025-12-28,VIK,2.14,6126790000.0,34.27,,1.804,,,,,,,,,,,,,,,None,568836000,568836000,,,,,,None,64911000,,,,,0.322,0.24,-374833000,-309922000,0.96,2024-03-31,22.42,,2696705000.0,149319000,-492322000,1606000,,,None,117489000,18469000,,None,,,,,-494224000,-493928000,-123975000,None,0.302,,219818000,-70499000,,,,,None,,,,,40.64,5.31,,,,,,,,0.155,,,2025-11-19,quarterly,1.2,USD,pre-market,None,,0.0814,0.86,0.191,13.87,219818000,,,,54.57,63.9,25.0,,,,,,,718155000,,34.27,,74.61,31.79
2025-12-28,VIK,2.14,6126790000.0,34.27,,1.804,,,,,,,,,,,,,,,None,762014000,762014000,,,,,,None,62494000,,,,,0.322,0.24,-473184000,-410690000,0.96,2023-12-31,22.42,,2696705000.0,357916000,-592358000,3738000,,,None,119174000,16587000,,None,,,,,-596578000,-596096000,-97194000,None,0.302,,199469000,158447000,,,,,None,,,,,40.64,5.31,,,,,,,,0.155,,,2025-11-19,quarterly,1.2,USD,pre-market,None,,0.0814,0.86,0.191,13.87,199469000,,,,54.57,63.9,25.0,,,,,,,1119930000,,34.27,,74.61,31.79
2025-12-28,VIK,2.14,6126790000.0,34.27,,1.804,,,,,,,,,,,,,,,None,906241000,906241000,,,,,,None,62807000,,,,,0.322,0.24,-1117248000,-1054441000,0.96,2023-09-30,22.42,,2696705000.0,600557000,-1240121000,-1929000,,,None,122873000,12607000,,None,,,,,-1238199000,-1238192000,-178741000,None,0.302,,188252000,412305000,,,,,None,,,,,40.64,5.31,,,,,,,,0.155,,,2025-11-19,quarterly,1.2,USD,pre-market,None,,0.0814,0.86,0.191,13.87,188252000,,,,54.57,63.9,25.0,,,,,,,1506798000,,34.27,,74.61,31.79
2025-12-28,VIK,2.14,6126790000.0,34.27,,1.804,,,,,,,,,,,,,,,None,895654000,895654000,,,,,,None,63311000,,,,,0.322,0.24,365350000,428661000,0.96,2023-06-30,22.42,,2696705000.0,559117000,192016000,1962000,,,None,173334000,10029000,,None,,,,,189928000,190054000,-187012000,None,0.302,,195649000,363468000,,,,,None,,,,,40.64,5.31,,,,,,,,0.155,,,2025-11-19,quarterly,1.2,USD,pre-market,None,,0.0814,0.86,0.191,13.87,195649000,,,,54.57,63.9,25.0,,,,,,,1454771000,,34.27,,74.61,31.79
2025-12-28,VIK,2.14,6126790000.0,34.27,,1.804,,,,,,,,,,,,,,,None,539186000,539186000,,,,,,None,62699000,,,,,0.322,0.24,-87906000,-25207000,0.96,2023-03-31,22.42,,2696705000.0,89808000,-211499000,2868000,,,None,123593000,8804000,,None,,,,,-214228000,-214367000,-131355000,None,0.302,,205670000,-115862000,,,,,None,,,,,40.64,5.31,,,,,,,,0.155,,,2025-11-19,quarterly,1.2,USD,pre-market,None,,0.0814,0.86,0.191,13.87,205670000,,,,54.57,63.9,25.0,,,,,,,628994000,,34.27,,74.61,31.79
2025-12-28,VIK,2.14,6126790000.0,34.27,,1.804,,,,,,,,,,,,,,,None,654716000,654716000,,,,,,None,64152000,,,,,0.322,0.24,319603000,383755000,0.96,2022-12-31,22.42,,2696705000.0,226349000,200837000,7671000,,,None,118766000,7198000,,None,,,,,193267000,193166000,-89980000,None,0.302,,199244000,27105000,,,,,None,,,,,40.64,5.31,,,,,,,,0.155,,,2025-11-19,quarterly,1.2,USD,pre-market,None,,0.0814,0.86,0.191,13.87,199244000,,,,54.57,63.9,25.0,,,,,,,881065000,,34.27,,74.61,31.79
2025-12-28,VIK,2.14,6126790000.0,34.27,,1.804,,,,,,,,,,,,,,,None,3374925000,3374925000,,,,,,None,260844000,,,,,0.322,0.24,550320000,811164000,0.96,2024-12-31,22.42,,2696705000.0,1958957000,169834000,16857000,,,None,380486000,69374000,,None,,,,,152331000,152977000,-572562000,None,0.302,,883889000,1075068000,,,,,None,,,,,40.64,5.31,,,,,,,,0.155,,,2025-11-19,annual,1.2,USD,pre-market,None,,0.0814,0.86,0.191,13.87,487789000,,,,54.57,63.9,25.0,,,,,,,5333882000,,34.27,,74.61,31.79
2025-12-28,VIK,2.14,6126790000.0,34.27,,1.804,,,,,,,,,,,,,,,None,3105503000,3105503000,,,,,,None,253719000,,,,,0.322,0.24,-1363510000,-1109791000,0.96,2023-12-31,22.42,,2696705000.0,1604990000,-1843457000,6639000,,,None,479947000,48027000,,None,,,,,-1850572000,-1858601000,-594302000,None,0.302,,789040000,815950000,,,,,None,,,,,40.64,5.31,,,,,,,,0.155,,,2025-11-19,annual,1.2,USD,pre-market,None,,0.0814,0.86,0.191,13.87,3100000,,,,54.57,63.9,25.0,,,,,,,4710493000,,34.27,,74.61,31.79
2025-12-28,VIK,2.14,6126790000.0,34.27,,1.804,,,,,,,,,,,,,,,None,2428880000,2428880000,,,,,,None,276513000,,,,,0.322,0.24,864057000,1140570000,0.96,2022-12-31,22.42,,2696705000.0,747099000,407420000,8902000,,,None,456637000,14044000,,None,,,,,398563000,398518000,-430357000,None,0.302,,684010000,63089000,,,,,None,,,,,40.64,5.31,,,,,,,,0.155,,,2025-11-19,annual,1.2,USD,pre-market,None,,0.0814,0.86,0.191,13.87,1200000,,,,54.57,63.9,25.0,,,,,,,3175979000,,34.27,,74.61,31.79
2025-12-28,VIK,2.14,6126790000.0,34.27,,1.804,,,,,,,,,,,,,,,None,916688000,916688000,,,,,,None,204407000,,,,,0.322,0.24,-1709285000,-1504878000,0.96,2021-12-31,22.42,,2696705000.0,-291587000,-2107212000,5030000,,,None,397927000,1929000,,None,,,,,-2111994000,-2112242000,-387646000,None,0.302,,462162000,-753749000,,,,,None,,,,,40.64,5.31,,,,,,,,0.155,,,2025-11-19,annual,1.2,USD,pre-market,None,,0.0814,0.86,0.191,13.87,3100000,,,,54.57,63.9,25.0,,,,,,,625101000,,34.27,,74.61,31.79
2025-12-28,VIK,2.14,6126790000.0,34.27,None,1.804,,246033000,3037345000,3037345000,,,,,,,,,4488000,443417615,None,916688000,916688000,263266000,None,1058408000,130173000,None,None,204407000,,,,,0.322,0.24,-1709285000,-1504878000,0.96,2025-09-30,22.42,None,2696705000.0,-291587000,-2107212000,5030000,68420000,68420000,None,397927000,1929000,98605000,None,None,4341937000,None,None,-2111994000,-2112242000,-387646000,None,0.302,,462162000,-753749000,587750000,397311000,None,46014000,None,,,,,40.64,5.31,,,,,,,,0.155,,7378583000,2025-11-19,quarterly,1.2,USD,pre-market,None,-4441264000,0.0814,0.86,0.191,13.87,3100000,5646378000,1085587000,None,54.57,63.9,25.0,11522129000,3853873000,6111788000,10718593000,7668256000,4606805000,625101000,800420000,34.27,None,74.61,31.79
2025-12-28,VIK,2.14,6126790000.0,34.27,None,1.804,,220522000,2444913000,2444913000,,,,,,,,,4486000,445549000,None,916688000,916688000,287101000,None,249846000,171264000,None,None,204407000,,,,,0.322,0.24,-1709285000,-1504878000,0.96,2025-06-30,22.42,None,2696705000.0,-291587000,-2107212000,5030000,70684000,70684000,None,397927000,1929000,92074000,None,None,5188440000,None,None,-2111994000,-2112242000,-387646000,None,0.302,,462162000,-753749000,753220000,413039000,None,51823000,None,,,,,40.64,5.31,,,,,,,,0.155,,7346888000,2025-11-19,quarterly,1.2,USD,pre-market,None,-4955353000,0.0814,0.86,0.191,13.87,3100000,5658808000,278452000,10777000,54.57,63.9,25.0,11117567000,3461471000,5407068000,10839247000,7656096000,5432179000,625101000,275125000,34.27,None,74.61,31.79
2025-12-28,VIK,2.14,6126790000.0,34.27,None,1.804,,223470000,2765555000,2765555000,,,,,,,,,None,442910000,None,916688000,916688000,266966000,None,466997000,232169000,None,None,204407000,,,,,0.322,0.24,-1709285000,-1504878000,0.96,2025-03-31,22.42,None,2696705000.0,-291587000,-2107212000,5030000,71066000,71066000,None,397927000,1929000,91746000,None,None,4845553000,None,None,-2111994000,-2112242000,-387646000,None,0.302,,462162000,-753749000,616620000,333678000,None,44415000,None,,,,,40.64,5.31,,,,,,,,0.155,,6728561000,2025-11-19,quarterly,1.2,USD,pre-market,None,-5394401000,0.0814,0.86,0.191,13.87,3100000,5536020000,495585000,None,54.57,63.9,25.0,10703683000,3695633000,5886307000,10971157000,7008050000,5084850000,625101000,-267474000,34.27,None,74.61,31.79
2025-12-28,VIK,2.14,6126790000.0,34.27,None,1.804,,236538000,2342372000,2342372000,,,,,,,,,4479000,439760000,None,916688000,916688000,236382000,None,469766000,239018000,None,None,204407000,,,,,0.322,0.24,-1709285000,-1504878000,0.96,2024-12-31,22.42,None,2696705000.0,-291587000,-2107212000,5030000,61059000,61059000,None,397927000,1929000,91473000,None,None,4866159000,None,12730000,-2111994000,-2112242000,-387646000,None,0.302,,462162000,-753749000,543676000,396260000,None,4091000,None,,,,,40.64,5.31,,,,,,,,0.155,,6659469000,2025-11-19,quarterly,1.2,USD,pre-market,None,-5288833000,0.0814,0.86,0.191,13.87,3100000,5572463000,498710000,10456000,54.57,63.9,25.0,10120685000,3216539000,5220565000,10339662000,6904146000,5119097000,625101000,-222729000,34.27,None,74.61,31.79
2025-12-28,VIK,2.14,6126790000.0,34.27,None,1.804,,247788000,2385458000,2385458000,,,,,,,,,4369000,435521000,None,916688000,916688000,264005000,None,449639000,240584000,None,None,204407000,,,,,0.322,0.24,-1709285000,-1504878000,0.96,2024-09-30,22.42,None,2696705000.0,-291587000,-2107212000,5030000,61167000,61167000,None,397927000,1929000,59451000,None,None,4615215000,None,12655000,-2111994000,-2112242000,-387646000,None,0.302,,462162000,-753749000,500572000,653926000,None,26503000,None,,,,,40.64,5.31,,,,,,,,0.155,,6090481000,2025-11-19,quarterly,1.2,USD,pre-market,None,-5485038000,0.0814,0.86,0.191,13.87,3100000,5312642000,478656000,10506000,54.57,63.9,25.0,9548486000,3186065000,5465545000,10329894000,6362421000,4864349000,625101000,-784959000,34.27,None,74.61,31.79
2025-12-28,VIK,2.14,6126790000.0,34.27,None,1.804,,240043000,1842142000,1842142000,,,,,,,,,4369000,367188000,None,916688000,916688000,275244000,None,440003000,250985000,None,None,204407000,,,,,0.322,0.24,-1709285000,-1504878000,0.96,2024-06-30,22.42,None,2696705000.0,-291587000,-2107212000,5030000,62606000,62606000,None,397927000,1929000,52646000,None,None,4642692000,None,10414000,-2111994000,-2112242000,-387646000,None,0.302,,462162000,-753749000,539048000,650290000,None,36453000,None,,,,,40.64,5.31,,,,,,,,0.155,,None,2025-11-19,quarterly,1.2,USD,pre-market,None,-5860132000,0.0814,0.86,0.191,13.87,3100000,5322738000,464661000,10487000,54.57,63.9,25.0,8982671000,2684821000,5265063000,10163329000,6297850000,4898266000,625101000,-1184209000,34.27,None,74.61,31.79
2025-12-28,VIK,2.14,6126790000.0,34.27,None,1.804,,245681000,1673594000,1673594000,,,,,,,,,2253000,221936000,None,916688000,916688000,187772000,None,259823000,360001000,None,None,204407000,,,,,0.322,0.24,-1709285000,-1504878000,0.96,2024-03-31,22.42,None,2696705000.0,-291587000,-2107212000,5030000,64027000,64027000,None,397927000,1929000,54173000,None,None,4954460000,None,9780000,-2111994000,-2112242000,-387646000,None,0.302,,462162000,-753749000,513718000,360113000,None,1598439000,None,,,,,40.64,5.31,,,,,,,,0.155,,None,2025-11-19,quarterly,1.2,USD,pre-market,None,-5997555000,0.0814,0.86,0.191,13.87,3100000,5459964000,284256000,20476000,54.57,63.9,25.0,8782651000,2601486000,4900258000,14625437000,6181165000,9725179000,625101000,-5842786000,34.27,None,74.61,31.79
2025-12-28,VIK,2.14,6126790000.0,34.27,None,1.804,,252626000,1513713000,1513713000,,,,,,,,,2253000,431455024,None,916688000,916688000,244581000,None,253020000,268978000,None,None,204407000,,,,,0.322,0.24,-1709285000,-1504878000,0.96,2023-12-31,22.42,8000000,2696705000.0,-291587000,-2107212000,5030000,54125000,54125000,None,397927000,1929000,54602000,None,None,5043275000,None,10473000,-2111994000,-2112242000,-387646000,None,0.302,,462162000,-753749000,494796000,336791000,None,1399862000,None,,,,,40.64,5.31,,,,,,,,0.155,,None,2025-11-19,quarterly,1.2,USD,pre-market,None,-5422822000,0.0814,0.86,0.191,13.87,3100000,5548921000,277690000,20498000,54.57,63.9,25.0,8576313000,2352587000,4363891000,13845796000,6223726000,9481905000,625101000,-5273207000,34.27,None,74.61,31.79
2025-12-28,VIK,2.14,6126790000.0,34.27,None,1.804,,256089000,1670621000,1670621000,,,,,,,,,86000,431455024,None,916688000,916688000,240218000,None,250103000,260325000,None,None,204407000,,,,,0.322,0.24,-1709285000,-1504878000,0.96,2023-09-30,22.42,None,2696705000.0,-291587000,-2107212000,5030000,61397000,61397000,None,397927000,1929000,53255000,None,None,5079288000,None,8837000,-2111994000,-2112242000,-387646000,None,0.302,,462162000,-753749000,540939000,353398000,None,1405361000,None,,,,,40.64,5.31,,,,,,,,0.155,,None,2025-11-19,quarterly,1.2,USD,pre-market,None,-4881880000,0.0814,0.86,0.191,13.87,3100000,5585480000,274368000,None,54.57,63.9,25.0,8649724000,2535610000,4481193000,13404267000,6114114000,8923074000,625101000,-4757771000,34.27,None,74.61,31.79
2025-12-28,VIK,2.14,6126790000.0,34.27,None,1.804,,None,None,None,,,,,,,,,None,431455024,None,916688000,916688000,None,None,None,None,None,None,204407000,,,,,0.322,0.24,-1709285000,-1504878000,0.96,2023-06-30,22.42,None,2696705000.0,-291587000,-2107212000,5030000,None,None,None,397927000,1929000,None,None,None,None,None,None,-2111994000,-2112242000,-387646000,None,0.302,,462162000,-753749000,None,None,None,None,None,,,,,40.64,5.31,,,,,,,,0.155,,None,2025-11-19,quarterly,1.2,None,pre-market,None,None,0.0814,0.86,0.191,13.87,3100000,None,None,None,54.57,63.9,25.0,None,None,None,None,None,None,625101000,None,34.27,None,74.61,31.79
2025-12-28,VIK,2.14,6126790000.0,34.27,None,1.804,,None,-1273689000,-1273689000,,,,,,,,,None,431455024,None,916688000,916688000,None,None,None,None,None,None,204407000,,,,,0.322,0.24,-1709285000,-1504878000,0.96,2023-03-31,22.42,None,2696705000.0,-291587000,-2107212000,5030000,None,None,None,397927000,1929000,None,None,None,None,None,None,-2111994000,-2112242000,-387646000,None,0.302,,462162000,-753749000,None,None,None,None,None,,,,,40.64,5.31,,,,,,,,0.155,,None,2025-11-19,quarterly,1.2,None,pre-market,None,None,0.0814,0.86,0.191,13.87,3100000,None,None,2547378000,54.57,63.9,25.0,None,1273689000,None,None,-1273689000,None,625101000,-3493417000,34.27,None,74.61,31.79
2025-12-28,VIK,2.14,6126790000.0,34.27,None,1.804,,262410000,1253140000,1253140000,,,,,,,,,2253000,431455024,None,916688000,916688000,194893000,None,251561000,577782000,None,None,204407000,,,,,0.322,0.24,-1709285000,-1504878000,0.96,2022-12-31,22.42,7800000,2696705000.0,-291587000,-2107212000,5030000,58095000,58095000,None,397927000,1929000,45378000,None,None,4937580000,None,6497000,-2111994000,-2112242000,-387646000,None,0.302,,462162000,-753749000,288308000,296958000,None,1394783000,None,,,,,40.64,5.31,,,,,,,,0.155,,None,2025-11-19,quarterly,1.2,USD,pre-market,None,-3594507000,0.0814,0.86,0.191,13.87,3100000,5451551000,274552000,945000,54.57,63.9,25.0,7857455000,2164608000,4100480000,11350872000,5692847000,7250392000,625101000,-3496679000,34.27,None,74.61,31.79
2025-12-28,VIK,2.14,6126790000.0,34.27,None,1.804,,236538000,2342372000,2342372000,,,,,,,,,4479000,431604000,None,916688000,916688000,236382000,None,469766000,239018000,None,None,204407000,,,,,0.322,0.24,-1709285000,-1504878000,0.96,2024-12-31,22.42,8000000,2696705000.0,-291587000,-2107212000,5030000,61059000,61059000,None,397927000,1929000,91473000,None,None,4866159000,None,12730000,-2111994000,-2112242000,-387646000,None,0.302,,462162000,-753749000,543676000,396260000,None,4091000,None,,,,,40.64,5.31,,,,,,,,0.155,,6659469000,2025-11-19,annual,1.2,USD,pre-market,None,-5288833000,0.0814,0.86,0.191,13.87,3100000,5572463000,498710000,10456000,54.57,63.9,25.0,10120685000,3216539000,5220565000,10339662000,6904146000,5119097000,625101000,-222729000,34.27,None,74.61,31.79
2025-12-28,VIK,2.14,6126790000.0,34.27,None,1.804,,252626000,1534211000,1534211000,,,,,,,,,2253000,431455024,None,916688000,916688000,244581000,None,253020000,357070000,None,None,204407000,,,,,0.322,0.24,-1709285000,-1504878000,0.96,2023-12-31,22.42,8000000,2696705000.0,-291587000,-2107212000,5030000,62125000,62125000,None,397927000,1929000,54602000,None,None,5043275000,None,10473000,-2111994000,-2112242000,-387646000,None,0.302,,462162000,-753749000,351416000,336791000,None,1399862000,None,,,,,40.64,5.31,,,,,,,,0.155,,5971420000,2025-11-19,annual,1.2,USD,pre-market,None,-5503218000,0.0814,0.86,0.191,13.87,3100000,5548921000,277690000,55288000,54.57,63.9,25.0,8495917000,2352587000,4363891000,13845796000,6143330000,9481905000,625101000,-5353603000,34.27,None,74.61,31.79
