date,symbol,eps,revenue_ttm,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,forward_pe,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,peg_ratio,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,treasurystock,week_52_high,week_52_low
2021-10-31,CRWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-12-01,,0.17,,post-market,,,,,,,,,,,,,70.0,,,,,,,,,,,
2022-01-31,CRWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-09,,0.3,,post-market,,,,,,,,,,,,,50.0,,,,,,,,,,,
2022-04-30,CRWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-02,,0.31,,post-market,,,,,,,,,,,,,34.7826,,,,,,,,,,,
2022-07-31,CRWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-08-30,,0.36,,post-market,,,,,,,,,,,,,28.5714,,,,,,,,,,,
2022-10-31,CRWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-29,,0.4,,post-market,,,,,,,,,,,,,29.0323,,,,,,,,,,,
2023-01-31,CRWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-07,,0.47,,post-market,,,,,,,,,,,,,9.3023,,,,,,,,,,,
2023-04-30,CRWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-31,,0.57,,post-market,,,,,,,,,,,,,11.7647,,,,,,,,,,,
2023-07-31,CRWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-30,,0.74,,post-market,,,,,,,,,,,,,32.1429,,,,,,,,,,,
2023-10-31,CRWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-28,,0.82,,post-market,,,,,,,,,,,,,10.8108,,,,,,,,,,,
2024-01-31,CRWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-05,,0.95,,post-market,,,,,,,,,,,,,15.8537,,,,,,,,,,,
2024-04-30,CRWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-04,,0.93,,post-market,,,,,,,,,,,,,4.4944,,,,,,,,,,,
2024-07-31,CRWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-08-28,,1.04,,post-market,,,,,,,,,,,,,7.2165,,,,,,,,,,,
2024-10-31,CRWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-26,,0.93,,post-market,,,,,,,,,,,,,14.8148,,,,,,,,,,,
2025-01-31,CRWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-04,,1.03,,post-market,,,,,,,,,,,,,19.7674,,,,,,,,,,,
2025-04-30,CRWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-03,,0.73,,post-market,,,,,,,,,,,,,10.6061,,,,,,,,,,,
2025-07-31,CRWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-27,,0.93,,post-market,,,,,,,,,,,,,12.0482,,,,,,,,,,,
2025-10-31,CRWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-25,,0.96,,post-market,,,,,,,,,,,,,2.1277,,,,,,,,,,,
2025-12-28,CRWD,-1.25,4565168000.0,,1.094,15.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.33,0.02,,,0.94,,99.01,,3390875000.0,,,,,,,,,,,,,,,,,,,-0.0559,,,,,,,,,,,,,3.959,29.95,26.57,,,,,,,,-0.0688,,,2025-11-25,,0.96,,post-market,,,-0.02,-0.0881,0.222,18.32,,,,,458.74,514.22,2.1277,,,,,,,,,,566.9,298.0
2025-12-28,CRWD,-1.25,4565168000.0,,1.094,15.93,,,,,,,,,,,,,,,None,301245000,301245000,,,,,,None,None,,,,,5.33,0.02,None,-16336999,0.94,2025-10-31,99.01,,3390875000.0,932999000,-23268000,10720000,,,None,6931000,50883000,,None,,,,,-33997000,-33988000,43952000,None,-0.0559,,970626000,-37627000,,,,,None,,,,,3.959,29.95,26.57,,,,,,,,-0.0688,,,2025-11-25,quarterly,0.96,USD,post-market,345153000,,-0.02,-0.0881,0.222,18.32,136641000,,,,458.74,514.22,2.1277,,,,,,,1234244000,,,566.9,298.0
2025-12-28,CRWD,-1.25,4565168000.0,,1.094,15.93,,,,,,,,,,,,,,,None,310283000,310283000,,,,,,None,68038000,,,,,5.33,0.02,-64851000,3187000,0.94,2025-07-31,99.01,,3390875000.0,858669000,-71674000,5971000,,,None,6823000,50850000,,None,,,,,-77675000,-77645000,44027000,None,-0.0559,,971648000,-112979000,,,,,None,,,,,3.959,29.95,26.57,,,,,,,,-0.0688,,,2025-11-25,quarterly,0.96,USD,post-market,346668000,,-0.02,-0.0881,0.222,18.32,177956000,,,,458.74,514.22,2.1277,,,,,,,1168952000,,,566.9,298.0
2025-12-28,CRWD,-1.25,4565168000.0,,1.094,15.93,,,,,,,,,,,,,,,None,289143000,289143000,,,,,,None,64057000,,,,,5.33,0.02,-83172000,-19115000,0.94,2025-04-30,99.01,,3390875000.0,814291000,-89887000,21106000,,,None,6715000,45380000,,None,,,,,-110207000,-110993000,38665000,None,-0.0559,,938947000,-124656000,,,,,None,,,,,3.959,29.95,26.57,,,,,,,,-0.0688,,,2025-11-25,quarterly,0.96,USD,post-market,334129000,,-0.02,-0.0881,0.222,18.32,165201000,,,,458.74,514.22,2.1277,,,,,,,1103434000,,,566.9,298.0
2025-12-28,CRWD,-1.25,4565168000.0,,1.094,15.93,,,,,,,,,,,,,,,None,273990000,273990000,,,,,,None,57440000,,,,,5.33,0.02,-39799000,17641000,0.94,2025-01-31,99.01,,3390875000.0,784548000,-46463000,46268000,,,None,6664000,46597000,,None,,,,,-92282000,-92731000,39933000,None,-0.0559,,869849000,-85301000,,,,,None,,,,,3.959,29.95,26.57,,,,,,,,-0.0688,,,2025-11-25,quarterly,0.96,USD,post-market,315142000,,-0.02,-0.0881,0.222,18.32,145203000,,,,458.74,514.22,2.1277,,,,,,,1058538000,,,566.9,298.0
2025-12-28,CRWD,-1.25,4565168000.0,,1.094,15.93,,,,,,,,,,,,,,,None,255087000,255087000,,,,,,None,55248000,,,,,5.33,0.02,-3951000,51297000,0.94,2024-10-31,99.01,,3390875000.0,755091000,-10538000,6281000,,,None,6587000,52201000,,None,,,,,-16822000,-16819000,45614000,None,-0.0559,,810814000,-55723000,,,,,None,,,,,3.959,29.95,26.57,,,,,,,,-0.0688,,,2025-11-25,quarterly,0.96,USD,post-market,275602000,,-0.02,-0.0881,0.222,18.32,126945000,,,,458.74,514.22,2.1277,,,,,,,1010178000,,,566.9,298.0
2025-12-28,CRWD,-1.25,4565168000.0,,1.094,15.93,,,,,,,,,,,,,,,None,237401000,237401000,,,,,,None,52584000,,,,,5.33,0.02,64153000,116737000,0.94,2024-07-31,99.01,,3390875000.0,726471000,57604000,10914000,,,None,6549000,51526000,,None,,,,,47013000,46690000,44977000,None,-0.0559,,712813000,13658000,,,,,None,,,,,3.959,29.95,26.57,,,,,,,,-0.0688,,,2025-11-25,quarterly,0.96,USD,post-market,250908000,,-0.02,-0.0881,0.222,18.32,106434000,,,,458.74,514.22,2.1277,,,,,,,963872000,,,566.9,298.0
2025-12-28,CRWD,-1.25,4565168000.0,,1.094,15.93,,,,,,,,,,,,,,,None,225003000,225003000,,,,,,None,48684000,,,,,5.33,0.02,60442000,109126000,0.94,2024-04-30,99.01,,3390875000.0,696033000,53931000,7667000,,,None,6511000,45850000,,None,,,,,42820000,46264000,39339000,None,-0.0559,,689097000,6936000,,,,,None,,,,,3.959,29.95,26.57,,,,,,,,-0.0688,,,2025-11-25,quarterly,0.96,USD,post-market,235249000,,-0.02,-0.0881,0.222,18.32,103734000,,,,458.74,514.22,2.1277,,,,,,,921036000,,,566.9,298.0
2025-12-28,CRWD,-1.25,4565168000.0,,1.094,15.93,,,,,,,,,,,,,,,None,208572000,208572000,,,,,,None,42369000,,,,,5.33,0.02,74972000,117341000,0.94,2024-01-31,99.01,,3390875000.0,636763000,68550000,13609000,,,None,6422000,41685000,,None,,,,,53699000,54941000,35263000,None,-0.0559,,607092000,29671000,,,,,None,,,,,3.959,29.95,26.57,,,,,,,,-0.0688,,,2025-11-25,quarterly,0.96,USD,post-market,213998000,,-0.02,-0.0881,0.222,18.32,102737000,,,,458.74,514.22,2.1277,,,,,,,845335000,,,566.9,298.0
2025-12-28,CRWD,-1.25,4565168000.0,,1.094,15.93,,,,,,,,,,,,,,,None,195004000,195004000,,,,,,None,38425000,,,,,5.33,0.02,42750000,81175000,0.94,2023-10-31,99.01,,3390875000.0,591010000,36272000,9603000,,,None,6503000,40086000,,None,,,,,26665000,26669000,33583000,None,-0.0559,,587847000,3163000,,,,,None,,,,,3.959,29.95,26.57,,,,,,,,-0.0688,,,2025-11-25,quarterly,0.96,USD,post-market,196072000,,-0.02,-0.0881,0.222,18.32,105589000,,,,458.74,514.22,2.1277,,,,,,,786014000,,,566.9,298.0
2025-12-28,CRWD,-1.25,4565168000.0,,1.094,15.93,,,,,,,,,,,,,,,None,182917000,182917000,,,,,,None,33877000,,,,,5.33,0.02,19531000,53408000,0.94,2023-07-31,99.01,,3390875000.0,548709000,13087000,4611000,,,None,6444000,36638000,,None,,,,,8472000,8476000,30194000,None,-0.0559,,564082000,-15373000,,,,,None,,,,,3.959,29.95,26.57,,,,,,,,-0.0688,,,2025-11-25,quarterly,0.96,USD,post-market,179362000,,-0.02,-0.0881,0.222,18.32,153246000,,,,458.74,514.22,2.1277,,,,,,,731626000,,,566.9,298.0
2025-12-28,CRWD,-1.25,4565168000.0,,1.094,15.93,,,,,,,,,,,,,,,None,169230000,169230000,,,,,,None,30583000,,,,,5.33,0.02,11295000,41878000,0.94,2023-04-30,99.01,,3390875000.0,523350000,4908000,4409000,,,None,6387000,30521000,,None,,,,,491000,499000,24134000,None,-0.0559,,542806000,-19456000,,,,,30751000,,,,,3.959,29.95,26.57,,,,,,,,-0.0688,,,2025-11-25,quarterly,0.96,USD,post-market,179065000,,-0.02,-0.0881,0.222,18.32,82634000,,,,458.74,514.22,2.1277,,,,,,,692580000,,,566.9,298.0
2025-12-28,CRWD,-1.25,4565168000.0,,1.094,15.93,,,,,,,,,,,,,,,None,175604000,175604000,,,,,,None,27850000,,,,,5.33,0.02,-37266000,-9416000,0.94,2023-01-31,99.01,,3390875000.0,461763000,-43618000,5314000,,,None,6352000,27016000,,None,,,,,-47481000,-48932000,20664000,None,-0.0559,,523263000,-61500000,,,,,None,,,,,3.959,29.95,26.57,,,,,,,,-0.0688,,,2025-11-25,quarterly,0.96,USD,post-market,191845000,,-0.02,-0.0881,0.222,18.32,84979000,,,,458.74,514.22,2.1277,,,,,,,637367000,,,566.9,298.0
2025-12-28,CRWD,-1.25,4565168000.0,,1.094,15.93,,,,,,,,,,,,,,,None,158228000,158228000,,,,,,None,25916000,,,,,5.33,0.02,-39427000,-13511000,0.94,2022-10-31,99.01,,3390875000.0,422654000,-45761000,8870000,,,None,6334000,16245000,,None,,,,,-54956000,-54631000,9911000,None,-0.0559,,479076000,-56422000,,,,,None,,,,,3.959,29.95,26.57,,,,,,,,-0.0688,,,2025-11-25,quarterly,0.96,USD,post-market,155256000,,-0.02,-0.0881,0.222,18.32,84148000,,,,458.74,514.22,2.1277,,,,,,,580882000,,,566.9,298.0
2025-12-28,CRWD,-1.25,4565168000.0,,1.094,15.93,,,,,,,,,,,,,,,None,140567000,140567000,,,,,,None,21909000,,,,,5.33,0.02,-37200000,-15291000,0.94,2022-07-31,99.01,,3390875000.0,394586000,-43535000,4778000,,,None,6335000,None,,None,,,,,-49285000,-48313000,-6335000,None,-0.0559,,442893000,-48307000,,,,,None,,,,,3.959,29.95,26.57,,,,,,,,-0.0688,,,2025-11-25,quarterly,0.96,USD,post-market,137864000,,-0.02,-0.0881,0.222,18.32,80263000,,,,458.74,514.22,2.1277,,,,,,,535153000,,,566.9,298.0
2025-12-28,CRWD,-1.25,4565168000.0,,1.094,15.93,,,,,,,,,,,,,,,None,126832000,126832000,,,,,,None,20429000,,,,,5.33,0.02,-20671000,-242000,0.94,2022-04-30,99.01,,3390875000.0,361002000,-26969000,3440000,,,None,6298000,None,,None,,,,,-31523000,-30409000,-6298000,None,-0.0559,,384885000,-23883000,,,,,3212000,,,,,3.959,29.95,26.57,,,,,,,,-0.0688,,,2025-11-25,quarterly,0.96,USD,post-market,123399000,,-0.02,-0.0881,0.222,18.32,67954000,,,,458.74,514.22,2.1277,,,,,,,487834000,,,566.9,298.0
2025-12-28,CRWD,-1.25,4565168000.0,,1.094,15.93,,,,,,,,,,,,,,,None,112620000,112620000,,,,,,None,20491000,,,,,5.33,0.02,-21855000,-1364000,0.94,2022-01-31,99.01,,3390875000.0,318390000,-28157000,13582000,,,None,6302000,None,,None,,,,,-41980000,-41739000,-6302000,None,-0.0559,,341924000,-23534000,,,,,1679000,,,,,3.959,29.95,26.57,,,,,,,,-0.0688,,,2025-11-25,quarterly,0.96,USD,post-market,105018000,,-0.02,-0.0881,0.222,18.32,74312000,,,,458.74,514.22,2.1277,,,,,,,431010000,,,566.9,298.0
2025-12-28,CRWD,-1.25,4565168000.0,,1.094,15.93,,,,,,,,,,,,,,,None,101664000,101664000,,,,,,None,17859000,,,,,5.33,0.02,-39574000,-21715000,0.94,2021-10-31,99.01,,3390875000.0,278387000,-45977000,4473000,,,None,6403000,None,,None,,,,,-50455000,-50450000,-6403000,None,-0.0559,,318651000,-40264000,,,,,690000,,,,,3.959,29.95,26.57,,,,,,,,-0.0688,,,2025-11-25,quarterly,0.96,USD,post-market,97630000,,-0.02,-0.0881,0.222,18.32,56061000,,,,458.74,514.22,2.1277,,,,,,,380051000,,,566.9,298.0
2025-12-28,CRWD,-1.25,4565168000.0,,1.094,15.93,,,,,,,,,,,,,,,None,90432000,90432000,,,,,,None,16088000,,,,,5.33,0.02,-46784000,-30696000,0.94,2021-07-31,99.01,,3390875000.0,247258000,-53080000,4238000,,,None,6296000,None,,None,,,,,-57318000,-57318000,-6296000,None,-0.0559,,294661000,-47403000,,,,,619000,,,,,3.959,29.95,26.57,,,,,,,,-0.0688,,,2025-11-25,quarterly,0.96,USD,post-market,90455000,,-0.02,-0.0881,0.222,18.32,50345000,,,,458.74,514.22,2.1277,,,,,,,337690000,,,566.9,298.0
2025-12-28,CRWD,-1.25,4565168000.0,,1.094,15.93,,,,,,,,,,,,,,,None,78505000,78505000,,,,,,None,14372000,,,,,5.33,0.02,-26579000,-12207000,0.94,2021-04-30,99.01,,3390875000.0,224338000,-32809000,50062000,,,None,6230000,None,,None,,,,,-85049000,-82871000,-6230000,None,-0.0559,,255685000,-31347000,,,,,4768000,,,,,3.959,29.95,26.57,,,,,,,,-0.0688,,,2025-11-25,quarterly,0.96,USD,post-market,78180000,,-0.02,-0.0881,0.222,18.32,42374000,,,,458.74,514.22,2.1277,,,,,,,302843000,,,566.9,298.0
2025-12-28,CRWD,-1.25,4565168000.0,,1.094,15.93,,,,,,,,,,,,,,,None,66732000,66732000,,,,,,None,11836000,,,,,5.33,0.02,-15121000,-3285000,0.94,2021-01-31,99.01,,3390875000.0,198197000,-16170000,2832000,,,None,1049000,None,,None,,,,,-19002000,-19002000,-1049000,None,-0.0559,,214000000,-15803000,,,,,None,,,,,3.959,29.95,26.57,,,,,,,,-0.0688,,,2025-11-25,quarterly,0.96,USD,post-market,66070000,,-0.02,-0.0881,0.222,18.32,35481000,,,,458.74,514.22,2.1277,,,,,,,264929000,,,566.9,298.0
2025-12-28,CRWD,-1.25,4565168000.0,,1.094,15.93,,,,,,,,,,,,,,,None,61527000,61527000,,,,,,None,10479000,,,,,5.33,0.02,-23887000,-13408000,0.94,2020-10-31,99.01,,3390875000.0,170933000,-24080000,451000,,,None,193000,None,,None,,,,,-24531000,-24531000,-193000,None,-0.0559,,195092000,-24159000,,,,,None,,,,,3.959,29.95,26.57,,,,,,,,-0.0688,,,2025-11-25,quarterly,0.96,USD,post-market,57539000,,-0.02,-0.0881,0.222,18.32,31951000,,,,458.74,514.22,2.1277,,,,,,,232460000,,,566.9,298.0
2025-12-28,CRWD,-1.25,4565168000.0,,1.094,15.93,,,,,,,,,,,,,,,None,54391000,54391000,,,,,,None,9523000,,,,,5.33,0.02,-29259000,-19736000,0.94,2020-07-31,99.01,,3390875000.0,144580000,-29433000,441000,,,None,174000,None,,None,,,,,-29874000,-29874000,-174000,None,-0.0559,,174571000,-29991000,,,,,None,,,,,3.959,29.95,26.57,,,,,,,,-0.0688,,,2025-11-25,quarterly,0.96,USD,post-market,50483000,,-0.02,-0.0881,0.222,18.32,28961000,,,,458.74,514.22,2.1277,,,,,,,198971000,,,566.9,298.0
2025-12-28,CRWD,-1.25,4565168000.0,,1.094,15.93,,,,,,,,,,,,,,,None,46895000,46895000,,,,,,None,8305000,,,,,5.33,0.02,-18043000,-9738000,0.94,2020-04-30,99.01,,3390875000.0,131183000,-18186000,1036000,,,None,143000,143000,,None,,,,,-19222000,-19222000,-143000,None,-0.0559,,153759000,-22576000,,,,,None,,,,,3.959,29.95,26.57,,,,,,,,-0.0688,,,2025-11-25,quarterly,0.96,USD,post-market,40578000,,-0.02,-0.0881,0.222,18.32,25043000,,,,458.74,514.22,2.1277,,,,,,,178078000,,,566.9,298.0
2025-12-28,CRWD,-1.25,4565168000.0,,1.094,15.93,,,,,,,,,,,,,,,None,43417000,43417000,,,,,,None,7105000,,,,,5.33,0.02,-27930000,-20825000,0.94,2020-01-31,99.01,,3390875000.0,108692000,-28075000,333000,,,None,145000,145000,,None,,,,,-28408000,-28408000,-145000,None,-0.0559,,139825000,-31133000,,,,,None,,,,,3.959,29.95,26.57,,,,,,,,-0.0688,,,2025-11-25,quarterly,0.96,USD,post-market,38691000,,-0.02,-0.0881,0.222,18.32,25331000,,,,458.74,514.22,2.1277,,,,,,,152109000,,,566.9,298.0
