date,symbol,eps,revenue_ttm,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,forward_pe,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,peg_ratio,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,stockbasedcompensation,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,treasurystock,week_52_high,week_52_low
2003-06-30,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-07-29,,0.27,,pre-market,,,,,,,,,,,,,,-3.5714,,,,,,,,,,,
2003-09-30,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-10-28,,0.28,,pre-market,,,,,,,,,,,,,,0.0,,,,,,,,,,,
2003-12-31,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-04,,0.32,,pre-market,,,,,,,,,,,,,,10.3448,,,,,,,,,,,
2004-03-31,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-04-28,,0.26,,pre-market,,,,,,,,,,,,,,0.0,,,,,,,,,,,
2004-06-30,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-07-28,,0.27,,pre-market,,,,,,,,,,,,,,0.0,,,,,,,,,,,
2004-09-30,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-10-27,,0.27,,pre-market,,,,,,,,,,,,,,-3.5714,,,,,,,,,,,
2004-12-31,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-02-02,,0.28,,pre-market,,,,,,,,,,,,,,0.0,,,,,,,,,,,
2005-03-31,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-05-05,,0.28,,pre-market,,,,,,,,,,,,,,0.0,,,,,,,,,,,
2005-06-30,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.34,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-08-08,,-0.09,,pre-market,,,,,,,,,,,,,,-136.0,,,,,,,,,,,
2005-09-30,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-11-03,,0.76,,pre-market,,,,,,,,,,,,,,90.0,,,,,,,,,,,
2005-12-31,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-03-01,,0.37,,pre-market,,,,,,,,,,,,,,8.8235,,,,,,,,,,,
2006-03-31,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-05-08,,0.5,,pre-market,,,,,,,,,,,,,,51.5152,,,,,,,,,,,
2006-06-30,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-08-07,,0.37,,pre-market,,,,,,,,,,,,,,2.7778,,,,,,,,,,,
2006-09-30,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-11-06,,0.16,,pre-market,,,,,,,,,,,,,,366.6667,,,,,,,,,,,
2006-12-31,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-03-01,,0.45,,pre-market,,,,,,,,,,,,,,50.0,,,,,,,,,,,
2007-03-31,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-05-07,,0.47,,pre-market,,,,,,,,,,,,,,9.3023,,,,,,,,,,,
2007-06-30,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-08-07,,0.53,,pre-market,,,,,,,,,,,,,,12.766,,,,,,,,,,,
2007-09-30,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03,,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-11-07,,0.51,,pre-market,,,,,,,,,,,,,,-5.5556,,,,,,,,,,,
2007-12-31,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-02-28,,0.74,,pre-market,,,,,,,,,,,,,,25.4237,,,,,,,,,,,
2008-03-31,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-05-12,,0.75,,pre-market,,,,,,,,,,,,,,19.0476,,,,,,,,,,,
2008-06-30,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-08-11,,0.87,,pre-market,,,,,,,,,,,,,,6.0976,,,,,,,,,,,
2008-09-30,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-11-06,,1.01,,pre-market,,,,,,,,,,,,,,10.989,,,,,,,,,,,
2008-12-31,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-02-25,,1.04,,pre-market,,,,,,,,,,,,,,13.0435,,,,,,,,,,,
2009-03-31,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-05-11,,1.12,,pre-market,,,,,,,,,,,,,,20.4301,,,,,,,,,,,
2009-06-30,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-08-10,,0.93,,pre-market,,,,,,,,,,,,,,2.1978,,,,,,,,,,,
2009-09-30,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-11-09,,0.89,,pre-market,,,,,,,,,,,,,,-1.1111,,,,,,,,,,,
2009-12-31,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06,,,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-02-25,,0.82,,pre-market,,,,,,,,,,,,,,-6.8182,,,,,,,,,,,
2010-03-31,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-05-10,,0.76,,pre-market,,,,,,,,,,,,,,2.7027,,,,,,,,,,,
2010-06-30,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-07-26,,0.87,,pre-market,,,,,,,,,,,,,,22.5352,,,,,,,,,,,
2010-09-30,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04,,,-0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-11-04,,-0.3,,pre-market,,,,,,,,,,,,,,-15.3846,,,,,,,,,,,
2010-12-31,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-02-23,,0.97,,pre-market,,,,,,,,,,,,,,29.3333,,,,,,,,,,,
2011-03-31,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-05,,0.78,,pre-market,,,,,,,,,,,,,,2.6316,,,,,,,,,,,
2011-06-30,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-08-04,,0.94,,pre-market,,,,,,,,,,,,,,16.0494,,,,,,,,,,,
2011-09-30,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07,,,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-11-03,,0.78,,pre-market,,,,,,,,,,,,,,-8.2353,,,,,,,,,,,
2011-12-31,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-02-22,,0.9,,pre-market,,,,,,,,,,,,,,9.7561,,,,,,,,,,,
2012-03-31,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-05-03,,0.91,,pre-market,,,,,,,,,,,,,,4.5977,,,,,,,,,,,
2012-06-30,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-08-02,,0.95,,pre-market,,,,,,,,,,,,,,3.2609,,,,,,,,,,,
2012-09-30,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11,,,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-11-01,,0.86,,pre-market,,,,,,,,,,,,,,-11.3402,,,,,,,,,,,
2012-12-31,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-02-20,,1.58,,pre-market,,,,,,,,,,,,,,61.2245,,,,,,,,,,,
2013-03-31,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-02,,1.02,,pre-market,,,,,,,,,,,,,,6.25,,,,,,,,,,,
2013-06-30,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-08-01,,1.05,,pre-market,,,,,,,,,,,,,,3.9604,,,,,,,,,,,
2013-09-30,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-10-31,,1.05,,pre-market,,,,,,,,,,,,,,0.9615,,,,,,,,,,,
2013-12-31,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-02-18,,1.01,,pre-market,,,,,,,,,,,,,,3.0612,,,,,,,,,,,
2014-03-31,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05,,,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-05-01,,0.92,,pre-market,,,,,,,,,,,,,,-5.1546,,,,,,,,,,,
2014-06-30,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-07-31,,1.02,,pre-market,,,,,,,,,,,,,,3.0303,,,,,,,,,,,
2014-09-30,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-10-30,,1.15,,post-market,,,,,,,,,,,,,,4.5455,,,,,,,,,,,
2014-12-31,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-02-18,,1.41,,pre-market,,,,,,,,,,,,,,28.1818,,,,,,,,,,,
2015-03-31,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02,,,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-30,,0.96,,post-market,,,,,,,,,,,,,,-2.0408,,,,,,,,,,,
2015-06-30,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05,,,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-30,,1.0,,post-market,,,,,,,,,,,,,,-4.7619,,,,,,,,,,,
2015-09-30,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-10-29,,1.21,,post-market,,,,,,,,,,,,,,8.0357,,,,,,,,,,,
2015-12-31,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04,,,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-02-18,,0.89,,post-market,,,,,,,,,,,,,,-4.3011,,,,,,,,,,,
2016-03-31,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-05,,0.85,,post-market,,,,,,,,,,,,,,0.0,,,,,,,,,,,
2016-06-30,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.16,,,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-08-04,,0.72,,post-market,,,,,,,,,,,,,,-18.1818,,,,,,,,,,,
2016-09-30,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.84,,,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-03,,0.03,,post-market,,,,,,,,,,,,,,-96.5517,,,,,,,,,,,
2016-12-31,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-02-17,,0.82,,pre-market,,,,,,,,,,,,,,3.7975,,,,,,,,,,,
2017-03-31,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06,,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-04,,0.61,,post-market,,,,,,,,,,,,,,-8.9552,,,,,,,,,,,
2017-06-30,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-03,,0.72,,post-market,,,,,,,,,,,,,,20.0,,,,,,,,,,,
2017-09-30,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-02,,0.67,,post-market,,,,,,,,,,,,,,11.6667,,,,,,,,,,,
2017-12-31,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-20,,0.7,,post-market,,,,,,,,,,,,,,11.1111,,,,,,,,,,,
2018-03-31,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9,,,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-05-03,,-0.13,,post-market,,,,,,,,,,,,,,-116.8831,,,,,,,,,,,
2018-06-30,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-02,,0.81,,post-market,,,,,,,,,,,,,,15.7143,,,,,,,,,,,
2018-09-30,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09,,,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-01,,0.55,,post-market,,,,,,,,,,,,,,-14.0625,,,,,,,,,,,
2018-12-31,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.25,,,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-21,,0.36,,post-market,,,,,,,,,,,,,,-40.9836,,,,,,,,,,,
2019-03-31,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.66,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-05-02,,-0.14,,pre-market,,,,,,,,,,,,,,-126.9231,,,,,,,,,,,
2019-06-30,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-08-02,,0.65,,pre-market,,,,,,,,,,,,,,25.0,,,,,,,,,,,
2019-09-30,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-10-31,,0.38,,pre-market,,,,,,,,,,,,,,5.5556,,,,,,,,,,,
2019-12-31,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.13,,,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-12-31,,-0.21,,pre-market,,,,,,,,,,,,,,-162.5,,,,,,,,,,,
2020-03-31,FLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.49,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-31,,-1.22,,pre-market,,,,,,,,,,,,,,-551.8519,,,,,,,,,,,
