date,symbol,eps,revenue_ttm,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,forward_pe,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,stockbasedcompensation,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,treasurystock,week_52_high,week_52_low
2024-06-30,SOUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02,,,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-08-08,,-0.11,,post-market,,,,,,,,,,,,,,-22.2222,,,,,,,,,,,
2024-09-30,SOUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-12,,-0.04,,post-market,,,,,,,,,,,,,,42.8571,,,,,,,,,,,
2024-12-31,SOUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-27,,-0.05,,post-market,,,,,,,,,,,,,,37.5,,,,,,,,,,,
2025-03-31,SOUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0033,,,-0.0633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-07,,-0.06,,pre-market,,,,,,,,,,,,,,5.2133,,,,,,,,,,,
2025-06-30,SOUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,,,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-07,,-0.19,,pre-market,,,,,,,,,,,,,,-111.1111,,,,,,,,,,,
2025-09-30,SOUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-06,,-0.03,,pre-market,,,,,,,,,,,,,,66.6667,,,,,,,,,,,
2025-12-31,SOUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0783,,,-0.0983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-26,,-0.02,,pre-market,,,,,,,,,,,,,,79.6541,,,,,,,,,,,
2026-04-16,SOUN,-0.28,168920000.0,,2.966,1.097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0783,,,-0.0983,,227.27,,71551000.0,,,,,,,,,,,,,,,,,,,-0.742,,,,,,,,,,,,,6.29,17.59,,,,,,,,-0.0829,,,2026-02-26,,-0.02,,pre-market,,,-0.181,-0.0433,0.594,0.417,,,,,11.89,7.5,,79.6541,,,,,,,,,,22.17,5.83
2026-04-16,SOUN,-0.28,168920000.0,,2.966,1.097,,,,,,,,,,,,,,,None,28709000,28709000,,,,,,None,41885000,,,,,0.0,0.0783,42370000,84255000,-0.0983,2025-12-31,227.27,,71551000.0,26350000,42257000,2200000,,,None,113000,2391000,,None,,,,,40057000,40057000,2278000,None,-0.742,,-16223000,42573000,,,,,None,,,,,6.29,17.59,,,,,,,,-0.0829,,,2026-02-26,quarterly,-0.02,USD,pre-market,24841000,,-0.181,-0.0433,0.594,0.417,21205000,,,,11.89,7.5,,79.6541,,,,,,,55059000,,,22.17,5.83
2026-04-16,SOUN,-0.28,168920000.0,,2.966,1.097,,,,,,,,,,,,,,,None,24128000,24128000,,,,,,None,16687000,,,,,0.0,0.0783,-108661000,-91974000,-0.0983,2025-09-30,227.27,,71551000.0,17921000,-108814000,457000,,,None,153000,2773000,,None,,,,,-109271000,-109271000,2620000,None,-0.742,,133812000,-115891000,,,,,None,,,,,6.29,17.59,,,,,,,,-0.0829,,,2026-02-26,quarterly,-0.02,USD,pre-market,22848000,,-0.181,-0.0433,0.594,0.417,24346000,,,,11.89,7.5,,79.6541,,,,,,,42049000,,,22.17,5.83
2026-04-16,SOUN,-0.28,168920000.0,,2.966,1.097,,,,,,,,,,,,,,,None,26021000,26021000,,,,,,None,8498000,,,,,0.0,0.0783,-73299000,-64801000,-0.0983,2025-06-30,227.27,,71551000.0,16662000,-73468000,1256000,,,None,169000,2428000,,None,,,,,-74724000,-74724000,2259000,None,-0.742,,94713000,-78051000,,,,,None,,,,,6.29,17.59,,,,,,,,-0.0829,,,2026-02-26,quarterly,-0.02,USD,pre-market,25805000,,-0.181,-0.0433,0.594,0.417,18230000,,,,11.89,7.5,,79.6541,,,,,,,42683000,,,22.17,5.83
2026-04-16,SOUN,-0.28,168920000.0,,2.966,1.097,,,,,,,,,,,,,,,None,18511000,18511000,,,,,,None,8419000,,,,,0.0,0.0783,130986000,139405000,-0.0983,2025-03-31,227.27,,71551000.0,10618000,130751000,819000,,,None,235000,2207000,,None,,,,,129932000,129932000,1972000,None,-0.742,,-117479000,128097000,,,,,None,,,,,6.29,17.59,,,,,,,,-0.0829,,,2026-02-26,quarterly,-0.02,USD,pre-market,24756000,,-0.181,-0.0433,0.594,0.417,18407000,,,,11.89,7.5,,79.6541,,,,,,,29129000,,,22.17,5.83
2026-04-16,SOUN,-0.28,168920000.0,,2.966,1.097,,,,,,,,,,,,,,,None,20759000,20759000,,,,,,None,10552000,,,,,0.0,0.0783,-256979000,-246427000,-0.0983,2024-12-31,227.27,,71551000.0,13784000,-258288000,311000,,,None,1309000,1472000,,None,,,,,-258599000,-258599000,163000,None,-0.742,,270856000,-257072000,,,,,None,,,,,6.29,17.59,,,,,,,,-0.0829,,,2026-02-26,quarterly,-0.02,USD,pre-market,20394000,,-0.181,-0.0433,0.594,0.417,16437000,,,,11.89,7.5,,79.6541,,,,,,,34543000,,,22.17,5.83
2026-04-16,SOUN,-0.28,168920000.0,,2.966,1.097,,,,,,,,,,,,,,,None,12901000,12901000,,,,,,None,3920000,,,,,0.0,0.0783,-31133000,-27213000,-0.0983,2024-09-30,227.27,,71551000.0,12193000,-32242000,-10491000,,,None,1109000,2263000,,None,,,,,-21751000,-21751000,1154000,None,-0.742,,45960000,-33767000,,,,,None,,,,,6.29,17.59,,,,,,,,-0.0829,,,2026-02-26,quarterly,-0.02,USD,pre-market,19545000,,-0.181,-0.0433,0.594,0.417,17031000,,,,11.89,7.5,,79.6541,,,,,,,25094000,,,22.17,5.83
2026-04-16,SOUN,-0.28,168920000.0,,2.966,1.097,,,,,,,,,,,,,,,None,4980000,4980000,,,,,,None,1982000,,,,,0.0,0.0783,-32598000,-30616000,-0.0983,2024-06-30,227.27,,71551000.0,8482000,-36684000,638000,,,None,4086000,2820000,,None,,,,,-37322000,-37322000,-1266000,None,-0.742,,30467000,-21985000,,,,,None,,,,,6.29,17.59,,,,,,,,-0.0829,,,2026-02-26,quarterly,-0.02,USD,pre-market,15738000,,-0.181,-0.0433,0.594,0.417,9035000,,,,11.89,7.5,,79.6541,,,,,,,13462000,,,22.17,5.83
2026-04-16,SOUN,-0.28,168920000.0,,2.966,1.097,,,,,,,,,,,,,,,None,4669000,4669000,,,,,,None,2213000,,,,,0.0,0.0783,-27050000,-24837000,-0.0983,2024-03-31,227.27,,71551000.0,6925000,-32714000,295000,,,None,5664000,1815000,,None,,,,,-33009000,-33009000,-3849000,None,-0.742,,35454000,-28529000,,,,,None,,,,,6.29,17.59,,,,,,,,-0.0829,,,2026-02-26,quarterly,-0.02,USD,pre-market,14878000,,-0.181,-0.0433,0.594,0.417,10267000,,,,11.89,7.5,,79.6541,,,,,,,11594000,,,22.17,5.83
2026-04-16,SOUN,-0.28,168920000.0,,2.966,1.097,,,,,,,,,,,,,,,None,3911000,3911000,,,,,,None,3718000,,,,,0.0,0.0783,-10936000,-7218000,-0.0983,2023-12-31,227.27,,71551000.0,13236000,-16396000,1607000,,,None,5460000,791000,,None,,,,,-18003000,-18003000,-4669000,None,-0.742,,25629000,-12393000,,,,,None,,,,,6.29,17.59,,,,,,,,-0.0829,,,2026-02-26,quarterly,-0.02,USD,pre-market,12713000,,-0.181,-0.0433,0.594,0.417,7641000,,,,11.89,7.5,,79.6541,,,,,,,17147000,,,22.17,5.83
2026-04-16,SOUN,-0.28,168920000.0,,2.966,1.097,,,,,,,,,,,,,,,None,3590000,3590000,,,,,,None,530000,,,,,0.0,0.0783,-13194000,-12664000,-0.0983,2023-09-30,227.27,,71551000.0,9678000,-18636000,1561000,,,None,5442000,1204000,,None,,,,,-20197000,-20197000,-4238000,None,-0.742,,24208000,-14530000,,,,,None,,,,,6.29,17.59,,,,,,,,-0.0829,,,2026-02-26,quarterly,-0.02,USD,pre-market,12806000,,-0.181,-0.0433,0.594,0.417,6931000,,,,11.89,7.5,,79.6541,,,,,,,13268000,,,22.17,5.83
2026-04-16,SOUN,-0.28,168920000.0,,2.966,1.097,,,,,,,,,,,,,,,None,1830000,1830000,,,,,,None,1523000,,,,,0.0,0.0783,-18155000,-16632000,-0.0983,2023-06-30,227.27,,71551000.0,6921000,-22890000,417000,,,None,4735000,714000,,None,,,,,-23307000,-21932000,-4858000,None,-0.742,,23404000,-16483000,,,,,-5079000,,,,,6.29,17.59,,,,,,,,-0.0829,,,2026-02-26,quarterly,-0.02,USD,pre-market,11736000,,-0.181,-0.0433,0.594,0.417,6377000,,,,11.89,7.5,,79.6541,,,,,,,8751000,,,22.17,5.83
2026-04-16,SOUN,-0.28,168920000.0,,2.966,1.097,,,,,,,,,,,,,,,None,1976000,1976000,,,,,,None,1602000,,,,,0.0,0.0783,-26005000,-24403000,-0.0983,2023-03-31,227.27,,71551000.0,4731000,-27101000,329000,,,None,1096000,157000,,None,,,,,-27430000,-26369000,-939000,None,-0.742,,29934000,-25203000,,,,,-1002000,,,,,6.29,17.59,,,,,,,,-0.0829,,,2026-02-26,quarterly,-0.02,USD,pre-market,14184000,,-0.181,-0.0433,0.594,0.417,7125000,,,,11.89,7.5,,79.6541,,,,,,,6707000,,,22.17,5.83
2026-04-16,SOUN,-0.28,168920000.0,,2.966,1.097,,,,,,,,,,,,,,,None,2755000,2755000,,,,,,None,1861000,,,,,0.0,0.0783,-28218000,-26357000,-0.0983,2022-12-31,227.27,,71551000.0,6746000,-29396000,1284000,,,None,1178000,165000,,None,,,,,-30680000,-55397550,-1013000,None,-0.742,,35498000,-28752000,,,,,-4782603,,,,,6.29,17.59,,,,,,,,-0.0829,,,2026-02-26,quarterly,-0.02,USD,pre-market,21528000,,-0.181,-0.0433,0.594,0.417,7226000,,,,11.89,7.5,,79.6541,,,,,,,9501000,,,22.17,5.83
2026-04-16,SOUN,-0.28,168920000.0,,2.966,1.097,,,,,,,,,,,,,,,None,2583000,2583000,,,,,,None,928000,,,,,0.0,0.0783,-28031000,-27103000,-0.0983,2022-09-30,227.27,,71551000.0,8603000,-29197000,864000,,,None,1166000,186000,,None,,,,,-30061000,-28922000,-980000,None,-0.742,,35675000,-27072000,,,,,-1050000,,,,,6.29,17.59,,,,,,,,-0.0829,,,2026-02-26,quarterly,-0.02,USD,pre-market,19352000,,-0.181,-0.0433,0.594,0.417,9651000,,,,11.89,7.5,,79.6541,,,,,,,11186000,,,22.17,5.83
2026-04-16,SOUN,-0.28,168920000.0,,2.966,1.097,,,,,,,,,,,,,,,None,2488000,2488000,,,,,,None,131000,,,,,0.0,0.0783,-28707000,-28576000,-0.0983,2022-06-30,227.27,,71551000.0,3664000,-30279000,389000,,,None,1572000,37000,,None,,,,,-30668000,-30668000,-1535000,None,-0.742,,32594000,-28930000,,,,,-1349000,,,,,6.29,17.59,,,,,,,,-0.0829,,,2026-02-26,quarterly,-0.02,USD,pre-market,18862000,,-0.181,-0.0433,0.594,0.417,9362000,,,,11.89,7.5,,79.6541,,,,,,,6152000,,,22.17,5.83
2026-04-16,SOUN,-0.28,168920000.0,,2.966,1.097,,,,,,,,,,,,,,,None,1773000,1773000,,,,,,None,2138000,,,,,0.0,0.0783,-21774000,-19636000,-0.0983,2022-03-31,227.27,,71551000.0,2517000,-24751000,352000,,,None,2977000,11857,,None,,,,,-25103000,-385450,11857,None,-0.742,,23234000,-20717000,,,,,104603,,,,,6.29,17.59,,,,,,,,-0.0829,,,2026-02-26,quarterly,-0.02,USD,pre-market,16650000,,-0.181,-0.0433,0.594,0.417,4003000,,,,11.89,7.5,,79.6541,,,,,,,4290000,,,22.17,5.83
2026-04-16,SOUN,-0.28,168920000.0,,2.966,1.097,,,,,,,,,,,,,,,None,1707000,1707000,,,,,,None,2507000,,,,,0.0,0.0783,-20174000,-17667000,-0.0983,2021-12-31,227.27,,71551000.0,3444000,-22791000,-944000,,,None,2617000,1000,,None,,,,,-21847000,-21847000,-2616000,None,-0.742,,22483000,-19039000,,,,,None,,,,,6.29,17.59,,,,,,,,-0.0829,,,2026-02-26,quarterly,-0.02,USD,pre-market,16368000,,-0.181,-0.0433,0.594,0.417,5134000,,,,11.89,7.5,,79.6541,,,,,,,5151000,,,22.17,5.83
2026-04-16,SOUN,-0.28,168920000.0,,2.966,1.097,,,,,,,,,,,,,,,None,1657000,1657000,,,,,,None,1955000,,,,,0.0,0.0783,-19908000,-17953000,-0.0983,2021-09-30,227.27,,71551000.0,2371000,-22591000,1190000,,,None,2683000,0,,None,,,,,-23781000,-23781000,-2683000,None,-0.742,,19541000,-17170000,,,,,None,,,,,6.29,17.59,,,,,,,,-0.0829,,,2026-02-26,quarterly,-0.02,USD,pre-market,14344000,,-0.181,-0.0433,0.594,0.417,4022000,,,,11.89,7.5,,79.6541,,,,,,,4028000,,,22.17,5.83
2026-04-16,SOUN,-0.28,168920000.0,,2.966,1.097,,,,,,,,,,,,,,,None,1628000,1628000,,,,,,None,1385000,,,,,0.0,0.0783,-12499000,-12315000,-0.0983,2021-06-30,227.27,,71551000.0,6651000,-14609000,43000,,,None,2294000,1000,,None,,,,,-14652000,-14652000,-2293000,None,-0.742,,19150000,-12499000,,,,,None,,,,,6.29,17.59,,,,,,,,-0.0829,,,2026-02-26,quarterly,-0.02,USD,pre-market,14023000,,-0.181,-0.0433,0.594,0.417,4119000,,,,11.89,7.5,,79.6541,,,,,,,8279000,,,22.17,5.83
2026-04-16,SOUN,-0.28,168920000.0,,2.966,1.097,,,,,,,,,,,,,,,None,None,None,,,,,,None,None,,,,,0.0,0.0783,-16619000,-81441,-0.0983,2021-03-31,227.27,,71551000.0,None,-84033,167000,,,None,None,525,,None,,,,,-84033,-84033,525,None,-0.742,,81441,-81441,,,,,None,,,,,6.29,17.59,,,,,,,,-0.0829,,,2026-02-26,quarterly,-0.02,USD,pre-market,None,,-0.181,-0.0433,0.594,0.417,None,,,,11.89,7.5,,79.6541,,,,,,,0,,,22.17,5.83
2026-04-16,SOUN,-0.28,168920000.0,,2.966,1.097,,,,,,,,,,,,,,,None,1675000,1675000,,,,,,None,1490000,,,,,0.0,0.0783,-15409000,-13919000,-0.0983,2020-12-31,227.27,,71551000.0,2536000,-15861000,465000,,,None,None,None,,None,,,,,-16326000,None,None,None,-0.742,,17945000,-15409000,,,,,None,,,,,6.29,17.59,,,,,,,,-0.0829,,,2026-02-26,quarterly,-0.02,USD,pre-market,13583000,,-0.181,-0.0433,0.594,0.417,3280000,,,,11.89,7.5,,79.6541,,,,,,,4211000,,,22.17,5.83
2026-04-16,SOUN,-0.28,168920000.0,,2.966,1.097,,,,,,,,,,,,,,,None,97369000,97369000,,,,,,None,34130000,,,,,0.0,0.0783,-8604000,25526000,-0.0983,2025-12-31,227.27,,71551000.0,71551000,-9274000,4732000,,,None,670000,9799000,,None,,,,,-14006000,-14006000,9129000,None,-0.742,,94823000,-23272000,,,,,None,,,,,6.29,17.59,,,,,,,,-0.0829,,,2026-02-26,annual,-0.02,USD,pre-market,98250000,,-0.181,-0.0433,0.594,0.417,82188000,,,,11.89,7.5,,79.6541,,,,,,,168920000,,,22.17,5.83
2026-04-16,SOUN,-0.28,168920000.0,,2.966,1.097,,,,,,,,,,,,,,,None,43309000,43309000,,,,,,None,18667000,,,,,0.0,0.0783,-347760000,-329093000,-0.0983,2024-12-31,227.27,,71551000.0,41384000,-359928000,-9247000,,,None,12168000,8370000,,None,,,,,-350681000,-350681000,-3798000,None,-0.742,,382737000,-341353000,,,,,None,,,,,6.29,17.59,,,,,,,,-0.0829,,,2026-02-26,annual,-0.02,USD,pre-market,70555000,,-0.181,-0.0433,0.594,0.417,53270000,,,,11.89,7.5,,79.6541,,,,,,,84693000,,,22.17,5.83
2026-04-16,SOUN,-0.28,168920000.0,,2.966,1.097,,,,,,,,,,,,,,,None,11307000,11307000,,,,,,None,5659000,,,,,0.0,0.0783,-68290000,-62631000,-0.0983,2023-12-31,227.27,,71551000.0,34566000,-85023000,3914000,,,None,16733000,2240000,,None,,,,,-88937000,-100475000,-11048000,None,-0.742,,103174000,-68608000,,,,,None,,,,,6.29,17.59,,,,,,,,-0.0829,,,2026-02-26,annual,-0.02,USD,pre-market,51439000,,-0.181,-0.0433,0.594,0.417,28285000,,,,11.89,7.5,,79.6541,,,,,,,45873000,,,22.17,5.83
2026-04-16,SOUN,-0.28,168920000.0,,2.966,1.097,,,,,,,,,,,,,,,None,9599000,9599000,,,,,,None,7226000,,,,,0.0,0.0783,-106931000,-99705000,-0.0983,2022-12-31,227.27,,71551000.0,21530000,-113824000,2889000,,,None,6893000,390000,,None,,,,,-116713000,-115373000,-6503000,None,-0.742,,127202000,-105672000,,,,,-7077000,,,,,6.29,17.59,,,,,,,,-0.0829,,,2026-02-26,annual,-0.02,USD,pre-market,76392000,,-0.181,-0.0433,0.594,0.417,30443000,,,,11.89,7.5,,79.6541,,,,,,,31129000,,,22.17,5.83
2026-04-16,SOUN,-0.28,168920000.0,,2.966,1.097,,,,,,,,,,,,,,,None,6585000,6585000,,,,,,None,9088000,,,,,0.0,0.0783,-70742000,-61654000,-0.0983,2021-12-31,227.27,,71551000.0,14612000,-79084000,456000,,,None,8342000,7000,,None,,,,,-79540000,-79540000,-8335000,None,-0.742,,79939000,-65327000,,,,,None,,,,,6.29,17.59,,,,,,,,-0.0829,,,2026-02-26,annual,-0.02,USD,pre-market,59178000,,-0.181,-0.0433,0.594,0.417,16521000,,,,11.89,7.5,,79.6541,,,,,,,21197000,,,22.17,5.83
2026-04-16,SOUN,-0.28,168920000.0,,2.966,1.097,,,,,,,,,,,,,,,None,5863000,5863000,,,,,,None,6037000,,,,,0.0,0.0783,-71400000,-65363000,-0.0983,2020-12-31,227.27,,71551000.0,7154000,-73669000,738000,,,None,2269000,168000,,None,,,,,-74407000,-74407000,-2101000,None,-0.742,,73158000,-66004000,,,,,None,,,,,6.29,17.59,,,,,,,,-0.0829,,,2026-02-26,annual,-0.02,USD,pre-market,54279000,,-0.181,-0.0433,0.594,0.417,14140000,,,,11.89,7.5,,79.6541,,,,,,,13017000,,,22.17,5.83
2026-04-16,SOUN,-0.28,168920000.0,,2.966,1.097,,,,,,,,,,,,,,,None,4515000,4515000,,,,,,None,4671000,,,,,0.0,0.0783,-64574000,-59903000,-0.0983,2019-12-31,227.27,,71551000.0,3162000,-64214000,253000,,,None,0,None,,None,,,,,-64467000,None,None,None,-0.742,,67736000,-64574000,,,,,None,,,,,6.29,17.59,,,,,,,,-0.0829,,,2026-02-26,annual,-0.02,USD,pre-market,47769000,,-0.181,-0.0433,0.594,0.417,14575000,,,,11.89,7.5,,79.6541,,,,,,,7677000,,,22.17,5.83
2026-04-16,SOUN,-0.28,168920000.0,None,2.966,1.097,,4213000,248490000,248490000,,,,,,,,,40000,417576180,None,4515000,4515000,10562000,None,None,62242000,None,None,4671000,,,,,0.0,0.0783,-64574000,-59903000,-0.0983,2025-12-31,227.27,122277000,71551000.0,3162000,-64214000,253000,181395000,181395000,None,0,None,None,None,None,None,None,None,-64467000,None,None,None,-0.742,,67736000,-64574000,18397000,32329000,None,138767000,None,,,,,6.29,17.59,,,,,,,,-0.0829,,None,2026-02-26,quarterly,-0.02,USD,pre-market,47769000,-957066000,-0.181,-0.0433,0.594,0.417,14575000,4213000,2144000,None,11.89,7.5,,79.6541,688173000,329129000,71739000,224387000,359044000,152648000,7677000,463786000,None,22.17,5.83
