date,symbol,eps,revenue_ttm,pe_ratio,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,forward_pe,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,peg_ratio,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,trailing_pe,treasurystock,week_52_high,week_52_low
2002-12-31,PARR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-02-12,,1.98,,pre-market,,,,,,,,,,,,,100.0,,,,,,,,,,,,
2003-03-31,PARR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99,,,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-05-12,,4.96,,pre-market,,,,,,,,,,,,,67.0034,,,,,,,,,,,,
2003-06-30,PARR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.94,,,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-22,,-1.98,,pre-market,,,,,,,,,,,,,-150.0,,,,,,,,,,,,
2003-09-30,PARR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-11-06,,4.96,,pre-market,,,,,,,,,,,,,25.2525,,,,,,,,,,,,
2003-12-31,PARR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.99,,,4.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-04,,2.97,,pre-market,,,,,,,,,,,,,-40.121,,,,,,,,,,,,
2004-03-31,PARR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.63,,,6.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-05-11,,1.98,,pre-market,,,,,,,,,,,,,-70.0454,,,,,,,,,,,,
2004-06-30,PARR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.99,,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-08-12,,0.99,,pre-market,,,,,,,,,,,,,-50.0,,,,,,,,,,,,
2004-09-30,PARR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.44,,,13.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-11-08,,6.94,,pre-market,,,,,,,,,,,,,-48.1315,,,,,,,,,,,,
2004-12-31,PARR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,,,10.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-02-09,,10.9,,pre-market,,,,,,,,,,,,,2.2514,,,,,,,,,,,,
2005-03-31,PARR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.21,,,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-05-09,,11.89,,pre-market,,,,,,,,,,,,,-30.4678,,,,,,,,,,,,
2005-06-30,PARR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.71,,,14.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-09-13,,3.96,,pre-market,,,,,,,,,,,,,-73.0061,,,,,,,,,,,,
2005-09-30,PARR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.99,,,21.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-11-08,,1.98,,pre-market,,,,,,,,,,,,,-90.9877,,,,,,,,,,,,
2005-12-31,PARR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.06,,,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-03-07,,-12.89,,pre-market,,,,,,,,,,,,,-506.6246,,,,,,,,,,,,
2006-03-31,PARR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.44,,,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-05-04,,-5.95,,pre-market,,,,,,,,,,,,,-499.3289,,,,,,,,,,,,
2006-06-30,PARR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98,,,-6.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-08-09,,-4.96,,pre-market,,,,,,,,,,,,,28.5303,,,,,,,,,,,,
2006-09-30,PARR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.48,,,-5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-11-08,,-13.88,,pre-market,,,,,,,,,,,,,-157.037,,,,,,,,,,,,
2006-12-31,PARR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.27,,,-13.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-03-01,,-19.82,,pre-market,,,,,,,,,,,,,-46.2731,,,,,,,,,,,,
2007-03-31,PARR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.08,,,-13.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-05-07,,-23.79,,pre-market,,,,,,,,,,,,,-73.523,,,,,,,,,,,,
2007-06-30,PARR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.83,,,-16.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-08-08,,-24.78,,pre-market,,,,,,,,,,,,,-46.1947,,,,,,,,,,,,
2007-09-30,PARR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,-10.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-11-08,,-8.92,,pre-market,,,,,,,,,,,,,10.978,,,,,,,,,,,,
2007-12-31,PARR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.47,,,-8.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-02-28,,-30.73,,pre-market,,,,,,,,,,,,,-272.0339,,,,,,,,,,,,
2008-03-31,PARR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.52,,,-3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-05-08,,-7.93,,pre-market,,,,,,,,,,,,,-132.5513,,,,,,,,,,,,
2008-06-30,PARR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.09,,,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-08-07,,3.96,,pre-market,,,,,,,,,,,,,111.7647,,,,,,,,,,,,
2008-09-30,PARR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.46,,,-1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-11-06,,-5.95,,pre-market,,,,,,,,,,,,,-299.3289,,,,,,,,,,,,
2008-12-31,PARR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.64,,,-16.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-03-02,,-31.72,,pre-market,,,,,,,,,,,,,-97.2637,,,,,,,,,,,,
2009-03-31,PARR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.73,,,-22.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-05-05,,-24.78,,pre-market,,,,,,,,,,,,,-12.381,,,,,,,,,,,,
2009-06-30,PARR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.55,,,-13.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-08-06,,-88.21,,pre-market,,,,,,,,,,,,,-545.754,,,,,,,,,,,,
2009-09-30,PARR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.91,,,-10.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-11-05,,-34.69,,pre-market,,,,,,,,,,,,,-221.7996,,,,,,,,,,,,
2009-12-31,PARR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.4,,,-9.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-03-11,,-11.89,,pre-market,,,,,,,,,,,,,-25.2898,,,,,,,,,,,,
2010-03-31,PARR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.68,,,-10.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-05-10,,-10.9,,pre-market,,,,,,,,,,,,,-6.6536,,,,,,,,,,,,
2010-06-30,PARR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.81,,,-9.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-08-09,,-10.9,,pre-market,,,,,,,,,,,,,-19.912,,,,,,,,,,,,
2010-09-30,PARR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.36,,,-9.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-11-09,,-4.96,,pre-market,,,,,,,,,,,,,46.7811,,,,,,,,,,,,
2010-12-31,PARR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.9,,,-6.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-03-16,,-11.89,,pre-market,,,,,,,,,,,,,-70.1001,,,,,,,,,,,,
2011-03-31,PARR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.65,,,-5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-10,,-5.95,,pre-market,,,,,,,,,,,,,-12.2642,,,,,,,,,,,,
2011-06-30,PARR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17,,,-4.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-08-04,,-2.28,,pre-market,,,,,,,,,,,,,48.764,,,,,,,,,,,,
2011-09-30,PARR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.97,,,-3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-11-09,,-5.55,,pre-market,,,,,,,,,,,,,-55.0279,,,,,,,,,,,,
2012-09-30,PARR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-11-08,,-10.405,,pre-market,,,,,,,,,,,,,-55.0279,,,,,,,,,,,,
2012-12-31,PARR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-03-14,,9.3202,,pre-market,,,,,,,,,,,,,-55.0279,,,,,,,,,,,,
2013-03-31,PARR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-08,,-0.2866,,pre-market,,,,,,,,,,,,,-55.0279,,,,,,,,,,,,
2013-06-30,PARR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-08-08,,-0.5512,,pre-market,,,,,,,,,,,,,-55.0279,,,,,,,,,,,,
2013-09-30,PARR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-11-14,,-0.832,,pre-market,,,,,,,,,,,,,-55.0279,,,,,,,,,,,,
2013-12-31,PARR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-03-27,,-3.2317,,pre-market,,,,,,,,,,,,,-55.0279,,,,,,,,,,,,
