date,symbol,eps,revenue_ttm,pe_ratio,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividend_per_share,dividend_yield,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,forward_pe,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,stockbasedcompensation,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,trailing_pe,treasurystock,week_52_high,week_52_low
2026-04-16,NEXA,1.0,3002055000.0,11.94,,0.596,7.57,,,,,,,,,,,,,,,None,538945000,538945000,,,,,,None,83876000,,0.0,0.0118,,,,0.0,0.0984,24621000,108497000,0.5016,2024-03-31,3.45,,702513000.0,43162000,-17619000,-416000,,,None,44186000,1884000,,None,,,,,-23843000,-11488000,-47249000,None,0.239,,10329000,32833000,,,,,None,,,,,1.597,0.527,,,,,,,,0.0442,,,2026-02-26,quarterly,0.6,USD,pre-market,None,,0.0525,0.19,0.219,22.67,32684000,,,,7.71,11.46,,19.6172,,,,,,,582107000,,11.94,,14.94,4.438
2026-04-16,NEXA,1.0,3002055000.0,11.94,,0.596,7.57,,,,,,,,,,,,,,,None,561374000,561374000,,,,,,None,82873000,,0.0,0.0118,,,,0.0,0.0984,-52971000,29902000,0.5016,2023-12-31,3.45,,702513000.0,68503000,-103861000,3777000,,,None,45596000,3060000,,None,,,,,-93402000,-107638000,-48277000,None,0.239,,146952000,-78449000,,,,,None,,,,,1.597,0.527,,,,,,,,0.0442,,,2026-02-26,quarterly,0.6,USD,pre-market,None,,0.0525,0.19,0.219,22.67,31890000,,,,7.71,11.46,,19.6172,,,,,,,629877000,,11.94,,14.94,4.438
2026-04-16,NEXA,1.0,3002055000.0,11.94,,0.596,7.57,,,,,,,,,,,,,,,None,582546000,582546000,,,,,,None,72095000,,0.0,0.0118,,,,0.0,0.0984,-22170000,49925000,0.5016,2023-09-30,3.45,,702513000.0,66788000,-63005000,359000,,,None,36126000,3214000,,None,,,,,-73738000,-63364000,-37253000,None,0.239,,71764000,-4976000,,,,,None,,,,,1.597,0.527,,,,,,,,0.0442,,,2026-02-26,quarterly,0.6,USD,pre-market,None,,0.0525,0.19,0.219,22.67,32530000,,,,7.71,11.46,,19.6172,,,,,,,649334000,,11.94,,14.94,4.438
2026-04-16,NEXA,1.0,3002055000.0,11.94,,0.596,7.57,,,,,,,,,,,,,,,None,565024000,565024000,,,,,,None,71745000,,0.0,0.0118,,,,0.0,0.0984,-85631000,-13886000,0.5016,2023-06-30,3.45,,702513000.0,61680000,-136328000,-33544000,,,None,51895000,3250000,,None,,,,,-102486000,-102784000,-52663000,None,0.239,,177146000,-115466000,,,,,None,,,,,1.597,0.527,,,,,,,,0.0442,,,2026-02-26,quarterly,0.6,USD,pre-market,None,,0.0525,0.19,0.219,22.67,31952000,,,,7.71,11.46,,19.6172,,,,,,,626704000,,11.94,,14.94,4.438
2026-04-16,NEXA,1.0,3002055000.0,11.94,,0.596,7.57,,,,,,,,,,,,,,,None,567813000,567813000,,,,,,None,71680000,,0.0,0.0118,,,,0.0,0.0984,52633000,124313000,0.5016,2023-03-31,3.45,,702513000.0,99505000,9724000,25134000,,,None,46415000,3110000,,None,,,,,-19728000,-15410000,-40736000,None,0.239,,55979000,43526000,,,,,None,,,,,1.597,0.527,,,,,,,,0.0442,,,2026-02-26,quarterly,0.6,USD,pre-market,None,,0.0525,0.19,0.219,22.67,27776000,,,,7.71,11.46,,19.6172,,,,,,,667318000,,11.94,,14.94,4.438
2026-04-16,NEXA,1.0,3002055000.0,11.94,,0.596,7.57,,,,,,,,,,,,,,,None,696225000,696225000,,,,,,None,77918000,,0.0,0.0118,,,,0.0,0.0984,-17465000,60453000,0.5016,2022-12-31,3.45,,702513000.0,83550000,-58110000,23325000,,,None,43395000,4884000,,None,,,,,-81693000,69548000,-37221000,None,0.239,,125692000,-42142000,,,,,None,,,,,1.597,0.527,,,,,,,,0.0442,,,2026-02-26,quarterly,0.6,USD,pre-market,None,,0.0525,0.19,0.219,22.67,40073000,,,,7.71,11.46,,19.6172,,,,,,,779775000,,11.94,,14.94,4.438
2026-04-16,NEXA,1.0,3002055000.0,11.94,,0.596,7.57,,,,,,,,,,,,,,,None,617846000,617846000,,,,,,None,72753000,,0.0,0.0118,,,,0.0,0.0984,27583000,100336000,0.5016,2022-09-30,3.45,,702513000.0,84799000,-13692000,26177000,,,None,41571000,5268000,,None,,,,,-41220000,-39869000,-34870000,None,0.239,,46198000,38601000,,,,,None,,,,,1.597,0.527,,,,,,,,0.0442,,,2026-02-26,quarterly,0.6,USD,pre-market,None,,0.0525,0.19,0.219,22.67,30909000,,,,7.71,11.46,,19.6172,,,,,,,702645000,,11.94,,14.94,4.438
2026-04-16,NEXA,1.0,3002055000.0,11.94,,0.596,7.57,,,,,,,,,,,,,,,None,556329000,556329000,,,,,,None,74374000,,0.0,0.0118,,,,0.0,0.0984,202173000,276547000,0.5016,2022-06-30,3.45,,702513000.0,273105000,165368000,41848000,,,None,40329000,5242000,,None,,,,,109002000,123520000,-31894000,None,0.239,,33503000,239602000,,,,,None,,,,,1.597,0.527,,,,,,,,0.0442,,,2026-02-26,quarterly,0.6,USD,pre-market,None,,0.0525,0.19,0.219,22.67,35823000,,,,7.71,11.46,,19.6172,,,,,,,829434000,,11.94,,14.94,4.438
2026-04-16,NEXA,1.0,3002055000.0,11.94,,0.596,7.57,,,,,,,,,,,,,,,None,524780000,524780000,,,,,,None,65892000,,0.0,0.0118,,,,0.0,0.0984,170103000,235995000,0.5016,2022-03-31,3.45,,702513000.0,197356000,133811000,59633000,,,None,43399000,2499000,,None,,,,,63012000,74178000,-39691000,None,0.239,,74198000,123158000,,,,,None,,,,,1.597,0.527,,,,,,,,0.0442,,,2026-02-26,quarterly,0.6,USD,pre-market,None,,0.0525,0.19,0.219,22.67,34674000,,,,7.71,11.46,,19.6172,,,,,,,722136000,,11.94,,14.94,4.438
2026-04-16,NEXA,1.0,3002055000.0,11.94,,0.596,7.57,,,,,,,,,,,,,,,None,583797000,583797000,,,,,,None,58583000,,0.0,0.0118,,,,0.0,0.0984,80010000,138593000,0.5016,2021-12-31,3.45,,702513000.0,94113000,29201000,17839000,,,None,35184000,2187000,,None,,,,,1373000,11362000,-31141000,None,0.239,,26495000,67618000,,,,,None,,,,,1.597,0.527,,,,,,,,0.0442,,,2026-02-26,quarterly,0.6,USD,pre-market,None,,0.0525,0.19,0.219,22.67,51760000,,,,7.71,11.46,,19.6172,,,,,,,677910000,,11.94,,14.94,4.438
2026-04-16,NEXA,1.0,3002055000.0,11.94,,0.596,7.57,,,,,,,,,,,,,,,None,507045000,507045000,,,,,,None,68470000,,0.0,0.0118,,,,0.0,0.0984,58965000,127435000,0.5016,2021-09-30,3.45,,702513000.0,148037000,30730000,39773000,,,None,37590000,2590000,,None,,,,,-18840000,-9043000,-34115000,None,0.239,,60737000,87300000,,,,,None,,,,,1.597,0.527,,,,,,,,0.0442,,,2026-02-26,quarterly,0.6,USD,pre-market,None,,0.0525,0.19,0.219,22.67,36719000,,,,7.71,11.46,,19.6172,,,,,,,655082000,,11.94,,14.94,4.438
2026-04-16,NEXA,1.0,3002055000.0,11.94,,0.596,7.57,,,,,,,,,,,,,,,None,469307000,469307000,,,,,,None,62157000,,0.0,0.0118,,,,0.0,0.0984,232005000,294162000,0.5016,2021-06-30,3.45,,702513000.0,216882000,202775000,80618000,,,None,35286000,1448000,,None,,,,,109012000,122157000,-33253000,None,0.239,,46371000,170511000,,,,,None,,,,,1.597,0.527,,,,,,,,0.0442,,,2026-02-26,quarterly,0.6,USD,pre-market,None,,0.0525,0.19,0.219,22.67,33497000,,,,7.71,11.46,,19.6172,,,,,,,686189000,,11.94,,14.94,4.438
2026-04-16,NEXA,1.0,3002055000.0,11.94,,0.596,7.57,,,,,,,,,,,,,,,None,428870000,428870000,,,,,,None,59198000,,0.0,0.0118,,,,0.0,0.0984,75938000,135136000,0.5016,2021-03-31,3.45,,702513000.0,174059000,46585000,14974000,,,None,34215000,1226000,,None,,,,,22787000,31611000,-32294000,None,0.239,,53295000,120764000,,,,,None,,,,,1.597,0.527,,,,,,,,0.0442,,,2026-02-26,quarterly,0.6,USD,pre-market,None,,0.0525,0.19,0.219,22.67,34810000,,,,7.71,11.46,,19.6172,,,,,,,602929000,,11.94,,14.94,4.438
2026-04-16,NEXA,1.0,3002055000.0,11.94,,0.596,7.57,,,,,,,,,,,,,,,None,460071000,460071000,,,,,,None,66178000,,0.0,0.0118,,,,0.0,0.0984,93620000,159798000,0.5016,2020-12-31,3.45,,702513000.0,174451000,100272000,46565000,,,None,38148000,1962000,,None,,,,,50381000,53280000,-36246000,None,0.239,,77759000,96692000,,,,,None,,,,,1.597,0.527,,,,,,,,0.0442,,,2026-02-26,quarterly,0.6,USD,pre-market,None,,0.0525,0.19,0.219,22.67,44159000,,,,7.71,11.46,,19.6172,,,,,,,634522000,,11.94,,14.94,4.438
2026-04-16,NEXA,1.0,3002055000.0,11.94,,0.596,7.57,,,,,,,,,,,,,,,None,396520000,396520000,,,,,,None,61359000,,0.0,0.0118,,,,0.0,0.0984,-3977000,57382000,0.5016,2020-09-30,3.45,,702513000.0,141053000,-37029000,-854000,,,None,42774000,1152000,,None,,,,,-30172000,-34675000,-40560000,None,0.239,,116141000,24912000,,,,,None,,,,,1.597,0.527,,,,,,,,0.0442,,,2026-02-26,quarterly,0.6,USD,pre-market,None,,0.0525,0.19,0.219,22.67,36640000,,,,7.71,11.46,,19.6172,,,,,,,537573000,,11.94,,14.94,4.438
2026-04-16,NEXA,1.0,3002055000.0,11.94,,0.596,7.57,,,,,,,,,,,,,,,None,315992000,315992000,,,,,,None,52128000,,0.0,0.0118,,,,0.0,0.0984,-36108000,16020000,0.5016,2020-06-30,3.45,,702513000.0,20713000,-66076000,-9862000,,,None,39095000,2481000,,None,,,,,-55774000,-59056000,-33688000,None,0.239,,32322000,-11609000,,,,,None,,,,,1.597,0.527,,,,,,,,0.0442,,,2026-02-26,quarterly,0.6,USD,pre-market,None,,0.0525,0.19,0.219,22.67,29173000,,,,7.71,11.46,,19.6172,,,,,,,336705000,,11.94,,14.94,4.438
2026-04-16,NEXA,1.0,3002055000.0,11.94,,0.596,7.57,,,,,,,,,,,,,,,None,390646000,390646000,,,,,,None,67593000,,0.0,0.0118,,,,0.0,0.0984,-638187000,-570594000,0.5016,2020-03-31,3.45,,702513000.0,51366000,-673825000,-61770000,,,None,25261000,25144000,,None,,,,,-521913000,-612055000,-48217000,None,0.239,,53948000,-508478000,,,,,None,,,,,1.597,0.527,,,,,,,,0.0442,,,2026-02-26,quarterly,0.6,USD,pre-market,None,,0.0525,0.19,0.219,22.67,41648000,,,,7.71,11.46,,19.6172,,,,,,,442012000,,11.94,,14.94,4.438
2026-04-16,NEXA,1.0,3002055000.0,11.94,,0.596,7.57,,,,,,,,,,,,,,,None,475946000,475946000,,,,,,None,65990000,,0.0,0.0118,,,,0.0,0.0984,-7922000,58068000,0.5016,2019-12-31,3.45,,702513000.0,109877000,-11567000,-10318000,,,None,30505000,6405000,,None,,,,,-1284000,-2740000,-25918000,None,0.239,,114935000,-5058000,,,,,None,,,,,1.597,0.527,,,,,,,,0.0442,,,2026-02-26,quarterly,0.6,USD,pre-market,None,,0.0525,0.19,0.219,22.67,57206000,,,,7.71,11.46,,19.6172,,,,,,,585823000,,11.94,,14.94,4.438
2026-04-16,NEXA,1.0,3002055000.0,11.94,,0.596,7.57,,,,,,,,,,,,,,,None,503458000,503458000,,,,,,None,93498000,,0.0,0.0118,,,,0.0,0.0984,-43695000,49803000,0.5016,2019-09-30,3.45,,702513000.0,59964000,-234989000,-63723000,,,None,17337000,45663000,,None,,,,,-150237000,-171266000,-25269000,None,0.239,,98915000,-177872000,,,,,None,,,,,1.597,0.527,,,,,,,,0.0442,,,2026-02-26,quarterly,0.6,USD,pre-market,None,,0.0525,0.19,0.219,22.67,57206000,,,,7.71,11.46,,19.6172,,,,,,,563422000,,11.94,,14.94,4.438
2026-04-16,NEXA,1.0,3002055000.0,11.94,,0.596,7.57,,,,,,,,,,,,,,,None,478720000,478720000,,,,,,None,73315000,,0.0,0.0118,,,,0.0,0.0984,42761000,116076000,0.5016,2019-06-30,3.45,,702513000.0,134579000,29817000,6522000,,,None,32301000,2502000,,None,,,,,20393000,23295000,-31816000,None,0.239,,79061000,45161000,,,,,None,,,,,1.597,0.527,,,,,,,,0.0442,,,2026-02-26,quarterly,0.6,USD,pre-market,None,,0.0525,0.19,0.219,22.67,42076000,,,,7.71,11.46,,19.6172,,,,,,,613299000,,11.94,,14.94,4.438
2026-04-16,NEXA,1.0,3002055000.0,11.94,,0.596,7.57,,,,,,,,,,,,,,,None,487348000,487348000,,,,,,None,81109000,,0.0,0.0118,,,,0.0,0.0984,24309000,105418000,0.5016,2019-03-31,3.45,,702513000.0,82468000,859000,9155000,,,None,29289000,14442000,,None,,,,,-14007000,-8296000,-30892000,None,0.239,,59360000,26743000,,,,,None,,,,,1.597,0.527,,,,,,,,0.0442,,,2026-02-26,quarterly,0.6,USD,pre-market,None,,0.0525,0.19,0.219,22.67,41072000,,,,7.71,11.46,,19.6172,,,,,,,569816000,,11.94,,14.94,4.438
2026-04-16,NEXA,1.0,3002055000.0,11.94,,0.596,7.57,,,,,,,,,,,,,,,None,441613000,441613000,,,,,,None,61994000,,0.0,0.0118,,,,0.0,0.0984,108671000,170665000,0.5016,2018-12-31,3.45,,702513000.0,141801000,88476000,31843000,,,None,43902000,None,,None,,,,,52853000,56633000,None,None,0.239,,57927000,65410000,,,,,None,,,,,1.597,0.527,,,,,,,,0.0442,,,2026-02-26,quarterly,0.6,USD,pre-market,0,,0.0525,0.19,0.219,22.67,30001000,,,,7.71,11.46,,19.6172,,,,,,,583414000,,11.94,,14.94,4.438
2026-04-16,NEXA,1.0,3002055000.0,11.94,,0.596,7.57,,,,,,,,,,,,,,,None,488055000,488055000,,,,,,None,66596000,,0.0,0.0118,,,,0.0,0.0984,34020000,100616000,0.5016,2018-09-30,3.45,,702513000.0,107028000,8888000,1973000,,,None,22438000,None,,None,,,,,7359000,6915000,None,None,0.239,,73488000,53224000,,,,,None,,,,,1.597,0.527,,,,,,,,0.0442,,,2026-02-26,quarterly,0.6,USD,pre-market,0,,0.0525,0.19,0.219,22.67,32373000,,,,7.71,11.46,,19.6172,,,,,,,595083000,,11.94,,14.94,4.438
2026-04-16,NEXA,1.0,3002055000.0,11.94,,0.596,7.57,,,,,,,,,,,,,,,None,474319000,474319000,,,,,,None,68614000,,0.0,0.0118,,,,0.0,0.0984,-40166000,28448000,0.5016,2018-06-30,3.45,,702513000.0,162198000,-58053000,-22730000,,,None,26219000,None,,None,,,,,-40466000,-35323000,None,None,0.239,,66052000,94333000,,,,,None,,,,,1.597,0.527,,,,,,,,0.0442,,,2026-02-26,quarterly,0.6,USD,pre-market,0,,0.0525,0.19,0.219,22.67,38790000,,,,7.71,11.46,,19.6172,,,,,,,636517000,,11.94,,14.94,4.438
2026-04-16,NEXA,1.0,3002055000.0,11.94,,0.596,7.57,,,,,,,,,,,,,,,None,484957000,484957000,,,,,,None,69985000,,0.0,0.0118,,,,0.0,0.0984,114389000,184374000,0.5016,2018-03-31,3.45,,702513000.0,191231000,92587000,29837000,,,None,20968000,None,,None,,,,,55113000,62750000,None,None,0.239,,51005000,121586000,,,,,None,,,,,1.597,0.527,,,,,,,,0.0442,,,2026-02-26,quarterly,0.6,USD,pre-market,0,,0.0525,0.19,0.219,22.67,43092000,,,,7.71,11.46,,19.6172,,,,,,,676188000,,11.94,,14.94,4.438
2026-04-16,NEXA,1.0,3002055000.0,11.94,,0.596,7.57,,,,,,,,,,,,,,,None,482734000,482734000,,,,,,None,70104000,,0.0,0.0118,,,,0.0,0.0984,70537000,140641000,0.5016,2017-12-31,3.45,,702513000.0,253967000,62323000,38346000,,,None,20968000,None,,None,,,,,12218000,39193000,None,None,0.239,,-16738000,152291000,,,,,None,,,,,1.597,0.527,,,,,,,,0.0442,,,2026-02-26,quarterly,0.6,USD,pre-market,0,,0.0525,0.19,0.219,22.67,37982000,,,,7.71,11.46,,19.6172,,,,,,,736701000,,11.94,,14.94,4.438
2026-04-16,NEXA,1.0,3002055000.0,11.94,,0.596,7.57,,,,,,,,,,,,,,,None,429650000,429650000,,,,,,None,65160000,,0.0,0.0118,,,,0.0,0.0984,90789000,155949000,0.5016,2017-09-30,3.45,,702513000.0,196155000,121518000,40529000,,,None,24466000,None,,None,,,,,69695000,231454000,None,None,0.239,,100404000,95751000,,,,,None,,,,,1.597,0.527,,,,,,,,0.0442,,,2026-02-26,quarterly,0.6,USD,pre-market,0,,0.0525,0.19,0.219,22.67,37034000,,,,7.71,11.46,,19.6172,,,,,,,625805000,,11.94,,14.94,4.438
2026-04-16,NEXA,1.0,3002055000.0,11.94,,0.596,7.57,,,,,,,,,,,,,,,None,392800000,392800000,,,,,,None,66245000,,0.0,0.0118,,,,0.0,0.0984,66302000,132547000,0.5016,2017-06-30,3.45,,702513000.0,162996000,8420000,3348000,,,None,23753000,None,,None,,,,,-4128000,-160609000,None,None,0.239,,72303000,78425000,,,,,None,,,,,1.597,0.527,,,,,,,,0.0442,,,2026-02-26,quarterly,0.6,USD,pre-market,0,,0.0525,0.19,0.219,22.67,35711000,,,,7.71,11.46,,19.6172,,,,,,,555796000,,11.94,,14.94,4.438
2026-04-16,NEXA,1.0,3002055000.0,11.94,,0.596,7.57,,,,,,,,,,,,,,,None,411539000,411539000,,,,,,None,68945000,,0.0,0.0118,,,,0.0,0.0984,78466000,147411000,0.5016,2017-03-31,3.45,,702513000.0,137780000,79198000,23971000,,,None,14899000,None,,None,,,,,49100000,55227000,None,None,0.239,,44368000,75113000,,,,,None,,,,,1.597,0.527,,,,,,,,0.0442,,,2026-02-26,quarterly,0.6,USD,pre-market,0,,0.0525,0.19,0.219,22.67,37515000,,,,7.71,11.46,,19.6172,,,,,,,549319000,,11.94,,14.94,4.438
2026-04-16,NEXA,1.0,3002055000.0,11.94,,0.596,7.57,,,,,,,,,,,,,,,None,373770000,373770000,,,,,,None,67680000,,0.0,0.0118,,,,0.0,0.0984,-42192000,25488000,0.5016,2016-12-31,3.45,,702513000.0,152594000,-51140000,25862000,,,None,8948000,None,,None,,,,,-74806000,62133000,None,None,0.239,,107608000,-39930000,,,,,None,,,,,1.597,0.527,,,,,,,,0.0442,,,2026-02-26,quarterly,0.6,USD,pre-market,0,,0.0525,0.19,0.219,22.67,44592000,,,,7.71,11.46,,19.6172,,,,,,,526364000,,11.94,,14.94,4.438
2026-04-16,NEXA,1.0,3002055000.0,11.94,,0.596,7.57,,,,,,,,,,,,,,,None,363544000,363544000,,,,,,None,71240000,,0.0,0.0118,,,,0.0,0.0984,69991000,141231000,0.5016,2016-09-30,3.45,,702513000.0,159370000,60753000,12377000,,,None,9238000,None,,None,,,,,38337000,48376000,None,None,0.239,,77027000,82343000,,,,,None,,,,,1.597,0.527,,,,,,,,0.0442,,,2026-02-26,quarterly,0.6,USD,pre-market,0,,0.0525,0.19,0.219,22.67,35852000,,,,7.71,11.46,,19.6172,,,,,,,522914000,,11.94,,14.94,4.438
2026-04-16,NEXA,1.0,3002055000.0,11.94,,0.596,7.57,,,,,,,,,,,,,,,None,334215000,334215000,,,,,,None,68237000,,0.0,0.0118,,,,0.0,0.0984,64848000,133085000,0.5016,2016-06-30,3.45,,702513000.0,134887000,115582000,22213000,,,None,12049000,None,,None,,,,,84567000,0,None,None,0.239,,49495000,58045000,,,,,None,,,,,1.597,0.527,,,,,,,,0.0442,,,2026-02-26,quarterly,0.6,USD,pre-market,0,,0.0525,0.19,0.219,22.67,22856000,,,,7.71,11.46,,19.6172,,,,,,,469102000,,11.94,,14.94,4.438
2026-04-16,NEXA,1.0,3002055000.0,11.94,,0.596,7.57,,,,,,,,,,,,,,,None,315544000,315544000,,,,,,None,67877000,,0.0,0.0118,,,,0.0,0.0984,29791000,97668000,0.5016,2016-03-31,3.45,,702513000.0,78889000,83697000,37931000,,,None,11637000,None,,None,,,,,45069000,0,None,None,0.239,,8211000,29791000,,,,,None,,,,,1.597,0.527,,,,,,,,0.0442,,,2026-02-26,quarterly,0.6,USD,pre-market,0,,0.0525,0.19,0.219,22.67,24005000,,,,7.71,11.46,,19.6172,,,,,,,394433000,,11.94,,14.94,4.438
2026-04-16,NEXA,1.0,3002055000.0,11.94,,0.596,7.57,,,,,,,,,,,,,,,None,1127689000,1127689000,,,,,,None,None,,0.0,0.0118,,,,0.0,0.0984,175950000,None,0.5016,2015-12-31,3.45,,702513000.0,401893000,36100000,30400000,,,None,51451000,None,,None,,,,,-129461000,-139478000,None,None,0.239,,1689233000,164459000,,,,,None,,,,,1.597,0.527,,,,,,,,0.0442,,,2026-02-26,quarterly,0.6,USD,pre-market,0,,0.0525,0.19,0.219,22.67,228481000,,,,7.71,11.46,,19.6172,,,,,,,379000000,,11.94,,14.94,4.438
2026-04-16,NEXA,1.0,3002055000.0,11.94,,0.596,7.57,,,,,,,,,,,,,,,None,0,0,,,,,,None,None,,0.0,0.0118,,,,0.0,0.0984,0,None,0.5016,2015-09-30,3.45,,702513000.0,0,0,0,,,None,0,None,,None,,,,,0,0,None,None,0.239,,0,0,,,,,None,,,,,1.597,0.527,,,,,,,,0.0442,,,2026-02-26,quarterly,0.6,USD,pre-market,0,,0.0525,0.19,0.219,22.67,0,,,,7.71,11.46,,19.6172,,,,,,,458700000,,11.94,,14.94,4.438
2026-04-16,NEXA,1.0,3002055000.0,11.94,,0.596,7.57,,,,,,,,,,,,,,,None,0,0,,,,,,None,None,,0.0,0.0118,,,,0.0,0.0984,0,None,0.5016,2015-06-30,3.45,,702513000.0,0,0,0,,,None,0,None,,None,,,,,0,0,None,None,0.239,,0,0,,,,,None,,,,,1.597,0.527,,,,,,,,0.0442,,,2026-02-26,quarterly,0.6,USD,pre-market,0,,0.0525,0.19,0.219,22.67,0,,,,7.71,11.46,,19.6172,,,,,,,987140000,,11.94,,14.94,4.438
2026-04-16,NEXA,1.0,3002055000.0,11.94,,0.596,7.57,,,,,,,,,,,,,,,None,2459124000,2459124000,,,,,,None,356611000,,0.0,0.0118,,,,0.0,0.0984,409900000,766511000,0.5016,2025-12-31,3.45,,702513000.0,535015000,331749000,108605000,,,None,274816000,12986000,,None,,,,,132626000,223144000,-274544000,None,0.239,,125115000,409900000,,,,,None,,,,,1.597,0.527,,,,,,,,0.0442,,,2026-02-26,annual,0.6,USD,pre-market,None,,0.0525,0.19,0.219,22.67,141605000,,,,7.71,11.46,,19.6172,,,,,,,2994139000,,11.94,,14.94,4.438
2026-04-16,NEXA,1.0,3002055000.0,11.94,,0.596,7.57,,,,,,,,,,,,,,,None,2228410000,2228410000,,,,,,None,344182000,,0.0,0.0118,,,,0.0,0.0984,264330000,608512000,0.5016,2024-12-31,3.45,,702513000.0,538071000,-71851000,115556000,,,None,210551000,12210000,,None,,,,,-205030000,-187407000,-223294000,None,0.239,,261685000,276386000,,,,,None,,,,,1.597,0.527,,,,,,,,0.0442,,,2026-02-26,annual,0.6,USD,pre-market,None,,0.0525,0.19,0.219,22.67,119953000,,,,7.71,11.46,,19.6172,,,,,,,2766481000,,11.94,,14.94,4.438
2026-04-16,NEXA,1.0,3002055000.0,11.94,,0.596,7.57,,,,,,,,,,,,,,,None,2274357000,2274357000,,,,,,None,310475000,,0.0,0.0118,,,,0.0,0.0984,-105046000,205429000,0.5016,2023-12-31,3.45,,702513000.0,298876000,-296084000,-4274000,,,None,185331000,14458000,,None,,,,,-291968000,-262993000,-168570000,None,0.239,,451438000,-152562000,,,,,None,,,,,1.597,0.527,,,,,,,,0.0442,,,2026-02-26,annual,0.6,USD,pre-market,None,,0.0525,0.19,0.219,22.67,122574000,,,,7.71,11.46,,19.6172,,,,,,,2573233000,,11.94,,14.94,4.438
2026-04-16,NEXA,1.0,3002055000.0,11.94,,0.596,7.57,,,,,,,,,,,,,,,None,2393936000,2393936000,,,,,,None,292140000,,0.0,0.0118,,,,0.0,0.0984,380012000,672152000,0.5016,2022-12-31,3.45,,702513000.0,640054000,227971000,150983000,,,None,168694000,17893000,,None,,,,,49695000,227377000,-143676000,None,0.239,,279157000,360897000,,,,,None,,,,,1.597,0.527,,,,,,,,0.0442,,,2026-02-26,annual,0.6,USD,pre-market,None,,0.0525,0.19,0.219,22.67,140884000,,,,7.71,11.46,,19.6172,,,,,,,3033990000,,11.94,,14.94,4.438
2026-04-16,NEXA,1.0,3002055000.0,11.94,,0.596,7.57,,,,,,,,,,,,,,,None,1989019000,1989019000,,,,,,None,258711000,,0.0,0.0118,,,,0.0,0.0984,438966000,697677000,0.5016,2021-12-31,3.45,,702513000.0,633091000,309291000,153204000,,,None,142275000,7451000,,None,,,,,114332000,156087000,-130803000,None,0.239,,186898000,446193000,,,,,None,,,,,1.597,0.527,,,,,,,,0.0442,,,2026-02-26,annual,0.6,USD,pre-market,None,,0.0525,0.19,0.219,22.67,129541000,,,,7.71,11.46,,19.6172,,,,,,,2622110000,,11.94,,14.94,4.438
2026-04-16,NEXA,1.0,3002055000.0,11.94,,0.596,7.57,,,,,,,,,,,,,,,None,1576159000,1576159000,,,,,,None,243925000,,0.0,0.0118,,,,0.0,0.0984,-548765000,-304840000,0.5016,2020-12-31,3.45,,702513000.0,374770000,-676658000,-24152000,,,None,145278000,8149000,,None,,,,,-559247000,-652506000,-148591000,None,0.239,,773253000,-398483000,,,,,None,,,,,1.597,0.527,,,,,,,,0.0442,,,2026-02-26,annual,0.6,USD,pre-market,None,,0.0525,0.19,0.219,22.67,151619000,,,,7.71,11.46,,19.6172,,,,,,,1950929000,,11.94,,14.94,4.438
