date,symbol,eps,revenue_ttm,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,peg_ratio,price_to_book,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,stockbasedcompensation,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,treasurystock,week_52_high,week_52_low
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,,20278000,893369000,893369000,,,,,,,,,16000,128442723,None,2013000000,2013000000,8082000,None,None,None,None,None,333000000,,,,,0.0,0.0423,497000000,830000000,-0.7723,2025-12-31,None,0.0,1090000000,267000000,-151000000,None,None,None,384000000,None,None,None,None,148921000,None,None,264000000,None,None,None,0.0,,-203000000,605000000,16025000,37548000,None,None,None,,,,,0.19,3.171,,,,,,,,0.0,,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,-1396142000,-0.312,-0.557,0.0,0.0,203000000,20278000,4995000,217193000,15.86,17.27,,5.4771,1186958000,1126587000,50625000,214829000,60371000,164204000,3103000000,972129000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,,21319000,573610000,573610000,,,,,,,,,14000,141810881,None,2013000000,2013000000,12061000,None,None,None,None,None,333000000,,,,,0.0,0.0423,497000000,830000000,-0.7723,2025-09-30,None,0.0,1090000000,267000000,-151000000,None,None,None,384000000,None,None,None,None,99147000,None,None,264000000,None,None,None,0.0,,-203000000,605000000,14376000,42749000,None,None,None,,,,,0.19,3.171,,,,,,,,0.0,,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,-1284187000,-0.312,-0.557,0.0,0.0,203000000,120466000,5039000,218277000,15.86,17.27,,5.4771,867059000,806263000,59849000,175276000,60796000,115427000,3103000000,691783000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,,22264000,485040000,485040000,,,,,,,,,11000,113873000,None,2013000000,2013000000,14016000,None,None,None,None,None,333000000,,,,,0.0,0.0423,497000000,830000000,-0.7723,2025-06-30,None,0.0,1090000000,267000000,-151000000,None,None,None,384000000,None,None,None,None,98813000,None,None,264000000,None,None,None,0.0,,-203000000,605000000,14025000,22454000,None,None,None,,,,,0.19,3.171,,,,,,,,0.0,,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,-1176146000,-0.312,-0.557,0.0,0.0,203000000,121077000,5002000,198885000,15.86,17.27,,5.4771,728992000,697950000,41472000,157547000,31042000,116075000,3103000000,571445000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,,23330000,472255000,472255000,,,,,,,,,11000,109912000,None,2013000000,2013000000,7019000,None,None,None,None,None,333000000,,,,,0.0,0.0423,497000000,830000000,-0.7723,2025-03-31,None,0.0,1090000000,267000000,-151000000,None,None,None,384000000,None,None,None,None,None,None,None,264000000,None,None,None,0.0,,-203000000,605000000,12011000,21752000,None,None,None,,,,,0.19,3.171,,,,,,,,0.0,,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,-1065289000,-0.312,-0.557,0.0,0.0,203000000,23330000,5111000,205237000,15.86,17.27,,5.4771,721074000,689503000,33882000,52101000,31571000,18219000,3103000000,668973000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,,23988000,435449000,435449000,,,,,,,,,10000,101982000,None,2013000000,2013000000,6562000,None,None,None,None,None,333000000,,,,,0.0,0.0423,497000000,830000000,-0.7723,2024-12-31,None,0.0,1090000000,267000000,-151000000,None,None,None,384000000,None,None,None,None,None,None,None,264000000,None,None,None,0.0,,-203000000,605000000,17011000,30846000,None,None,None,,,,,0.19,3.171,,,,,,,,0.0,,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,-949928000,-0.312,-0.557,0.0,0.0,203000000,23988000,4850000,206819000,15.86,17.27,,5.4771,691234000,659279000,42258000,61396000,31955000,19138000,3103000000,629838000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,,24858000,532163000,532163000,,,,,,,,,10000,100882000,None,2013000000,2013000000,6157000,None,None,None,None,None,333000000,,,,,0.0,0.0423,497000000,830000000,-0.7723,2024-09-30,None,0.0,1090000000,267000000,-151000000,None,None,None,384000000,None,None,None,None,None,None,None,264000000,None,None,None,0.0,,-203000000,605000000,12716000,32289000,None,None,None,,,,,0.19,3.171,,,,,,,,0.0,,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,-860386000,-0.312,-0.557,0.0,0.0,203000000,24858000,4814000,191511000,15.86,17.27,,5.4771,768844000,736390000,43260000,63304000,32454000,20044000,3103000000,705540000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,,25717000,608196000,608196000,,,,,,,,,10000,92507815,None,2013000000,2013000000,1889000,None,None,None,None,None,333000000,,,,,0.0,0.0423,497000000,830000000,-0.7723,2024-06-30,None,0.0,1090000000,267000000,-151000000,None,None,None,384000000,None,None,None,None,None,None,None,264000000,None,None,None,0.0,,-203000000,605000000,13482000,23085000,None,None,None,,,,,0.19,3.171,,,,,,,,0.0,,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,-763261000,-0.312,-0.557,0.0,0.0,203000000,25717000,4779000,170642000,15.86,17.27,,5.4771,825884000,792320000,29753000,50691000,33564000,20938000,3103000000,775193000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,,26617000,272035000,272035000,,,,,,,,,9000,81043741,None,2013000000,2013000000,7214000,None,None,None,None,None,333000000,,,,,0.0,0.0423,497000000,830000000,-0.7723,2024-03-31,None,0.0,1090000000,267000000,-151000000,None,None,None,384000000,None,None,None,None,None,None,None,264000000,None,None,None,0.0,,-203000000,605000000,34594000,10393000,None,None,None,,,,,0.19,3.171,,,,,,,,0.0,,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,-698159000,-0.312,-0.557,0.0,0.0,203000000,26617000,4756000,181512000,15.86,17.27,,5.4771,522279000,488141000,22363000,44224000,34138000,21861000,3103000000,478055000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,,27415000,121626000,121626000,,,,,,,,,6000,61393409,None,2013000000,2013000000,22936000,None,None,None,None,None,333000000,,,,,0.0,0.0423,497000000,830000000,-0.7723,2023-12-31,None,0.0,1090000000,267000000,-151000000,None,None,None,384000000,None,None,None,None,None,None,None,264000000,None,None,None,0.0,,-203000000,605000000,6275000,23439000,None,None,None,,,,,0.19,3.171,,,,,,,,0.0,,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,-632510000,-0.312,-0.557,0.0,0.0,203000000,27415000,4720000,1474000,15.86,17.27,,5.4771,165082000,129375000,51095000,73790000,35707000,22695000,3103000000,91292000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,,28227000,130279000,130279000,,,,,,,,,6000,61109917,None,2013000000,2013000000,3553000,None,None,None,None,None,333000000,,,,,0.0,0.0423,497000000,830000000,-0.7723,2023-09-30,None,0.0,1090000000,267000000,-151000000,None,None,None,384000000,None,None,None,None,None,None,None,264000000,None,None,None,0.0,,-203000000,605000000,10393000,21426000,None,None,None,,,,,0.19,3.171,,,,,,,,0.0,,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,-565872000,-0.312,-0.557,0.0,0.0,203000000,28227000,4713000,27544000,15.86,17.27,,5.4771,205244000,168216000,29692000,53206000,37028000,23514000,3103000000,152038000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,,29036000,167608000,167608000,,,,,,,,,6000,59835087,None,2013000000,2013000000,2724000,None,None,None,None,None,333000000,,,,,0.0,0.0423,497000000,830000000,-0.7723,2023-06-30,None,0.0,1090000000,267000000,-151000000,None,None,None,384000000,None,None,None,None,None,None,None,264000000,None,None,None,0.0,,-203000000,605000000,5440000,12784000,None,None,None,,,,,0.19,3.171,,,,,,,,0.0,,35925000,2026-02-26,quarterly,-0.73,USD,pre-market,None,-505662000,-0.312,-0.557,0.0,0.0,203000000,29036000,4713000,40125000,15.86,17.27,,5.4771,251421000,213173000,20221000,44544000,38248000,24323000,3103000000,206877000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,,29764000,181114000,181114000,,,,,,,,,6000,56325864,None,2013000000,2013000000,8770000,None,None,None,None,None,333000000,,,,,0.0,0.0423,497000000,830000000,-0.7723,2023-03-31,None,0.0,1090000000,267000000,-151000000,None,None,None,384000000,None,None,None,None,None,None,None,264000000,None,None,None,0.0,,-203000000,605000000,11003000,8173000,None,None,None,,,,,0.19,3.171,,,,,,,,0.0,,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,-440760000,-0.312,-0.557,0.0,0.0,203000000,29764000,4644000,57097000,15.86,17.27,,5.4771,288642000,249214000,21587000,46707000,39428000,25120000,3103000000,241935000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,,30483000,172147000,172147000,,,,,,,,,6000,52468918,None,2013000000,2013000000,5259000,None,None,None,None,None,333000000,,,,,0.0,0.0423,497000000,830000000,-0.7723,2022-12-31,None,0.0,1090000000,267000000,-151000000,None,None,None,384000000,None,None,None,None,None,None,None,264000000,None,None,None,0.0,,-203000000,605000000,9582000,18219000,None,None,None,,,,,0.19,3.171,,,,,,,,0.0,,38412000,2026-02-26,quarterly,-0.73,USD,pre-market,None,-396573000,-0.312,-0.557,0.0,0.0,203000000,30483000,4610000,83865000,15.86,17.27,,5.4771,306325000,265594000,28088000,53961000,40731000,25873000,3103000000,252364000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,,31190000,144901000,144901000,,,,,,,,,6000,51795446,None,2013000000,2013000000,919000,None,None,None,None,None,333000000,,,,,0.0,0.0423,497000000,830000000,-0.7723,2022-09-30,None,0.0,1090000000,267000000,-151000000,None,None,None,384000000,None,None,None,None,None,None,None,264000000,None,None,None,0.0,,-203000000,605000000,10092000,17826000,None,None,None,,,,,0.19,3.171,,,,,,,,0.0,,39128000,2026-02-26,quarterly,-0.73,USD,pre-market,None,-357746000,-0.312,-0.557,0.0,0.0,203000000,31190000,4576000,103241000,15.86,17.27,,5.4771,299679000,258234000,23321000,49935000,41445000,26614000,3103000000,249744000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,,32834000,135980000,135980000,,,,,,,,,6000,51679536,None,2013000000,2013000000,6972000,None,None,None,None,None,333000000,,,,,0.0,0.0423,497000000,830000000,-0.7723,2022-06-30,None,0.0,1090000000,267000000,-151000000,None,None,None,384000000,None,None,None,None,None,None,None,264000000,None,None,None,0.0,,-203000000,605000000,6096000,13161000,None,None,None,,,,,0.19,3.171,,,,,,,,0.0,,39777000,2026-02-26,quarterly,-0.73,USD,pre-market,None,-316361000,-0.312,-0.557,0.0,0.0,203000000,32834000,5489000,155858000,15.86,17.27,,5.4771,340026000,297934000,25622000,52967000,42092000,27345000,3103000000,287059000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,,32777000,147965000,147965000,,,,,,,,,6000,51601444,None,2013000000,2013000000,5188000,None,None,None,None,None,333000000,,,,,0.0,0.0423,497000000,830000000,-0.7723,2022-03-31,None,0.0,1090000000,267000000,-151000000,None,None,None,384000000,None,None,None,None,None,None,None,264000000,None,None,None,0.0,,-203000000,605000000,21300000,13338000,None,None,None,,,,,0.19,3.171,,,,,,,,0.0,,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,-264057000,-0.312,-0.557,0.0,0.0,203000000,32777000,4711000,175185000,15.86,17.27,,5.4771,387762000,344450000,23237000,51303000,43312000,28066000,3103000000,336459000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,,32636000,200825000,200825000,,,,,,,,,6000,51543053,None,2013000000,2013000000,4031000,None,None,None,None,None,333000000,,,,,0.0,0.0423,497000000,830000000,-0.7723,2021-12-31,None,0.0,1090000000,267000000,-151000000,None,None,None,384000000,None,None,None,None,None,None,None,264000000,None,None,None,0.0,,-203000000,605000000,5821000,20799000,None,None,None,,,,,0.19,3.171,,,,,,,,0.0,,40960000,2026-02-26,quarterly,-0.73,USD,pre-market,None,-228474000,-0.312,-0.557,0.0,0.0,203000000,32636000,3893000,175746000,15.86,17.27,,5.4771,425663000,382392000,28723000,57466000,43271000,28743000,3103000000,368197000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,,34000000,229042000,229042000,,,,,,,,,6000,51320940,None,2013000000,2013000000,7088000,None,None,None,None,None,333000000,,,,,0.0,0.0423,497000000,830000000,-0.7723,2021-09-30,None,0.0,1090000000,267000000,-151000000,None,None,None,384000000,None,None,None,None,None,None,None,264000000,None,None,None,0.0,,-203000000,605000000,17132000,11674000,None,None,None,,,,,0.19,3.171,,,,,,,,0.0,,39915000,2026-02-26,quarterly,-0.73,USD,pre-market,None,-176688000,-0.312,-0.557,0.0,0.0,203000000,34000000,4589000,178481000,15.86,17.27,,5.4771,466878000,424655000,23351000,52762000,42223000,29411000,3103000000,414116000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,,403000,258385000,258385000,,,,,,,,,6000,51216254,None,2013000000,2013000000,5649000,None,None,None,None,None,333000000,,,,,0.0,0.0423,497000000,830000000,-0.7723,2021-06-30,None,0.0,1090000000,267000000,-151000000,None,None,None,384000000,None,None,None,None,None,None,None,264000000,None,None,None,0.0,,-203000000,605000000,25708000,8499000,None,None,None,,,,,0.19,3.171,,,,,,,,0.0,,2965000,2026-02-26,quarterly,-0.73,USD,pre-market,None,-134106000,-0.312,-0.557,0.0,0.0,203000000,403000,403000,177204000,15.86,17.27,,5.4771,467147000,461297000,14551000,14551000,5850000,8499000,3103000000,452596000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,,596000,310949000,310949000,,,,,,,,,6000,49472497,None,2013000000,2013000000,5760000,None,None,None,None,None,333000000,,,,,0.0,0.0423,497000000,830000000,-0.7723,2021-03-31,None,0.0,1090000000,267000000,-151000000,None,None,None,384000000,None,None,None,None,None,None,None,264000000,None,None,None,0.0,,-203000000,605000000,3983000,7094000,None,None,None,,,,,0.19,3.171,,,,,,,,0.0,,2339000,2026-02-26,quarterly,-0.73,USD,pre-market,None,-104151000,-0.312,-0.557,0.0,0.0,203000000,596000,596000,172136000,15.86,17.27,,5.4771,491710000,487068000,13450000,13450000,4642000,7094000,3103000000,478260000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,,None,300852000,300852000,,,,,,,,,5000,45058494,None,2013000000,2013000000,3440000,None,None,None,None,None,333000000,,,,,0.0,0.0423,497000000,830000000,-0.7723,2020-12-31,None,0.0,1090000000,267000000,-151000000,None,None,None,384000000,None,None,None,None,None,None,None,264000000,None,None,None,0.0,,-203000000,605000000,3773000,7527000,None,None,None,,,,,0.19,3.171,,,,,,,,0.0,,1946000,2026-02-26,quarterly,-0.73,USD,pre-market,None,-79183000,-0.312,-0.557,0.0,0.0,203000000,None,None,44462000,15.86,17.27,,5.4771,353334000,349087000,10967000,10967000,4247000,0,3103000000,342367000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,,None,379606000,379606000,,,,,,,,,5000,45004247,None,2013000000,2013000000,1488000,None,None,None,None,None,333000000,,,,,0.0,0.0423,497000000,830000000,-0.7723,2020-09-30,None,0.0,1090000000,267000000,-151000000,None,None,None,384000000,None,None,None,None,9936000,None,None,264000000,None,None,None,0.0,,-203000000,605000000,234000,3190000,None,None,None,,,,,0.19,3.171,,,,,,,,0.0,,1441000,2026-02-26,quarterly,-0.73,USD,pre-market,None,-50534000,-0.312,-0.557,0.0,0.0,203000000,9936000,None,None,15.86,17.27,,5.4771,381472000,379840000,4678000,14627000,1632000,9949000,3103000000,366845000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,,None,144872000,144872000,,,,,,,,,3000,41633643,None,2013000000,2013000000,2192000,None,None,None,None,None,333000000,,,,,0.0,0.0423,497000000,830000000,-0.7723,2020-06-30,None,0.0,1090000000,267000000,-151000000,None,None,None,384000000,None,None,None,None,9949000,None,None,264000000,None,None,None,0.0,,-203000000,605000000,209000,1942000,None,180000,None,,,,,0.19,3.171,,,,,,,,0.0,,1499000,2026-02-26,quarterly,-0.73,USD,pre-market,None,-36614000,-0.312,-0.557,0.0,0.0,203000000,9949000,None,None,15.86,17.27,,5.4771,146771000,145081000,4134000,14290000,1690000,10156000,3103000000,132481000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,,None,-14632000,-14632000,,,,,,,,,1000,12818114,None,2013000000,2013000000,2192000,None,None,None,None,None,333000000,,,,,0.0,0.0423,497000000,830000000,-0.7723,2020-03-31,None,0.0,1090000000,267000000,-151000000,None,None,None,384000000,None,None,None,None,None,None,None,264000000,None,None,None,0.0,,-203000000,605000000,None,82000,None,None,None,,,,,0.19,3.171,,,,,,,,0.0,,1499000,2026-02-26,quarterly,-0.73,USD,pre-market,None,-36614000,-0.312,-0.557,0.0,0.0,203000000,None,None,29264000,15.86,17.27,,5.4771,None,14632000,4134000,None,-14632000,None,3103000000,14036000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,,None,14632000,14632000,,,,,,,,,1000,12818114,None,2013000000,2013000000,1256000,None,None,None,None,None,333000000,,,,,0.0,0.0423,497000000,830000000,-0.7723,2019-12-31,None,0.0,1090000000,267000000,-151000000,None,None,None,384000000,None,None,None,None,None,None,None,264000000,None,None,None,0.0,,-203000000,605000000,127000,1102000,None,None,None,,,,,0.19,3.171,,,,,,,,0.0,,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,-19746000,-0.312,-0.557,0.0,0.0,203000000,None,None,None,15.86,17.27,,5.4771,16436000,14759000,2358000,2400000,1677000,42000,3103000000,14036000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,,None,None,None,,,,,,,,,None,12818114,None,2013000000,2013000000,None,None,None,None,None,None,333000000,,,,,0.0,0.0423,497000000,830000000,-0.7723,2019-09-30,None,0.0,1090000000,267000000,-151000000,None,None,None,384000000,None,None,None,None,None,None,None,264000000,None,None,None,0.0,,-203000000,605000000,None,None,None,None,None,,,,,0.19,3.171,,,,,,,,0.0,,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,None,-0.312,-0.557,0.0,0.0,203000000,None,None,None,15.86,17.27,,5.4771,None,None,None,None,None,None,3103000000,None,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,,None,None,None,,,,,,,,,None,2354393,None,2013000000,2013000000,None,None,None,None,None,None,333000000,,,,,0.0,0.0423,497000000,830000000,-0.7723,2019-06-30,None,0.0,1090000000,267000000,-151000000,None,None,None,384000000,None,None,None,None,None,None,None,264000000,None,None,None,0.0,,-203000000,605000000,None,None,None,None,None,,,,,0.19,3.171,,,,,,,,0.0,,None,2026-02-26,quarterly,-0.73,None,pre-market,None,None,-0.312,-0.557,0.0,0.0,203000000,None,None,None,15.86,17.27,,5.4771,None,None,None,None,None,None,3103000000,None,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,,None,-8124000,-8124000,,,,,,,,,None,2354393,None,2013000000,2013000000,None,None,None,None,None,None,333000000,,,,,0.0,0.0423,497000000,830000000,-0.7723,2019-03-31,None,0.0,1090000000,267000000,-151000000,None,None,None,384000000,None,None,None,None,None,None,None,264000000,None,None,None,0.0,,-203000000,605000000,None,None,None,None,None,,,,,0.19,3.171,,,,,,,,0.0,,None,2026-02-26,quarterly,-0.73,None,pre-market,None,None,-0.312,-0.557,0.0,0.0,203000000,None,None,16248000,15.86,17.27,,5.4771,None,8124000,None,None,-8124000,None,3103000000,4182000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,,None,365000000,365000000,,,,,,,,,1000000,162000000,None,2013000000,2013000000,367000000,None,None,513000000,None,None,333000000,,,,,0.0,0.0423,497000000,830000000,-0.7723,2017-12-31,772000000,0.0,1090000000,267000000,-151000000,25000000,25000000,None,384000000,None,445000000,None,None,None,None,None,264000000,None,None,None,0.0,,-203000000,605000000,169000000,506000000,None,None,None,,,,,0.19,3.171,,,,,,,,0.0,,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,-1851000000,-0.312,-0.557,0.0,0.0,203000000,8433000000,105000000,32000000,15.86,17.27,,5.4771,11771000000,1524000000,1049000000,9870000000,10247000000,8481000000,3103000000,1901000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,,None,613000000,613000000,,,,,,,,,1000000,162000000,None,2013000000,2013000000,288000000,None,None,478000000,None,None,333000000,,,,,0.0,0.0423,497000000,830000000,-0.7723,2017-09-30,772000000,0.0,1090000000,267000000,-151000000,24000000,24000000,None,384000000,None,429000000,None,None,None,None,None,264000000,None,None,None,0.0,,-203000000,605000000,134000000,405000000,None,None,None,,,,,0.19,3.171,,,,,,,,0.0,,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,-1758000000,-0.312,-0.557,0.0,0.0,203000000,8747000000,99000000,50000000,15.86,17.27,,5.4771,12007000000,1704000000,867000000,10018000000,10303000000,8832000000,3103000000,1989000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,,None,447000000,447000000,,,,,,,,,1000000,162000000,None,2013000000,2013000000,370000000,None,None,441000000,None,None,333000000,,,,,0.0,0.0423,497000000,830000000,-0.7723,2017-06-30,799000000,0.0,1090000000,267000000,-151000000,23000000,23000000,None,384000000,None,477000000,None,None,None,None,None,264000000,None,None,None,0.0,,-203000000,605000000,142000000,397000000,None,None,None,,,,,0.19,3.171,,,,,,,,0.0,,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,-1626000000,-0.312,-0.557,0.0,0.0,203000000,9317000000,106000000,83000000,15.86,17.27,,5.4771,12759000000,1590000000,903000000,10636000000,11169000000,9402000000,3103000000,2123000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,,None,467000000,467000000,,,,,,,,,1000000,162000000,None,2013000000,2013000000,287000000,None,None,394000000,None,None,333000000,,,,,0.0,0.0423,497000000,830000000,-0.7723,2017-03-31,799000000,0.0,1090000000,267000000,-151000000,31000000,31000000,None,384000000,None,513000000,None,None,None,None,None,264000000,None,None,None,0.0,,-203000000,605000000,188000000,465000000,None,None,None,,,,,0.19,3.171,,,,,,,,0.0,,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,-1330000000,-0.312,-0.557,0.0,0.0,203000000,9317000000,117000000,129000000,15.86,17.27,,5.4771,13080000000,1691000000,904000000,10654000000,11389000000,9400000000,3103000000,2426000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,,None,1776000000,1776000000,,,,,,,,,1000000,129000000,None,2013000000,2013000000,332000000,None,None,386000000,None,None,333000000,,,,,0.0,0.0423,497000000,830000000,-0.7723,2016-12-31,799000000,0.0,1090000000,267000000,-151000000,38000000,38000000,None,384000000,None,445000000,None,None,None,None,None,264000000,None,None,None,0.0,,-203000000,605000000,250000000,375000000,None,None,None,,,,,0.19,3.171,,,,,,,,0.0,,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,-1927000000,-0.312,-0.557,0.0,0.0,203000000,8979000000,201000000,130000000,15.86,17.27,,5.4771,13053000000,2987000000,916000000,11011000000,10066000000,8953000000,3103000000,2042000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,,None,1458000000,1458000000,,,,,,,,,1000000,126000000,None,2013000000,2013000000,263000000,None,None,374000000,None,None,333000000,,,,,0.0,0.0423,497000000,830000000,-0.7723,2016-09-30,799000000,0.0,1090000000,267000000,-151000000,54000000,54000000,None,384000000,None,447000000,None,None,None,None,None,264000000,None,None,None,0.0,,-203000000,605000000,287000000,445000000,None,None,None,,,,,0.19,3.171,,,,,,,,0.0,,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,-1746000000,-0.312,-0.557,0.0,0.0,203000000,9523000000,167000000,73000000,15.86,17.27,,5.4771,13024000000,2639000000,911000000,10813000000,10385000000,9560000000,3103000000,2211000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,,None,1142000000,1142000000,,,,,,,,,1000000,118000000,None,2013000000,2013000000,286000000,None,None,392000000,None,None,333000000,,,,,0.0,0.0423,497000000,830000000,-0.7723,2016-06-30,799000000,0.0,1090000000,267000000,-151000000,70000000,70000000,None,384000000,None,520000000,None,None,None,None,None,264000000,None,None,None,0.0,,-203000000,605000000,323000000,322000000,None,None,None,,,,,0.19,3.171,,,,,,,,0.0,,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,-1497000000,-0.312,-0.557,0.0,0.0,203000000,9506000000,141000000,64000000,15.86,17.27,,5.4771,13162000000,2441000000,749000000,10694000000,10721000000,9587000000,3103000000,2468000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,,None,821000000,821000000,,,,,,,,,1000000,118000000,None,2013000000,2013000000,243000000,None,None,339000000,None,None,333000000,,,,,0.0,0.0423,497000000,830000000,-0.7723,2016-03-31,797000000,0.0,1090000000,267000000,-151000000,81000000,81000000,None,384000000,None,579000000,None,None,None,None,None,264000000,None,None,None,0.0,,-203000000,605000000,365000000,512000000,None,None,None,,,,,0.19,3.171,,,,,,,,0.0,,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,-696000000,-0.312,-0.557,0.0,0.0,203000000,7412000000,108000000,177000000,15.86,17.27,,5.4771,11708000000,2281000000,863000000,8799000000,9427000000,7534000000,3103000000,2909000000,None,25.0,7.59
