date,symbol,eps,revenue_ttm,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,peg_ratio,price_to_book,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,stockbasedcompensation,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,treasurystock,week_52_high,week_52_low
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,,None,429000000,429000000,,,,,,,,,5000000,844444444,None,2013000000,2013000000,298000000,None,None,383000000,None,None,333000000,,,,,0.0,0.0423,497000000,830000000,-0.7723,2008-03-31,438000000,0.0,1090000000,267000000,-151000000,481000000,481000000,None,384000000,None,185000000,None,None,None,None,None,264000000,None,None,None,0.0,,-203000000,605000000,2078000000,2194000000,None,None,None,,,,,0.19,3.171,,,,,,,,0.0,,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,None,-0.312,-0.557,0.0,0.0,203000000,102000000,51000000,113000000,15.86,17.27,,5.4771,14823000000,3188000000,2660000000,10462000000,11635000000,422000000,3103000000,4350000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,,None,328000000,328000000,,,,,,,,,5000000,1042222222,None,2013000000,2013000000,292000000,None,None,426000000,None,None,333000000,,,,,0.0,0.0423,497000000,830000000,-0.7723,2007-12-31,438000000,0.0,1090000000,267000000,-151000000,497000000,497000000,None,384000000,None,199000000,None,None,None,None,None,264000000,None,None,None,0.0,,-203000000,605000000,606000000,611000000,None,None,None,,,,,0.19,3.171,,,,,,,,0.0,,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,None,-0.312,-0.557,0.0,0.0,203000000,102000000,51000000,104000000,15.86,17.27,,5.4771,13221000000,1663000000,999000000,8692000000,11558000000,439000000,3103000000,4506000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,,None,638000000,638000000,,,,,,,,,5000000,1240000000,None,2013000000,2013000000,307000000,None,None,386000000,None,None,333000000,,,,,0.0,0.0423,497000000,830000000,-0.7723,2007-09-30,532000000,0.0,1090000000,267000000,-151000000,321000000,321000000,None,384000000,None,197000000,None,None,None,None,None,264000000,None,None,None,0.0,,-203000000,605000000,793000000,864000000,None,None,None,,,,,0.19,3.171,,,,,,,,0.0,,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,None,-0.312,-0.557,0.0,0.0,203000000,106000000,53000000,96000000,15.86,17.27,,5.4771,13404000000,2110000000,1246000000,8865000000,11294000000,474000000,3103000000,4553000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,,None,323000000,323000000,,,,,,,,,5000000,692307692,None,2013000000,2013000000,330000000,None,None,431000000,None,None,333000000,,,,,0.0,0.0423,497000000,830000000,-0.7723,2007-06-30,590000000,0.0,1090000000,267000000,-151000000,337000000,337000000,None,384000000,None,193000000,None,None,None,None,None,264000000,None,None,None,0.0,,-203000000,605000000,991000000,632000000,None,None,None,,,,,0.19,3.171,,,,,,,,0.0,,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,None,-0.312,-0.557,0.0,0.0,203000000,108000000,54000000,86000000,15.86,17.27,,5.4771,13324000000,2024000000,1130000000,9018000000,11300000000,503000000,3103000000,4322000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,,20278000,893369000,893369000,,,,,,,,,16000,128442723,None,2013000000,2013000000,8082000,None,None,None,None,None,333000000,,,,,0.0,0.0423,497000000,830000000,-0.7723,2025-12-31,None,0.0,1090000000,267000000,-151000000,None,None,None,384000000,None,None,None,None,148921000,None,None,264000000,None,None,None,0.0,,-203000000,605000000,16025000,37548000,None,None,None,,,,,0.19,3.171,,,,,,,,0.0,,None,2026-02-26,annual,-0.73,USD,pre-market,None,-1396142000,-0.312,-0.557,0.0,0.0,203000000,20278000,4995000,217193000,15.86,17.27,,5.4771,1186958000,1126587000,50625000,214829000,60371000,164204000,3103000000,972129000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,,23988000,435449000,435449000,,,,,,,,,10000,94144000,None,2013000000,2013000000,6562000,None,None,None,None,None,333000000,,,,,0.0,0.0423,497000000,830000000,-0.7723,2024-12-31,None,0.0,1090000000,267000000,-151000000,None,None,None,384000000,None,None,None,None,None,None,None,264000000,None,None,None,0.0,,-203000000,605000000,17011000,30846000,None,None,None,,,,,0.19,3.171,,,,,,,,0.0,,None,2026-02-26,annual,-0.73,USD,pre-market,None,-949928000,-0.312,-0.557,0.0,0.0,203000000,23988000,4850000,206819000,15.86,17.27,,5.4771,691234000,659279000,42258000,61396000,31955000,19138000,3103000000,629838000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,,27415000,121626000,121626000,,,,,,,,,6000,59683851,None,2013000000,2013000000,22936000,None,None,None,None,None,333000000,,,,,0.0,0.0423,497000000,830000000,-0.7723,2023-12-31,None,0.0,1090000000,267000000,-151000000,None,None,None,384000000,None,None,None,None,None,None,None,264000000,None,None,None,0.0,,-203000000,605000000,6275000,23439000,None,None,None,,,,,0.19,3.171,,,,,,,,0.0,,None,2026-02-26,annual,-0.73,USD,pre-market,None,-632510000,-0.312,-0.557,0.0,0.0,203000000,27415000,4720000,1474000,15.86,17.27,,5.4771,165082000,129375000,51095000,73790000,35707000,22695000,3103000000,91292000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,,30483000,172147000,172147000,,,,,,,,,6000,51976343,None,2013000000,2013000000,5259000,None,None,None,None,None,333000000,,,,,0.0,0.0423,497000000,830000000,-0.7723,2022-12-31,None,0.0,1090000000,267000000,-151000000,None,None,None,384000000,None,None,None,None,None,None,None,264000000,None,None,None,0.0,,-203000000,605000000,9582000,18219000,None,None,None,,,,,0.19,3.171,,,,,,,,0.0,,38412000,2026-02-26,annual,-0.73,USD,pre-market,None,-396573000,-0.312,-0.557,0.0,0.0,203000000,30483000,4610000,83865000,15.86,17.27,,5.4771,306325000,265594000,28088000,53961000,40731000,25873000,3103000000,252364000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,,32636000,200825000,200825000,,,,,,,,,6000,50895044,None,2013000000,2013000000,4031000,None,None,None,None,None,333000000,,,,,0.0,0.0423,497000000,830000000,-0.7723,2021-12-31,None,0.0,1090000000,267000000,-151000000,None,None,None,384000000,None,None,None,None,None,None,None,264000000,None,None,None,0.0,,-203000000,605000000,5821000,20799000,None,None,None,,,,,0.19,3.171,,,,,,,,0.0,,40960000,2026-02-26,annual,-0.73,USD,pre-market,None,-228474000,-0.312,-0.557,0.0,0.0,203000000,32636000,3893000,175746000,15.86,17.27,,5.4771,425663000,382392000,28723000,57466000,43271000,28743000,3103000000,368197000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,,0,300852000,300852000,,,,,,,,,5000,47265496,None,2013000000,2013000000,3440000,None,None,None,None,None,333000000,,,,,0.0,0.0423,497000000,830000000,-0.7723,2020-12-31,None,0.0,1090000000,267000000,-151000000,None,None,None,384000000,None,None,None,None,None,None,None,264000000,None,None,None,0.0,,-203000000,605000000,3773000,7527000,None,None,None,,,,,0.19,3.171,,,,,,,,0.0,,1946000,2026-02-26,annual,-0.73,USD,pre-market,None,-79183000,-0.312,-0.557,0.0,0.0,203000000,None,None,44462000,15.86,17.27,,5.4771,353334000,349087000,10967000,10967000,4247000,3440000,3103000000,342367000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,,None,14632000,14632000,,,,,,,,,1000,45422957,None,2013000000,2013000000,1256000,None,None,None,None,None,333000000,,,,,0.0,0.0423,497000000,830000000,-0.7723,2019-12-31,None,0.0,1090000000,267000000,-151000000,None,None,None,384000000,None,None,None,None,None,None,None,264000000,None,None,None,0.0,,-203000000,605000000,127000,1102000,None,None,None,,,,,0.19,3.171,,,,,,,,0.0,,1486000,2026-02-26,annual,-0.73,USD,pre-market,None,-19746000,-0.312,-0.557,0.0,0.0,203000000,None,None,None,15.86,17.27,,5.4771,16436000,14759000,2358000,2400000,1676000,42000,3103000000,14036000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,,None,8124000,8124000,,,,,,,,,1000,10324875,None,2013000000,2013000000,518000,None,None,None,None,None,333000000,,,,,0.0,0.0423,497000000,830000000,-0.7723,2018-12-31,None,0.0,1090000000,267000000,-151000000,None,None,None,384000000,None,None,None,None,None,None,None,264000000,None,None,None,0.0,,-203000000,605000000,34000,193000,None,3375000,None,,,,,0.19,3.171,,,,,,,,0.0,,110000,2026-02-26,annual,-0.73,USD,pre-market,None,-4887000,-0.312,-0.557,0.0,0.0,203000000,3375000,None,None,15.86,17.27,,5.4771,8268000,8158000,711000,13147000,110000,12436000,3103000000,-4879000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,,None,365000000,365000000,,,,,,,,,1000000,162000000,None,2013000000,2013000000,367000000,None,None,513000000,None,None,333000000,,,,,0.0,0.0423,497000000,830000000,-0.7723,2017-12-31,772000000,0.0,1090000000,267000000,-151000000,25000000,25000000,None,384000000,None,445000000,None,None,None,None,None,264000000,None,None,None,0.0,,-203000000,605000000,169000000,506000000,None,None,None,,,,,0.19,3.171,,,,,,,,0.0,,None,2026-02-26,annual,-0.73,USD,pre-market,None,-1851000000,-0.312,-0.557,0.0,0.0,203000000,8433000000,105000000,32000000,15.86,17.27,,5.4771,11771000000,1524000000,1049000000,9870000000,10247000000,8481000000,3103000000,1901000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,,None,1776000000,1776000000,,,,,,,,,1000000,129000000,None,2013000000,2013000000,332000000,None,None,386000000,None,None,333000000,,,,,0.0,0.0423,497000000,830000000,-0.7723,2016-12-31,799000000,0.0,1090000000,267000000,-151000000,38000000,38000000,None,384000000,None,445000000,None,None,None,None,None,264000000,None,None,None,0.0,,-203000000,605000000,250000000,375000000,None,None,None,,,,,0.19,3.171,,,,,,,,0.0,,None,2026-02-26,annual,-0.73,USD,pre-market,None,-1927000000,-0.312,-0.557,0.0,0.0,203000000,8979000000,201000000,130000000,15.86,17.27,,5.4771,13053000000,2987000000,916000000,11011000000,10066000000,8953000000,3103000000,2042000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,,None,505000000,505000000,,,,,,,,,1000000,126000000,None,2013000000,2013000000,292000000,None,None,402000000,None,None,333000000,,,,,0.0,0.0423,497000000,830000000,-0.7723,2015-12-31,797000000,0.0,1090000000,267000000,-151000000,102000000,102000000,None,384000000,None,597000000,None,None,None,None,None,264000000,None,None,None,0.0,,-203000000,605000000,341000000,405000000,None,None,None,,,,,0.19,3.171,,,,,,,,0.0,,None,2026-02-26,annual,-0.73,USD,pre-market,None,-686000000,-0.312,-0.557,0.0,0.0,203000000,7289000000,83000000,100000000,15.86,17.27,,5.4771,11539000000,1945000000,812000000,8618000000,9594000000,7418000000,3103000000,2921000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,,None,1870000000,1870000000,,,,,,,,,1000000,126000000,None,2013000000,2013000000,216000000,None,None,270000000,None,None,333000000,,,,,0.0,0.0423,497000000,830000000,-0.7723,2014-12-31,None,0.0,1090000000,267000000,-151000000,27000000,27000000,None,384000000,None,208000000,None,None,None,None,None,264000000,None,None,None,0.0,,-203000000,605000000,248000000,410000000,None,None,None,,,,,0.19,3.171,,,,,,,,0.0,,None,2026-02-26,annual,-0.73,USD,pre-market,None,-736000000,-0.312,-0.557,0.0,0.0,203000000,7106000000,31000000,78000000,15.86,17.27,,5.4771,11232000000,2674000000,681000000,8209000000,8558000000,7312000000,3103000000,3023000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,,None,843000000,843000000,,,,,,,,,1000000,100000000,None,2013000000,2013000000,329000000,None,None,420000000,None,None,333000000,,,,,0.0,0.0423,497000000,830000000,-0.7723,2013-12-31,None,0.0,1090000000,267000000,-151000000,108000000,108000000,None,384000000,None,181000000,None,None,None,None,None,264000000,None,None,None,0.0,,-203000000,605000000,216000000,5000000,None,None,None,,,,,0.19,3.171,,,,,,,,0.0,,None,2026-02-26,annual,-0.73,USD,pre-market,None,-463000000,-0.312,-0.557,0.0,0.0,203000000,1992000000,13000000,25000000,15.86,17.27,,5.4771,5291000000,1685000000,721000000,3081000000,3606000000,2257000000,3103000000,2210000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,,None,348000000,348000000,,,,,,,,,1000000,100000000,None,2013000000,2013000000,112000000,None,None,108000000,None,None,333000000,,,,,0.0,0.0423,497000000,830000000,-0.7723,2012-12-31,None,0.0,1090000000,267000000,-151000000,271000000,271000000,None,384000000,None,101000000,None,None,None,None,None,264000000,None,None,None,0.0,,-203000000,605000000,473000000,110000000,None,None,None,,,,,0.19,3.171,,,,,,,,0.0,,None,2026-02-26,annual,-0.73,USD,pre-market,None,-107000000,-0.312,-0.557,0.0,0.0,203000000,1415000000,29000000,13000000,15.86,17.27,,5.4771,4535000000,1043000000,347000000,2032000000,3492000000,1738000000,3103000000,2503000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,,None,396000000,396000000,,,,,,,,,1000000,122000000,None,2013000000,2013000000,15000000,None,None,6000000,None,None,333000000,,,,,0.0,0.0423,497000000,830000000,-0.7723,2011-12-31,None,0.0,1090000000,267000000,-151000000,None,None,None,384000000,None,57000000,None,None,None,None,None,264000000,None,None,None,0.0,,-203000000,605000000,144000000,135000000,None,None,None,,,,,0.19,3.171,,,,,,,,0.0,,None,2026-02-26,annual,-0.73,USD,pre-market,None,-4841000000,-0.312,-0.557,0.0,0.0,203000000,588000000,4000000,69000000,15.86,17.27,,5.4771,4127000000,672000000,159000000,3015000000,3455000000,734000000,3103000000,1112000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,,None,291000000,291000000,,,,,,,,,1000000,121000000,None,2013000000,2013000000,134000000,None,None,230000000,None,None,333000000,,,,,0.0,0.0423,497000000,830000000,-0.7723,2010-12-31,None,0.0,1090000000,267000000,-151000000,141000000,141000000,None,384000000,None,121000000,None,None,None,None,None,264000000,None,None,None,0.0,,-203000000,605000000,1496000000,1271000000,None,None,None,,,,,0.19,3.171,,,,,,,,0.0,,None,2026-02-26,annual,-0.73,USD,pre-market,None,-3196000000,-0.312,-0.557,0.0,0.0,203000000,4574000000,148000000,106000000,15.86,17.27,,5.4771,10013000000,2244000000,1565000000,7267000000,7769000000,5403000000,3103000000,2746000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,,None,471000000,471000000,,,,,,,,,6000000,1009600000,None,2013000000,2013000000,181000000,None,None,212000000,None,None,333000000,,,,,0.0,0.0423,497000000,830000000,-0.7723,2009-12-31,None,0.0,1090000000,267000000,-151000000,380000000,380000000,None,384000000,None,141000000,None,None,None,None,None,264000000,None,None,None,0.0,,-203000000,605000000,1136000000,853000000,None,None,None,,,,,0.19,3.171,,,,,,,,0.0,,None,2026-02-26,annual,-0.73,USD,pre-market,None,None,-0.312,-0.557,0.0,0.0,203000000,1614000000,807000000,78000000,15.86,17.27,,5.4771,10953000000,2038000000,1847000000,7974000000,8915000000,1166000000,3103000000,2902000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,,None,693000000,693000000,,,,,,,,,5000000,870000000,None,2013000000,2013000000,303000000,None,None,340000000,None,None,333000000,,,,,0.0,0.0423,497000000,830000000,-0.7723,2008-12-31,433000000,0.0,1090000000,267000000,-151000000,437000000,437000000,None,384000000,None,184000000,None,None,None,None,None,264000000,None,None,None,0.0,,-203000000,605000000,1499000000,1329000000,None,None,None,,,,,0.19,3.171,,,,,,,,0.0,,None,2026-02-26,annual,-0.73,USD,pre-market,None,None,-0.312,-0.557,0.0,0.0,203000000,128000000,64000000,87000000,15.86,17.27,,5.4771,14213000000,2803000000,1702000000,9728000000,11410000000,564000000,3103000000,4515000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,,None,328000000,328000000,,,,,,,,,5000000,1042222222,None,2013000000,2013000000,292000000,None,None,426000000,None,None,333000000,,,,,0.0,0.0423,497000000,830000000,-0.7723,2007-12-31,438000000,0.0,1090000000,267000000,-151000000,497000000,497000000,None,384000000,None,199000000,None,None,None,None,None,264000000,None,None,None,0.0,,-203000000,605000000,606000000,611000000,None,None,None,,,,,0.19,3.171,,,,,,,,0.0,,None,2026-02-26,annual,-0.73,USD,pre-market,None,None,-0.312,-0.557,0.0,0.0,203000000,102000000,51000000,104000000,15.86,17.27,,5.4771,13221000000,1663000000,999000000,8692000000,11558000000,439000000,3103000000,4506000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,484000,None,328000000,328000000,430965000,982000,None,None,None,None,None,None,5000000,1042222222,None,2013000000,2013000000,292000000,None,None,426000000,None,None,333000000,521000,None,None,None,0.0,0.0423,497000000,830000000,-0.7723,2025-12-31,438000000,0.0,1090000000,267000000,-151000000,497000000,497000000,None,384000000,None,199000000,None,None,None,None,None,-111955000,None,None,None,0.0,-111832000,-203000000,605000000,606000000,611000000,None,None,None,None,None,None,None,0.19,3.171,None,None,None,None,None,None,None,0.0,None,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,None,-0.312,-0.557,0.0,0.0,203000000,102000000,51000000,104000000,15.86,17.27,11226000,5.4771,13221000000,1663000000,999000000,8692000000,11558000000,439000000,3103000000,4506000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,19185000,None,328000000,328000000,217327000,-37965000,None,None,None,None,None,None,5000000,1042222222,None,2013000000,2013000000,292000000,None,None,426000000,None,None,333000000,500000,None,None,None,0.0,0.0423,497000000,830000000,-0.7723,2025-09-30,438000000,0.0,1090000000,267000000,-151000000,497000000,497000000,None,384000000,None,199000000,None,None,None,None,None,-108041000,None,None,None,0.0,-90779000,-203000000,605000000,606000000,611000000,None,None,None,None,None,None,None,0.19,3.171,None,None,None,None,None,None,None,0.0,None,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,None,-0.312,-0.557,0.0,0.0,203000000,102000000,51000000,104000000,15.86,17.27,11082000,5.4771,13221000000,1663000000,999000000,8692000000,11558000000,439000000,3103000000,4506000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,60000,None,328000000,328000000,100774000,6774000,None,None,None,None,None,None,5000000,1042222222,None,2013000000,2013000000,292000000,None,None,426000000,None,None,333000000,503000,None,None,None,0.0,0.0423,497000000,830000000,-0.7723,2025-06-30,438000000,0.0,1090000000,267000000,-151000000,497000000,497000000,None,384000000,None,199000000,None,None,None,None,None,-110858000,None,None,None,0.0,-94703000,-203000000,605000000,606000000,611000000,None,None,None,None,None,None,None,0.19,3.171,None,None,None,None,None,None,None,0.0,None,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,None,-0.312,-0.557,0.0,0.0,203000000,102000000,51000000,104000000,15.86,17.27,10523000,5.4771,13221000000,1663000000,999000000,8692000000,11558000000,439000000,3103000000,4506000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,981000,None,328000000,328000000,141241000,1458000,None,None,None,None,None,None,5000000,1042222222,None,2013000000,2013000000,292000000,None,None,426000000,None,None,333000000,502000,None,None,None,0.0,0.0423,497000000,830000000,-0.7723,2025-03-31,438000000,0.0,1090000000,267000000,-151000000,497000000,497000000,None,384000000,None,199000000,None,None,None,None,None,-115361000,None,None,None,0.0,-105893000,-203000000,605000000,606000000,611000000,None,None,None,None,None,None,None,0.19,3.171,None,None,None,None,None,None,None,0.0,None,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,None,-0.312,-0.557,0.0,0.0,203000000,102000000,51000000,104000000,15.86,17.27,13020000,5.4771,13221000000,1663000000,999000000,8692000000,11558000000,439000000,3103000000,4506000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,1075000,None,328000000,328000000,3636000,-16010000,None,None,None,None,None,None,5000000,1042222222,None,2013000000,2013000000,292000000,None,None,426000000,None,None,333000000,1020000,None,None,None,0.0,0.0423,497000000,830000000,-0.7723,2024-12-31,438000000,0.0,1090000000,267000000,-151000000,497000000,497000000,None,384000000,None,199000000,None,None,None,None,None,-89542000,None,None,None,0.0,-84335000,-203000000,605000000,606000000,611000000,None,None,None,None,None,None,None,0.19,3.171,None,None,None,None,None,None,None,0.0,None,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,None,-0.312,-0.557,0.0,0.0,203000000,102000000,51000000,104000000,15.86,17.27,10477000,5.4771,13221000000,1663000000,999000000,8692000000,11558000000,439000000,3103000000,4506000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,253000,None,328000000,328000000,18009000,-19403000,None,None,None,None,None,None,5000000,1042222222,None,2013000000,2013000000,292000000,None,None,426000000,None,None,333000000,438000,None,None,None,0.0,0.0423,497000000,830000000,-0.7723,2024-09-30,438000000,0.0,1090000000,267000000,-151000000,497000000,497000000,None,384000000,None,199000000,None,None,None,None,None,-97125000,None,None,None,0.0,-74629000,-203000000,605000000,606000000,611000000,None,None,None,None,None,None,None,0.19,3.171,None,None,None,None,None,None,None,0.0,None,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,None,-0.312,-0.557,0.0,0.0,203000000,102000000,51000000,104000000,15.86,17.27,8745000,5.4771,13221000000,1663000000,999000000,8692000000,11558000000,439000000,3103000000,4506000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,857000,None,328000000,328000000,379862000,11174000,None,None,None,None,None,None,5000000,1042222222,None,2013000000,2013000000,292000000,None,None,426000000,None,None,333000000,400000,None,None,None,0.0,0.0423,497000000,830000000,-0.7723,2024-06-30,438000000,0.0,1090000000,267000000,-151000000,497000000,497000000,None,384000000,None,199000000,None,None,None,None,None,-65102000,None,None,None,0.0,-54868000,-203000000,605000000,606000000,611000000,None,None,None,None,None,None,None,0.19,3.171,None,None,None,None,None,None,None,0.0,None,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,None,-0.312,-0.557,0.0,0.0,203000000,102000000,51000000,104000000,15.86,17.27,6736000,5.4771,13221000000,1663000000,999000000,8692000000,11558000000,439000000,3103000000,4506000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,191000,None,328000000,328000000,408388000,-179837000,None,None,None,None,None,None,5000000,1042222222,None,2013000000,2013000000,292000000,None,None,426000000,None,None,333000000,386000,None,None,None,0.0,0.0423,497000000,830000000,-0.7723,2024-03-31,438000000,0.0,1090000000,267000000,-151000000,497000000,497000000,None,384000000,None,199000000,None,None,None,None,None,-65649000,None,None,None,0.0,-78537000,-203000000,605000000,606000000,611000000,None,None,None,None,None,None,None,0.19,3.171,None,None,None,None,None,None,None,0.0,None,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,None,-0.312,-0.557,0.0,0.0,203000000,102000000,51000000,104000000,15.86,17.27,19906000,5.4771,13221000000,1663000000,999000000,8692000000,11558000000,439000000,3103000000,4506000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,82000,None,328000000,328000000,147000,26196000,None,None,None,None,None,None,5000000,1042222222,None,2013000000,2013000000,292000000,None,None,426000000,None,None,333000000,567000,None,None,None,0.0,0.0423,497000000,830000000,-0.7723,2023-12-31,438000000,0.0,1090000000,267000000,-151000000,497000000,497000000,None,384000000,None,199000000,None,None,None,None,None,-66638000,None,None,None,0.0,-35006000,-203000000,605000000,606000000,611000000,None,None,None,None,None,None,None,0.19,3.171,None,None,None,None,None,None,None,0.0,None,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,None,-0.312,-0.557,0.0,0.0,203000000,102000000,51000000,104000000,15.86,17.27,5730000,5.4771,13221000000,1663000000,999000000,8692000000,11558000000,439000000,3103000000,4506000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,167000,None,328000000,328000000,454000,12821000,None,None,None,None,None,None,5000000,1042222222,None,2013000000,2013000000,292000000,None,None,426000000,None,None,333000000,431000,None,None,None,0.0,0.0423,497000000,830000000,-0.7723,2023-09-30,438000000,0.0,1090000000,267000000,-151000000,497000000,497000000,None,384000000,None,199000000,None,None,None,None,None,-60210000,None,None,None,0.0,-50602000,-203000000,605000000,606000000,611000000,None,None,None,None,None,None,None,0.19,3.171,None,None,None,None,None,None,None,0.0,None,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,None,-0.312,-0.557,0.0,0.0,203000000,102000000,51000000,104000000,15.86,17.27,4876000,5.4771,13221000000,1663000000,999000000,8692000000,11558000000,439000000,3103000000,4506000000,None,25.0,7.59
2026-04-16,DYN,-3.47,0.0,None,1.285,5.89,250000,None,328000000,328000000,24906000,17232000,None,None,None,None,None,None,5000000,1042222222,None,2013000000,2013000000,292000000,None,None,426000000,None,None,333000000,431000,None,None,None,0.0,0.0423,497000000,830000000,-0.7723,2023-06-30,438000000,0.0,1090000000,267000000,-151000000,497000000,497000000,None,384000000,None,199000000,None,None,None,None,None,-64902000,None,None,None,0.0,-55642000,-203000000,605000000,606000000,611000000,None,None,None,None,None,None,None,0.19,3.171,None,None,None,None,None,None,None,0.0,None,None,2026-02-26,quarterly,-0.73,USD,pre-market,None,None,-0.312,-0.557,0.0,0.0,203000000,102000000,51000000,104000000,15.86,17.27,4749000,5.4771,13221000000,1663000000,999000000,8692000000,11558000000,439000000,3103000000,4506000000,None,25.0,7.59
