date,symbol,eps,revenue_ttm,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,forward_pe,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,peg_ratio,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,treasurystock,week_52_high,week_52_low
2016-09-30,CRSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.05,,,-0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-22,,-2.77,,post-market,,,,,,,,,,,,,-284.7222,,,,,,,,,,,
2016-12-31,CRSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91,,,-0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-10,,1.42,,post-market,,,,,,,,,,,,,389.7959,,,,,,,,,,,
2017-03-31,CRSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,-0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-11,,-0.54,,pre-market,,,,,,,,,,,,,11.4754,,,,,,,,,,,
2017-06-30,CRSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,-0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-10,,-0.56,,post-market,,,,,,,,,,,,,9.6774,,,,,,,,,,,
2017-09-30,CRSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02,,,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-08,,-0.62,,post-market,,,,,,,,,,,,,-3.3333,,,,,,,,,,,
2017-12-31,CRSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6734,,,-0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-03-08,,0.0034,,post-market,,,,,,,,,,,,,100.5075,,,,,,,,,,,
2018-03-31,CRSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,-0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-05-08,,-0.62,,pre-market,,,,,,,,,,,,,7.4627,,,,,,,,,,,
2018-06-30,CRSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.19,,,-0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-07,,-0.82,,post-market,,,,,,,,,,,,,-30.1587,,,,,,,,,,,
2018-09-30,CRSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.33,,,-0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-07,,-1.07,,post-market,,,,,,,,,,,,,-44.5946,,,,,,,,,,,
2018-12-31,CRSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.14,,,-0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-25,,-0.92,,pre-market,,,,,,,,,,,,,-17.9487,,,,,,,,,,,
