date,symbol,eps,revenue_ttm,pe_ratio,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,forward_pe,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,peg_ratio,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,trailing_pe,treasurystock,week_52_high,week_52_low
1996-03-31,UAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996-04-23,,0.77,,pre-market,,,,,,,,,,,,,32.7586,,,,,,,,,,,,
1996-06-30,UAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996-07-23,,2.52,,pre-market,,,,,,,,,,,,,20.0,,,,,,,,,,,,
1996-09-30,UAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996-10-22,,3.58,,pre-market,,,,,,,,,,,,,7.5075,,,,,,,,,,,,
1996-12-31,UAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-01-28,,1.06,,pre-market,,,,,,,,,,,,,3.9216,,,,,,,,,,,,
1997-03-31,UAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-04-22,,1.61,,pre-market,,,,,,,,,,,,,15.0,,,,,,,,,,,,
1997-06-30,UAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-07-22,,2.82,,pre-market,,,,,,,,,,,,,3.2967,,,,,,,,,,,,
1997-09-30,UAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,3.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-10-28,,3.75,,pre-market,,,,,,,,,,,,,2.1798,,,,,,,,,,,,
1997-12-31,UAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-01-28,,1.74,,pre-market,,,,,,,,,,,,,8.0745,,,,,,,,,,,,
1998-03-31,UAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-04-22,,1.68,,pre-market,,,,,,,,,,,,,7.0064,,,,,,,,,,,,
1998-06-30,UAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-07-22,,3.24,,pre-market,,,,,,,,,,,,,1.8868,,,,,,,,,,,,
1998-09-30,UAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03,,,4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-10-21,,4.02,,pre-market,,,,,,,,,,,,,-0.7407,,,,,,,,,,,,
1998-12-31,UAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-01-21,,1.52,,pre-market,,,,,,,,,,,,,4.8276,,,,,,,,,,,,
1999-03-31,UAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-04-20,,1.54,,pre-market,,,,,,,,,,,,,13.2353,,,,,,,,,,,,
1999-06-30,UAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-07-21,,2.86,,pre-market,,,,,,,,,,,,,7.1161,,,,,,,,,,,,
1999-09-30,UAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,,,3.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-10-20,,3.75,,pre-market,,,,,,,,,,,,,-0.266,,,,,,,,,,,,
1999-12-31,UAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000-01-19,,1.91,,pre-market,,,,,,,,,,,,,9.7701,,,,,,,,,,,,
2000-03-31,UAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000-04-19,,1.42,,pre-market,,,,,,,,,,,,,5.9701,,,,,,,,,,,,
2000-06-30,UAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,,,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000-07-19,,3.47,,pre-market,,,,,,,,,,,,,7.0988,,,,,,,,,,,,
2000-09-30,UAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.85,,,-0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000-10-18,,-1.29,,pre-market,,,,,,,,,,,,,-193.1818,,,,,,,,,,,,
