date,symbol,eps,revenue_ttm,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,treasurystock,week_52_high,week_52_low
2021-12-31,ASTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-31,,-0.06,,post-market,,,,,,,,,,,,,33.3333,,,,,,,,,,,
2022-03-31,ASTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-05-16,,-0.21,,post-market,,,,,,,,,,,,,0.0,,,,,,,,,,,
2022-06-30,ASTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-08-16,,-0.06,,pre-market,,,,,,,,,,,,,0.0,,,,,,,,,,,
2022-09-30,ASTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-14,,-0.18,,post-market,,,,,,,,,,,,,0.0,,,,,,,,,,,
2022-12-31,ASTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,-0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-31,,-0.14,,pre-market,,,,,,,,,,,,,26.3158,,,,,,,,,,,
2023-03-31,ASTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,,,-0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-15,,-0.23,,post-market,,,,,,,,,,,,,53.0612,,,,,,,,,,,
2023-06-30,ASTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-15,,-0.24,,post-market,,,,,,,,,,,,,0.0,,,,,,,,,,,
2023-09-30,ASTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02,,,-0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-14,,-0.23,,post-market,,,,,,,,,,,,,-9.5238,,,,,,,,,,,
2023-12-31,ASTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12,,,-0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-19,,-0.35,,pre-market,,,,,,,,,,,,,-52.1739,,,,,,,,,,,
2024-03-31,ASTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,-0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-05-15,,-0.16,,post-market,,,,,,,,,,,,,23.8095,,,,,,,,,,,
2024-06-30,ASTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.29,,,-0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-08-14,,-0.51,,post-market,,,,,,,,,,,,,-131.8182,,,,,,,,,,,
2024-09-30,ASTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9,,,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-14,,-1.1,,post-market,,,,,,,,,,,,,-450.0,,,,,,,,,,,
2024-12-31,ASTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0517,,,-0.1767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-31,,-0.125,,pre-market,,,,,,,,,,,,,29.2586,,,,,,,,,,,
2025-03-31,ASTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0126,,,-0.1874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-13,,-0.2,,pre-market,,,,,,,,,,,,,-6.7236,,,,,,,,,,,
2025-06-30,ASTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2,,,-0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-11,,-0.41,,pre-market,,,,,,,,,,,,,-95.2381,,,,,,,,,,,
2025-09-30,ASTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.24,,,-0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-10,,-0.45,,pre-market,,,,,,,,,,,,,-114.2857,,,,,,,,,,,
2025-12-28,ASTS,-1.14,18531000.0,,2.759,4.561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-0.24,,,-0.21,,,12728000.0,,,,,,,,,,,,,,,,,,,-5.41,,,,,,,,,,,,,16.13,1426.5,,,,,,,,0.0,,,2025-11-10,,-0.45,,pre-market,,,-0.102,-0.39,12.4,0.079,,,,,47.63,70.06,-114.2857,,,,,,,,,,102.79,17.5
2025-12-28,ASTS,-1.14,18531000.0,,2.759,4.561,,,,,,,,,,,,,,,None,5511000,5511000,,,,,,None,12716000,,,,,0.0,-0.24,-155908000,-143192000,-0.21,2025-09-30,,12728000.0,9228000,-163453000,374000,,,None,7545000,12239000,,None,,,,,-122874000,-163827000,4694000,None,-5.41,,88904000,-79676000,,,,,None,,,,,16.13,1426.5,,,,,,,,0.0,,,2025-11-10,quarterly,-0.45,USD,pre-market,46366000,,-0.102,-0.39,12.4,0.079,29822000,,,,47.63,70.06,-114.2857,,,,,,,14739000,,,102.79,17.5
2025-12-28,ASTS,-1.14,18531000.0,,2.759,4.561,,,,,,,,,,,,,,,None,11720000,11720000,,,,,,None,11720000,,,,,0.0,-0.24,-129504000,-117784000,-0.21,2025-06-30,,12728000.0,1156000,-135161000,742000,,,None,5657000,8017000,,None,,,,,-99394000,-135903000,2360000,None,-5.41,,73953000,-72797000,,,,,None,,,,,16.13,1426.5,,,,,,,,0.0,,,2025-11-10,quarterly,-0.45,USD,pre-market,34991000,,-0.102,-0.39,12.4,0.079,27242000,,,,47.63,70.06,-114.2857,,,,,,,1156000,,,102.79,17.5
2025-12-28,ASTS,-1.14,18531000.0,,2.759,4.561,,,,,,,,,,,,,,,None,27204000,27204000,,,,,,None,11267000,,,,,0.0,-0.24,-58724000,-47457000,-0.21,2025-03-31,,12728000.0,-26486000,-63460000,168000,,,None,4736000,8196000,,None,,,,,-45706000,-63628000,3460000,None,-5.41,,36477000,-62963000,,,,,None,,,,,16.13,1426.5,,,,,,,,0.0,,,2025-11-10,quarterly,-0.45,USD,pre-market,7135000,,-0.102,-0.39,12.4,0.079,18384000,,,,47.63,70.06,-114.2857,,,,,,,718000,,,102.79,17.5
2025-12-28,ASTS,-1.14,18531000.0,,2.759,4.561,,,,,,,,,,,,,,,None,8460000,8460000,,,,,,None,8460000,,,,,0.0,-0.24,-58724000,-50264000,-0.21,2024-12-31,,12728000.0,1918000,-51940000,156000,,,None,14700000,None,,None,,,,,-35857000,-52096000,1329000,None,-5.41,,52182000,-50264000,,,,,None,,,,,16.13,1426.5,,,,,,,,0.0,,,2025-11-10,quarterly,-0.45,USD,pre-market,36293000,,-0.102,-0.39,12.4,0.079,10390000,,,,47.63,70.06,-114.2857,,,,,,,1918000,,,102.79,17.5
2025-12-28,ASTS,-1.14,18531000.0,,2.759,4.561,,,,,,,,,,,,,,,None,14543000,14543000,,,,,,None,14543000,,,,,0.0,-0.24,-301048000,-286505000,-0.21,2024-09-30,,12728000.0,1100000,-302434000,646000,,,None,1386000,4014000,,None,,,,,-171946000,-303080000,-1386000,None,-5.41,,66646000,-65546000,,,,,None,,,,,16.13,1426.5,,,,,,,,0.0,,,2025-11-10,quarterly,-0.45,USD,pre-market,36552000,,-0.102,-0.39,12.4,0.079,15551000,,,,47.63,70.06,-114.2857,,,,,,,1100000,,,102.79,17.5
2025-12-28,ASTS,-1.14,18531000.0,,2.759,4.561,,,,,,,,,,,,,,,None,20392000,20392000,,,,,,None,20392000,,,,,0.0,-0.24,-126183000,-105791000,-0.21,2024-06-30,,12728000.0,900000,-131119000,231000,,,None,4936000,2698000,,None,,,,,-72550000,-131350000,-2238000,None,-5.41,,63893000,-62993000,,,,,None,,,,,16.13,1426.5,,,,,,,,0.0,,,2025-11-10,quarterly,-0.45,USD,pre-market,25662000,,-0.102,-0.39,12.4,0.079,17839000,,,,47.63,70.06,-114.2857,,,,,,,900000,,,102.79,17.5
2025-12-28,ASTS,-1.14,18531000.0,,2.759,4.561,,,,,,,,,,,,,,,None,19511000,19511000,,,,,,None,19945000,,,,,0.0,-0.24,-34999000,-15054000,-0.21,2024-03-31,,12728000.0,500000,-39510000,294000,,,None,4511000,2289000,,None,,,,,-19730000,-39804000,-2222000,None,-5.41,,56000000,-55500000,,,,,None,,,,,16.13,1426.5,,,,,,,,0.0,,,2025-11-10,quarterly,-0.45,USD,pre-market,23768000,,-0.102,-0.39,12.4,0.079,12287000,,,,47.63,70.06,-114.2857,,,,,,,500000,,,102.79,17.5
2025-12-28,ASTS,-1.14,18531000.0,,2.759,4.561,,,,,,,,,,,,,,,None,0,0,,,,,,None,None,,,,,0.0,-0.24,-60878000,None,-0.21,2023-12-31,,12728000.0,0,-75035000,None,,,None,None,None,,None,,,,,-31926000,-77124000,None,None,-5.41,,60878000,-60878000,,,,,None,,,,,16.13,1426.5,,,,,,,,0.0,,,2025-11-10,quarterly,-0.45,USD,pre-market,30758000,,-0.102,-0.39,12.4,0.079,10528000,,,,47.63,70.06,-114.2857,,,,,,,0,,,102.79,17.5
2025-12-28,ASTS,-1.14,18531000.0,,2.759,4.561,,,,,,,,,,,,,,,None,19523000,19523000,,,,,,None,19029000,,,,,0.0,-0.24,-50482000,-31453000,-0.21,2023-09-30,,12728000.0,-19523000,-50482000,266000,,,None,None,None,,None,,,,,-20909000,-50748000,495000,None,-5.41,,58965000,-58965000,,,,,None,,,,,16.13,1426.5,,,,,,,,0.0,,,2025-11-10,quarterly,-0.45,USD,pre-market,28941000,,-0.102,-0.39,12.4,0.079,10995000,,,,47.63,70.06,-114.2857,,,,,,,0,,,102.79,17.5
2025-12-28,ASTS,-1.14,18531000.0,,2.759,4.561,,,,,,,,,,,,,,,None,22813000,22813000,,,,,,None,14187000,,,,,0.0,-0.24,-50378000,-36191000,-0.21,2023-06-30,,12728000.0,-22813000,-50378000,-789000,,,None,1217000,None,,None,,,,,-18408000,-49589000,1724000,None,-5.41,,58070000,-58070000,,,,,-6475000,,,,,16.13,1426.5,,,,,,,,0.0,,,2025-11-10,quarterly,-0.45,USD,pre-market,33734000,,-0.102,-0.39,12.4,0.079,10221000,,,,47.63,70.06,-114.2857,,,,,,,0,,,102.79,17.5
2025-12-28,ASTS,-1.14,18531000.0,,2.759,4.561,,,,,,,,,,,,,,,None,16483000,16483000,,,,,,None,2039000,,,,,0.0,-0.24,-45100000,-43061000,-0.21,2023-03-31,,12728000.0,-16483000,-45100000,116000,,,None,35750000,None,,None,,,,,-16318000,-45216000,2093000,None,-5.41,,44454000,-44454000,,,,,7498000,,,,,16.13,1426.5,,,,,,,,0.0,,,2025-11-10,quarterly,-0.45,USD,pre-market,32864000,,-0.102,-0.39,12.4,0.079,9857000,,,,47.63,70.06,-114.2857,,,,,,,0,,,102.79,17.5
2025-12-28,ASTS,-1.14,18531000.0,,2.759,4.561,,,,,,,,,,,,,,,None,16004000,16004000,,,,,,None,1610000,,,,,0.0,-0.24,-25219000,-23609000,-0.21,2022-12-31,,12728000.0,-13611000,-25219000,-130000,,,None,22023000,None,,None,,,,,-8229000,-25089000,None,None,-5.41,,42607000,-42607000,,,,,None,,,,,16.13,1426.5,,,,,,,,0.0,,,2025-11-10,quarterly,-0.45,USD,pre-market,30655000,,-0.102,-0.39,12.4,0.079,8568000,,,,47.63,70.06,-114.2857,,,,,,,2393000,,,102.79,17.5
2025-12-28,ASTS,-1.14,18531000.0,,2.759,4.561,,,,,,,,,,,,,,,None,2525000,2525000,,,,,,None,1172000,,,,,0.0,-0.24,-40480000,-39308000,-0.21,2022-09-30,,12728000.0,1643000,-31502000,550000,,,None,15367000,None,,None,,,,,-9766000,-32052000,None,None,-5.41,,42123000,-40480000,,,,,-15897000,,,,,16.13,1426.5,,,,,,,,0.0,,,2025-11-10,quarterly,-0.45,USD,pre-market,28035000,,-0.102,-0.39,12.4,0.079,12916000,,,,47.63,70.06,-114.2857,,,,,,,4168000,,,102.79,17.5
2025-12-28,ASTS,-1.14,18531000.0,,2.759,4.561,,,,,,,,,,,,,,,None,2202000,2202000,,,,,,None,1185000,,,,,0.0,-0.24,-30342000,-29157000,-0.21,2022-06-30,,12728000.0,5062000,-7972000,96000,,,None,5144000,None,,None,,,,,-2924000,-8068000,None,None,-5.41,,35404000,-30342000,,,,,23049000,,,,,16.13,1426.5,,,,,,,,0.0,,,2025-11-10,quarterly,-0.45,USD,pre-market,21144000,,-0.102,-0.39,12.4,0.079,13075000,,,,47.63,70.06,-114.2857,,,,,,,7264000,,,102.79,17.5
2025-12-28,ASTS,-1.14,18531000.0,,2.759,4.561,,,,,,,,,,,,,,,None,1986000,1986000,,,,,,None,1100000,,,,,0.0,-0.24,-32332000,-31232000,-0.21,2022-03-31,,12728000.0,408000,-37799000,104000,,,None,27182000,None,,None,,,,,-10721000,-37903000,None,None,-5.41,,32740000,-32332000,,,,,-5482000,,,,,16.13,1426.5,,,,,,,,0.0,,,2025-11-10,quarterly,-0.45,USD,pre-market,20021000,,-0.102,-0.39,12.4,0.079,11619000,,,,47.63,70.06,-114.2857,,,,,,,2394000,,,102.79,17.5
2025-12-28,ASTS,-1.14,18531000.0,,2.759,4.561,,,,,,,,,,,,,,,None,3441000,3441000,,,,,,None,864000,,,,,0.0,-0.24,-28481000,-27617000,-0.21,2021-12-31,,12728000.0,2779000,-12545000,258000,,,None,10206000,None,,None,,,,,-3110000,-12803000,None,None,-5.41,,30396000,-27617000,,,,,None,,,,,16.13,1426.5,,,,,,,,0.0,,,2025-11-10,quarterly,-0.45,USD,pre-market,18791000,,-0.102,-0.39,12.4,0.079,10602000,,,,47.63,70.06,-114.2857,,,,,,,6220000,,,102.79,17.5
2025-12-28,ASTS,-1.14,18531000.0,,2.759,4.561,,,,,,,,,,,,,,,None,2103000,2103000,,,,,,None,867000,,,,,0.0,-0.24,-22765000,-21898000,-0.21,2021-09-30,,12728000.0,347000,16820000,16000,,,None,None,4000,,None,,,,,4115000,16836000,4000,None,-5.41,,23112000,-22765000,,,,,39585000,,,,,16.13,1426.5,,,,,,,,0.0,,,2025-11-10,quarterly,-0.45,USD,pre-market,12914000,,-0.102,-0.39,12.4,0.079,9331000,,,,47.63,70.06,-114.2857,,,,,,,2450000,,,102.79,17.5
2025-12-28,ASTS,-1.14,18531000.0,,2.759,4.561,,,,,,,,,,,,,,,None,1112000,1112000,,,,,,None,568000,,,,,0.0,-0.24,-23436000,-22868000,-0.21,2021-06-30,,12728000.0,1661000,-65113000,56000,,,None,0,6000,,None,,,,,-19978000,-65169000,6000,None,-5.41,,25097000,-23436000,,,,,-41677000,,,,,16.13,1426.5,,,,,,,,0.0,,,2025-11-10,quarterly,-0.45,USD,pre-market,15373000,,-0.102,-0.39,12.4,0.079,9157000,,,,47.63,70.06,-114.2857,,,,,,,2773000,,,102.79,17.5
2025-12-28,ASTS,-1.14,18531000.0,,2.759,4.561,,,,,,,,,,,,,,,None,896000,896000,,,,,,None,614000,,,,,0.0,-0.24,-12059000,-11445000,-0.21,2021-03-31,,12728000.0,55000,-12087000,1000,,,None,None,21197,,None,,,,,-11580000,597052,21197,None,-5.41,,12114000,-12059000,,,,,None,,,,,16.13,1426.5,,,,,,,,0.0,,,2025-11-10,quarterly,-0.45,USD,pre-market,5963000,,-0.102,-0.39,12.4,0.079,5537000,,,,47.63,70.06,-114.2857,,,,,,,951000,,,102.79,17.5
2025-12-28,ASTS,-1.14,18531000.0,,2.759,4.561,,,,,,,,,,,,,,,None,391000,391000,,,,,,None,636000,,,,,0.0,-0.24,-8447000,-7811000,-0.21,2020-12-31,,12728000.0,2311000,-8420000,131000,,,None,None,None,,None,,,,,-8534000,None,None,None,-5.41,,10288000,-7977000,,,,,None,,,,,16.13,1426.5,,,,,,,,0.0,,,2025-11-10,quarterly,-0.45,USD,pre-market,5606000,,-0.102,-0.39,12.4,0.079,4682000,,,,47.63,70.06,-114.2857,,,,,,,2702000,,,102.79,17.5
2025-12-28,ASTS,-1.14,18531000.0,,2.759,4.561,,,,,,,,,,,,,,,None,833000,833000,,,,,,None,112000,,,,,0.0,-0.24,-5199000,-5087000,-0.21,2020-09-30,,12728000.0,1257000,-5181000,14634,,,None,None,14000,,None,,,,,-5531000,-5181000,14000,None,-5.41,,6456000,-5199000,,,,,None,,,,,16.13,1426.5,,,,,,,,0.0,,,2025-11-10,quarterly,-0.45,USD,pre-market,3519000,,-0.102,-0.39,12.4,0.079,2825000,,,,47.63,70.06,-114.2857,,,,,,,2090000,,,102.79,17.5
2025-12-28,ASTS,-1.14,18531000.0,,2.759,4.561,,,,,,,,,,,,,,,None,772000,772000,,,,,,None,185000,,,,,0.0,-0.24,-5951000,-5766000,-0.21,2020-06-30,,12728000.0,-370000,-5938000,-13816,,,None,13000,17000,,None,,,,,-5589000,-5938000,30000,None,-5.41,,5595000,-5965000,,,,,None,,,,,16.13,1426.5,,,,,,,,0.0,,,2025-11-10,quarterly,-0.45,USD,pre-market,2775000,,-0.102,-0.39,12.4,0.079,2635000,,,,47.63,70.06,-114.2857,,,,,,,402000,,,102.79,17.5
2025-12-28,ASTS,-1.14,18531000.0,,2.759,4.561,,,,,,,,,,,,,,,None,1028999,1028999,,,,,,None,120000,,,,,0.0,-0.24,-4746000,-4626000,-0.21,2020-03-31,,12728000.0,-256000,-4735000,225218,,,None,1009410,886099,,None,,,,,-4407000,7772252,886099,None,-5.41,,4370000,-4625999,,,,,None,,,,,16.13,1426.5,,,,,,,,0.0,,,2025-11-10,quarterly,-0.45,USD,pre-market,2192000,,-0.102,-0.39,12.4,0.079,2178000,,,,47.63,70.06,-114.2857,,,,,,,773000,,,102.79,17.5
2025-12-28,ASTS,-1.14,18531000.0,,2.759,4.561,,,,,,,,,,,,,,,None,44000,44000,,,,,,None,44000,,,,,0.0,-0.24,-2921000,-2877000,-0.21,2019-12-31,,12728000.0,617000,-2961000,44000,,,None,1009000,None,,None,,,,,-3167000,None,None,None,-5.41,,3508000,-2891000,,,,,None,,,,,16.13,1426.5,,,,,,,,0.0,,,2025-11-10,quarterly,-0.45,USD,pre-market,1724000,,-0.102,-0.39,12.4,0.079,1784000,,,,47.63,70.06,-114.2857,,,,,,,661000,,,102.79,17.5
2025-12-28,ASTS,-1.14,18531000.0,,2.759,4.561,,,,,,,,,,,,,,,None,94621,94621,,,,,,None,44646,,,,,0.0,-0.24,66153,110799,-0.21,2019-09-30,,12728000.0,-94621,110799,23038,,,None,None,None,,None,,,,,87761,None,None,None,-5.41,,94621,-94621,,,,,None,,,,,16.13,1426.5,,,,,,,,0.0,,,2025-11-10,quarterly,-0.45,USD,pre-market,None,,-0.102,-0.39,12.4,0.079,None,,,,47.63,70.06,-114.2857,,,,,,,None,,,102.79,17.5
2025-12-28,ASTS,-1.14,18531000.0,,2.759,4.561,,,,,,,,,,,,,,,None,None,None,,,,,,None,None,,,,,0.0,-0.24,-1093,-1093,-0.21,2019-06-30,,12728000.0,None,-1093,None,,,None,None,None,,None,,,,,-1093,None,None,None,-5.41,,1093,-1093,,,,,None,,,,,16.13,1426.5,,,,,,,,0.0,,,2025-11-10,quarterly,-0.45,None,pre-market,None,,-0.102,-0.39,12.4,0.079,None,,,,47.63,70.06,-114.2857,,,,,,,None,,,102.79,17.5
2025-12-28,ASTS,-1.14,18531000.0,,2.759,4.561,,,,,,,,,,,,,,,None,63340000,63340000,,,,,,None,63340000,,,,,0.0,-0.24,-506321000,-442981000,-0.21,2024-12-31,,12728000.0,4418000,-525002000,1328000,,,None,18681000,14164000,,None,,,,,-300083000,-526330000,-4517000,None,-5.41,,247180000,-242762000,,,,,None,,,,,16.13,1426.5,,,,,,,,0.0,,,2025-11-10,annual,-0.45,USD,pre-market,122274000,,-0.102,-0.39,12.4,0.079,61566000,,,,47.63,70.06,-114.2857,,,,,,,4418000,,,102.79,17.5
