date,symbol,eps,revenue_ttm,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividend_per_share,dividend_yield,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,forward_pe,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,peg_ratio,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,treasurystock,week_52_high,week_52_low
2015-03-31,KHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-22,,0.86,,pre-market,,,,,,,,,,,,,6.1728,,,,,,,,,,,
2015-06-30,KHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-08-10,,0.98,,post-market,,,,,,,,,,,,,16.6667,,,,,,,,,,,
2015-09-30,KHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.18,,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-11-05,,0.44,,post-market,,,,,,,,,,,,,-29.0323,,,,,,,,,,,
2015-12-31,KHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-02-25,,0.62,,post-market,,,,,,,,,,,,,6.8966,,,,,,,,,,,
2016-03-31,KHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-04,,0.73,,post-market,,,,,,,,,,,,,17.7419,,,,,,,,,,,
2016-06-30,KHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-08-04,,0.85,,post-market,,,,,,,,,,,,,18.0556,,,,,,,,,,,
2016-09-30,KHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-03,,0.83,,post-market,,,,,,,,,,,,,10.6667,,,,,,,,,,,
2016-12-31,KHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-02-15,,0.91,,post-market,,,,,,,,,,,,,3.4091,,,,,,,,,,,
2017-03-31,KHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02,,,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-03,,0.84,,post-market,,,,,,,,,,,,,-2.3256,,,,,,,,,,,
2017-06-30,KHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-03,,0.98,,post-market,,,,,,,,,,,,,3.1579,,,,,,,,,,,
2017-09-30,KHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-01,,0.83,,post-market,,,,,,,,,,,,,1.2195,,,,,,,,,,,
2017-12-31,KHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-16,,0.9,,pre-market,,,,,,,,,,,,,-5.2632,,,,,,,,,,,
2018-03-31,KHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-05-02,,0.89,,post-market,,,,,,,,,,,,,8.5366,,,,,,,,,,,
2018-06-30,KHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-03,,1.0,,pre-market,,,,,,,,,,,,,8.6957,,,,,,,,,,,
2018-09-30,KHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03,,,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-01,,0.78,,post-market,,,,,,,,,,,,,-3.7037,,,,,,,,,,,
2018-12-31,KHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,,,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-21,,0.84,,post-market,,,,,,,,,,,,,-10.6383,,,,,,,,,,,
2019-03-31,KHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-05-01,,0.66,,pre-market,,,,,,,,,,,,,8.1967,,,,,,,,,,,
2019-06-30,KHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-08-08,,0.78,,pre-market,,,,,,,,,,,,,4.0,,,,,,,,,,,
2019-09-30,KHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-10-31,,0.69,,pre-market,,,,,,,,,,,,,27.7778,,,,,,,,,,,
2019-12-31,KHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-13,,0.72,,pre-market,,,,,,,,,,,,,5.8824,,,,,,,,,,,
2020-03-31,KHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-30,,0.58,,pre-market,,,,,,,,,,,,,5.4545,,,,,,,,,,,
2020-06-30,KHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-07-30,,0.8,,pre-market,,,,,,,,,,,,,23.0769,,,,,,,,,,,
2020-09-30,KHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-10-29,,0.7,,pre-market,,,,,,,,,,,,,12.9032,,,,,,,,,,,
2020-12-31,KHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-02-11,,0.8,,pre-market,,,,,,,,,,,,,8.1081,,,,,,,,,,,
2021-03-31,KHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-04-29,,0.72,,pre-market,,,,,,,,,,,,,22.0339,,,,,,,,,,,
2021-06-30,KHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-04,,0.78,,pre-market,,,,,,,,,,,,,8.3333,,,,,,,,,,,
2021-09-30,KHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-10-27,,0.65,,pre-market,,,,,,,,,,,,,12.069,,,,,,,,,,,
2021-12-31,KHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-16,,0.79,,pre-market,,,,,,,,,,,,,25.3968,,,,,,,,,,,
2022-03-31,KHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-04-27,,0.6,,pre-market,,,,,,,,,,,,,13.2075,,,,,,,,,,,
2022-06-30,KHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-07-27,,0.7,,pre-market,,,,,,,,,,,,,2.9412,,,,,,,,,,,
2022-09-30,KHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-10-26,,0.63,,pre-market,,,,,,,,,,,,,12.5,,,,,,,,,,,
2022-12-31,KHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-15,,0.85,,pre-market,,,,,,,,,,,,,8.9744,,,,,,,,,,,
2023-03-31,KHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-03,,0.68,,pre-market,,,,,,,,,,,,,13.3333,,,,,,,,,,,
2023-06-30,KHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-02,,0.79,,pre-market,,,,,,,,,,,,,3.9474,,,,,,,,,,,
2023-09-30,KHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-01,,0.72,,pre-market,,,,,,,,,,,,,9.0909,,,,,,,,,,,
2023-12-31,KHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-14,,0.78,,pre-market,,,,,,,,,,,,,1.2987,,,,,,,,,,,
2024-03-31,KHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-05-01,,0.69,,pre-market,,,,,,,,,,,,,0.0,,,,,,,,,,,
2024-06-30,KHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-31,,0.78,,pre-market,,,,,,,,,,,,,5.4054,,,,,,,,,,,
2024-09-30,KHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-30,,0.75,,pre-market,,,,,,,,,,,,,1.3514,,,,,,,,,,,
2024-12-31,KHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.061,,,0.779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-12,,0.84,,pre-market,,,,,,,,,,,,,7.8306,,,,,,,,,,,
2025-03-31,KHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0186,,,0.6014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-29,,0.62,,pre-market,,,,,,,,,,,,,3.0928,,,,,,,,,,,
2025-06-30,KHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.054,,,0.636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-29,,0.69,,pre-market,,,,,,,,,,,,,8.4906,,,,,,,,,,,
2025-09-30,KHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0261,,,0.5839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-29,,0.61,,pre-market,,,,,,,,,,,,,4.4699,,,,,,,,,,,
2025-12-28,KHC,-3.71,25163999000.0,,0.073,35.01,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,0.0666,,,,-0.106,0.0261,,,0.5839,,9.42,,8489000000.0,,,,,,,,,,,,,,,,,,,0.176,,,,,,,,,,,,,0.981,0.686,1.135,,,,,,,,-0.173,,,2025-10-29,,0.61,,pre-market,,,0.0371,-0.0969,-0.023,21.11,,,,,26.87,24.8,4.4699,,,,,,,,,,31.87,23.33
2025-12-28,KHC,-3.71,25163999000.0,,0.073,35.01,,,,,,,,,,,,,,,None,4247000000,4247000000,,,,,,None,245000000,,1.6,0.0666,,,,-0.106,0.0261,1047000000,1292000000,0.5839,2025-09-30,9.42,,8489000000.0,1990000000,807000000,194000000,,,None,240000000,34000000,,None,,,,,615000000,613000000,-206000000,None,0.176,,965000000,1025000000,,,,,None,,,,,0.981,0.686,1.135,,,,,,,,-0.173,,,2025-10-29,quarterly,0.61,USD,pre-market,None,,0.0371,-0.0969,-0.023,21.11,930000000,,,,26.87,24.8,4.4699,,,,,,,6237000000,,,31.87,23.33
2025-12-28,KHC,-3.71,25163999000.0,,0.073,35.01,,,,,,,,,,,,,,,None,4184000000,4184000000,,,,,,None,241000000,,1.6,0.0666,,,,-0.106,0.0261,-7905000000,-7664000000,0.5839,2025-06-30,9.42,,8489000000.0,2168000000,-8167000000,-344000000,,,None,262000000,28000000,,None,,,,,-7824000000,-7823000000,-212000000,None,0.176,,892000000,1276000000,,,,,None,,,,,0.981,0.686,1.135,,,,,,,,-0.173,,,2025-10-29,quarterly,0.61,USD,pre-market,None,,0.0371,-0.0969,-0.023,21.11,891000000,,,,26.87,24.8,4.4699,,,,,,,6352000000,,,31.87,23.33
2025-12-28,KHC,-3.71,25163999000.0,,0.073,35.01,,,,,,,,,,,,,,,None,3935000000,3935000000,,,,,,None,231000000,,1.6,0.0666,,,,-0.106,0.0261,1253000000,1484000000,0.5839,2025-03-31,9.42,,8489000000.0,2064000000,1018000000,304000000,,,None,229000000,23000000,,None,,,,,712000000,714000000,-206000000,None,0.176,,868000000,1196000000,,,,,None,,,,,0.981,0.686,1.135,,,,,,,,-0.173,,,2025-10-29,quarterly,0.61,USD,pre-market,None,,0.0371,-0.0969,-0.023,21.11,837000000,,,,26.87,24.8,4.4699,,,,,,,5999000000,,,31.87,23.33
2025-12-28,KHC,-3.71,25163999000.0,,0.073,35.01,,,,,,,,,,,,,,,None,4331000000,4331000000,,,,,,None,234000000,,1.6,0.0666,,,,-0.106,0.0261,-11000000,223000000,0.5839,2024-12-31,9.42,,8489000000.0,2245000000,-238000000,-2370000000,,,None,227000000,20000000,,None,,,,,2131000000,2132000000,-207000000,None,0.176,,2285000000,-40000000,,,,,None,,,,,0.981,0.686,1.135,,,,,,,,-0.173,,,2025-10-29,quarterly,0.61,USD,pre-market,None,,0.0371,-0.0969,-0.023,21.11,869000000,,,,26.87,24.8,4.4699,,,,,,,6576000000,,,31.87,23.33
2025-12-28,KHC,-3.71,25163999000.0,,0.073,35.01,,,,,,,,,,,,,,,None,4197000000,4197000000,,,,,,None,245000000,,1.6,0.0666,,,,-0.106,0.0261,-53000000,192000000,0.5839,2024-09-30,9.42,,8489000000.0,2186000000,-283000000,7000000,,,None,230000000,16000000,,None,,,,,-290000000,-290000000,-214000000,None,0.176,,2287000000,-101000000,,,,,None,,,,,0.981,0.686,1.135,,,,,,,,-0.173,,,2025-10-29,quarterly,0.61,USD,pre-market,None,,0.0371,-0.0969,-0.023,21.11,819000000,,,,26.87,24.8,4.4699,,,,,,,6383000000,,,31.87,23.33
2025-12-28,KHC,-3.71,25163999000.0,,0.073,35.01,,,,,,,,,,,,,,,None,4182000000,4182000000,,,,,,None,239000000,,1.6,0.0666,,,,-0.106,0.0261,577000000,816000000,0.5839,2024-06-30,9.42,,8489000000.0,2294000000,348000000,248000000,,,None,229000000,17000000,,None,,,,,102000000,100000000,-212000000,None,0.176,,1772000000,522000000,,,,,None,,,,,0.981,0.686,1.135,,,,,,,,-0.173,,,2025-10-29,quarterly,0.61,USD,pre-market,None,,0.0371,-0.0969,-0.023,21.11,884000000,,,,26.87,24.8,4.4699,,,,,,,6476000000,,,31.87,23.33
2025-12-28,KHC,-3.71,25163999000.0,,0.073,35.01,,,,,,,,,,,,,,,None,4168000000,4168000000,,,,,,None,230000000,,1.6,0.0666,,,,-0.106,0.0261,1255000000,1485000000,0.5839,2024-03-31,9.42,,8489000000.0,2243000000,1029000000,225000000,,,None,226000000,16000000,,None,,,,,801000000,804000000,-210000000,None,0.176,,941000000,1302000000,,,,,None,,,,,0.981,0.686,1.135,,,,,,,,-0.173,,,2025-10-29,quarterly,0.61,USD,pre-market,None,,0.0371,-0.0969,-0.023,21.11,908000000,,,,26.87,24.8,4.4699,,,,,,,6411000000,,,31.87,23.33
2025-12-28,KHC,-3.71,25163999000.0,,0.073,35.01,,,,,,,,,,,,,,,None,4543000000,4543000000,,,,,,None,251000000,,1.6,0.0666,,,,-0.106,0.0261,1179000000,1430000000,0.5839,2023-12-31,9.42,,8489000000.0,2317000000,950000000,193000000,,,None,229000000,12000000,,None,,,,,757000000,757000000,-217000000,None,0.176,,1017000000,1300000000,,,,,None,,,,,0.981,0.686,1.135,,,,,,,,-0.173,,,2025-10-29,quarterly,0.61,USD,pre-market,147000000,,0.0371,-0.0969,-0.023,21.11,93000000,,,,26.87,24.8,4.4699,,,,,,,6860000000,,,31.87,23.33
2025-12-28,KHC,-3.71,25163999000.0,,0.073,35.01,,,,,,,,,,,,,,,None,4335000000,4335000000,,,,,,None,274000000,,1.6,0.0666,,,,-0.106,0.0261,688000000,962000000,0.5839,2023-09-30,9.42,,8489000000.0,2235000000,460000000,206000000,,,None,228000000,12000000,,None,,,,,262000000,254000000,-228000000,None,0.176,,1582000000,653000000,,,,,None,,,,,0.981,0.686,1.135,,,,,,,,-0.173,,,2025-10-29,quarterly,0.61,USD,pre-market,None,,0.0371,-0.0969,-0.023,21.11,895000000,,,,26.87,24.8,4.4699,,,,,,,6570000000,,,31.87,23.33
2025-12-28,KHC,-3.71,25163999000.0,,0.073,35.01,,,,,,,,,,,,,,,None,4460000000,4460000000,,,,,,None,216000000,,1.6,0.0666,,,,-0.106,0.0261,1400000000,1616000000,0.5839,2023-06-30,9.42,,8489000000.0,2261000000,1172000000,174000000,,,None,228000000,10000000,,None,,,,,1000000000,998000000,-228000000,None,0.176,,885000000,1376000000,,,,,24000000,,,,,0.981,0.686,1.135,,,,,,,,-0.173,,,2025-10-29,quarterly,0.61,USD,pre-market,None,,0.0371,-0.0969,-0.023,21.11,857000000,,,,26.87,24.8,4.4699,,,,,,,6721000000,,,31.87,23.33
2025-12-28,KHC,-3.71,25163999000.0,,0.073,35.01,,,,,,,,,,,,,,,None,4376000000,4376000000,,,,,,None,220000000,,1.6,0.0666,,,,-0.106,0.0261,1278000000,1498000000,0.5839,2023-03-31,9.42,,8489000000.0,2113000000,1051000000,214000000,,,None,227000000,6000000,,None,,,,,836000000,837000000,-227000000,None,0.176,,870000000,1243000000,,,,,35000000,,,,,0.981,0.686,1.135,,,,,,,,-0.173,,,2025-10-29,quarterly,0.61,USD,pre-market,None,,0.0371,-0.0969,-0.023,21.11,845000000,,,,26.87,24.8,4.4699,,,,,,,6489000000,,,31.87,23.33
