date,symbol,eps,revenue_ttm,pe_ratio,accumulateddepreciationamortizationppe,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,forward_pe,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,stockbasedcompensation,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,trailing_pe,treasurystock,week_52_high,week_52_low
2026-04-16,ECG,3.95,3746387000.0,33.13,None,12.35,,63465000,59142000,59142000,,,,,,,,,510000,50972000,None,1803699000,1803699000,148609000,None,None,782142000,None,None,20270000,,,,,0.602,0.31,147491000,167761000,0.77,2024-06-30,31.35,143224000,454088000.0,247938000,144829000,35427000,960000,960000,None,3540000,None,48574000,None,None,335800000,None,13420000,109402000,109402000,-3540000,None,0.0681,,102184000,145754000,17760000,112400000,None,12651000,None,,,,,10.56,1.783,,,,,,,,0.0539,,None,2026-02-24,quarterly,1.08,USD,post-market,None,263947000,0.11,0.383,0.332,73.39,18900000,399265000,22891000,None,89.96,112.21,,40.2597,1278703000,907618000,484420000,878380000,371085000,393960000,2051637000,400323000,33.13,None,137.64,35.2
2026-04-16,ECG,3.95,3746387000.0,33.13,None,12.35,,None,None,None,,,,,,,,,None,50972000,None,1803699000,1803699000,None,None,None,None,None,None,20270000,,,,,0.602,0.31,147491000,167761000,0.77,2024-03-31,31.35,None,454088000.0,247938000,144829000,35427000,None,None,None,3540000,None,None,None,None,None,None,None,109402000,109402000,-3540000,None,0.0681,,102184000,145754000,-1567000,None,None,None,None,,,,,10.56,1.783,,,,,,,,0.0539,,None,2026-02-24,quarterly,1.08,None,post-market,None,None,0.11,0.383,0.332,73.39,18900000,None,None,None,89.96,112.21,,40.2597,None,None,None,-448850000,None,-448850000,2051637000,448850000,33.13,None,137.64,35.2
2026-04-16,ECG,3.95,3746387000.0,33.13,None,12.35,,53647000,1567000,1567000,,,,,,,,,1000,50972000,None,1803699000,1803699000,116573000,None,None,667368000,None,None,20270000,,,,,0.602,0.31,147491000,167761000,0.77,2023-12-31,31.35,143224000,454088000.0,247938000,144829000,35427000,2004000,2004000,None,3540000,None,42709000,None,None,168531000,None,8413000,109402000,109402000,-3540000,None,0.0681,,102184000,145754000,17651000,107679000,None,1979000,None,,,,,10.56,1.783,,,,,,,,0.0539,,None,2026-02-24,quarterly,1.08,USD,post-market,None,312665000,0.11,0.383,0.332,73.39,18900000,222178000,21143000,None,89.96,112.21,,40.2597,1052459000,729295000,394060000,603609000,323164000,209549000,2051637000,448850000,33.13,None,137.64,35.2
2026-04-16,ECG,3.95,3746387000.0,33.13,None,12.35,,None,None,None,,,,,,,,,None,50972000,None,1803699000,1803699000,None,None,None,None,None,None,20270000,,,,,0.602,0.31,147491000,167761000,0.77,2023-09-30,31.35,None,454088000.0,247938000,144829000,35427000,None,None,None,3540000,None,None,None,None,None,None,None,109402000,109402000,-3540000,None,0.0681,,102184000,145754000,None,None,None,None,None,,,,,10.56,1.783,,,,,,,,0.0539,,None,2026-02-24,quarterly,1.08,None,post-market,None,None,0.11,0.383,0.332,73.39,18900000,None,None,None,89.96,112.21,,40.2597,None,None,None,None,None,None,2051637000,None,33.13,None,137.64,35.2
2026-04-16,ECG,3.95,3746387000.0,33.13,None,12.35,,None,None,None,,,,,,,,,None,50972000,None,1803699000,1803699000,None,None,None,None,None,None,20270000,,,,,0.602,0.31,147491000,167761000,0.77,2023-06-30,31.35,None,454088000.0,247938000,144829000,35427000,None,None,None,3540000,None,None,None,None,None,None,None,109402000,109402000,-3540000,None,0.0681,,102184000,145754000,None,None,None,None,None,,,,,10.56,1.783,,,,,,,,0.0539,,None,2026-02-24,quarterly,1.08,None,post-market,None,None,0.11,0.383,0.332,73.39,18900000,None,None,None,89.96,112.21,,40.2597,None,None,None,None,None,None,2051637000,None,33.13,None,137.64,35.2
2026-04-16,ECG,3.95,3746387000.0,33.13,None,12.35,,None,None,None,,,,,,,,,None,50972000,None,1803699000,1803699000,None,None,None,None,None,None,20270000,,,,,0.602,0.31,147491000,167761000,0.77,2023-03-31,31.35,None,454088000.0,247938000,144829000,35427000,None,None,None,3540000,None,None,None,None,None,None,None,109402000,109402000,-3540000,None,0.0681,,102184000,145754000,None,None,None,None,None,,,,,10.56,1.783,,,,,,,,0.0539,,None,2026-02-24,quarterly,1.08,None,post-market,None,None,0.11,0.383,0.332,73.39,18900000,None,None,None,89.96,112.21,,40.2597,None,None,None,None,None,None,2051637000,None,33.13,None,137.64,35.2
2026-04-16,ECG,3.95,3746387000.0,33.13,None,12.35,,90539000,170500000,170500000,,,,,,,,,510000,51168000,None,1803699000,1803699000,226264000,None,15000000,769828000,None,None,20270000,,,,,0.602,0.31,147491000,167761000,0.77,2025-12-31,31.35,143224000,454088000.0,247938000,144829000,35427000,None,None,None,3540000,None,45271000,None,None,266549000,None,27082000,109402000,109402000,-3540000,None,0.0681,,102184000,145754000,310782000,454538000,None,24671000,None,,,,,10.56,1.783,,,,,,,,0.0539,,None,2026-02-24,annual,1.08,USD,post-market,None,485742000,0.11,0.383,0.332,73.39,18900000,105539000,48905000,None,89.96,112.21,,40.2597,1728731000,1296381000,736190000,1098913000,432350000,362723000,2051637000,629818000,33.13,None,137.64,35.2
2026-04-16,ECG,3.95,3746387000.0,33.13,None,12.35,,67554000,86012000,86012000,,,,,,,,,510000,51072000,None,1803699000,1803699000,138097000,None,15000000,757077000,None,None,20270000,,,,,0.602,0.31,147491000,167761000,0.77,2024-12-31,31.35,143224000,454088000.0,247938000,144829000,35427000,116000,116000,None,3540000,None,43750000,None,None,280648000,None,21286000,109402000,109402000,-3540000,None,0.0681,,102184000,145754000,30390000,119847000,None,22472000,None,,,,,10.56,1.783,,,,,,,,0.0539,,201454000,2026-02-24,annual,1.08,USD,post-market,None,283972000,0.11,0.383,0.332,73.39,18900000,363202000,41354000,None,89.96,112.21,,40.2597,1288463000,917229000,513370000,865851000,371234000,352481000,2051637000,422612000,33.13,None,137.64,35.2
2026-04-16,ECG,3.95,3746387000.0,33.13,None,12.35,,53647000,1567000,1567000,,,,,,,,,1000,50972000,None,1803699000,1803699000,116573000,None,None,667368000,None,None,20270000,,,,,0.602,0.31,147491000,167761000,0.77,2023-12-31,31.35,143224000,454088000.0,247938000,144829000,35427000,2004000,2004000,None,3540000,None,42709000,None,None,168531000,None,8413000,109402000,109402000,-3540000,None,0.0681,,102184000,145754000,17651000,107679000,None,1979000,None,,,,,10.56,1.783,,,,,,,,0.0539,,169251000,2026-02-24,annual,1.08,USD,post-market,None,312665000,0.11,0.383,0.332,73.39,18900000,222178000,21143000,None,89.96,112.21,,40.2597,1052459000,729295000,394060000,603609000,323164000,209549000,2051637000,448850000,33.13,None,137.64,35.2
2026-04-16,ECG,3.95,3746387000.0,33.13,None,12.35,,54107000,2112000,2112000,,,,,,,,,1000,50972000,None,1803699000,1803699000,138883000,None,27000000,735914000,None,None,20270000,,,,,0.602,0.31,147491000,167761000,0.77,2022-12-31,31.35,143224000,454088000.0,247938000,144829000,35427000,4102000,4102000,None,3540000,None,36844000,None,None,224116000,None,3406000,109402000,109402000,-3540000,None,0.0681,,102184000,145754000,13261000,107893000,None,11733000,None,,,,,10.56,1.783,,,,,,,,0.0539,,163248000,2026-02-24,annual,1.08,USD,post-market,None,245954000,0.11,0.383,0.332,73.39,18900000,305223000,46958000,None,89.96,112.21,,40.2597,1135586000,788131000,473701000,753339000,347455000,279638000,2051637000,382247000,33.13,None,137.64,35.2
2026-04-16,ECG,3.95,3746387000.0,33.13,None,12.35,,None,None,None,,,,,,,,,None,50972000,None,1803699000,1803699000,None,None,None,None,None,None,20270000,,,,,0.602,0.31,147491000,167761000,0.77,2021-12-31,31.35,None,454088000.0,247938000,144829000,35427000,None,None,None,3540000,None,None,None,None,None,None,None,109402000,109402000,-3540000,None,0.0681,,102184000,145754000,None,None,None,None,None,,,,,10.56,1.783,,,,,,,,0.0539,,None,2026-02-24,annual,1.08,None,post-market,None,None,0.11,0.383,0.332,73.39,18900000,None,None,None,89.96,112.21,,40.2597,None,None,None,None,None,None,2051637000,None,33.13,None,137.64,35.2
2026-04-16,ECG,3.95,3746387000.0,33.13,None,12.35,24717000,None,None,None,-3750000,-23122000,None,None,2686000,None,None,None,None,50972000,None,1803699000,1803699000,None,None,None,None,None,None,20270000,7491000,None,None,None,0.602,0.31,147491000,167761000,0.77,2025-12-31,31.35,None,454088000.0,247938000,144829000,35427000,None,None,None,3540000,None,None,None,None,None,None,None,55278000,109402000,-3540000,None,0.0681,48205000,102184000,145754000,None,None,None,None,None,None,None,None,None,10.56,1.783,None,None,None,None,None,None,None,0.0539,None,None,2026-02-24,quarterly,1.08,USD,post-market,None,None,0.11,0.383,0.332,73.39,18900000,None,None,None,89.96,112.21,1523000,40.2597,None,None,None,None,None,None,2051637000,None,33.13,None,137.64,35.2
2026-04-16,ECG,3.95,3746387000.0,33.13,None,12.35,10496000,None,None,None,-3750000,-7961000,None,None,95000,None,None,None,None,50972000,None,1803699000,1803699000,None,None,None,None,None,None,20270000,7176000,None,None,None,0.602,0.31,147491000,167761000,0.77,2025-09-30,31.35,None,454088000.0,247938000,144829000,35427000,None,None,None,3540000,None,None,None,None,None,None,None,56977000,109402000,-3540000,None,0.0681,76170000,102184000,145754000,None,None,None,None,None,None,None,None,None,10.56,1.783,None,None,None,None,None,None,None,0.0539,None,None,2026-02-24,quarterly,1.08,USD,post-market,None,None,0.11,0.383,0.332,73.39,18900000,None,None,None,89.96,112.21,1918000,40.2597,None,None,None,None,None,None,2051637000,None,33.13,None,137.64,35.2
2026-04-16,ECG,3.95,3746387000.0,33.13,None,12.35,13084000,None,None,None,-3750000,-10865000,None,None,-639000,None,None,None,None,50972000,None,1803699000,1803699000,None,None,None,None,None,None,20270000,7243000,None,None,None,0.602,0.31,147491000,167761000,0.77,2025-06-30,31.35,None,454088000.0,247938000,144829000,35427000,None,None,None,3540000,None,None,None,None,None,None,None,52843000,109402000,-3540000,None,0.0681,25342000,102184000,145754000,None,None,None,None,None,None,None,None,None,10.56,1.783,None,None,None,None,None,None,None,0.0539,None,None,2026-02-24,quarterly,1.08,USD,post-market,None,None,0.11,0.383,0.332,73.39,18900000,None,None,None,89.96,112.21,1123000,40.2597,None,None,None,None,None,None,2051637000,None,33.13,None,137.64,35.2
2026-04-16,ECG,3.95,3746387000.0,33.13,None,12.35,18539000,None,None,None,-4338000,-14821000,None,None,-3663000,None,None,None,None,50972000,None,1803699000,1803699000,None,None,None,None,None,None,20270000,6890000,None,None,None,0.602,0.31,147491000,167761000,0.77,2025-03-31,31.35,None,454088000.0,247938000,144829000,35427000,None,None,None,3540000,None,None,None,None,None,None,None,36672000,109402000,-3540000,None,0.0681,7128000,102184000,145754000,None,None,None,None,None,None,None,None,None,10.56,1.783,None,None,None,None,None,None,None,0.0539,None,None,2026-02-24,quarterly,1.08,USD,post-market,None,None,0.11,0.383,0.332,73.39,18900000,None,None,None,89.96,112.21,1747000,40.2597,None,None,None,None,None,None,2051637000,None,33.13,None,137.64,35.2
2026-04-16,ECG,3.95,3746387000.0,33.13,None,12.35,13772000,None,None,None,14191000,-11572000,None,None,3173000,None,None,None,None,50972000,None,1803699000,1803699000,None,None,None,None,None,None,20270000,6773000,None,None,None,0.602,0.31,147491000,167761000,0.77,2024-12-31,31.35,None,454088000.0,247938000,144829000,35427000,None,None,None,3540000,None,None,None,None,None,None,None,34468000,109402000,-3540000,None,0.0681,82840000,102184000,145754000,None,None,None,None,None,None,None,None,None,10.56,1.783,None,None,None,None,None,None,None,0.0539,None,None,2026-02-24,quarterly,1.08,USD,post-market,None,None,0.11,0.383,0.332,73.39,18900000,None,None,None,89.96,112.21,525000,40.2597,None,None,None,None,None,None,2051637000,None,33.13,None,137.64,35.2
2026-04-16,ECG,3.95,3746387000.0,33.13,None,12.35,17989000,None,None,None,-64707000,-13993000,None,None,1651000,None,None,None,None,50972000,None,1803699000,1803699000,None,None,None,None,None,None,20270000,6325000,None,None,None,0.602,0.31,147491000,167761000,0.77,2024-09-30,31.35,None,454088000.0,247938000,144829000,35427000,None,None,None,3540000,None,None,None,None,None,None,None,41767000,109402000,-3540000,None,0.0681,78931000,102184000,145754000,None,None,None,None,None,None,None,None,None,10.56,1.783,None,None,None,None,None,None,None,0.0539,None,None,2026-02-24,quarterly,1.08,USD,post-market,None,None,0.11,0.383,0.332,73.39,18900000,None,None,None,89.96,112.21,345000,40.2597,None,None,None,None,None,None,2051637000,None,33.13,None,137.64,35.2
2026-04-16,ECG,3.95,3746387000.0,33.13,None,12.35,7295000,None,None,None,22968000,-5084000,None,None,-4928000,None,None,None,None,50972000,None,1803699000,1803699000,None,None,None,None,None,None,20270000,6191000,None,None,None,0.602,0.31,147491000,167761000,0.77,2024-06-30,31.35,None,454088000.0,247938000,144829000,35427000,None,None,None,3540000,None,None,None,None,None,None,None,38972000,109402000,-3540000,None,0.0681,-18105000,102184000,145754000,None,None,None,None,None,None,None,None,None,10.56,1.783,None,None,None,None,None,None,None,0.0539,None,None,2026-02-24,quarterly,1.08,USD,post-market,None,None,0.11,0.383,0.332,73.39,18900000,None,None,None,89.96,112.21,345000,40.2597,None,None,None,None,None,None,2051637000,None,33.13,None,137.64,35.2
2026-04-16,ECG,3.95,3746387000.0,33.13,None,12.35,9222000,None,None,None,-16468000,-6412000,None,None,-937000,None,None,None,None,50972000,None,1803699000,1803699000,None,None,None,None,None,None,20270000,5983000,None,None,None,0.602,0.31,147491000,167761000,0.77,2024-03-31,31.35,None,454088000.0,247938000,144829000,35427000,None,None,None,3540000,None,None,None,None,None,None,None,28214000,109402000,-3540000,None,0.0681,21856000,102184000,145754000,None,None,None,None,None,None,None,None,None,10.56,1.783,None,None,None,None,None,None,None,0.0539,None,None,2026-02-24,quarterly,1.08,USD,post-market,None,None,0.11,0.383,0.332,73.39,18900000,None,None,None,89.96,112.21,344000,40.2597,None,None,None,None,None,None,2051637000,None,33.13,None,137.64,35.2
2026-04-16,ECG,3.95,3746387000.0,33.13,None,12.35,7456000,None,None,None,-105412000,-3550000,None,None,3119000,None,None,None,None,50972000,None,1803699000,1803699000,None,None,None,None,None,None,20270000,5915000,None,None,None,0.602,0.31,147491000,167761000,0.77,2023-12-31,31.35,None,454088000.0,247938000,144829000,35427000,None,None,None,3540000,None,None,None,None,None,None,None,36493000,109402000,-3540000,None,0.0681,109976000,102184000,145754000,None,None,None,None,None,None,None,None,None,10.56,1.783,None,None,None,None,None,None,None,0.0539,None,None,2026-02-24,quarterly,1.08,USD,post-market,None,None,0.11,0.383,0.332,73.39,18900000,None,None,None,89.96,112.21,287000,40.2597,None,None,None,None,None,None,2051637000,None,33.13,None,137.64,35.2
2026-04-16,ECG,3.95,3746387000.0,33.13,None,12.35,7843000,None,None,None,-75308000,-4615000,None,None,-5700000,None,None,None,None,50972000,None,1803699000,1803699000,None,None,None,None,None,None,20270000,5928000,None,None,None,0.602,0.31,147491000,167761000,0.77,2023-09-30,31.35,None,454088000.0,247938000,144829000,35427000,None,None,None,3540000,None,None,None,None,None,None,None,36014000,109402000,-3540000,None,0.0681,79864000,102184000,145754000,None,None,None,None,None,None,None,None,None,10.56,1.783,None,None,None,None,None,None,None,0.0539,None,None,2026-02-24,quarterly,1.08,USD,post-market,None,None,0.11,0.383,0.332,73.39,18900000,None,None,None,89.96,112.21,295000,40.2597,None,None,None,None,None,None,2051637000,None,33.13,None,137.64,35.2
2026-04-16,ECG,3.95,3746387000.0,33.13,None,12.35,10145500,None,None,None,14404500,-5903500,None,None,-1642000,None,None,None,None,50972000,None,1803699000,1803699000,None,None,None,None,None,None,20270000,5652500,None,None,None,0.602,0.31,147491000,167761000,0.77,2023-06-30,31.35,None,454088000.0,247938000,144829000,35427000,None,None,None,3540000,None,None,None,None,None,None,None,38649000,109402000,-3540000,None,0.0681,-9251000,102184000,145754000,None,None,None,None,None,None,None,None,None,10.56,1.783,None,None,None,None,None,None,None,0.0539,None,None,2026-02-24,quarterly,1.08,USD,post-market,None,None,0.11,0.383,0.332,73.39,18900000,None,None,None,89.96,112.21,111000,40.2597,None,None,None,None,None,None,2051637000,None,33.13,None,137.64,35.2
2026-04-16,ECG,3.95,3746387000.0,33.13,None,12.35,10145500,None,None,None,14404500,-5903500,None,None,-1642000,None,None,None,None,50972000,None,1803699000,1803699000,None,None,None,None,None,None,20270000,5652500,None,None,None,0.602,0.31,147491000,167761000,0.77,2023-03-31,31.35,None,454088000.0,247938000,144829000,35427000,None,None,None,3540000,None,None,None,None,None,None,None,32361500,109402000,-3540000,None,0.0681,-9251000,102184000,145754000,None,None,None,None,None,None,None,None,None,10.56,1.783,None,None,None,None,None,None,None,0.0539,None,None,2026-02-24,quarterly,1.08,None,post-market,None,None,0.11,0.383,0.332,73.39,18900000,None,None,None,89.96,112.21,111000,40.2597,None,None,None,None,None,None,2051637000,None,33.13,None,137.64,35.2
2026-04-16,ECG,3.95,3746387000.0,33.13,None,12.35,66836000,None,None,None,-15588000,-56769000,None,None,-1521000,None,None,None,None,50972000,None,1803699000,1803699000,None,None,None,None,None,None,20270000,28800000,None,None,None,0.602,0.31,147491000,167761000,0.77,2025-12-31,31.35,None,454088000.0,247938000,144829000,35427000,None,None,None,3540000,None,None,None,None,None,None,None,201770000,109402000,-3540000,None,0.0681,156845000,102184000,145754000,None,None,None,None,None,None,None,None,None,10.56,1.783,None,None,None,None,None,None,None,0.0539,None,None,2026-02-24,annual,1.08,USD,post-market,None,None,0.11,0.383,0.332,73.39,18900000,None,None,None,89.96,112.21,6311000,40.2597,None,None,None,None,None,None,2051637000,None,33.13,None,137.64,35.2
2026-04-16,ECG,3.95,3746387000.0,33.13,None,12.35,48278000,None,None,None,-41871000,-37061000,None,None,-1041000,None,None,None,None,50972000,None,1803699000,1803699000,None,None,None,None,None,None,20270000,25272000,None,None,None,0.602,0.31,147491000,167761000,0.77,2024-12-31,31.35,None,454088000.0,247938000,144829000,35427000,None,None,None,3540000,None,None,None,None,None,None,None,143421000,109402000,-3540000,None,0.0681,163377000,102184000,145754000,None,None,None,None,None,None,None,None,None,10.56,1.783,None,None,None,None,None,None,None,0.0539,None,None,2026-02-24,annual,1.08,USD,post-market,None,None,0.11,0.383,0.332,73.39,18900000,None,None,None,89.96,112.21,1559000,40.2597,None,None,None,None,None,None,2051637000,None,33.13,None,137.64,35.2
2026-04-16,ECG,3.95,3746387000.0,33.13,None,12.35,35590000,None,None,None,-151911000,-19972000,None,None,-5865000,None,None,None,None,50972000,None,1803699000,1803699000,None,None,None,None,None,None,20270000,23148000,None,None,None,0.602,0.31,147491000,167761000,0.77,2023-12-31,31.35,None,454088000.0,247938000,144829000,35427000,None,None,None,3540000,None,None,None,None,None,None,None,137230000,109402000,-3540000,None,0.0681,171338000,102184000,145754000,None,None,None,None,None,None,None,None,None,10.56,1.783,None,None,None,None,None,None,None,0.0539,None,None,2026-02-24,annual,1.08,USD,post-market,None,None,0.11,0.383,0.332,73.39,18900000,None,None,None,89.96,112.21,804000,40.2597,None,None,None,None,None,None,2051637000,None,33.13,None,137.64,35.2
2026-04-16,ECG,3.95,3746387000.0,33.13,None,12.35,35844000,None,None,None,51504000,-24565000,None,None,-15798000,None,None,None,None,50972000,None,1803699000,1803699000,None,None,None,None,None,None,20270000,21469000,None,None,None,0.602,0.31,147491000,167761000,0.77,2022-12-31,31.35,None,454088000.0,247938000,144829000,35427000,None,None,None,3540000,None,None,None,None,None,None,None,124781000,109402000,-3540000,None,0.0681,-25495000,102184000,145754000,None,None,None,None,None,None,None,None,None,10.56,1.783,None,None,None,None,None,None,None,0.0539,None,None,2026-02-24,annual,1.08,USD,post-market,None,None,0.11,0.383,0.332,73.39,18900000,None,None,None,89.96,112.21,1068000,40.2597,None,None,None,None,None,None,2051637000,None,33.13,None,137.64,35.2
2026-04-16,ECG,3.95,3746387000.0,33.13,None,12.35,27284000,None,None,None,-87759000,924000,None,None,-2147000,None,None,None,None,50972000,None,1803699000,1803699000,None,None,None,None,None,None,20270000,20270000,None,None,None,0.602,0.31,147491000,167761000,0.77,2021-12-31,31.35,None,454088000.0,247938000,144829000,35427000,None,None,None,3540000,None,None,None,None,None,None,None,109402000,109402000,-3540000,None,0.0681,85449000,102184000,145754000,None,None,None,None,None,None,None,None,None,10.56,1.783,None,None,None,None,None,None,None,0.0539,None,None,2026-02-24,annual,1.08,USD,post-market,None,None,0.11,0.383,0.332,73.39,18900000,None,None,None,89.96,112.21,1711000,40.2597,None,None,None,None,None,None,2051637000,None,33.13,None,137.64,35.2
