date,symbol,eps,revenue_ttm,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,stockbasedcompensation,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,treasurystock,week_52_high,week_52_low
2021-12-31,BEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,-1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-28,,-0.95,,pre-market,,,,,,,,,,,,,,7.767,,,,,,,,,,,
2022-03-31,BEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,,,-1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-05-09,,-1.01,,pre-market,,,,,,,,,,,,,,23.4848,,,,,,,,,,,
2022-06-30,BEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,-1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-08-09,,-1.02,,pre-market,,,,,,,,,,,,,,5.5556,,,,,,,,,,,
2022-09-30,BEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.25,,,-1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-07,,-1.56,,pre-market,,,,,,,,,,,,,,-19.084,,,,,,,,,,,
2022-12-31,BEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79,,,-1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28,,-0.54,,pre-market,,,,,,,,,,,,,,59.3985,,,,,,,,,,,
2023-03-31,BEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,-1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,-1.33,,pre-market,,,,,,,,,,,,,,0.7463,,,,,,,,,,,
2023-06-30,BEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,,,-1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-08,,-1.08,,pre-market,,,,,,,,,,,,,,23.9437,,,,,,,,,,,
2023-09-30,BEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,,-1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-08,,-1.22,,pre-market,,,,,,,,,,,,,,10.2941,,,,,,,,,,,
2023-12-31,BEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74,,,-1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-27,,1.73,,pre-market,,,,,,,,,,,,,,271.2871,,,,,,,,,,,
2024-03-31,BEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,,,-1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-05-07,,-1.21,,pre-market,,,,,,,,,,,,,,14.7887,,,,,,,,,,,
2024-06-30,BEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,-1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-08-06,,-1.11,,pre-market,,,,,,,,,,,,,,1.7699,,,,,,,,,,,
2024-09-30,BEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,,,-1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-05,,-1.17,,pre-market,,,,,,,,,,,,,,-0.8621,,,,,,,,,,,
2024-12-31,BEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1258,,,-1.2158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-25,,-1.09,,pre-market,,,,,,,,,,,,,,10.3471,,,,,,,,,,,
2025-03-31,BEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0707,,,-1.1714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-05,,-1.2421,,pre-market,,,,,,,,,,,,,,-6.0355,,,,,,,,,,,
2025-06-30,BEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,-1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-05,,-1.0,,pre-market,,,,,,,,,,,,,,9.9099,,,,,,,,,,,
2025-09-30,BEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05,,,-1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-04,,-1.1,,pre-market,,,,,,,,,,,,,,-4.7619,,,,,,,,,,,
2025-12-31,BEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34,,,-1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-24,,2.33,,pre-market,,,,,,,,,,,,,,330.6931,,,,,,,,,,,
2026-04-16,BEAM,-0.81,139743000.0,,2.187,12.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.34,,,-1.01,,,-269875008.0,,,,,,,,,,,,,,,,,,,-0.153,,,,,,,,,,,,,2.479,22.09,,,,,,,,-0.572,,,2026-02-24,,2.33,,pre-market,,,-0.185,-0.0811,2.795,1.413,,,,,24.35,26.41,,330.6931,,,,,,,,,,36.44,15.35
2026-04-16,BEAM,-0.81,139743000.0,,2.187,12.48,,,,,,,,,,,,,,,None,5668000,5668000,,,,,,None,5668000,,,,,0.0,3.34,254937000,260605000,-1.01,2025-12-31,,-269875008.0,108441000,244297000,None,,,None,10640000,None,,None,,,,,244297000,244297000,10640000,None,-0.153,,125886000,-17445000,,,,,None,,,,,2.479,22.09,,,,,,,,-0.572,,,2026-02-24,quarterly,2.33,USD,pre-market,99275000,,-0.185,-0.0811,2.795,1.413,26611000,,,,24.35,26.41,,330.6931,,,,,,,114109000,,,36.44,15.35
2026-04-16,BEAM,-0.81,139743000.0,,2.187,12.48,,,,,,,,,,,,,,,None,109769000,109769000,,,,,,None,5560000,,,,,0.0,3.34,-112728000,-107168000,-1.01,2025-09-30,,-269875008.0,-100071000,-112728000,None,,,None,10903000,None,,None,,,,,-112728000,-112728000,10903000,None,-0.153,,26740000,-126811000,,,,,None,,,,,2.479,22.09,,,,,,,,-0.572,,,2026-02-24,quarterly,2.33,USD,pre-market,109769000,,-0.185,-0.0811,2.795,1.413,26740000,,,,24.35,26.41,,330.6931,,,,,,,9698000,,,36.44,15.35
2026-04-16,BEAM,-0.81,139743000.0,,2.187,12.48,,,,,,,,,,,,,,,None,101758000,101758000,,,,,,None,5538000,,,,,0.0,3.34,-120151000,-114613000,-1.01,2025-06-30,,-269875008.0,-93292000,-102291000,None,,,None,12326000,None,,None,,,,,-102291000,-102291000,12326000,None,-0.153,,26859000,-120151000,,,,,None,,,,,2.479,22.09,,,,,,,,-0.572,,,2026-02-24,quarterly,2.33,USD,pre-market,101758000,,-0.185,-0.0811,2.795,1.413,26859000,,,,24.35,26.41,,330.6931,,,,,,,8466000,,,36.44,15.35
2026-04-16,BEAM,-0.81,139743000.0,,2.187,12.48,,,,,,,,,,,,,,,None,98816000,98816000,,,,,,None,5528000,,,,,0.0,3.34,-119286000,-113758000,-1.01,2025-03-31,,-269875008.0,-91346000,-109270000,None,,,None,None,None,,None,,,,,-109270000,-109270000,9864000,None,-0.153,,27940000,-119286000,,,,,None,,,,,2.479,22.09,,,,,,,,-0.572,,,2026-02-24,quarterly,2.33,USD,pre-market,98816000,,-0.185,-0.0811,2.795,1.413,27940000,,,,24.35,26.41,,330.6931,,,,,,,7470000,,,36.44,15.35
2026-04-16,BEAM,-0.81,139743000.0,,2.187,12.48,,,,,,,,,,,,,,,None,101444000,101444000,,,,,,None,5443000,,,,,0.0,3.34,-100037000,-94594000,-1.01,2024-12-31,,-269875008.0,-71377000,-90354000,None,,,None,None,None,,None,,,,,-90354000,-90354000,10928000,None,-0.153,,28660000,-100037000,,,,,None,,,,,2.479,22.09,,,,,,,,-0.572,,,2026-02-24,quarterly,2.33,USD,pre-market,101444000,,-0.185,-0.0811,2.795,1.413,28660000,,,,24.35,26.41,,330.6931,,,,,,,30067000,,,36.44,15.35
2026-04-16,BEAM,-0.81,139743000.0,,2.187,12.48,,,,,,,,,,,,,,,None,94258000,94258000,,,,,,None,5475000,,,,,0.0,3.34,-106504000,-101029000,-1.01,2024-09-30,,-269875008.0,-79989000,-96668000,-5475000,,,None,12127000,12127000,,None,,,,,-96668000,-96668000,12127000,None,-0.153,,26515000,-106504000,,,,,None,,,,,2.479,22.09,,,,,,,,-0.572,,,2026-02-24,quarterly,2.33,USD,pre-market,94258000,,-0.185,-0.0811,2.795,1.413,26515000,,,,24.35,26.41,,330.6931,,,,,,,14269000,,,36.44,15.35
2026-04-16,BEAM,-0.81,139743000.0,,2.187,12.48,,,,,,,,,,,,,,,None,5576000,5576000,,,,,,None,5576000,,,,,0.0,3.34,-104895000,-99319000,-1.01,2024-06-30,,-269875008.0,11772000,-91012000,39000,,,None,14190000,None,,None,,,,,-91051000,-91051000,14190000,None,-0.153,,116667000,-104895000,,,,,None,,,,,2.479,22.09,,,,,,,,-0.572,,,2026-02-24,quarterly,2.33,USD,pre-market,87041000,,-0.185,-0.0811,2.795,1.413,29626000,,,,24.35,26.41,,330.6931,,,,,,,11772000,,,36.44,15.35
2026-04-16,BEAM,-0.81,139743000.0,,2.187,12.48,,,,,,,,,,,,,,,None,84818000,84818000,,,,,,None,5431000,,,,,0.0,3.34,-104132000,-98701000,-1.01,2024-03-31,,-269875008.0,-77408000,-98669000,5387724,,,None,None,None,,None,,,,,-98669000,-98669000,11849000,None,-0.153,,26724000,-104132000,,,,,None,,,,,2.479,22.09,,,,,,,,-0.572,,,2026-02-24,quarterly,2.33,USD,pre-market,84818000,,-0.185,-0.0811,2.795,1.413,26724000,,,,24.35,26.41,,330.6931,,,,,,,7410000,,,36.44,15.35
2026-04-16,BEAM,-0.81,139743000.0,,2.187,12.48,,,,,,,,,,,,,,,None,140077000,140077000,,,,,,None,5362000,,,,,0.0,3.34,132858000,138220000,-1.01,2023-12-31,,-269875008.0,176115000,144163000,1366000,,,None,12064000,None,,None,,,,,142797000,142797000,12064000,None,-0.153,,43257000,132858000,,,,,None,,,,,2.479,22.09,,,,,,,,-0.572,,,2026-02-24,quarterly,2.33,USD,pre-market,140077000,,-0.185,-0.0811,2.795,1.413,43257000,,,,24.35,26.41,,330.6931,,,,,,,316192000,,,36.44,15.35
2026-04-16,BEAM,-0.81,139743000.0,,2.187,12.48,,,,,,,,,,,,,,,None,100050000,100050000,,,,,,None,5187000,,,,,0.0,3.34,-108267000,-103080000,-1.01,2023-09-30,,-269875008.0,-82857000,-96088000,-17366000,,,None,12698000,12698000,,None,,,,,-96088000,-96088000,12698000,None,-0.153,,25410000,-108267000,,,,,None,,,,,2.479,22.09,,,,,,,,-0.572,,,2026-02-24,quarterly,2.33,USD,pre-market,100050000,,-0.185,-0.0811,2.795,1.413,25410000,,,,24.35,26.41,,330.6931,,,,,,,17193000,,,36.44,15.35
2026-04-16,BEAM,-0.81,139743000.0,,2.187,12.48,,,,,,,,,,,,,,,None,97608000,97608000,,,,,,None,4816000,,,,,0.0,3.34,-102148000,-97332000,-1.01,2023-06-30,,-269875008.0,-77492000,-82776000,-24188000,,,None,11953000,None,,None,,,,,-82776000,-82776000,11953000,None,-0.153,,24656000,-102148000,,,,,19372000,,,,,2.479,22.09,,,,,,,,-0.572,,,2026-02-24,quarterly,2.33,USD,pre-market,97608000,,-0.185,-0.0811,2.795,1.413,24656000,,,,24.35,26.41,,330.6931,,,,,,,20116000,,,36.44,15.35
2026-04-16,BEAM,-0.81,139743000.0,,2.187,12.48,,,,,,,,,,,,,,,None,99646000,99646000,,,,,,None,4647000,,,,,0.0,3.34,-98928000,-94281000,-1.01,2023-03-31,,-269875008.0,-75438000,-96460000,-12429000,,,None,9961000,None,,None,,,,,-96460000,-96460000,9961000,None,-0.153,,23490000,-98928000,,,,,2468000,,,,,2.479,22.09,,,,,,,,-0.572,,,2026-02-24,quarterly,2.33,USD,pre-market,99646000,,-0.185,-0.0811,2.795,1.413,23490000,,,,24.35,26.41,,330.6931,,,,,,,24208000,,,36.44,15.35
2026-04-16,BEAM,-0.81,139743000.0,,2.187,12.48,,,,,,,,,,,,,,,None,86341000,86341000,,,,,,None,3944000,,,,,0.0,3.34,-88985000,-85041000,-1.01,2022-12-31,,-269875008.0,-66304000,-37349000,1000000,,,None,7611000,None,,None,,,,,-38349000,-38349000,7611000,None,-0.153,,22681000,-88985000,,,,,None,,,,,2.479,22.09,,,,,,,,-0.572,,,2026-02-24,quarterly,2.33,USD,pre-market,86341000,,-0.185,-0.0811,2.795,1.413,22681000,,,,24.35,26.41,,330.6931,,,,,,,20037000,,,36.44,15.35
2026-04-16,BEAM,-0.81,139743000.0,,2.187,12.48,,,,,,,,,,,,,,,None,85287000,85287000,,,,,,None,3473000,,,,,0.0,3.34,-91303000,-87830000,-1.01,2022-09-30,,-269875008.0,-69488000,-107165000,2410000,,,None,4982000,4982000,,None,,,,,-109575000,-84075000,4982000,None,-0.153,,21815000,-91303000,,,,,-15862000,,,,,2.479,22.09,,,,,,,,-0.572,,,2026-02-24,quarterly,2.33,USD,pre-market,85287000,,-0.185,-0.0811,2.795,1.413,21815000,,,,24.35,26.41,,330.6931,,,,,,,15799000,,,36.44,15.35
2026-04-16,BEAM,-0.81,139743000.0,,2.187,12.48,,,,,,,,,,,,,,,None,74556000,74556000,,,,,,None,3418000,,,,,0.0,3.34,-81966000,-78548000,-1.01,2022-06-30,,-269875008.0,-57904000,-71950000,-23450000,,,None,2060000,None,,None,,,,,-71950000,-71950000,2060000,None,-0.153,,24062000,-81966000,,,,,10016000,,,,,2.479,22.09,,,,,,,,-0.572,,,2026-02-24,quarterly,2.33,USD,pre-market,74556000,,-0.185,-0.0811,2.795,1.413,24062000,,,,24.35,26.41,,330.6931,,,,,,,16652000,,,36.44,15.35
2026-04-16,BEAM,-0.81,139743000.0,,2.187,12.48,,,,,,,,,,,,,,,None,65410000,65410000,,,,,,None,3312000,,,,,0.0,3.34,-76225000,-72913000,-1.01,2022-03-31,,-269875008.0,-56978000,-69214000,-14022000,,,None,644000,None,,None,,,,,-69214000,-69214000,644000,None,-0.153,,19247000,-76225000,,,,,7011000,,,,,2.479,22.09,,,,,,,,-0.572,,,2026-02-24,quarterly,2.33,USD,pre-market,65410000,,-0.185,-0.0811,2.795,1.413,19247000,,,,24.35,26.41,,330.6931,,,,,,,8432000,,,36.44,15.35
2026-04-16,BEAM,-0.81,139743000.0,,2.187,12.48,,,,,,,,,,,,,,,None,-58172000,-58172000,,,,,,None,2634000,,,,,0.0,3.34,91469000,94103000,-1.01,2021-12-31,,-269875008.0,109241000,-64706999,-134000,,,None,9000,None,,None,,,,,-64706999,-64707000,54000,None,-0.153,,172725000,-63484000,,,,,None,,,,,2.479,22.09,,,,,,,,-0.572,,,2026-02-24,quarterly,2.33,USD,pre-market,96781000,,-0.185,-0.0811,2.795,1.413,17772000,,,,24.35,26.41,,330.6931,,,,,,,51069000,,,36.44,15.35
2026-04-16,BEAM,-0.81,139743000.0,,2.187,12.48,,,,,,,,,,,,,,,None,54623000,54623000,,,,,,None,1750000,,,,,0.0,3.34,-69634000,-67884000,-1.01,2021-09-30,,-269875008.0,-53860000,-28118000,-41516000,,,None,9000,None,,None,,,,,-28118000,-28118000,9000,None,-0.153,,15774000,-69634000,,,,,None,,,,,2.479,22.09,,,,,,,,-0.572,,,2026-02-24,quarterly,2.33,USD,pre-market,54623000,,-0.185,-0.0811,2.795,1.413,15774000,,,,24.35,26.41,,330.6931,,,,,,,763000,,,36.44,15.35
2026-04-16,BEAM,-0.81,139743000.0,,2.187,12.48,,,,,,,,,,,,,,,None,45577000,45577000,,,,,,None,1669000,,,,,0.0,3.34,-58974000,-57305000,-1.01,2021-06-30,,-269875008.0,-45571000,-76253000,17279000,,,None,52000,None,,None,,,,,-76253000,-76253000,-52000,None,-0.153,,13403000,-58974000,,,,,None,,,,,2.479,22.09,,,,,,,,-0.572,,,2026-02-24,quarterly,2.33,USD,pre-market,45577000,,-0.185,-0.0811,2.795,1.413,13403000,,,,24.35,26.41,,330.6931,,,,,,,6000,,,36.44,15.35
2026-04-16,BEAM,-0.81,139743000.0,,2.187,12.48,,,,,,,,,,,,,,,None,190106000,190106000,,,,,,None,1398000,,,,,0.0,3.34,-200373000,-198975000,-1.01,2021-03-31,,-269875008.0,-190100000,-201560000,882000,,,None,21000,None,,None,,,,,-201560000,-201560000,1018000,None,-0.153,,10273000,-200373000,,,,,None,,,,,2.479,22.09,,,,,,,,-0.572,,,2026-02-24,quarterly,2.33,USD,pre-market,190106000,,-0.185,-0.0811,2.795,1.413,10273000,,,,24.35,26.41,,330.6931,,,,,,,6000,,,36.44,15.35
2026-04-16,BEAM,-0.81,139743000.0,,2.187,12.48,,,,,,,,,,,,,,,None,32451000,32451000,,,,,,None,1272000,,,,,0.0,3.34,-40799000,-39527000,-1.01,2020-12-31,,-269875008.0,-32445000,-95464000,54665000,,,None,1568000,None,,None,,,,,-95464000,None,None,None,-0.153,,8354000,-40799000,,,,,None,,,,,2.479,22.09,,,,,,,,-0.572,,,2026-02-24,quarterly,2.33,USD,pre-market,32451000,,-0.185,-0.0811,2.795,1.413,8354000,,,,24.35,26.41,,330.6931,,,,,,,6000,,,36.44,15.35
2026-04-16,BEAM,-0.81,139743000.0,,2.187,12.48,,,,,,,,,,,,,,,None,29825000,29825000,,,,,,None,1218000,,,,,0.0,3.34,-37321000,-36103000,-1.01,2020-09-30,,-269875008.0,-29819000,-34452000,-4087000,,,None,169000,None,,None,,,,,-34452000,None,None,None,-0.153,,7502000,-37321000,,,,,None,,,,,2.479,22.09,,,,,,,,-0.572,,,2026-02-24,quarterly,2.33,USD,pre-market,29825000,,-0.185,-0.0811,2.795,1.413,7502000,,,,24.35,26.41,,330.6931,,,,,,,6000,,,36.44,15.35
2026-04-16,BEAM,-0.81,139743000.0,,2.187,12.48,,,,,,,,,,,,,,,None,19354000,19354000,,,,,,None,1145000,,,,,0.0,3.34,-26285000,-25140000,-1.01,2020-06-30,,-269875008.0,-19348000,-34218000,7933000,,,None,517000,None,,None,,,,,-34218000,None,None,None,-0.153,,6937000,-26285000,,,,,None,,,,,2.479,22.09,,,,,,,,-0.572,,,2026-02-24,quarterly,2.33,USD,pre-market,19354000,,-0.185,-0.0811,2.795,1.413,6937000,,,,24.35,26.41,,330.6931,,,,,,,6000,,,36.44,15.35
2026-04-16,BEAM,-0.81,139743000.0,,2.187,12.48,,,,,,,,,,,,,,,None,21549000,21549000,,,,,,None,1100000,,,,,0.0,3.34,-28355000,-27255000,-1.01,2020-03-31,,-269875008.0,-21543000,-30458000,2103000,,,None,597000,None,,None,,,,,-30458000,None,None,None,-0.153,,6812000,-28355000,,,,,None,,,,,2.479,22.09,,,,,,,,-0.572,,,2026-02-24,quarterly,2.33,USD,pre-market,21549000,,-0.185,-0.0811,2.795,1.413,6812000,,,,24.35,26.41,,330.6931,,,,,,,6000,,,36.44,15.35
2026-04-16,BEAM,-0.81,139743000.0,,2.187,12.48,,,,,,,,,,,,,,,None,20217000,20217000,,,,,,None,1002000,,,,,0.0,3.34,-26371000,-25369000,-1.01,2019-12-31,,-269875008.0,-20211000,-27850000,55000,,,None,119000,None,,None,,,,,-27850000,None,None,None,-0.153,,6160000,-26371000,,,,,None,,,,,2.479,22.09,,,,,,,,-0.572,,,2026-02-24,quarterly,2.33,USD,pre-market,20217000,,-0.185,-0.0811,2.795,1.413,6160000,,,,24.35,26.41,,330.6931,,,,,,,6000,,,36.44,15.35
