date,symbol,eps,revenue_ttm,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividend_per_share,dividend_yield,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,forward_pe,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,peg_ratio,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,stockbasedcompensation,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,treasurystock,week_52_high,week_52_low
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,154000000,None,1089000000,1089000000,-153000000,-90000000,6000000,None,-27000000,None,None,-77000000,1000000,71300000,None,5395000000,5395000000,1081000000,None,None,573000000,None,None,278000000,97000000,2.86,0.0242,0,0,None,0.312,-0.35,9346000000,9624000000,1.45,2013-12-31,12.39,1313000000,2881000000.0,1066000000,9076000000,997000000,1298000000,1298000000,None,739000000,None,749000000,None,None,1296000000,None,None,82000000,None,None,None,0.0766,255000000,589000000,477000000,141000000,-12000000,None,None,None,None,None,None,None,1.617,2.469,0.971,None,None,None,None,None,63000000,None,-0.0517,None,2521000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,-65000000,0.0741,-0.0417,-0.168,120.27,583000000,2736000000,1440000000,1503000000,127.27,117.28,7000000,-24.1379,8470000000,2552000000,2560000000,4740000000,5918000000,2180000000,6461000000,3686000000,None,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,74000000,None,1089000000,1089000000,-140000000,-55000000,-21000000,1000000,0,None,None,None,1000000,71300000,None,5395000000,5395000000,1081000000,None,None,573000000,None,None,278000000,78000000,2.86,0.0242,0,0,None,0.312,-0.35,9346000000,9624000000,1.45,2013-09-30,12.39,1313000000,2881000000.0,1066000000,9076000000,997000000,1298000000,1298000000,None,739000000,None,749000000,None,None,1296000000,None,None,51000000,None,None,None,0.0766,175000000,589000000,477000000,141000000,-12000000,None,None,None,None,None,None,None,1.617,2.469,0.971,None,None,None,None,None,-54000000,None,-0.0517,None,2521000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,-65000000,0.0741,-0.0417,-0.168,120.27,583000000,2736000000,1440000000,1503000000,127.27,117.28,7000000,-24.1379,8470000000,2552000000,2560000000,4740000000,5918000000,2180000000,6461000000,3686000000,None,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,80000000,None,1089000000,1089000000,-35000000,-117000000,10000000,-2000000,0,None,None,None,1000000,71300000,None,5395000000,5395000000,1081000000,None,None,573000000,None,None,278000000,79000000,2.86,0.0242,0,0,None,0.312,-0.35,9346000000,9624000000,1.45,2013-06-30,12.39,1313000000,2881000000.0,1066000000,9076000000,997000000,1298000000,1298000000,None,739000000,None,749000000,None,None,1296000000,None,None,50000000,None,None,None,0.0766,167000000,589000000,477000000,141000000,-12000000,None,None,None,None,None,None,None,1.617,2.469,0.971,None,None,None,None,None,-1000000,None,-0.0517,None,2521000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,-65000000,0.0741,-0.0417,-0.168,120.27,583000000,2736000000,1440000000,1503000000,127.27,117.28,7000000,-24.1379,8470000000,2552000000,2560000000,4740000000,5918000000,2180000000,6461000000,3686000000,None,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,45000000,None,1089000000,1089000000,232000000,-45000000,7000000,-1000000,0,None,None,None,1000000,71300000,None,5395000000,5395000000,1081000000,None,None,573000000,None,None,278000000,78000000,2.86,0.0242,0,0,None,0.312,-0.35,9346000000,9624000000,1.45,2013-03-31,12.39,1313000000,2881000000.0,1066000000,9076000000,997000000,1298000000,1298000000,None,739000000,None,749000000,None,None,1296000000,None,None,22000000,None,None,None,0.0766,-179000000,589000000,477000000,141000000,-12000000,None,None,None,None,None,None,None,1.617,2.469,0.971,None,None,None,None,None,-8000000,None,-0.0517,None,2521000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,-65000000,0.0741,-0.0417,-0.168,120.27,583000000,2736000000,1440000000,1503000000,127.27,117.28,7000000,-24.1379,8470000000,2552000000,2560000000,4740000000,5918000000,2180000000,6461000000,3686000000,None,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,97000000,None,1089000000,1089000000,-204000000,-30000000,4000000,1000000,-4000000,None,None,None,1000000,71300000,None,5395000000,5395000000,1081000000,None,None,573000000,None,None,278000000,349000000,2.86,0.0242,0,0,None,0.312,-0.35,9346000000,9624000000,1.45,2012-12-31,12.39,1313000000,2881000000.0,1066000000,9076000000,997000000,1298000000,1298000000,None,739000000,None,749000000,None,None,1296000000,None,None,-55000000,None,None,None,0.0766,237000000,589000000,477000000,141000000,-12000000,None,None,None,None,None,None,None,1.617,2.469,0.971,None,None,None,None,None,113000000,None,-0.0517,None,2521000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,-65000000,0.0741,-0.0417,-0.168,120.27,583000000,2736000000,1440000000,1503000000,127.27,117.28,6000000,-24.1379,8470000000,2552000000,2560000000,4740000000,5918000000,2180000000,6461000000,3686000000,None,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,72000000,None,1089000000,1089000000,-71000000,-67000000,-3000000,2000000,0,None,None,None,1000000,71300000,None,5395000000,5395000000,1081000000,None,None,573000000,None,None,278000000,82000000,2.86,0.0242,22000000,22000000,None,0.312,-0.35,9346000000,9624000000,1.45,2012-09-30,12.39,1313000000,2881000000.0,1066000000,9076000000,997000000,1298000000,1298000000,None,739000000,None,749000000,None,None,1296000000,None,None,44000000,None,None,None,0.0766,133000000,589000000,477000000,141000000,-12000000,None,None,None,None,None,None,None,1.617,2.469,0.971,None,None,None,None,None,-31000000,None,-0.0517,None,2521000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,-65000000,0.0741,-0.0417,-0.168,120.27,583000000,2736000000,1440000000,1503000000,127.27,117.28,5000000,-24.1379,8470000000,2552000000,2560000000,4740000000,5918000000,2180000000,6461000000,3686000000,None,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,91000000,None,1089000000,1089000000,-67000000,-88000000,-4000000,-2000000,0,None,None,None,1000000,71300000,None,5395000000,5395000000,1081000000,None,None,573000000,None,None,278000000,83000000,2.86,0.0242,0,0,None,0.312,-0.35,9346000000,9624000000,1.45,2012-06-30,12.39,1313000000,2881000000.0,1066000000,9076000000,997000000,1298000000,1298000000,None,739000000,None,749000000,None,None,1296000000,None,None,40000000,None,None,None,0.0766,153000000,589000000,477000000,141000000,-12000000,None,None,None,None,None,None,None,1.617,2.469,0.971,None,None,None,None,None,-77000000,None,-0.0517,None,2521000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,-65000000,0.0741,-0.0417,-0.168,120.27,583000000,2736000000,1440000000,1503000000,127.27,117.28,6000000,-24.1379,8470000000,2552000000,2560000000,4740000000,5918000000,2180000000,6461000000,3686000000,None,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,72000000,None,1089000000,1089000000,266000000,-68000000,6000000,1000000,0,None,None,None,1000000,71300000,None,5395000000,5395000000,1081000000,None,None,573000000,None,None,278000000,89000000,2.86,0.0242,0,0,None,0.312,-0.35,9346000000,9624000000,1.45,2012-03-31,12.39,1313000000,2881000000.0,1066000000,9076000000,997000000,1298000000,1298000000,None,739000000,None,749000000,None,None,1296000000,None,None,-45000000,None,None,None,0.0766,-193000000,589000000,477000000,141000000,-12000000,None,None,None,None,None,None,None,1.617,2.469,0.971,None,None,None,None,None,-5000000,None,-0.0517,None,2521000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,-65000000,0.0741,-0.0417,-0.168,120.27,583000000,2736000000,1440000000,1503000000,127.27,117.28,7000000,-24.1379,8470000000,2552000000,2560000000,4740000000,5918000000,2180000000,6461000000,3686000000,None,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,139000000,None,1089000000,1089000000,-91000000,-139000000,2000000,2000000,0,None,None,None,1000000,71300000,None,5395000000,5395000000,1081000000,None,None,573000000,None,None,278000000,318000000,2.86,0.0242,0,0,None,0.312,-0.35,9346000000,9624000000,1.45,2011-12-31,12.39,1313000000,2881000000.0,1066000000,9076000000,997000000,1298000000,1298000000,None,739000000,None,749000000,None,None,1296000000,None,None,51000000,None,None,None,0.0766,230000000,589000000,477000000,141000000,-12000000,None,None,None,None,None,None,None,1.617,2.469,0.971,None,None,None,None,None,138000000,None,-0.0517,None,2521000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,-65000000,0.0741,-0.0417,-0.168,120.27,583000000,2736000000,1440000000,1503000000,127.27,117.28,5000000,-24.1379,8470000000,2552000000,2560000000,4740000000,5918000000,2180000000,6461000000,3686000000,None,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,93000000,None,1089000000,1089000000,-373000000,-171000000,-1000000,-23000000,0,None,None,None,1000000,71300000,None,5395000000,5395000000,1081000000,None,None,573000000,None,None,278000000,58000000,2.86,0.0242,0,0,None,0.312,-0.35,9346000000,9624000000,1.45,2011-09-30,12.39,1313000000,2881000000.0,1066000000,9076000000,997000000,1298000000,1298000000,None,739000000,None,749000000,None,None,1296000000,None,None,126000000,None,None,None,0.0766,193000000,589000000,477000000,141000000,-12000000,None,None,None,None,None,None,None,1.617,2.469,0.971,None,None,None,None,None,-85000000,None,-0.0517,None,2521000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,-65000000,0.0741,-0.0417,-0.168,120.27,583000000,2736000000,1440000000,1503000000,127.27,117.28,6000000,-24.1379,8470000000,2552000000,2560000000,4740000000,5918000000,2180000000,6461000000,3686000000,None,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,119000000,None,1089000000,1089000000,-35000000,-56000000,-10000000,2000000,0,None,None,None,1000000,71300000,None,5395000000,5395000000,1081000000,None,None,573000000,None,None,278000000,64000000,2.86,0.0242,0,0,None,0.312,-0.35,9346000000,9624000000,1.45,2011-06-30,12.39,1313000000,2881000000.0,1066000000,9076000000,997000000,1298000000,1298000000,None,739000000,None,749000000,None,None,1296000000,None,None,79000000,None,None,None,0.0766,79000000,589000000,477000000,141000000,-12000000,None,None,None,None,None,None,None,1.617,2.469,0.971,None,None,None,None,None,-43000000,None,-0.0517,None,2521000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,-65000000,0.0741,-0.0417,-0.168,120.27,583000000,2736000000,1440000000,1503000000,127.27,117.28,5000000,-24.1379,8470000000,2552000000,2560000000,4740000000,5918000000,2180000000,6461000000,3686000000,None,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,91000000,None,1089000000,1089000000,300000000,-79000000,9000000,1000000,0,None,None,None,1000000,71300000,None,5395000000,5395000000,1081000000,None,None,573000000,None,None,278000000,80000000,2.86,0.0242,0,0,None,0.312,-0.35,9346000000,9624000000,1.45,2011-03-31,12.39,1313000000,2881000000.0,1066000000,9076000000,997000000,1298000000,1298000000,None,739000000,None,749000000,None,None,1296000000,None,None,25000000,None,None,None,0.0766,-213000000,589000000,477000000,141000000,-12000000,None,None,None,None,None,None,None,1.617,2.469,0.971,None,None,None,None,None,-10000000,None,-0.0517,None,2521000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,-65000000,0.0741,-0.0417,-0.168,120.27,583000000,2736000000,1440000000,1503000000,127.27,117.28,5000000,-24.1379,8470000000,2552000000,2560000000,4740000000,5918000000,2180000000,6461000000,3686000000,None,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,115000000,None,1089000000,1089000000,-128000000,-66000000,None,None,0,None,None,None,1000000,71300000,None,5395000000,5395000000,1081000000,None,None,573000000,None,None,278000000,78000000,2.86,0.0242,0,0,None,0.312,-0.35,9346000000,9624000000,1.45,2010-12-31,12.39,1313000000,2881000000.0,1066000000,9076000000,997000000,1298000000,1298000000,None,739000000,None,749000000,None,None,1296000000,None,None,-109000000,None,None,None,0.0766,207000000,589000000,477000000,141000000,-12000000,None,None,None,None,None,None,None,1.617,2.469,0.971,None,None,None,None,None,-18000000,None,-0.0517,None,2521000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,-65000000,0.0741,-0.0417,-0.168,120.27,583000000,2736000000,1440000000,1503000000,127.27,117.28,7000000,-24.1379,8470000000,2552000000,2560000000,4740000000,5918000000,2180000000,6461000000,3686000000,None,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,78000000,None,1089000000,1089000000,-68000000,-76000000,None,None,0,None,None,None,1000000,71300000,None,5395000000,5395000000,1081000000,None,None,573000000,None,None,278000000,83000000,2.86,0.0242,0,0,None,0.312,-0.35,9346000000,9624000000,1.45,2010-09-30,12.39,1313000000,2881000000.0,1066000000,9076000000,997000000,1298000000,1298000000,None,739000000,None,749000000,None,None,1296000000,None,None,61000000,None,None,None,0.0766,147000000,589000000,477000000,141000000,-12000000,None,None,None,None,None,None,None,1.617,2.469,0.971,None,None,None,None,None,-100000000,None,-0.0517,None,2521000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,-65000000,0.0741,-0.0417,-0.168,120.27,583000000,2736000000,1440000000,1503000000,127.27,117.28,5000000,-24.1379,8470000000,2552000000,2560000000,4740000000,5918000000,2180000000,6461000000,3686000000,None,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,58000000,None,1089000000,1089000000,-540000000,-49000000,None,None,0,None,None,None,1000000,71300000,None,5395000000,5395000000,1081000000,None,None,573000000,None,None,278000000,79000000,2.86,0.0242,0,0,None,0.312,-0.35,9346000000,9624000000,1.45,2010-06-30,12.39,1313000000,2881000000.0,1066000000,9076000000,997000000,1298000000,1298000000,None,739000000,None,749000000,None,None,1296000000,None,None,939000000,None,None,None,0.0766,161000000,589000000,477000000,141000000,-12000000,None,None,None,None,None,None,None,1.617,2.469,0.971,None,None,None,None,None,0,None,-0.0517,None,2521000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,-65000000,0.0741,-0.0417,-0.168,120.27,583000000,2736000000,1440000000,1503000000,127.27,117.28,4000000,-24.1379,8470000000,2552000000,2560000000,4740000000,5918000000,2180000000,6461000000,3686000000,None,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,63000000,None,1089000000,1089000000,-14000000,-58000000,None,None,None,None,None,None,1000000,71300000,None,5395000000,5395000000,1081000000,None,None,573000000,None,None,278000000,80000000,2.86,0.0242,None,None,None,0.312,-0.35,9346000000,9624000000,1.45,2010-03-31,12.39,1313000000,2881000000.0,1066000000,9076000000,997000000,1298000000,1298000000,None,739000000,None,749000000,None,None,1296000000,None,None,49000000,None,None,None,0.0766,-27000000,589000000,477000000,141000000,-12000000,None,None,None,None,None,None,None,1.617,2.469,0.971,None,None,None,None,None,-2000000,None,-0.0517,None,2521000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,-65000000,0.0741,-0.0417,-0.168,120.27,583000000,2736000000,1440000000,1503000000,127.27,117.28,7000000,-24.1379,8470000000,2552000000,2560000000,4740000000,5918000000,2180000000,6461000000,3686000000,None,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,92000000,None,1089000000,1089000000,-5000000,-92000000,None,None,-240000000,None,None,None,1000000,71300000,None,5395000000,5395000000,1081000000,None,None,573000000,None,None,278000000,87000000,2.86,0.0242,None,None,None,0.312,-0.35,9346000000,9624000000,1.45,2009-12-31,12.39,1313000000,2881000000.0,1066000000,9076000000,997000000,1298000000,1298000000,None,739000000,None,749000000,None,None,1296000000,None,None,-19000000,None,None,None,0.0766,272000000,589000000,477000000,141000000,-12000000,None,None,None,None,None,None,None,1.617,2.469,0.971,None,None,None,None,None,-3000000,None,-0.0517,None,2521000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,-65000000,0.0741,-0.0417,-0.168,120.27,583000000,2736000000,1440000000,1503000000,127.27,117.28,34000000,-24.1379,8470000000,2552000000,2560000000,4740000000,5918000000,2180000000,6461000000,3686000000,None,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,56000000,None,1089000000,1089000000,-57000000,-37000000,None,None,150000000,None,None,None,1000000,71300000,None,5395000000,5395000000,1081000000,None,None,573000000,None,None,278000000,80000000,2.86,0.0242,None,None,None,0.312,-0.35,9346000000,9624000000,1.45,2009-09-30,12.39,1313000000,2881000000.0,1066000000,9076000000,997000000,1298000000,1298000000,None,739000000,None,749000000,None,None,1296000000,None,None,81000000,None,None,None,0.0766,367000000,589000000,477000000,141000000,-12000000,None,None,None,None,None,None,None,1.617,2.469,0.971,None,None,None,None,None,None,None,-0.0517,None,2521000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,-65000000,0.0741,-0.0417,-0.168,120.27,583000000,2736000000,1440000000,1503000000,127.27,117.28,12000000,-24.1379,8470000000,2552000000,2560000000,4740000000,5918000000,2180000000,6461000000,3686000000,None,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,55000000,None,1089000000,1089000000,-136000000,-38000000,None,None,124000000,None,None,None,1000000,71300000,None,5395000000,5395000000,1081000000,None,None,573000000,None,None,278000000,74000000,2.86,0.0242,None,None,None,0.312,-0.35,9346000000,9624000000,1.45,2009-06-30,12.39,1313000000,2881000000.0,1066000000,9076000000,997000000,1298000000,1298000000,None,739000000,None,749000000,None,None,1296000000,None,None,33000000,None,None,None,0.0766,190000000,589000000,477000000,141000000,-12000000,None,None,None,None,None,None,None,1.617,2.469,0.971,None,None,None,None,None,None,None,-0.0517,None,2521000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,-65000000,0.0741,-0.0417,-0.168,120.27,583000000,2736000000,1440000000,1503000000,127.27,117.28,5000000,-24.1379,8470000000,2552000000,2560000000,4740000000,5918000000,2180000000,6461000000,3686000000,None,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,40000000,None,1089000000,1089000000,181000000,-37000000,None,None,-34000000,None,None,None,1000000,71300000,None,5395000000,5395000000,1081000000,None,None,573000000,None,None,278000000,84000000,2.86,0.0242,None,None,None,0.312,-0.35,9346000000,9624000000,1.45,2009-03-31,12.39,1313000000,2881000000.0,1066000000,9076000000,997000000,1298000000,1298000000,None,739000000,None,749000000,None,None,1296000000,None,None,-28000000,None,None,None,0.0766,-288000000,589000000,477000000,141000000,-12000000,None,None,None,None,None,None,None,1.617,2.469,0.971,None,None,None,None,None,None,None,-0.0517,None,2521000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,-65000000,0.0741,-0.0417,-0.168,120.27,583000000,2736000000,1440000000,1503000000,127.27,117.28,1000000,-24.1379,8470000000,2552000000,2560000000,4740000000,5918000000,2180000000,6461000000,3686000000,None,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,140000000,None,1089000000,1089000000,90000000,-137000000,None,None,-75000000,None,None,None,1000000,71300000,None,5395000000,5395000000,1081000000,None,None,573000000,None,None,278000000,91000000,2.86,0.0242,None,None,None,0.312,-0.35,9346000000,9624000000,1.45,2008-12-31,12.39,1313000000,2881000000.0,1066000000,9076000000,997000000,1298000000,1298000000,None,739000000,None,749000000,None,None,1296000000,None,None,-45000000,None,None,None,0.0766,210000000,589000000,477000000,141000000,-12000000,None,None,None,None,None,None,None,1.617,2.469,0.971,None,None,None,None,None,-38000000,None,-0.0517,None,2521000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,-65000000,0.0741,-0.0417,-0.168,120.27,583000000,2736000000,1440000000,1503000000,127.27,117.28,17000000,-24.1379,8470000000,2552000000,2560000000,4740000000,5918000000,2180000000,6461000000,3686000000,None,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,147000000,None,1089000000,1089000000,-50000000,-103000000,None,None,-28000000,None,None,None,1000000,71300000,None,5395000000,5395000000,1081000000,None,None,573000000,None,None,278000000,84000000,2.86,0.0242,None,None,None,0.312,-0.35,9346000000,9624000000,1.45,2008-09-30,12.39,1313000000,2881000000.0,1066000000,9076000000,997000000,1298000000,1298000000,None,739000000,None,749000000,None,None,1296000000,None,None,-806000000,None,None,None,0.0766,108000000,589000000,477000000,141000000,-12000000,None,None,None,None,None,None,None,1.617,2.469,0.971,None,None,None,None,None,-43000000,None,-0.0517,None,2521000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,-65000000,0.0741,-0.0417,-0.168,120.27,583000000,2736000000,1440000000,1503000000,127.27,117.28,-31000000,-24.1379,8470000000,2552000000,2560000000,4740000000,5918000000,2180000000,6461000000,3686000000,None,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,95000000,None,1089000000,1089000000,-101000000,128000000,None,None,35000000,None,None,None,1000000,71300000,None,5395000000,5395000000,1081000000,None,None,573000000,None,None,278000000,79000000,2.86,0.0242,None,None,None,0.312,-0.35,9346000000,9624000000,1.45,2008-06-30,12.39,1313000000,2881000000.0,1066000000,9076000000,997000000,1298000000,1298000000,None,739000000,None,749000000,None,None,1296000000,None,None,42000000,None,None,None,0.0766,-18000000,589000000,477000000,141000000,-12000000,None,None,None,None,None,None,None,1.617,2.469,0.971,None,None,None,None,None,None,None,-0.0517,None,2521000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,-65000000,0.0741,-0.0417,-0.168,120.27,583000000,2736000000,1440000000,1503000000,127.27,117.28,None,-24.1379,8470000000,2552000000,2560000000,4740000000,5918000000,2180000000,6461000000,3686000000,None,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,52000000,None,1089000000,1089000000,128000000,-50000000,None,None,-59000000,None,None,None,1000000,71300000,None,5395000000,5395000000,1081000000,None,None,573000000,None,None,278000000,77000000,2.86,0.0242,None,None,None,0.312,-0.35,9346000000,9624000000,1.45,2008-03-31,12.39,1313000000,2881000000.0,1066000000,9076000000,997000000,1298000000,1298000000,None,739000000,None,749000000,None,None,1296000000,None,None,-13000000,None,None,None,0.0766,-107000000,589000000,477000000,141000000,-12000000,None,None,None,None,None,None,None,1.617,2.469,0.971,None,None,None,None,None,None,None,-0.0517,None,2521000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,-65000000,0.0741,-0.0417,-0.168,120.27,583000000,2736000000,1440000000,1503000000,127.27,117.28,5000000,-24.1379,8470000000,2552000000,2560000000,4740000000,5918000000,2180000000,6461000000,3686000000,None,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,80000000,None,1089000000,1089000000,117000000,-669000000,None,None,34000000,None,None,None,1000000,71300000,None,5395000000,5395000000,1081000000,None,None,573000000,None,None,278000000,104000000,2.86,0.0242,None,None,None,0.312,-0.35,9346000000,9624000000,1.45,2007-12-31,12.39,1313000000,2881000000.0,1066000000,9076000000,997000000,1298000000,1298000000,None,739000000,None,749000000,None,None,1296000000,None,None,-46000000,None,None,None,0.0766,221000000,589000000,477000000,141000000,-12000000,None,None,None,None,None,None,None,1.617,2.469,0.971,None,None,None,None,None,None,None,-0.0517,None,2521000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,-65000000,0.0741,-0.0417,-0.168,120.27,583000000,2736000000,1440000000,1503000000,127.27,117.28,5000000,-24.1379,8470000000,2552000000,2560000000,4740000000,5918000000,2180000000,6461000000,3686000000,None,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,56000000,None,1089000000,1089000000,-262000000,367000000,None,None,49000000,None,None,None,1000000,71300000,None,5395000000,5395000000,1081000000,None,None,573000000,None,None,278000000,81000000,2.86,0.0242,None,None,None,0.312,-0.35,9346000000,9624000000,1.45,2007-09-30,12.39,1313000000,2881000000.0,1066000000,9076000000,997000000,1298000000,1298000000,None,739000000,None,749000000,None,None,1296000000,None,None,112000000,None,None,None,0.0766,203000000,589000000,477000000,141000000,-12000000,None,None,None,None,None,None,None,1.617,2.469,0.971,None,None,None,None,None,None,None,-0.0517,None,2521000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,-65000000,0.0741,-0.0417,-0.168,120.27,583000000,2736000000,1440000000,1503000000,127.27,117.28,-119000000,-24.1379,8470000000,2552000000,2560000000,4740000000,5918000000,2180000000,6461000000,3686000000,None,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,69000000,None,1089000000,1089000000,93000000,-97000000,None,None,14000000,None,None,None,1000000,71300000,None,5395000000,5395000000,1081000000,None,None,573000000,None,None,278000000,81000000,2.86,0.0242,None,None,None,0.312,-0.35,9346000000,9624000000,1.45,2007-06-30,12.39,1313000000,2881000000.0,1066000000,9076000000,997000000,1298000000,1298000000,None,739000000,None,749000000,None,None,1296000000,None,None,29000000,None,None,None,0.0766,44000000,589000000,477000000,141000000,-12000000,None,None,None,None,None,None,None,1.617,2.469,0.971,None,None,None,None,None,None,None,-0.0517,None,2521000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,-65000000,0.0741,-0.0417,-0.168,120.27,583000000,2736000000,1440000000,1503000000,127.27,117.28,-16000000,-24.1379,8470000000,2552000000,2560000000,4740000000,5918000000,2180000000,6461000000,3686000000,None,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,42000000,None,1089000000,1089000000,-679000000,-31000000,None,None,-94000000,None,None,None,1000000,71300000,None,5395000000,5395000000,1081000000,None,None,573000000,None,None,278000000,77000000,2.86,0.0242,None,None,None,0.312,-0.35,9346000000,9624000000,1.45,2007-03-31,12.39,1313000000,2881000000.0,1066000000,9076000000,997000000,1298000000,1298000000,None,739000000,None,749000000,None,None,1296000000,None,None,1000000,None,None,None,0.0766,-286000000,589000000,477000000,141000000,-12000000,None,None,None,None,None,None,None,1.617,2.469,0.971,None,None,None,None,None,None,None,-0.0517,None,2521000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,-65000000,0.0741,-0.0417,-0.168,120.27,583000000,2736000000,1440000000,1503000000,127.27,117.28,-1000000,-24.1379,8470000000,2552000000,2560000000,4740000000,5918000000,2180000000,6461000000,3686000000,None,156.32,96.16
