date,symbol,eps,revenue_ttm,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividend_per_share,dividend_yield,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,forward_pe,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,peg_ratio,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,stockbasedcompensation,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,treasurystock,week_52_high,week_52_low
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,969000000,969000000,,,,,,None,74000000,,2.86,0.0242,,,,0.312,-0.35,96000000,170000000,1.45,2009-06-30,12.39,,2881000000.0,250000000,62000000,29000000,,,None,26000000,None,,None,,,,,33000000,0,None,None,0.0766,,250000000,96000000,,,,,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,quarterly,1.1,USD,pre-market,15000000,,0.0741,-0.0417,-0.168,120.27,134000000,,,,127.27,117.28,,-24.1379,,,,,,,1219000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,916000000,916000000,,,,,,None,84000000,,2.86,0.0242,,,,0.312,-0.35,4000000,88000000,1.45,2009-03-31,12.39,,2881000000.0,158000000,-43000000,-14000000,,,None,25000000,None,,None,,,,,-28000000,0,None,None,0.0766,,158000000,4000000,,,,,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,quarterly,1.1,USD,pre-market,15000000,,0.0741,-0.0417,-0.168,120.27,130000000,,,,127.27,117.28,,-24.1379,,,,,,,1074000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,1102000000,1102000000,,,,,,None,91000000,,2.86,0.0242,,,,0.312,-0.35,31000000,122000000,1.45,2008-12-31,12.39,,2881000000.0,189000000,-11000000,35000000,,,None,116000000,None,,None,,,,,-45000000,0,None,None,0.0766,,189000000,39000000,,,,,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,quarterly,1.1,USD,pre-market,17000000,,0.0741,-0.0417,-0.168,120.27,165000000,,,,127.27,117.28,,-24.1379,,,,,,,1291000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,1358000000,1358000000,,,,,,None,84000000,,2.86,0.0242,,,,0.312,-0.35,113000000,197000000,1.45,2008-09-30,12.39,,2881000000.0,271000000,95000000,880000000,,,None,29000000,None,,None,,,,,-807000000,0,None,None,0.0766,,271000000,115000000,,,,,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,quarterly,1.1,USD,pre-market,16000000,,0.0741,-0.0417,-0.168,120.27,157000000,,,,127.27,117.28,,-24.1379,,,,,,,1629000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,1317000000,1317000000,,,,,,None,79000000,,2.86,0.0242,,,,0.312,-0.35,78000000,157000000,1.45,2008-06-30,12.39,,2881000000.0,257000000,56000000,2000000,,,None,29000000,None,,None,,,,,41000000,0,None,None,0.0766,,257000000,78000000,,,,,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,quarterly,1.1,USD,pre-market,17000000,,0.0741,-0.0417,-0.168,120.27,172000000,,,,127.27,117.28,,-24.1379,,,,,,,1574000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,1159000000,1159000000,,,,,,None,77000000,,2.86,0.0242,,,,0.312,-0.35,23000000,100000000,1.45,2008-03-31,12.39,,2881000000.0,194000000,-11000000,2000000,,,None,32000000,None,,None,,,,,-13000000,0,None,None,0.0766,,194000000,23000000,,,,,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,quarterly,1.1,USD,pre-market,19000000,,0.0741,-0.0417,-0.168,120.27,149000000,,,,127.27,117.28,,-24.1379,,,,,,,1353000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,1152000000,1152000000,,,,,,None,104000000,,2.86,0.0242,,,,0.312,-0.35,-7000000,97000000,1.45,2007-12-31,12.39,,2881000000.0,152000000,-81000000,-38000000,,,None,122000000,None,,None,,,,,-46000000,0,None,None,0.0766,,152000000,-7000000,,,,,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,quarterly,1.1,USD,pre-market,17000000,,0.0741,-0.0417,-0.168,120.27,142000000,,,,127.27,117.28,,-24.1379,,,,,,,1304000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,1055000000,1055000000,,,,,,None,81000000,,2.86,0.0242,,,,0.312,-0.35,88000000,169000000,1.45,2007-09-30,12.39,,2881000000.0,213000000,53000000,16000000,,,None,27000000,None,,None,,,,,112000000,0,None,None,0.0766,,213000000,88000000,,,,,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,quarterly,1.1,USD,pre-market,15000000,,0.0741,-0.0417,-0.168,120.27,110000000,,,,127.27,117.28,,-24.1379,,,,,,,1268000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,1044000000,1044000000,,,,,,None,81000000,,2.86,0.0242,,,,0.312,-0.35,74000000,155000000,1.45,2007-06-30,12.39,,2881000000.0,238000000,44000000,16000000,,,None,31000000,None,,None,,,,,29000000,0,None,None,0.0766,,238000000,74000000,,,,,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,quarterly,1.1,USD,pre-market,16000000,,0.0741,-0.0417,-0.168,120.27,158000000,,,,127.27,117.28,,-24.1379,,,,,,,1282000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,937000000,937000000,,,,,,None,77000000,,2.86,0.0242,,,,0.312,-0.35,30000000,107000000,1.45,2007-03-31,12.39,,2881000000.0,187000000,1000000,-2000000,,,None,32000000,None,,None,,,,,1000000,0,None,None,0.0766,,187000000,30000000,,,,,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,quarterly,1.1,USD,pre-market,15000000,,0.0741,-0.0417,-0.168,120.27,158000000,,,,127.27,117.28,,-24.1379,,,,,,,1124000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,-3327000000,-3327000000,,,,,,None,-115000000,,2.86,0.0242,,,,0.312,-0.35,-360000000,-475000000,1.45,2006-12-31,12.39,,2881000000.0,-748000000,-295000000,131000000,,,None,739000000,None,,None,,,,,-441000000,0,None,None,0.0766,,-748000000,-475000000,,,,,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,quarterly,1.1,USD,pre-market,99000000,,0.0741,-0.0417,-0.168,120.27,159000000,,,,127.27,117.28,,-24.1379,,,,,,,-4075000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,1119000000,1119000000,,,,,,None,60000000,,2.86,0.0242,,,,0.312,-0.35,156000000,216000000,1.45,2006-09-30,12.39,,2881000000.0,267000000,88000000,25000000,,,None,71000000,None,,None,,,,,62000000,0,None,None,0.0766,,267000000,156000000,,,,,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,quarterly,1.1,USD,pre-market,0,,0.0741,-0.0417,-0.168,120.27,143000000,,,,127.27,117.28,,-24.1379,,,,,,,1386000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,1426000000,1426000000,,,,,,None,64000000,,2.86,0.0242,,,,0.312,-0.35,185000000,249000000,1.45,2006-06-30,12.39,,2881000000.0,296000000,82000000,-169000000,,,None,86000000,None,,None,,,,,251000000,0,None,None,0.0766,,296000000,185000000,,,,,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,quarterly,1.1,USD,pre-market,0,,0.0741,-0.0417,-0.168,120.27,129000000,,,,127.27,117.28,,-24.1379,,,,,,,1722000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,1332000000,1332000000,,,,,,None,60000000,,2.86,0.0242,,,,0.312,-0.35,125000000,185000000,1.45,2006-03-31,12.39,,2881000000.0,269000000,50000000,-10000000,,,None,65000000,None,,None,,,,,63000000,0,None,None,0.0766,,269000000,125000000,,,,,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,quarterly,1.1,USD,pre-market,0,,0.0741,-0.0417,-0.168,120.27,147000000,,,,127.27,117.28,,-24.1379,,,,,,,1601000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,1405000000,1405000000,,,,,,None,54000000,,2.86,0.0242,,,,0.312,-0.35,235000000,289000000,1.45,2005-12-31,12.39,,2881000000.0,308000000,31000000,-304000000,,,None,199000000,None,,None,,,,,338000000,0,None,None,0.0766,,308000000,235000000,,,,,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,quarterly,1.1,USD,pre-market,58000000,,0.0741,-0.0417,-0.168,120.27,171000000,,,,127.27,117.28,,-24.1379,,,,,,,1713000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,7220000000,7220000000,,,,,,None,614000000,,2.86,0.0242,,,,0.312,-0.35,361000000,975000000,1.45,2025-12-31,12.39,,2881000000.0,2883000000,105000000,293000000,,,None,256000000,256000000,,None,,,,,-522000000,-188000000,-256000000,None,0.0766,,1163000000,1720000000,,,,,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,annual,1.1,USD,pre-market,150000000,,0.0741,-0.0417,-0.168,120.27,1014000000,,,,127.27,117.28,,-24.1379,,,,,,,10103000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,7683000000,7683000000,,,,,,None,622000000,,2.86,0.0242,,,,0.312,-0.35,1127000000,1749000000,1.45,2024-12-31,12.39,,2881000000.0,3292000000,922000000,275000000,,,None,212000000,212000000,,None,,,,,647000000,647000000,-212000000,None,0.0766,,1186000000,2106000000,,,,,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,annual,1.1,USD,pre-market,144000000,,0.0741,-0.0417,-0.168,120.27,891000000,,,,127.27,117.28,,-24.1379,,,,,,,10975000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,6840000000,6840000000,,,,,,None,499000000,,2.86,0.0242,,,,0.312,-0.35,1667000000,2166000000,1.45,2023-12-31,12.39,,2881000000.0,2837000000,1594000000,401000000,,,None,76000000,76000000,,None,,,,,1196000000,1185000000,-89000000,None,0.0766,,952000000,1885000000,,,,,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,annual,1.1,USD,pre-market,123000000,,0.0741,-0.0417,-0.168,120.27,839000000,,,,127.27,117.28,,-24.1379,,,,,,,9677000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,7051000000,7051000000,,,,,,None,476000000,,2.86,0.0242,,,,0.312,-0.35,1594000000,2070000000,1.45,2022-12-31,12.39,,2881000000.0,2710000000,1614000000,373000000,,,None,109000000,109000000,,None,,,,,1241000000,1241000000,-109000000,None,0.0766,,902000000,1808000000,,,,,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,annual,1.1,USD,pre-market,106000000,,0.0741,-0.0417,-0.168,120.27,678000000,,,,127.27,117.28,,-24.1379,,,,,,,9761000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,6282000000,6282000000,,,,,,None,465000000,,2.86,0.0242,,,,0.312,-0.35,1444000000,1909000000,1.45,2021-12-31,12.39,,2881000000.0,2216000000,1314000000,319000000,,,None,126000000,126000000,,None,,,,,995000000,994000000,-126000000,None,0.0766,,846000000,1370000000,,,,,-8000000,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,annual,1.1,USD,pre-market,91000000,,0.0741,-0.0417,-0.168,120.27,647000000,,,,127.27,117.28,,-24.1379,,,,,,,8498000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,5414000000,5414000000,,,,,,None,457000000,,2.86,0.0242,,,,0.312,-0.35,-116000000,341000000,1.45,2020-12-31,12.39,,2881000000.0,1641000000,-256000000,129000000,,,None,132000000,132000000,,None,,,,,-383000000,-385000000,-132000000,None,0.0766,,746000000,895000000,,,,,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,annual,1.1,USD,pre-market,82000000,,0.0741,-0.0417,-0.168,120.27,566000000,,,,127.27,117.28,,-24.1379,,,,,,,7055000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,5532000000,5532000000,,,,,,None,448000000,,2.86,0.0242,,,,0.312,-0.35,734000000,1182000000,1.45,2019-12-31,12.39,,2881000000.0,1628000000,591000000,186000000,,,None,131000000,131000000,,None,,,,,405000000,404000000,-131000000,None,0.0766,,785000000,843000000,,,,,-31000000,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,annual,1.1,USD,pre-market,87000000,,0.0741,-0.0417,-0.168,120.27,581000000,,,,127.27,117.28,,-24.1379,,,,,,,7160000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,5408000000,5408000000,,,,,,None,433000000,,2.86,0.0242,,,,0.312,-0.35,833000000,1266000000,1.45,2018-12-31,12.39,,2881000000.0,1649000000,703000000,156000000,,,None,117000000,117000000,,None,,,,,545000000,860000000,-117000000,None,0.0766,,782000000,867000000,,,,,-1000000,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,annual,1.1,USD,pre-market,89000000,,0.0741,-0.0417,-0.168,120.27,700000000,,,,127.27,117.28,,-24.1379,,,,,,,7057000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,4791000000,4791000000,,,,,,None,371000000,,2.86,0.0242,,,,0.312,-0.35,666000000,1037000000,1.45,2017-12-31,12.39,,2881000000.0,1593000000,559000000,269000000,,,None,107000000,107000000,,None,,,,,289000000,828000000,-107000000,None,0.0766,,699000000,894000000,,,,,-71000000,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,annual,1.1,USD,pre-market,85000000,,0.0741,-0.0417,-0.168,120.27,620000000,,,,127.27,117.28,,-24.1379,,,,,,,6384000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,4255000000,4255000000,,,,,,None,343000000,,2.86,0.0242,,,,0.312,-0.35,697000000,1040000000,1.45,2016-12-31,12.39,,2881000000.0,1422000000,587000000,188000000,,,None,108000000,108000000,,None,,,,,393000000,778000000,-108000000,None,0.0766,,660000000,762000000,,,,,-1000000,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,annual,1.1,USD,pre-market,82000000,,0.0741,-0.0417,-0.168,120.27,584000000,,,,127.27,117.28,,-24.1379,,,,,,,5677000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,4177000000,4177000000,,,,,,None,300000000,,2.86,0.0242,,,,0.312,-0.35,553000000,853000000,1.45,2015-12-31,12.39,,2881000000.0,1173000000,454000000,120000000,,,None,100000000,100000000,,None,,,,,330000000,333000000,None,None,0.0766,,598000000,575000000,,,,,5000000,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,annual,1.1,USD,pre-market,73000000,,0.0741,-0.0417,-0.168,120.27,525000000,,,,127.27,117.28,,-24.1379,,,,,,,5350000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,4299000000,4299000000,,,,,,None,304000000,,2.86,0.0242,,,,0.312,-0.35,346000000,650000000,1.45,2014-12-31,12.39,,2881000000.0,977000000,233000000,5000000,,,None,114000000,None,,None,,,,,226000000,227000000,None,None,0.0766,,563000000,414000000,,,,,-46000000,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,annual,1.1,USD,pre-market,76000000,,0.0741,-0.0417,-0.168,120.27,487000000,,,,127.27,117.28,,-24.1379,,,,,,,5276000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,4293000000,4293000000,,,,,,None,332000000,,2.86,0.0242,,,,0.312,-0.35,385000000,717000000,1.45,2013-12-31,12.39,,2881000000.0,1002000000,273000000,68000000,,,None,112000000,None,,None,,,,,204000000,205000000,None,None,0.0766,,589000000,413000000,,,,,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,annual,1.1,USD,pre-market,77000000,,0.0741,-0.0417,-0.168,120.27,530000000,,,,127.27,117.28,,-24.1379,,,,,,,5295000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,4370000000,4370000000,,,,,,None,349000000,,2.86,0.0242,,,,0.312,-0.35,74000000,423000000,1.45,2012-12-31,12.39,,2881000000.0,802000000,-44000000,-28000000,,,None,114000000,None,,None,,,,,-19000000,-12000000,None,None,0.0766,,588000000,214000000,,,,,-74000000,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,annual,1.1,USD,pre-market,79000000,,0.0741,-0.0417,-0.168,120.27,509000000,,,,127.27,117.28,,-24.1379,,,,,,,5172000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,4303000000,4303000000,,,,,,None,318000000,,2.86,0.0242,,,,0.312,-0.35,459000000,777000000,1.45,2011-12-31,12.39,,2881000000.0,1032000000,355000000,74000000,,,None,108000000,None,,None,,,,,276000000,279000000,None,None,0.0766,,602000000,430000000,,,,,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,annual,1.1,USD,pre-market,77000000,,0.0741,-0.0417,-0.168,120.27,525000000,,,,127.27,117.28,,-24.1379,,,,,,,5335000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,4049000000,4049000000,,,,,,None,320000000,,2.86,0.0242,,,,0.312,-0.35,205000000,525000000,1.45,2010-12-31,12.39,,2881000000.0,948000000,100000000,-840000000,,,None,110000000,None,,None,,,,,933000000,936000000,None,None,0.0766,,599000000,349000000,,,,,4000000,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,annual,1.1,USD,pre-market,76000000,,0.0741,-0.0417,-0.168,120.27,516000000,,,,127.27,117.28,,-24.1379,,,,,,,4997000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,3993000000,3993000000,,,,,,None,325000000,,2.86,0.0242,,,,0.312,-0.35,192000000,517000000,1.45,2009-12-31,12.39,,2881000000.0,810000000,81000000,14000000,,,None,111000000,None,,None,,,,,64000000,None,None,None,0.0766,,604000000,206000000,,,,,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,annual,1.1,USD,pre-market,61000000,,0.0741,-0.0417,-0.168,120.27,551000000,,,,127.27,117.28,,-24.1379,,,,,,,4803000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,4963000000,4963000000,,,,,,None,331000000,,2.86,0.0242,,,,0.312,-0.35,196000000,527000000,1.45,2008-12-31,12.39,,2881000000.0,884000000,80000000,919000000,,,None,116000000,None,,None,,,,,-813000000,None,None,None,0.0766,,712000000,172000000,,,,,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,annual,1.1,USD,pre-market,69000000,,0.0741,-0.0417,-0.168,120.27,643000000,,,,127.27,117.28,,-24.1379,,,,,,,5847000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,4201000000,4201000000,,,,,,None,343000000,,2.86,0.0242,,,,0.312,-0.35,145000000,488000000,1.45,2007-12-31,12.39,,2881000000.0,777000000,23000000,-8000000,,,None,122000000,None,,None,,,,,96000000,None,None,None,0.0766,,577000000,200000000,,,,,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,annual,1.1,USD,pre-market,42000000,,0.0741,-0.0417,-0.168,120.27,535000000,,,,127.27,117.28,,-24.1379,,,,,,,4978000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,,1.341,48.04,,,,,,,,,,,,,,,None,5395000000,5395000000,,,,,,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2006-12-31,12.39,,2881000000.0,1066000000,9076000000,997000000,,,None,739000000,None,,None,,,,,-65000000,None,None,None,0.0766,,589000000,477000000,,,,,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,,2026-02-18,annual,1.1,USD,pre-market,59000000,,0.0741,-0.0417,-0.168,120.27,583000000,,,,127.27,117.28,,-24.1379,,,,,,,6461000000,,,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,533000000,353000000,353000000,,,,,,,,,1000000,80200000,None,5395000000,5395000000,1257000000,None,485000000,937000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2025-12-31,12.39,1679000000,2881000000.0,1066000000,9076000000,997000000,2535000000,2535000000,None,739000000,None,1472000000,None,None,4687000000,None,None,-65000000,None,None,None,0.0766,,589000000,477000000,583000000,835000000,None,323000000,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,4677000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,4463000000,0.0741,-0.0417,-0.168,120.27,583000000,6155000000,568000000,None,127.27,117.28,,-24.1379,12980000000,3345000000,2660000000,9087000000,9635000000,6427000000,6461000000,3853000000,None,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,454000000,294000000,294000000,,,,,,,,,1000000,83446000,None,5395000000,5395000000,1316000000,None,476000000,1440000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2025-09-30,12.39,2029000000,2881000000.0,1066000000,9076000000,997000000,2609000000,2609000000,None,739000000,None,1423000000,None,None,4678000000,None,None,-65000000,None,None,None,0.0766,,589000000,477000000,570000000,795000000,None,322000000,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,4423000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,4824000000,0.0741,-0.0417,-0.168,120.27,583000000,5608000000,558000000,None,127.27,117.28,,-24.1379,13517000000,3727000000,2669000000,9079000000,9790000000,6410000000,6461000000,4399000000,None,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,441000000,230000000,230000000,,,,,,,,,1000000,85500000,None,5395000000,5395000000,1253000000,None,456000000,1644000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2025-06-30,12.39,2814000000,2881000000.0,1066000000,9076000000,997000000,2664000000,2664000000,None,739000000,None,1459000000,None,None,5080000000,None,None,-65000000,None,None,None,0.0766,,589000000,477000000,583000000,783000000,None,318000000,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,4369000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,5376000000,0.0741,-0.0417,-0.168,120.27,583000000,5977000000,538000000,None,127.27,117.28,,-24.1379,14483000000,3916000000,2574000000,9279000000,10567000000,6705000000,6461000000,5163000000,None,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,425000000,400000000,400000000,,,,,,,,,1000000,86300000,None,5395000000,5395000000,1292000000,None,534000000,1557000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2025-03-31,12.39,2762000000,2881000000.0,1066000000,9076000000,997000000,2660000000,2660000000,None,739000000,None,1407000000,None,None,5045000000,None,None,-65000000,None,None,None,0.0766,,589000000,477000000,560000000,811000000,None,296000000,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,4264000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,5072000000,0.0741,-0.0417,-0.168,120.27,583000000,6004000000,617000000,None,127.27,117.28,,-24.1379,14266000000,3924000000,2720000000,9342000000,10342000000,6622000000,6461000000,4882000000,None,156.32,96.16
2026-04-16,OC,-2.24,10103000000.0,None,1.341,48.04,,462000000,361000000,361000000,,,,,,,,,1000000,87900000,None,5395000000,5395000000,1430000000,None,38000000,1244000000,None,None,278000000,,2.86,0.0242,,,,0.312,-0.35,9346000000,9624000000,1.45,2024-12-31,12.39,2843000000,2881000000.0,1066000000,9076000000,997000000,2688000000,2688000000,None,739000000,None,1587000000,None,None,5116000000,None,None,-65000000,None,None,None,0.0766,,589000000,477000000,186000000,640000000,None,297000000,None,,,,,1.617,2.469,0.971,,,,,,,,-0.0517,,4578000000,2026-02-18,quarterly,1.1,USD,pre-market,59000000,-691000000,0.0741,-0.0417,-0.168,120.27,583000000,500000000,125000000,None,127.27,117.28,,-24.1379,14075000000,3378000000,2297000000,8955000000,10697000000,6658000000,6461000000,5077000000,None,156.32,96.16
