date,symbol,eps,revenue_ttm,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,forward_pe,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,peg_ratio,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,stockbasedcompensation,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,treasurystock,week_52_high,week_52_low
2001-03-31,OIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-05-02,,0.31,,pre-market,,,,,,,,,,,,,,63.1579,,,,,,,,,,,
2001-06-30,OIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-08-06,,0.21,,pre-market,,,,,,,,,,,,,,75.0,,,,,,,,,,,
2001-09-30,OIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-11-01,,0.21,,pre-market,,,,,,,,,,,,,,50.0,,,,,,,,,,,
2001-12-31,OIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-02-04,,0.23,,pre-market,,,,,,,,,,,,,,4.5455,,,,,,,,,,,
2002-03-31,OIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-04-30,,0.21,,pre-market,,,,,,,,,,,,,,5.0,,,,,,,,,,,
2002-06-30,OIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-07-24,,0.17,,pre-market,,,,,,,,,,,,,,21.4286,,,,,,,,,,,
2002-09-30,OIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-10-23,,0.21,,pre-market,,,,,,,,,,,,,,10.5263,,,,,,,,,,,
2002-12-31,OIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-02-03,,0.23,,pre-market,,,,,,,,,,,,,,4.5455,,,,,,,,,,,
2003-03-31,OIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04-28,,0.27,,pre-market,,,,,,,,,,,,,,8.0,,,,,,,,,,,
2003-06-30,OIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-07-28,,0.21,,pre-market,,,,,,,,,,,,,,0.0,,,,,,,,,,,
2003-09-30,OIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-10-27,,0.23,,pre-market,,,,,,,,,,,,,,4.5455,,,,,,,,,,,
2003-12-31,OIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-02,,0.22,,pre-market,,,,,,,,,,,,,,4.7619,,,,,,,,,,,
2004-03-31,OIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-04-28,,0.32,,pre-market,,,,,,,,,,,,,,18.5185,,,,,,,,,,,
2004-06-30,OIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-08-02,,0.24,,pre-market,,,,,,,,,,,,,,33.3333,,,,,,,,,,,
2004-09-30,OIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-11-01,,0.31,,pre-market,,,,,,,,,,,,,,14.8148,,,,,,,,,,,
2004-12-31,OIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-02-08,,0.31,,pre-market,,,,,,,,,,,,,,-6.0606,,,,,,,,,,,
2005-03-31,OIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-04-27,,0.5,,pre-market,,,,,,,,,,,,,,21.9512,,,,,,,,,,,
2005-06-30,OIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-08-01,,0.49,,pre-market,,,,,,,,,,,,,,32.4324,,,,,,,,,,,
2005-09-30,OIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-10-31,,0.6,,pre-market,,,,,,,,,,,,,,5.2632,,,,,,,,,,,
2005-12-31,OIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-02-07,,0.69,,pre-market,,,,,,,,,,,,,,7.8125,,,,,,,,,,,
2006-03-31,OIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-05-03,,0.92,,pre-market,,,,,,,,,,,,,,16.4557,,,,,,,,,,,
2006-06-30,OIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-08-02,,0.83,,pre-market,,,,,,,,,,,,,,18.5714,,,,,,,,,,,
2006-09-30,OIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-10-30,,0.99,,pre-market,,,,,,,,,,,,,,15.1163,,,,,,,,,,,
2006-12-31,OIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-02-07,,0.98,,pre-market,,,,,,,,,,,,,,7.6923,,,,,,,,,,,
2007-03-31,OIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-05-01,,1.05,,pre-market,,,,,,,,,,,,,,6.0606,,,,,,,,,,,
2007-06-30,OIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-07-31,,0.86,,pre-market,,,,,,,,,,,,,,1.1765,,,,,,,,,,,
2007-09-30,OIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-11-01,,0.97,,pre-market,,,,,,,,,,,,,,-3.0,,,,,,,,,,,
2007-12-31,OIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-02-19,,0.95,,pre-market,,,,,,,,,,,,,,1.0638,,,,,,,,,,,
2008-03-31,OIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-04-29,,1.31,,pre-market,,,,,,,,,,,,,,13.913,,,,,,,,,,,
2008-06-30,OIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-07-31,,1.14,,pre-market,,,,,,,,,,,,,,18.75,,,,,,,,,,,
2008-09-30,OIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-10-29,,1.66,,pre-market,,,,,,,,,,,,,,32.8,,,,,,,,,,,
2008-12-31,OIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,,,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-02-19,,1.74,,pre-market,,,,,,,,,,,,,,20.0,,,,,,,,,,,
2009-03-31,OIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-05-07,,1.13,,pre-market,,,,,,,,,,,,,,9.7087,,,,,,,,,,,
2009-06-30,OIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-07-29,,0.42,,pre-market,,,,,,,,,,,,,,10.5263,,,,,,,,,,,
2009-09-30,OIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-11-03,,0.53,,pre-market,,,,,,,,,,,,,,32.5,,,,,,,,,,,
2009-12-31,OIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-02-22,,0.78,,pre-market,,,,,,,,,,,,,,56.0,,,,,,,,,,,
