date,symbol,eps,revenue_ttm,pe_ratio,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividend_per_share,dividend_yield,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,forward_pe,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,trailing_pe,treasurystock,week_52_high,week_52_low
2024-09-30,GRNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,0.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-08,,0.14,,pre-market,,,,,,,,,,,,,3.7037,,,,,,,,,,,,
2024-12-31,GRNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.25,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-06,,-0.09,,pre-market,,,,,,,,,,,,,-156.25,,,,,,,,,,,,
2025-03-31,GRNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-08,,0.07,,pre-market,,,,,,,,,,,,,-53.3333,,,,,,,,,,,,
2025-06-30,GRNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-07,,0.19,,pre-market,,,,,,,,,,,,,72.7273,,,,,,,,,,,,
2025-09-30,GRNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-06,,0.11,,pre-market,,,,,,,,,,,,,0.0,,,,,,,,,,,,
2025-12-28,GRNT,0.29,427828000.0,16.03,,0.304,4.906,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,0.0946,,,,0.592,0.0,,,0.11,,8.16,,347499000.0,,,,,,,,,,,,,,,,,,,0.231,,,,,,,,,,,,,0.948,1.427,,,,,,,,0.0883,,,2025-11-06,,0.11,,pre-market,,,0.0673,0.058,0.208,3.282,,,,,5.42,5.13,0.0,,,,,,,,,16.03,,6.47,4.257
2025-12-28,GRNT,0.29,427828000.0,16.03,,0.304,4.906,,,,,,,,,,,,,,,None,86094000,86094000,,,,,,None,55947000,,0.44,0.0946,,,,0.592,0.0,25361000,81308000,0.11,2025-09-30,8.16,,347499000.0,26577000,19292000,4769000,,,None,6069000,None,,None,,,,,14523000,14523000,-6069000,None,0.231,,6988000,19589000,,,,,None,,,,,0.948,1.427,,,,,,,,0.0883,,,2025-11-06,quarterly,0.11,USD,pre-market,None,,0.0673,0.058,0.208,3.282,6988000,,,,5.42,5.13,0.0,,,,,,,112671000,,16.03,,6.47,4.257
2025-12-28,GRNT,0.29,427828000.0,16.03,,0.304,4.906,,,,,,,,,,,,,,,None,79967000,79967000,,,,,,None,53412000,,0.44,0.0946,,,,0.592,0.0,38772000,92184000,0.11,2025-06-30,8.16,,347499000.0,29252000,32858000,7777000,,,None,5914000,None,,None,,,,,25081000,25081000,-5914000,None,0.231,,8517000,20735000,,,,,None,,,,,0.948,1.427,,,,,,,,0.0883,,,2025-11-06,quarterly,0.11,USD,pre-market,None,,0.0673,0.058,0.208,3.282,8517000,,,,5.42,5.13,0.0,,,,,,,109219000,,16.03,,6.47,4.257
2025-12-28,GRNT,0.29,427828000.0,16.03,,0.304,4.906,,,,,,,,,,,,,,,None,73053000,73053000,,,,,,None,48445000,,0.44,0.0946,,,,0.592,0.0,17707000,66152000,0.11,2025-03-31,8.16,,347499000.0,49878000,12692000,2880000,,,None,5015000,None,,None,,,,,9812000,9812000,-5015000,None,0.231,,7343000,42535000,,,,,None,,,,,0.948,1.427,,,,,,,,0.0883,,,2025-11-06,quarterly,0.11,USD,pre-market,None,,0.0673,0.058,0.208,3.282,7463000,,,,5.42,5.13,0.0,,,,,,,122931000,,16.03,,6.47,4.257
2025-12-28,GRNT,0.29,427828000.0,16.03,,0.304,4.906,,,,,,,,,,,,,,,None,72166000,72166000,,,,,,None,49847000,,0.44,0.0946,,,,0.592,0.0,-11587000,38260000,0.11,2024-12-31,8.16,,347499000.0,34141000,-16260000,-4638000,,,None,4673000,None,,None,,,,,-11622000,-11622000,-4673000,None,0.231,,41057000,-6916000,,,,,None,,,,,0.948,1.427,,,,,,,,0.0883,,,2025-11-06,quarterly,0.11,USD,pre-market,None,,0.0673,0.058,0.208,3.282,5944000,,,,5.42,5.13,0.0,,,,,,,106307000,,16.03,,6.47,4.257
2025-12-28,GRNT,0.29,427828000.0,16.03,,0.304,4.906,,,,,,,,,,,,,,,None,6345000,6345000,,,,,,None,44149000,,0.44,0.0946,,,,0.592,0.0,18204000,62353000,0.11,2024-09-30,8.16,,347499000.0,87730000,13384000,4330000,,,None,4820000,None,,None,,,,,9054000,9054000,-4820000,None,0.231,,63048000,24682000,,,,,None,,,,,0.948,1.427,,,,,,,,0.0883,,,2025-11-06,quarterly,0.11,USD,pre-market,None,,0.0673,0.058,0.208,3.282,5590000,,,,5.42,5.13,0.0,,,,,,,94075000,,16.03,,6.47,4.257
2025-12-28,GRNT,0.29,427828000.0,16.03,,0.304,4.906,,,,,,,,,,,,,,,None,62142000,62142000,,,,,,None,41592000,,0.44,0.0946,,,,0.592,0.0,12596000,54188000,0.11,2024-06-30,8.16,,347499000.0,28510000,6779000,1678000,,,None,5817000,None,,None,,,,,5101000,5101000,-5817000,None,0.231,,6623000,21887000,,,,,None,,,,,0.948,1.427,,,,,,,,0.0883,,,2025-11-06,quarterly,0.11,USD,pre-market,None,,0.0673,0.058,0.208,3.282,6623000,,,,5.42,5.13,0.0,,,,,,,90652000,,16.03,,6.47,4.257
2025-12-28,GRNT,0.29,427828000.0,16.03,,0.304,4.906,,,,,,,,,,,,,,,None,62169000,62169000,,,,,,None,40941000,,0.44,0.0946,,,,0.592,0.0,24223000,65164000,0.11,2024-03-31,8.16,,347499000.0,26827000,21064000,4837000,,,None,3159000,None,,None,,,,,16227000,16227000,-3159000,None,0.231,,7224000,19603000,,,,,None,,,,,0.948,1.427,,,,,,,,0.0883,,,2025-11-06,quarterly,0.11,USD,pre-market,None,,0.0673,0.058,0.208,3.282,6492000,,,,5.42,5.13,0.0,,,,,,,88996000,,16.03,,6.47,4.257
2025-12-28,GRNT,0.29,427828000.0,16.03,,0.304,4.906,,,,,,,,,,,,,,,None,70879000,70879000,,,,,,None,47574000,,0.44,0.0946,,,,0.592,0.0,24363000,71937000,0.11,2023-12-31,8.16,,347499000.0,35919000,21954000,4415000,,,None,2409000,None,,None,,,,,17539000,17539000,-2409000,None,0.231,,31193000,4726000,,,,,None,,,,,0.948,1.427,,,,,,,,0.0883,,,2025-11-06,quarterly,0.11,USD,pre-market,None,,0.0673,0.058,0.208,3.282,4521000,,,,5.42,5.13,0.0,,,,,,,106798000,,16.03,,6.47,4.257
2025-12-28,GRNT,0.29,427828000.0,16.03,,0.304,4.906,,,,,,,,,,,,,,,None,68992000,68992000,,,,,,None,44267000,,0.44,0.0946,,,,0.592,0.0,24466000,68733000,0.11,2023-09-30,8.16,,347499000.0,39412000,23110000,5153000,,,None,1356000,None,,None,,,,,17957000,17957000,-1356000,None,0.231,,6809000,32603000,,,,,None,,,,,0.948,1.427,,,,,,,,0.0883,,,2025-11-06,quarterly,0.11,USD,pre-market,None,,0.0673,0.058,0.208,3.282,5249000,,,,5.42,5.13,0.0,,,,,,,108404000,,16.03,,6.47,4.257
2025-12-28,GRNT,0.29,427828000.0,16.03,,0.304,4.906,,,,,,,,,,,,,,,None,55678000,55678000,,,,,,None,34969000,,0.44,0.0946,,,,0.592,0.0,14077000,49046000,0.11,2023-06-30,8.16,,347499000.0,31879000,12866000,4129000,,,None,1211000,None,,None,,,,,8737000,8737000,-1211000,None,0.231,,8011000,23868000,,,,,-9791000,,,,,0.948,1.427,,,,,,,,0.0883,,,2025-11-06,quarterly,0.11,USD,pre-market,None,,0.0673,0.058,0.208,3.282,8011000,,,,5.42,5.13,0.0,,,,,,,87557000,,16.03,,6.47,4.257
2025-12-28,GRNT,0.29,427828000.0,16.03,,0.304,4.906,,,,,,,,,,,,,,,None,53341000,53341000,,,,,,None,33852000,,0.44,0.0946,,,,0.592,0.0,47991000,81843000,0.11,2023-03-31,8.16,,347499000.0,37969000,47652000,10786000,,,None,339000,None,,None,,,,,36866000,36866000,-339000,None,0.231,,8579000,29390000,,,,,18601000,,,,,0.948,1.427,,,,,,,,0.0883,,,2025-11-06,quarterly,0.11,USD,pre-market,None,,0.0673,0.058,0.208,3.282,8579000,,,,5.42,5.13,0.0,,,,,,,91310000,,16.03,,6.47,4.257
2025-12-28,GRNT,0.29,427828000.0,16.03,,0.304,4.906,,,,,,,,,,,,,,,None,45924000,45924000,,,,,,None,21656000,,0.44,0.0946,,,,0.592,0.0,69760000,91416000,0.11,2022-12-31,8.16,,347499000.0,70411000,69475000,12850000,,,None,285000,None,,None,,,,,56625000,115538000,-285000,None,0.231,,6476000,63935000,,,,,12164000,,,,,0.948,1.427,,,,,,,,0.0883,,,2025-11-06,quarterly,0.11,USD,pre-market,None,,0.0673,0.058,0.208,3.282,6476000,,,,5.42,5.13,0.0,,,,,,,116335000,,16.03,,6.47,4.257
2025-12-28,GRNT,0.29,427828000.0,16.03,,0.304,4.906,,,,,,,,,,,,,,,None,6368000,6368000,,,,,,None,476000,,0.44,0.0946,,,,0.592,0.0,37129000,37605000,0.11,2022-09-30,8.16,,347499000.0,83826000,37129000,-476000,,,None,476000,None,,None,,,,,37605000,43687000,-570000,None,0.231,,6368000,37129000,,,,,6082000,,,,,0.948,1.427,,,,,,,,0.0883,,,2025-11-06,quarterly,0.11,USD,pre-market,None,,0.0673,0.058,0.208,3.282,1776000,,,,5.42,5.13,0.0,,,,,,,90194000,,16.03,,6.47,4.257
2025-12-28,GRNT,0.29,427828000.0,16.03,,0.304,4.906,,,,,,,,,,,,,,,None,48645000,48645000,,,,,,None,31404000,,0.44,0.0946,,,,0.592,0.0,93893000,125297000,0.11,2022-06-30,8.16,,347499000.0,101622000,93284000,234074,,,None,609000,None,,None,,,,,93284000,990010,-7227,None,0.231,,2267000,99355000,,,,,None,,,,,0.948,1.427,,,,,,,,0.0883,,,2025-11-06,quarterly,0.11,USD,pre-market,None,,0.0673,0.058,0.208,3.282,2267000,,,,5.42,5.13,0.0,,,,,,,150267000,,16.03,,6.47,4.257
2025-12-28,GRNT,0.29,427828000.0,16.03,,0.304,4.906,,,,,,,,,,,,,,,None,29712000,29712000,,,,,,None,16125000,,0.44,0.0946,,,,0.592,0.0,32969000,49094000,0.11,2022-03-31,8.16,,347499000.0,64138000,32444000,569402,,,None,525000,None,,None,,,,,32444000,154144,-11329,None,0.231,,2774000,61364000,,,,,None,,,,,0.948,1.427,,,,,,,,0.0883,,,2025-11-06,quarterly,0.11,USD,pre-market,None,,0.0673,0.058,0.208,3.282,2774000,,,,5.42,5.13,0.0,,,,,,,93850000,,16.03,,6.47,4.257
2025-12-28,GRNT,0.29,427828000.0,16.03,,0.304,4.906,,,,,,,,,,,,,,,None,11155000,11155000,,,,,,None,48863000,,0.44,0.0946,,,,0.592,0.0,32853000,81716000,0.11,2021-12-31,8.16,,347499000.0,119306000,51788000,-48863000,,,None,1459000,None,,None,,,,,51788000,None,None,None,0.231,,51785000,67521000,,,,,None,,,,,0.948,1.427,,,,,,,,0.0883,,,2025-11-06,quarterly,0.11,USD,pre-market,None,,0.0673,0.058,0.208,3.282,5201000,,,,5.42,5.13,0.0,,,,,,,130461000,,16.03,,6.47,4.257
2025-12-28,GRNT,0.29,427828000.0,16.03,,0.304,4.906,,,,,,,,,,,,,,,None,6127000,6127000,,,,,,None,15793781,,0.44,0.0946,,,,0.592,0.0,32031999,47825780,0.11,2021-09-30,8.16,,347499000.0,49590000,25121000,-15793781,,,None,353000,None,,None,,,,,25121000,None,None,None,0.231,,17558000,32031999,,,,,None,,,,,0.948,1.427,,,,,,,,0.0883,,,2025-11-06,quarterly,0.11,USD,pre-market,None,,0.0673,0.058,0.208,3.282,1764000,,,,5.42,5.13,0.0,,,,,,,55717000,,16.03,,6.47,4.257
2025-12-28,GRNT,0.29,427828000.0,16.03,,0.304,4.906,,,,,,,,,,,,,,,None,1260367,1260367,,,,,,None,689639,,0.44,0.0946,,,,0.592,0.0,1650948,2340587,0.11,2021-06-30,8.16,,347499000.0,1655145,1611414,-158589,,,None,39534,None,,None,,,,,1611414,None,None,None,0.231,,-852815,2507960,,,,,None,,,,,0.948,1.427,,,,,,,,0.0883,,,2025-11-06,quarterly,0.11,USD,pre-market,None,,0.0673,0.058,0.208,3.282,162786,,,,5.42,5.13,0.0,,,,,,,2915512,,16.03,,6.47,4.257
2025-12-28,GRNT,0.29,427828000.0,16.03,,0.304,4.906,,,,,,,,,,,,,,,None,1913081,1913081,,,,,,None,1188815,,0.44,0.0946,,,,0.592,0.0,209921,1398736,0.11,2021-03-31,8.16,,347499000.0,1019939,167741,746322,,,None,42180,None,,None,,,,,167741,None,None,None,0.231,,63696,956243,,,,,None,,,,,0.948,1.427,,,,,,,,0.0883,,,2025-11-06,quarterly,0.11,USD,pre-market,None,,0.0673,0.058,0.208,3.282,63696,,,,5.42,5.13,0.0,,,,,,,2933020,,16.03,,6.47,4.257
2025-12-28,GRNT,0.29,427828000.0,16.03,,0.304,4.906,,,,,,,,,,,,,,,None,259997000,259997000,,,,,,None,176529000,,0.44,0.0946,,,,0.592,0.0,43436000,219965000,0.11,2024-12-31,8.16,,347499000.0,120033000,24966000,6207000,,,None,18470000,None,,None,,,,,18759000,18759000,-18470000,None,0.231,,60777000,59256000,,,,,None,,,,,0.948,1.427,,,,,,,,0.0883,,,2025-11-06,annual,0.11,USD,pre-market,None,,0.0673,0.058,0.208,3.282,24649000,,,,5.42,5.13,0.0,,,,,,,380030000,,16.03,,6.47,4.257
2025-12-28,GRNT,0.29,427828000.0,16.03,,0.304,4.906,,,,,,,,,,,,,,,None,248890000,248890000,,,,,,None,160662000,,0.44,0.0946,,,,0.592,0.0,110897000,271559000,0.11,2023-12-31,8.16,,347499000.0,145179000,105582000,24483000,,,None,5315000,None,,None,,,,,81099000,120185000,-3191000,None,0.231,,54592000,90587000,,,,,None,,,,,0.948,1.427,,,,,,,,0.0883,,,2025-11-06,annual,0.11,USD,pre-market,None,,0.0673,0.058,0.208,3.282,27920000,,,,5.42,5.13,0.0,,,,,,,394069000,,16.03,,6.47,4.257
2025-12-28,GRNT,0.29,427828000.0,16.03,,0.304,4.906,,,,,,,,,,,,,,,None,181049000,181049000,,,,,,None,105752000,,0.44,0.0946,,,,0.592,0.0,277183000,382935000,0.11,2022-12-31,8.16,,347499000.0,316368000,275194000,12850000,,,None,1989000,None,,None,,,,,262344000,262344000,-1989000,None,0.231,,14223000,302145000,,,,,-24962000,,,,,0.948,1.427,,,,,,,,0.0883,,,2025-11-06,annual,0.11,USD,pre-market,None,,0.0673,0.058,0.208,3.282,14223000,,,,5.42,5.13,0.0,,,,,,,497417000,,16.03,,6.47,4.257
2025-12-28,GRNT,0.29,427828000.0,16.03,,0.304,4.906,,,,,,,,,,,,,,,None,139060000,139060000,,,,,,None,94661000,,0.44,0.0946,,,,0.592,0.0,110844000,205505000,0.11,2021-12-31,8.16,,347499000.0,151133000,108459000,138148,,,None,2385000,None,,None,,,,,108459000,3765026,-138148,None,0.231,,7900000,143233000,,,,,None,,,,,0.948,1.427,,,,,,,,0.0883,,,2025-11-06,annual,0.11,USD,pre-market,None,,0.0673,0.058,0.208,3.282,10179000,,,,5.42,5.13,0.0,,,,,,,290193000,,16.03,,6.47,4.257
2025-12-28,GRNT,0.29,427828000.0,16.03,,0.304,4.906,,,,,,,,,,,,,,,None,107008000,107008000,,,,,,None,79947000,,0.44,0.0946,,,,0.592,0.0,-22089000,57858000,0.11,2020-12-31,8.16,,347499000.0,-19910000,-23930000,1841000,,,None,1841000,None,,None,,,,,-23930000,-7749798,-244797,None,0.231,,15185000,-35095000,,,,,None,,,,,0.948,1.427,,,,,,,,0.0883,,,2025-11-06,annual,0.11,USD,pre-market,None,,0.0673,0.058,0.208,3.282,10108000,,,,5.42,5.13,0.0,,,,,,,87098000,,16.03,,6.47,4.257
2025-12-28,GRNT,0.29,427828000.0,16.03,,0.304,4.906,,,,,,,,,,,,,,,None,11105889,11105889,,,,,,None,7261480,,0.44,0.0946,,,,0.592,0.0,4305559,11567039,0.11,2019-12-31,8.16,,347499000.0,2334172,3639666,665893,,,None,665893,None,,None,,,,,3639666,3639666,-665893,None,0.231,,-3342229,5676401,,,,,None,,,,,0.948,1.427,,,,,,,,0.0883,,,2025-11-06,annual,0.11,USD,pre-market,None,,0.0673,0.058,0.208,3.282,1567553,,,,5.42,5.13,0.0,,,,,,,13440061,,16.03,,6.47,4.257
2025-12-28,GRNT,0.29,427828000.0,16.03,None,0.304,4.906,,None,11832000,11832000,,,,,,,,,14000,130506000,None,11105889,11105889,75413000,None,None,74669000,None,None,7261480,,0.44,0.0946,,,,0.592,0.0,4305559,11567039,0.11,2025-09-30,8.16,None,347499000.0,2334172,3639666,665893,None,None,None,665893,None,None,None,None,300000000,None,None,3639666,3639666,-665893,None,0.231,,-3342229,5676401,10726000,1550000,None,None,None,,,,,0.948,1.427,,,,,,,,0.0883,,None,2025-11-06,quarterly,0.11,USD,pre-market,None,22215000,0.0673,0.058,0.208,3.282,1567553,300000000,None,11574000,5.42,5.13,0.0,1128540000,108801000,76963000,484648000,1019739000,407685000,13440061,643892000,16.03,None,6.47,4.257
2025-12-28,GRNT,0.29,427828000.0,16.03,None,0.304,4.906,,None,3743000,3743000,,,,,,,,,14000,130588000,None,11105889,11105889,78406000,None,None,76647000,None,None,7261480,,0.44,0.0946,,,,0.592,0.0,4305559,11567039,0.11,2025-06-30,8.16,None,347499000.0,2334172,3639666,665893,None,None,None,665893,None,None,None,None,275000000,None,None,3639666,3639666,-665893,None,0.231,,-3342229,5676401,17548000,82474000,None,None,None,,,,,0.948,1.427,,,,,,,,0.0883,,None,2025-11-06,quarterly,0.11,USD,pre-market,None,22128000,0.0673,0.058,0.208,3.282,1567553,275000000,None,11026000,5.42,5.13,0.0,1104963000,108964000,82474000,462497000,995999000,380023000,13440061,642466000,16.03,None,6.47,4.257
