date,symbol,eps,revenue_ttm,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,stockbasedcompensation,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,treasurystock,week_52_high,week_52_low
2023-06-30,ANL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.94,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-30,,-1.94,,pre-market,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-30,ANL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-29,,-0.24,,pre-market,,,,,,,,,,,,,,0.0,,,,,,,,,,,
2023-12-31,ANL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-28,,-0.38,,pre-market,,,,,,,,,,,,,,0.0,,,,,,,,,,,
2024-06-30,ANL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,,,-0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-08-08,,-0.35,,pre-market,,,,,,,,,,,,,,42.623,,,,,,,,,,,
2024-09-30,ANL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,,,-0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-27,,0.0,,pre-market,,,,,,,,,,,,,,100.0,,,,,,,,,,,
2025-03-31,ANL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,,,-0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-30,,-0.64,,pre-market,,,,,,,,,,,,,,-1.5873,,,,,,,,,,,
2025-06-30,ANL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.18,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-07,,-0.18,,pre-market,,,,,,,,,,,,,,-1.5873,,,,,,,,,,,
2025-09-30,ANL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-03,,0.0,,pre-market,,,,,,,,,,,,,,-1.5873,,,,,,,,,,,
2025-12-31,ANL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-25,,0.0,,pre-market,,,,,,,,,,,,,,-1.5873,,,,,,,,,,,
2026-04-16,ANL,-1.11,5396000.0,,-0.707,-0.208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,5396000.0,,,,,,,,,,,,,,,,,,,-3.062,,,,,,,,,,,,,82.76,131.28,,,,,,,,0.0,,,2026-02-25,,0.0,,pre-market,,,-0.422,-4.14,1.781,0.169,,,,,3.478,8.95,,-1.5873,,,,,,,,,,15.79,0.879
