date,symbol,eps,revenue_ttm,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,treasurystock,week_52_high,week_52_low
2017-03-31,COGT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.58,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-04,,-0.58,,pre-market,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,COGT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-03,,-0.4,,pre-market,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,COGT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.24,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-03-29,,-0.24,,post-market,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,COGT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3,,,-0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-05-14,,-0.66,,pre-market,,,,,,,,,,,,,-83.3333,,,,,,,,,,,
2018-06-30,COGT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,,-1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-13,,-1.24,,post-market,,,,,,,,,,,,,10.1449,,,,,,,,,,,
2018-09-30,COGT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,-1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-12,,-1.36,,post-market,,,,,,,,,,,,,2.8571,,,,,,,,,,,
2018-12-31,COGT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,-1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-28,,-1.16,,pre-market,,,,,,,,,,,,,17.7305,,,,,,,,,,,
2019-03-31,COGT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.23,,,-1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-05-13,,-1.56,,pre-market,,,,,,,,,,,,,-17.2932,,,,,,,,,,,
2019-06-30,COGT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,,,-1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-08-12,,-1.36,,post-market,,,,,,,,,,,,,15.0,,,,,,,,,,,
2019-09-30,COGT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.26,,,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-11-12,,-1.56,,post-market,,,,,,,,,,,,,-20.0,,,,,,,,,,,
2019-12-31,COGT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42,,,-1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-26,,0.28,,pre-market,,,,,,,,,,,,,124.5614,,,,,,,,,,,
2020-03-31,COGT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,,,-1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-11,,-0.8,,post-market,,,,,,,,,,,,,34.9593,,,,,,,,,,,
2020-06-30,COGT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12,,,-0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-08-11,,-0.96,,post-market,,,,,,,,,,,,,-14.2857,,,,,,,,,,,
2020-09-30,COGT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,,,-0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-09,,-0.28,,pre-market,,,,,,,,,,,,,50.0,,,,,,,,,,,
2020-12-31,COGT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.55,,,-0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-03-16,,-6.06,,pre-market,,,,,,,,,,,,,-1088.2353,,,,,,,,,,,
2021-03-31,COGT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,-0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-05-12,,-0.34,,pre-market,,,,,,,,,,,,,17.0732,,,,,,,,,,,
2021-06-30,COGT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07,,,-0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-16,,-0.43,,pre-market,,,,,,,,,,,,,-19.4444,,,,,,,,,,,
