symbol,frequency,fiscaldateending,report_date,reporttime,reportedcurrency,reported_eps,estimated_eps,earnings_surprise,surprise_pct,accumulateddepreciationamortizationppe,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,ebit,ebitda,goodwill,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profitloss,propertyplantequipment,researchanddevelopment,retainedearnings,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,stockbasedcompensation,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,treasurystock
ALNY,quarterly,2004-06-30,2004-08-04,post-market,,-1.1,-0.58,-0.52,-89.6552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALNY,quarterly,2004-09-30,2004-11-10,post-market,,-0.33,-0.36,0.03,8.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALNY,quarterly,2004-12-31,2005-02-15,pre-market,,-0.29,-0.35,0.06,17.1429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALNY,quarterly,2005-03-31,2005-05-11,post-market,,-0.32,-0.32,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALNY,quarterly,2005-06-30,2005-08-03,post-market,,-0.54,-0.36,-0.18,-50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALNY,quarterly,2005-09-30,2005-11-09,post-market,,-0.4,-0.34,-0.06,-17.6471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALNY,quarterly,2005-12-31,2006-02-15,post-market,,-0.52,-0.46,-0.06,-13.0435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALNY,quarterly,2006-03-31,2006-05-09,post-market,USD,-0.3,-0.4,0.1,25.0,,1484000.0,,56804000.0,56804000.0,62482000.0,-12710000.0,,,,,,,320000.0,30028000.0,,0.0,0.0,3928000.0,,,3116000.0,,,789000.0,789000.0,,,,-9797000.0,-9008000.0,,5717000.0,-8860000.0,-937000.0,2387000.0,2387000.0,,238000.0,,,,,5320000.0,,,-8860000.0,0.0,,,-8703000.0,15514000.0,-9797000.0,1729000.0,3669000.0,,,,,,,,,,,,,,,,11359000.0,11930000.0,-114779000.0,3584000.0,7326000.0,2006000.0,75471000.0,2375000.0,153687000.0,137120000.0,19990000.0,35771000.0,16567000.0,15781000.0,5717000.0,117916000.0,
ALNY,quarterly,2006-06-30,2006-07-26,pre-market,USD,-0.31,-0.28,-0.03,-10.7143,,2465000.0,,35645000.0,35645000.0,1836000.0,-14616000.0,,,,,,,321000.0,32010000.0,,31767000.0,31767000.0,3698000.0,,,3591000.0,,,947000.0,947000.0,,,,-11968000.0,-11021000.0,,6021000.0,-9910000.0,-1199000.0,2284000.0,2284000.0,,230000.0,,,,,6334000.0,,,-9910000.0,0.0,,,-8382000.0,17130000.0,-11109000.0,2199000.0,4583000.0,,,,,,,,,,,,,,,,13044000.0,12692000.0,-124689000.0,4438000.0,9055000.0,2721000.0,87622000.0,,147114000.0,129057000.0,20601000.0,37037000.0,18057000.0,16436000.0,6021000.0,110077000.0,
ALNY,quarterly,2006-09-30,2006-11-02,post-market,USD,-0.23,-0.32,0.09,28.125,,746000.0,,35516000.0,35516000.0,617000.0,2119000.0,,,,,,,322000.0,32122000.0,,14824000.0,14824000.0,2456000.0,,,4847000.0,,,992000.0,992000.0,,,,-8518000.0,-7526000.0,,8211000.0,-7400000.0,-1204000.0,2180000.0,2180000.0,,265000.0,,,,,6437000.0,,,-7400000.0,0.0,,,-2932000.0,16815000.0,-8604000.0,1706000.0,5104000.0,,,,,,,,,,,,,,,,12856000.0,12833000.0,-132089000.0,3982000.0,9483000.0,3046000.0,84758000.0,49000.0,144527000.0,126827000.0,21530000.0,39750000.0,17700000.0,18220000.0,8211000.0,104777000.0,
