date,open,high,low,close,volume,par_sar,base_bb,upper_bb,lower_bb,candle_position,sma_200,ema_50,cmf,atr_14,rsi_14
1996-11-19,4.39435887,4.49201129,4.3552979,4.47248081,4171200,4.521791373728,4.387463507999993,4.577224274579984,4.197702741420001,-1,4.1112010615499965,4.279117919132344,0.2612380529058692,0.062899196145915,62.12449602185131
1996-11-20,4.45295032,4.45295032,4.41388935,4.41388935,712400,4.51513163477888,4.397661148499993,4.569211960790608,4.226110336209378,-1,4.110988351249997,4.284403073284016,0.210349770863351,0.0625915007069211,55.15522149138523
1996-11-21,4.45295032,4.47248081,4.45295032,4.47248081,1531600,4.508738285387725,4.407904843999993,4.571449097480197,4.244360590519789,-1,4.1111614405999966,4.29177867080229,0.2328449187465803,0.0623057835135696,59.98902022436937
1996-11-22,4.49201129,4.51154177,4.39435887,4.43341984,1451800,4.3552979,4.418117836499993,4.559785618373776,4.276450054626211,-1,4.111324909749997,4.297333226457102,0.2338115648324774,0.0662255775483147,55.68008507750416
1996-11-25,4.41388935,4.41388935,4.3552979,4.39435887,2680400,4.51154177,4.424455434999993,4.548919442241638,4.299991427758349,-1,4.111014547049997,4.301138153654863,0.2172798863429086,0.0670753177234351,51.682255037261385
1996-11-26,4.39435887,4.41388935,4.31623693,4.31623693,1691200,4.51154177,4.424964590999993,4.547556238936152,4.302372943063834,-1,4.1102207323499975,4.301730262531143,0.1469372101716798,0.0692593964574754,44.760254025358414
1996-11-27,4.31623693,4.33576742,4.27717597,4.27717597,869800,4.5037295764,4.4225595264999935,4.55441686345823,4.290702189541757,-1,4.109324455149997,4.300767349098549,0.1734206626267986,0.0684974002819414,41.749365609339925
1996-11-29,4.27717597,4.27717597,4.238115,4.238115,354800,4.490136360016,4.4191625859999935,4.565550566266173,4.272774605733814,-1,4.108325715449997,4.298310394231939,0.1698263558678092,0.0663947981189456,38.92927399452437
1996-12-02,4.238115,4.29670645,4.21858451,4.25764548,1134800,4.46997465121472,4.411936305999992,4.574356677649519,4.249515934350466,-1,4.107517470449997,4.29671569171304,0.1255508908828491,0.0672324511104495,41.07258552000684
1996-12-03,4.29670645,4.39435887,4.25764548,4.25764548,488400,4.444835637093248,4.407053684999992,4.581422739497018,4.232684630502966,-1,4.1072662793999966,4.295183526547822,0.1438777124667889,0.072195375316846,41.07258552000684
1996-12-04,4.238115,4.33576742,4.238115,4.31623693,1730000,4.422210524383923,4.403147587999992,4.5819235419849935,4.224371634014991,-1,4.107122360949997,4.296009150212614,0.1523283048525631,0.074013735651357,47.48506178854159
1996-12-05,4.31623693,4.33576742,4.29670645,4.33576742,983600,4.401847922945531,4.397288442999993,4.576830856896317,4.217746029103669,-1,4.1067975679999975,4.2975682980474135,0.1627037911038535,0.0715171095334029,49.459359766158165
1996-12-06,4.29670645,4.29670645,4.21858451,4.29670645,426400,4.383521581650978,4.387523200999993,4.566640208837956,4.208406193162031,-1,4.106555997149997,4.29753450008477,0.1319805048709861,0.0747789524238741,45.7544491022881
1996-12-09,4.31623693,4.31623693,4.25764548,4.29670645,1375000,4.36702787448588,4.3787344829999935,4.557563769269155,4.199905196730832,-1,4.106592953249997,4.297502027532426,0.1452765795093093,0.0736227022507402,45.7544491022881
1996-12-10,4.29670645,4.33576742,4.25764548,4.33576742,2101800,4.352183538037292,4.370922289499993,4.54279054968254,4.199054029317447,-1,4.106639529549997,4.299002631158605,0.2024258909765495,0.0739440763756873,50.09038484917619
1996-12-11,4.29670645,4.31623693,4.27717597,4.31623693,731000,4.338823635233563,4.361157047499994,4.521782665327252,4.200531429672735,-1,4.106866980399997,4.2996784860151305,0.229845007977385,0.0728474602059953,48.02344962797342
1996-12-12,4.33576742,4.33576742,4.27717597,4.27717597,477400,4.21858451,4.350415281499993,4.503140671251591,4.197689891748396,-1,4.107177653399997,4.298796034406694,0.2140911089814891,0.0718291737627099,44.1036697301554
1996-12-13,4.238115,4.31623693,4.21858451,4.31623693,1072400,4.33576742,4.3426030874999935,4.485202373848258,4.200003801151729,-1,4.108055000499997,4.299479991096628,0.2594642959060682,0.0736736913510878,48.62001355495052
1996-12-16,4.29670645,4.29670645,4.25764548,4.27717597,836600,4.33576742,4.334790893999993,4.473704680327551,4.195877107672435,-1,4.108458515799998,4.298605323602643,0.270683575052181,0.0725963883974386,44.72805343048777
1996-12-17,4.25764548,4.29670645,4.238115,4.29670645,660000,4.3334237618,4.329908272999993,4.466956061389878,4.192860484610108,-1,4.108681156549997,4.298530857971167,0.3060405188743008,0.0715960356547645,47.01199789222417
1996-12-18,4.45295032,4.45295032,4.31623693,4.37482839,3925600,4.21858451,4.325025651999994,4.447601808213823,4.202449495786165,-1,4.109572933949997,4.301522918050729,0.1687286555372375,0.077642309536567,55.01876099161499
1996-12-19,4.37482839,4.37482839,4.31623693,4.31623693,782800,4.2232718262,4.3201430309999935,4.435752940104976,4.204533121895011,-1,4.110171754049997,4.302099938127171,0.1654772349965695,0.0762815345696694,49.03429561288541
1996-12-20,4.41388935,4.41388935,4.3552979,4.41388935,2389400,4.227865396076,4.317213457999993,4.419427136998962,4.214999779001024,-1,4.111723047849997,4.306483836631988,0.19283832338866,0.0778080263861216,57.35910403666088
1996-12-23,4.41388935,4.49201129,4.41388935,4.47248081,1708200,4.23236709455448,4.319166506499993,4.43120749925105,4.207125513748936,-1,4.113938668249997,4.312993521862106,0.2416123291752781,0.0778304487871129,61.42993086048161
1996-12-24,4.45295032,4.45295032,4.3552979,4.41388935,775400,4.242752862372301,4.3201430304999935,4.435091169982751,4.205194891017236,-1,4.116139858299997,4.3169502210047686,0.2302674360776426,0.0806413388737477,55.703028278332575
1996-12-26,4.39435887,4.41388935,4.3552979,4.39435887,817600,4.252723199477409,4.324049127499993,4.443424966922295,4.204673288077691,-1,4.118057711349997,4.319985854298699,0.3218411875483552,0.0790663468113372,53.899239475206805
1996-12-27,4.39435887,4.39435887,4.3552979,4.39435887,669800,4.262294723098313,4.329908272499994,4.450997273307299,4.208819271692689,-1,4.119975564399997,4.32290244314973,0.3902669474352914,0.0762088198962416,53.899239475206805
1996-12-30,4.39435887,4.39435887,4.3552979,4.39435887,917200,4.27148338577438,4.337720465999993,4.454185051071017,4.22125588092897,-1,4.121800575099997,4.325704655967388,0.4341154800915981,0.07355540204651,53.89923947520679
1996-12-31,4.37482839,4.37482839,4.31623693,4.31623693,640800,4.280304501943405,4.340650038499993,4.4517336906856135,4.229566386314372,-1,4.122770764499997,4.325333372596118,0.4159803106344985,0.0738815833289021,46.39372782241016
1997-01-02,4.33576742,4.33576742,4.27717597,4.29670645,834600,4.49201129,4.342603086999993,4.449057662461969,4.236148511538018,-1,4.123921828449997,4.324210748180584,0.4187548173119949,0.0727894309482663,44.71725177796858
