date,open,high,low,close,volume,par_sar,base_bb,upper_bb,lower_bb,candle_position,sma_200,ema_50,cmf,atr_14,rsi_14
1996-11-19,6.56754365,6.56754365,6.51816362,6.53462363,154400,6.243004943648,6.395536552500007,6.616487270383215,6.1745858346168,-1,5.746385853850006,6.241282356867141,0.2882603584648579,0.103767131773332,62.3091904753488
1996-11-20,6.53462363,6.58400366,6.51816362,6.55108364,129600,6.25664489230208,6.412819562000007,6.625504284067958,6.200134839932057,-1,5.754429732450006,6.25343142679392,0.2837168082842776,0.1010580537895225,63.17949613967877
1996-11-21,6.55108364,6.58400366,6.53462363,6.56754365,255200,6.2697392430099965,6.427633570500008,6.64008887267181,6.215178268328207,-1,5.762718487050006,6.265749553194159,0.3005632013177688,0.0973667663759852,64.07289069906513
1996-11-22,6.58400366,6.69922372,6.58400366,6.63338369,479200,6.282309819689597,6.443270579500007,6.66762841632511,6.218912742674904,-1,5.771092577950006,6.280166578166937,0.2723988084101733,0.0998177166348433,67.4726412334515
1996-11-25,6.63338369,6.74860375,6.63338369,6.69922372,594000,6.307324653708221,6.463022590500008,6.703873644224597,6.222171536775418,-1,5.780039732900005,6.296600191572155,0.3967934294951493,0.1009178840180688,70.48088311655043
1996-11-26,6.71568373,6.80621378,6.71568373,6.78152377,349200,6.342626981411564,6.486889604000007,6.753297790212461,6.220481417787553,-1,5.7890732362500055,6.315616802490895,0.3803974242910916,0.1013516108739211,73.74904676028693
1996-11-27,6.78152377,6.86382381,6.76506376,6.78152377,378800,6.388985661270407,6.509933617000007,6.793982065581072,6.225885168418942,-1,5.798350603450006,6.33388766396184,0.329644286312609,0.1011664993829267,73.74904676028693
1996-11-29,6.79798378,6.79798378,6.71568373,6.71568373,106800,6.445966239117959,6.518986622000007,6.816812739046046,6.221160504953968,-1,5.807461346400006,6.348860058708435,0.3150413371413422,0.0998188958555748,66.87914538506055
1996-12-02,6.74860375,6.74860375,6.69922372,6.71568373,139600,6.496109147623804,6.537092632000008,6.836515537249229,6.237669726750787,-1,5.816815953200006,6.363245300719869,0.3585854326578607,0.0962161197230337,66.87914538506055
1996-12-03,6.73214374,6.79798378,6.56754365,6.56754365,286000,6.540234907108947,6.550260639500007,6.830075954748295,6.270445324251719,-1,5.825998875350006,6.371257000691639,0.3563437280749441,0.1058035490285313,53.801239008776456
