date,open,high,low,close,volume,par_sar,base_bb,upper_bb,lower_bb,candle_position,sma_200,ema_50,cmf,atr_14,rsi_14
2000-12-04,12.97967807,12.97967807,12.41397815,12.57111711,9081257.08125708,,,,,-1,,,,,
2000-12-05,12.25683918,12.47683408,11.87970532,12.00541719,1169952.36995237,12.97967807,,,,-1,,,,,
2000-12-06,12.57111711,12.69682897,12.19398325,12.69682897,9061347.06134706,12.97967807,,,,-1,,,,,
2000-12-07,12.53969001,12.97967807,12.38255105,12.63397304,8312703.91270392,11.87970532,,,,-1,,,,,
2000-12-08,12.72825607,12.85396794,12.57111711,12.57111711,3697785.6977857,11.901704775,,,,-1,,,,,
2000-12-11,12.82253911,12.82253911,12.35112222,12.57111711,3364227.96422796,11.923264240899998,,,,-1,,,,,
2000-12-12,12.63397304,12.88539504,12.60254421,12.75968318,4026350.52635053,11.944392517482,,,,-1,,,,,
2000-12-13,12.85396794,13.13681704,12.85396794,13.13681704,5838978.53897854,11.96509822853236,,,,-1,,,,,
2000-12-14,13.042534,13.042534,12.72825607,12.75968318,1440577.94057794,12.011966980991064,,,,-1,,,,,
2000-12-15,12.69682897,12.69682897,12.06827312,12.28826628,3496280.8962809,12.056960983351422,,,,1,,,,,
2000-12-18,12.25683918,12.44540525,11.97398836,12.38255105,4071812.47181247,13.13681704,,,,2,,,,,
2000-12-19,12.53969001,12.75968318,12.44540525,12.63397304,4947276.94727695,13.1135604664,,,,3,,,,,
2000-12-20,12.53969001,12.57111711,11.62828333,11.91113415,4485948.58594859,13.090769024272,,,,4,,,,,
2000-12-21,11.62828333,12.06827312,11.62828333,11.69113926,3518975.01897502,13.032269596501122,,,,5,,,,0.5275378264285716,
2000-12-22,11.87970532,11.87970532,11.65971043,11.78542229,2283281.08328108,12.976110145841076,,,,6,,,,0.5055704738265308,40.60150685693079
2000-12-27,12.16255615,12.16255615,11.91113415,11.97398836,2660612.26061226,12.922197073207434,,,,7,,,,0.4963964299817786,43.35355016914998
2000-12-28,12.31969511,12.31969511,11.94256126,11.94256126,1102590.5025905,12.870440523479136,,,,8,,,,0.4878776742687943,42.99600298482663
2000-12-29,12.09970022,12.13112732,11.94256126,12.06827312,1534815.03481504,12.82075423573997,,,,9,,,,0.4664982732495947,44.95173331972078
2001-01-02,12.06827312,12.53969001,12.06827312,12.41397815,2498475.3984754,12.773055399510373,,,,10,,,,0.4668496030174807,50.02906217490813
2001-01-03,12.25683918,12.41397815,12.06827312,12.13112732,2531660.23166023,12.727264516729958,12.3464084105,13.106746483063556,11.586070337936444,11,,,0.0104344818369078,0.4581964192305178,46.26881443960979
2001-01-04,12.53969001,12.53969001,12.06827312,12.09970022,2216739.81673982,12.68330526926076,12.322837566,13.08307820689845,11.56259692510155,12,,,0.0406939068412019,0.459140738571195,45.85640778860276
2001-01-05,12.35112222,12.72825607,12.28826628,12.41397815,4146570.74657075,11.62828333,12.343265614,13.090130256143174,11.596400971856824,13,,,0.0244667357234513,0.4712418179589667,50.59851683794007
2001-01-08,12.57111711,12.63397304,12.41397815,12.44540525,1003142.7031427,11.6502827848,12.330694428,13.061625167893478,11.59976368810652,14,,,-0.1181485755548032,0.4532956088190406,51.06011336909609
2001-01-09,12.60254421,12.66540014,12.41397815,12.47683408,1925864.32586433,11.671842250504,12.32283748,13.04387048636766,11.601804473632342,15,,,-0.1248105044212768,0.4388760646176805,51.547693049480266
2001-01-10,12.57111711,12.66540014,12.41397815,12.57111711,2356236.45623646,11.69297052689392,12.32283748,13.04387048636766,11.601804473632342,16,,,-0.0555189905143955,0.4254864878592747,53.05856952749735
2001-01-11,12.57111711,12.82253911,12.57111711,12.69682897,3813871.01387101,11.713676237756042,12.329123073,13.060816952664268,11.597429193335731,17,,,-0.0513576122179279,0.4130533101550407,55.070324956688665
2001-01-12,12.88539504,13.0739611,12.79111201,12.79111201,5164743.86474387,11.7580307526458,12.3306945145,13.066205500317842,11.595183528682156,18,,,-0.1423435368943068,0.4104875115725378,56.573520548103765
2001-01-15,12.88539504,12.88539504,12.63397304,12.63397304,3214149.31414931,11.836986573487051,12.3055523145,12.958910376329454,11.652194252670546,19,,,-0.3037229306759221,0.3991256893173565,53.36869908310908
2001-01-16,12.69682897,12.72825607,12.41397815,12.47683408,3216196.41619642,11.911205045077828,12.2914098595,12.9164676495182,11.6663520694818,20,,,-0.3076762302155011,0.3930651343661168,50.30007343907133
2001-01-17,12.57111711,12.57111711,12.25683918,12.31969511,7201268.3012683,11.98097040837316,12.292981301,12.918157594384184,11.66780500761582,21,,,-0.3410424502534316,0.3874374769113942,47.36703213695565
2001-01-18,12.38255105,12.60254421,12.28826628,12.53969001,6585299.58529959,12.046549849870768,12.300838249,12.934215672590586,11.667460825409414,22,,,-0.3135994969269282,0.3822117949891517,51.620330517429416
2001-01-19,12.63397304,12.88539504,12.63397304,12.63397304,3133594.03359403,12.108194524878522,12.300838249,12.934215672590586,11.667460825409414,23,,,-0.3862354916516915,0.3796041689184981,53.3598663486574
