date,open,high,low,close,volume,par_sar,base_bb,upper_bb,lower_bb,candle_position,sma_200,ema_50,cmf,atr_14,rsi_14
2019-06-14,36.0,41.34,32.74,34.99,69671354,,,,,-1,,,,,
2019-06-17,34.72,35.36,32.67,33.7,15402987,41.34,,,,-1,,,,,
2019-06-18,34.5,37.4695,34.35,37.36,11022824,41.34,,,,-1,,,,,
2019-06-19,37.6,37.63,34.25,34.9,11163638,41.1666,,,,-1,,,,,
2019-06-20,35.11,35.55,33.6,34.23,7901018,40.996668,,,,-1,,,,,
2019-06-21,33.49,34.0,31.2,32.28,9277694,40.83013464,,,,-1,,,,,
2019-06-24,31.88,32.87,30.7901,31.53,3680433,40.4449292544,,,,-1,,,,,
2019-06-25,32.0,32.56,30.7846,31.8,3235790,39.865639499136,,,,-1,,,,,
2019-06-26,32.4,32.78,31.7345,32.37,2124636,39.13915633920512,,,,-1,,,,,
2019-06-27,32.42,33.4,32.3677,33.31,1559861,38.47079183206871,,,,-1,,,,,
2019-06-28,33.4,35.4,33.35,35.0,5280640,37.85589648550321,,,,-1,,,,,
2019-07-01,35.0,35.16,33.05,33.65,2560651,37.29019276666296,,,,-1,,,,,
2019-07-02,33.62,33.62,32.5,33.01,1196314,36.76974534532992,,,,-1,,,,,
2019-07-03,33.0,34.31,33.0,33.82,1191361,36.29093371770352,,,,-1,,,,2.5723285714285704,
2019-07-05,33.53,34.58,33.22,34.27,1889265,35.85042702028724,,,,-1,,,,2.4857336734693867,47.94285714285714
2019-07-08,34.2,34.8,33.93,34.4,2177856,35.44516085866426,,,,-1,,,,2.37032412536443,48.356009070294775
2019-07-09,33.92,34.49,32.7592,33.29,3507665,35.07231598997112,,,,-1,,,,2.3246438306955426,45.06708933573428
2019-07-10,33.44,34.14,33.005,33.21,2065947,34.8,,,,-1,,,,2.2396692713601465,44.8304279513756
2019-07-11,33.4,33.63,32.92,33.38,1597130,34.49,,,,-1,,,,2.1304071805487075,45.48555138173817
2019-07-12,33.4,34.06,33.4,33.96,1414511,34.193568,33.723,36.27652383971652,31.169476160283484,-1,,,-0.221096721640809,2.0268066676523717,47.7645929973555
2019-07-15,34.01,34.0402,33.04,33.09,1840657,30.7846,33.628,36.12669245806684,31.129307541933155,-1,,,-0.0372641241341171,1.953477619962916,44.74296279340563
2019-07-16,33.23,33.28,32.55,32.81,1800617,30.849712,33.5835,36.10705523022574,31.059944769774265,-1,,,-0.0035005567900138,1.8660863613941368,43.78297878357778
2019-07-17,32.57,32.6,31.15,31.66,3829948,30.91352176,33.298500000000004,35.28117773478162,31.315822265218387,-1,,,-0.1681565236593026,1.8513659070088413,39.98812702221522
2019-07-18,31.35,33.15,30.94,32.85,6058063,34.0402,33.196,35.04431166203117,31.347688337968822,-1,,,-0.0057523159918139,1.8769826279367807,45.27400330806925
2019-07-19,33.81,33.82,30.25,30.69,11071363,33.978196,33.019,35.10061379703361,30.937386202966383,-1,,,-0.0878228753331657,1.9979124402270112,38.62391282638314
2019-07-22,30.85,31.7304,30.2,30.21,3182666,33.82906816,32.9155,35.31532061829625,30.515679381703755,-1,,,-0.113216346521746,1.9645186944965105,37.31230819445093
2019-07-23,30.47,30.574,29.03,29.61,5317816,33.82,32.8195,35.56242161754588,30.07657838245412,1,,,-0.1144133648724799,1.9344816448896167,35.681206996084214
2019-07-24,29.72,32.85,29.52,32.7,5581979,33.4368,32.8645,35.5682934462529,30.160706553747094,2,,,-0.0395914800707706,2.0341615273975013,48.232254073493245
