trade_id,symbol,entry_date,entry_price,exit_date,exit_price,quantity,side,initial_stop_loss,final_stop_loss,take_profit,pl,pl_pct,security_pl,fx_pl,entry_fx_rate,exit_fx_rate,security_currency,duration_days,entry_equity,entry_capital_available,entry_capital_required,concurrent_positions,competing_signals,entry_reason,exit_reason,commission_paid,partial_exits
T000010,NVDA,1999-09-23,0.03808396,1999-10-28,0.03915835,246659.90708550354,LONG,0.0340315115119885,0.0340315115119885,,259.0089375735945,2.7572369288297307,259.0089375735945,0.0,1.0,1.0,GBP,35,0.0,9438.58438802686,9393.786035048033,1,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T000014,NVDA,2000-03-29,0.14373995,2000-05-10,0.15066428,25794.77316259424,LONG,0.10760237267655845,0.10760237267655845,,172.61152165294632,4.655438336263483,172.61152165294632,0.0,1.0,1.0,GBP,42,0.0,6150.309211502432,3707.739404652638,1,MCK,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T000019,NVDA,2000-08-23,0.28628603,2000-09-18,0.25500712,22743.231364002517,LONG,0.2555490170271853,0.2555490170271853,,-717.3834869438131,-11.017905677951328,-717.3834869438131,0.0,1.0,1.0,GBP,26,0.0,13981.179949581441,6511.069416571766,0,,AlphaTrend signal + Volume aligned,Stop loss hit,6.0,0
T000024,NVDA,2001-03-14,0.21799764,2001-07-05,0.31808078,24395.810926735998,LONG,0.18596573824264528,0.18596573824264528,,2435.609360394049,45.79737474965055,2435.609360394049,0.0,1.0,1.0,GBP,113,0.0,15628.884377924158,5318.22920791466,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T000029,NVDA,2002-02-25,0.41129688,2002-03-20,0.35544434,19778.37430553538,LONG,0.36980212491027087,0.36980212491027087,,-1110.672442034886,-13.653374087513134,-1110.672442034886,0.0,1.0,1.0,GBP,23,0.0,16413.975957623632,8134.783643338868,0,,AlphaTrend signal + Volume aligned,Stop loss hit,6.0,0
T000030,NVDA,2002-04-02,0.32465183,2002-04-11,0.28132931,21559.105854900812,LONG,0.2891603220993836,0.2891603220993836,,-939.994794581057,-13.430025845657756,-939.994794581057,0.0,1.0,1.0,GBP,9,0.0,15303.303515588745,6999.203168957262,0,,AlphaTrend signal + Volume aligned,Stop loss hit,6.0,0
T000034,NVDA,2002-09-26,0.06777264,2002-10-08,0.05738133,74843.7287040522,LONG,0.05791736772444944,0.05791736772444944,,-783.7243865197042,-15.450891447381132,-783.7243865197042,0.0,1.0,1.0,GBP,12,0.0,14752.106489917454,5072.357081717396,0,,AlphaTrend signal + Volume aligned,Stop loss hit,6.0,0
T000039,NVDA,2004-04-01,0.19812227,2004-04-15,0.18650858,167013.2749275387,LONG,0.18745320606867738,0.18745320606867738,,-1945.640400893204,-5.880013028313492,-1945.640400893204,0.0,1.0,1.0,GBP,14,0.0,35637.50615162939,33089.04914877805,0,,AlphaTrend signal + Volume aligned,Stop loss hit,6.0,0
T000041,NVDA,2004-06-16,0.1538065,2004-07-06,0.13852522,166888.04735125293,LONG,0.14427420266333651,0.14427420266333651,,-2556.2629802277556,-9.95876783179129,-2556.2629802277556,0.0,1.0,1.0,GBP,20,0.0,31816.529785746396,25668.466454930487,0,,AlphaTrend signal + Volume aligned,Stop loss hit,6.0,0
T000042,NVDA,2004-09-14,0.11002554,2004-10-19,0.10368379,180639.7183610566,LONG,0.10192647212306881,0.10192647212306881,,-1151.571933916232,-5.794077708237128,-1151.571933916232,0.0,1.0,1.0,GBP,35,0.0,29260.266805518637,19874.98255812317,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T000045,NVDA,2005-06-16,0.20606864,2005-07-22,0.19735833,126583.1107093369,LONG,0.19362762636741784,0.19362762636741784,,-1108.5781350426441,-4.249899299750719,-1108.5781350426441,0.0,1.0,1.0,GBP,36,0.0,31496.44411979033,26084.80947084249,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
