snapshot_date,symbol,option_type,expiration_date,strike,bid,ask,last_price,volume,open_interest,implied_volatility,delta,gamma,theta,vega,ask_size,bid_size,contract_id,date,mark,rho
2025-12-27,AMZN,PUT,2026-01-02,125.0,0.0,0.01,0.0,0,24,1.45875,-0.00074,5e-05,-0.00859,0.00083,1500,0,AMZN260102P00125000,2025-12-26 00:00:00,0.01,-0.00004
2025-12-27,AMZN,PUT,2026-01-02,237.5,5.4,5.55,5.55,171,881,0.18073,-0.78996,0.04953,-0.10095,0.09281,21,15,AMZN260102P00237500,2025-12-26 00:00:00,5.47,-0.03628
2025-12-27,AMZN,PUT,2026-01-02,240.0,7.5,7.85,7.51,44,698,0.19048,-0.87711,0.03316,-0.06802,0.0655,48,37,AMZN260102P00240000,2025-12-26 00:00:00,7.67,-0.04059
2025-12-27,AMZN,PUT,2026-01-02,242.5,9.55,10.3,9.68,5,68,0.18073,-0.94937,0.0179,-0.0203,0.03355,46,77,AMZN260102P00242500,2025-12-26 00:00:00,9.93,-0.04424
2025-12-27,AMZN,PUT,2026-01-02,245.0,11.75,13.6,12.58,18,3,0.27829,-0.90645,0.01865,-0.08467,0.05381,61,159,AMZN260102P00245000,2025-12-26 00:00:00,12.68,-0.04286
2025-12-27,AMZN,PUT,2026-01-02,247.5,13.85,16.15,14.94,12,1,0.26853,-0.94966,0.01199,-0.04053,0.03339,39,170,AMZN260102P00247500,2025-12-26 00:00:00,15.00,-0.04522
2025-12-27,AMZN,PUT,2026-01-02,250.0,16.75,18.25,17.3,13,3,0.30755,-0.95196,0.01009,-0.04684,0.03217,10,163,AMZN260102P00250000,2025-12-26 00:00:00,17.50,-0.04581
2025-12-27,AMZN,PUT,2026-01-02,252.5,19.0,21.15,20.05,6,0,0.36609,-0.94373,0.00961,-0.07148,0.03647,16,180,AMZN260102P00252500,2025-12-26 00:00:00,20.07,-0.04593
2025-12-27,AMZN,PUT,2026-01-02,255.0,21.35,23.65,22.46,12,2,0.37584,-0.95851,0.00733,-0.05227,0.02858,8,188,AMZN260102P00255000,2025-12-26 00:00:00,22.50,-0.04706
2025-12-27,AMZN,PUT,2026-01-02,260.0,26.4,28.55,27.48,6,0,0.43438,-0.96526,0.00549,-0.05161,0.02473,7,180,AMZN260102P00260000,2025-12-26 00:00:00,27.48,-0.04832
2025-12-27,AMZN,PUT,2026-01-02,265.0,31.35,33.65,32.63,6,0,0.50267,-0.96663,0.00459,-0.06024,0.02392,17,180,AMZN260102P00265000,2025-12-26 00:00:00,32.50,-0.04934
2025-12-27,AMZN,PUT,2026-01-02,270.0,36.4,38.55,0.0,0,0,0.55145,-0.97191,0.00363,-0.05544,0.02075,7,163,AMZN260102P00270000,2025-12-26 00:00:00,37.47,-0.05053
2025-12-27,AMZN,PUT,2026-01-02,275.0,41.35,43.65,42.41,10,2,0.61974,-0.97155,0.00326,-0.06605,0.02097,10,171,AMZN260102P00275000,2025-12-26 00:00:00,42.50,-0.05147
2025-12-27,AMZN,PUT,2026-01-02,280.0,46.4,48.55,0.0,0,0,0.65876,-0.97635,0.00263,-0.05716,0.01797,7,164,AMZN260102P00280000,2025-12-26 00:00:00,47.47,-0.05264
2025-12-27,AMZN,PUT,2026-01-02,285.0,51.35,53.65,0.0,0,0,0.72706,-0.97523,0.00248,-0.06912,0.01867,8,164,AMZN260102P00285000,2025-12-26 00:00:00,52.50,-0.05356
