snapshot_date,symbol,option_type,expiration_date,strike,bid,ask,last_price,volume,open_interest,implied_volatility,delta,gamma,theta,vega,ask_size,bid_size,contract_id,date,mark,rho
2025-12-27,AMZN,CALL,2027-12-17,85.0,154.0,158.5,155.62,0,386,0.51243,0.96836,0.00042,-0.01514,0.23238,106,154,AMZN271217C00085000,2025-12-26 00:00:00,156.25,1.36291
2025-12-27,AMZN,CALL,2027-12-17,230.0,54.8,56.3,55.2,119,1735,0.36609,0.66209,0.00306,-0.04018,1.19458,3,11,AMZN271217C00230000,2025-12-26 00:00:00,55.55,1.95179
2025-12-27,AMZN,CALL,2027-12-17,235.0,52.45,53.95,52.7,13,1019,0.36609,0.64669,0.00311,-0.04054,1.21459,10,19,AMZN271217C00235000,2025-12-26 00:00:00,53.20,1.92268
2025-12-27,AMZN,CALL,2027-12-17,240.0,49.25,51.75,50.52,22,972,0.36609,0.63136,0.00315,-0.04084,1.23241,11,26,AMZN271217C00240000,2025-12-26 00:00:00,50.50,1.89248
2025-12-27,AMZN,CALL,2027-12-17,245.0,48.05,49.55,48.45,14,911,0.36609,0.61615,0.00319,-0.04108,1.24808,17,19,AMZN271217C00245000,2025-12-26 00:00:00,48.80,1.86132
2025-12-27,AMZN,CALL,2027-12-17,250.0,46.05,47.25,46.25,7,2546,0.36609,0.60108,0.00323,-0.04127,1.26167,10,8,AMZN271217C00250000,2025-12-26 00:00:00,46.65,1.82934
2025-12-27,AMZN,CALL,2027-12-17,255.0,44.05,44.5,44.1,0,749,0.35633,0.58305,0.00335,-0.04064,1.27539,10,15,AMZN271217C00255000,2025-12-26 00:00:00,44.27,1.80701
2025-12-27,AMZN,CALL,2027-12-17,260.0,42.1,42.6,42.23,20,2191,0.35633,0.56786,0.00338,-0.0407,1.28483,33,30,AMZN271217C00260000,2025-12-26 00:00:00,42.35,1.77200
2025-12-27,AMZN,CALL,2027-12-17,265.0,40.3,40.7,41.05,0,505,0.35633,0.55286,0.0034,-0.0407,1.29228,11,21,AMZN271217C00265000,2025-12-26 00:00:00,40.50,1.73652
2025-12-27,AMZN,CALL,2027-12-17,270.0,38.5,38.95,38.65,10,1093,0.35633,0.53807,0.00341,-0.04066,1.2978,11,17,AMZN271217C00270000,2025-12-26 00:00:00,38.73,1.70071
2025-12-27,AMZN,CALL,2027-12-17,275.0,36.8,37.25,37.22,5,773,0.35633,0.5235,0.00342,-0.04056,1.30148,15,30,AMZN271217C00275000,2025-12-26 00:00:00,37.02,1.66465
2025-12-27,AMZN,CALL,2027-12-17,280.0,35.2,35.65,35.57,7,781,0.35633,0.50916,0.00342,-0.04043,1.3034,30,24,AMZN271217C00280000,2025-12-26 00:00:00,35.42,1.62846
2025-12-27,AMZN,CALL,2027-12-17,285.0,33.65,34.1,34.13,0,487,0.35633,0.49506,0.00343,-0.04025,1.30364,30,18,AMZN271217C00285000,2025-12-26 00:00:00,33.88,1.59221
2025-12-27,AMZN,CALL,2027-12-17,290.0,32.15,32.6,32.56,23,2529,0.34658,0.47514,0.00352,-0.03912,1.30121,5,10,AMZN271217C00290000,2025-12-26 00:00:00,32.38,1.55320
2025-12-27,AMZN,CALL,2027-12-17,295.0,30.75,31.15,30.57,0,331,0.34658,0.46119,0.00351,-0.03884,1.29757,15,13,AMZN271217C00295000,2025-12-26 00:00:00,30.95,1.51533
2025-12-27,AMZN,CALL,2027-12-17,300.0,29.4,29.8,29.78,37,6778,0.34658,0.44752,0.00349,-0.03852,1.29244,10,13,AMZN271217C00300000,2025-12-26 00:00:00,29.60,1.47768
2025-12-27,AMZN,CALL,2027-12-17,305.0,27.05,28.5,27.6,0,274,0.34658,0.43413,0.00347,-0.03818,1.28593,14,21,AMZN271217C00305000,2025-12-26 00:00:00,27.77,1.44030
2025-12-27,AMZN,CALL,2027-12-17,310.0,26.8,27.25,26.98,2,1276,0.34658,0.42103,0.00345,-0.0378,1.27812,31,14,AMZN271217C00310000,2025-12-26 00:00:00,27.02,1.40327
2025-12-27,AMZN,CALL,2027-12-17,315.0,23.65,26.1,25.75,0,1071,0.33682,0.40024,0.00351,-0.03633,1.26276,17,1,AMZN271217C00315000,2025-12-26 00:00:00,24.88,1.35431
2025-12-27,AMZN,CALL,2027-12-17,320.0,23.5,24.95,24.72,0,2566,0.34658,0.39572,0.0034,-0.03697,1.25895,19,23,AMZN271217C00320000,2025-12-26 00:00:00,24.23,1.33042
2025-12-27,AMZN,CALL,2027-12-17,325.0,22.4,23.85,22.2,0,212,0.34658,0.38351,0.00337,-0.03653,1.24776,19,16,AMZN271217C00325000,2025-12-26 00:00:00,23.12,1.29470
2025-12-27,AMZN,CALL,2027-12-17,330.0,22.3,24.8,22.62,11,1425,0.35633,0.38014,0.00327,-0.03719,1.24445,45,19,AMZN271217C00330000,2025-12-26 00:00:00,23.55,1.27480
2025-12-27,AMZN,CALL,2027-12-17,340.0,18.4,20.9,20.35,0,1748,0.33682,0.33941,0.00333,-0.03386,1.19663,11,1,AMZN271217C00340000,2025-12-26 00:00:00,19.65,1.17138
2025-12-27,AMZN,CALL,2027-12-17,350.0,18.55,19.05,18.8,23,4189,0.34658,0.32693,0.00319,-0.03401,1.17905,22,4,AMZN271217C00350000,2025-12-26 00:00:00,18.80,1.12443
2025-12-27,AMZN,CALL,2027-12-17,225.0,57.15,58.65,57.63,0,4089,0.36609,0.67757,0.003,-0.03976,1.17236,11,15,AMZN271217C00225000,2025-12-26 00:00:00,57.90,1.97964
2025-12-27,AMZN,CALL,2027-12-17,220.0,59.6,60.4,60.05,5,3790,0.36609,0.69307,0.00294,-0.03927,1.1479,1,12,AMZN271217C00220000,2025-12-26 00:00:00,60.00,2.00608
2025-12-27,AMZN,CALL,2027-12-17,215.0,62.15,63.0,62.05,0,1188,0.37584,0.70834,0.00279,-0.03937,1.12164,4,15,AMZN271217C00215000,2025-12-26 00:00:00,62.58,2.00817
2025-12-27,AMZN,CALL,2027-12-17,210.0,64.8,66.35,65.13,3,1684,0.37584,0.72344,0.00272,-0.03875,1.09348,2,10,AMZN271217C00210000,2025-12-26 00:00:00,65.57,2.03001
2025-12-27,AMZN,CALL,2027-12-17,90.0,149.5,154.0,148.13,0,396,0.49292,0.96564,0.00047,-0.01577,0.24871,97,143,AMZN271217C00090000,2025-12-26 00:00:00,151.75,1.43977
2025-12-27,AMZN,CALL,2027-12-17,95.0,145.5,150.0,146.04,0,317,0.49292,0.95927,0.00054,-0.01729,0.28581,178,194,AMZN271217C00095000,2025-12-26 00:00:00,147.75,1.48969
2025-12-27,AMZN,CALL,2027-12-17,100.0,141.0,145.2,143.35,2,3411,0.4734,0.95627,0.0006,-0.01784,0.3027,135,196,AMZN271217C00100000,2025-12-26 00:00:00,143.10,1.56561
2025-12-27,AMZN,CALL,2027-12-17,105.0,137.0,141.5,129.2,0,204,0.4734,0.94904,0.00068,-0.01936,0.34219,173,165,AMZN271217C00105000,2025-12-26 00:00:00,139.25,1.60988
2025-12-27,AMZN,CALL,2027-12-17,110.0,132.5,137.0,130.37,0,256,0.45389,0.94575,0.00074,-0.01983,0.3596,143,196,AMZN271217C00110000,2025-12-26 00:00:00,134.75,1.68493
2025-12-27,AMZN,CALL,2027-12-17,115.0,128.5,133.0,127.15,0,176,0.45389,0.93765,0.00083,-0.02133,0.40117,142,171,AMZN271217C00115000,2025-12-26 00:00:00,130.75,1.72346
2025-12-27,AMZN,CALL,2027-12-17,120.0,124.5,129.0,123.2,0,704,0.44414,0.93149,0.00091,-0.02227,0.43156,162,158,AMZN271217C00120000,2025-12-26 00:00:00,126.75,1.77771
2025-12-27,AMZN,CALL,2027-12-17,125.0,120.0,125.0,120.79,0,312,0.43438,0.92502,0.001,-0.02317,0.46252,149,179,AMZN271217C00125000,2025-12-26 00:00:00,122.50,1.83023
2025-12-27,AMZN,CALL,2027-12-17,130.0,118.0,119.5,114.73,0,243,0.43438,0.9155,0.00109,-0.02464,0.50629,20,14,AMZN271217C00130000,2025-12-26 00:00:00,118.75,1.85887
2025-12-27,AMZN,CALL,2027-12-17,135.0,114.05,115.55,106.5,0,230,0.42462,0.90823,0.00119,-0.02548,0.53843,20,15,AMZN271217C00135000,2025-12-26 00:00:00,114.80,1.90658
2025-12-27,AMZN,CALL,2027-12-17,140.0,110.2,111.7,110.86,1,351,0.42462,0.89777,0.00129,-0.0269,0.5828,20,15,AMZN271217C00140000,2025-12-26 00:00:00,110.95,1.92832
2025-12-27,AMZN,CALL,2027-12-17,360.0,15.0,17.4,17.3,0,200,0.33682,0.29639,0.00314,-0.03163,1.13001,19,2,AMZN271217C00360000,2025-12-26 00:00:00,16.20,1.03688
2025-12-27,AMZN,CALL,2027-12-17,145.0,106.4,107.9,107.13,20,199,0.41487,0.88967,0.00139,-0.02767,0.61583,19,16,AMZN271217C00145000,2025-12-26 00:00:00,107.15,1.97105
2025-12-27,AMZN,CALL,2027-12-17,155.0,99.1,100.55,99.8,96,267,0.40511,0.86933,0.0016,-0.02971,0.69378,23,15,AMZN271217C00155000,2025-12-26 00:00:00,99.82,2.02352
2025-12-27,AMZN,CALL,2027-12-17,160.0,95.5,97.0,96.19,2,754,0.40511,0.85712,0.0017,-0.03098,0.73747,23,15,AMZN271217C00160000,2025-12-26 00:00:00,96.25,2.03183
2025-12-27,AMZN,CALL,2027-12-17,165.0,90.05,93.5,92.82,24,590,0.3856,0.85004,0.00185,-0.03093,0.76183,24,4,AMZN271217C00165000,2025-12-26 00:00:00,91.78,2.09162
2025-12-27,AMZN,CALL,2027-12-17,170.0,88.65,90.1,88.91,1,789,0.39536,0.83419,0.00193,-0.03274,0.81381,24,1,AMZN271217C00170000,2025-12-26 00:00:00,89.38,2.06568
2025-12-27,AMZN,CALL,2027-12-17,175.0,85.35,86.8,86.06,2,642,0.39536,0.82087,0.00202,-0.03386,0.85492,20,2,AMZN271217C00175000,2025-12-26 00:00:00,86.07,2.06437
2025-12-27,AMZN,CALL,2027-12-17,180.0,81.15,83.5,83.04,4,1266,0.3856,0.8095,0.00216,-0.03429,0.88826,19,1,AMZN271217C00180000,2025-12-26 00:00:00,82.33,2.08744
2025-12-27,AMZN,CALL,2027-12-17,185.0,79.0,80.35,79.65,0,761,0.3856,0.79546,0.00225,-0.0353,0.92729,24,23,AMZN271217C00185000,2025-12-26 00:00:00,79.67,2.08003
2025-12-27,AMZN,CALL,2027-12-17,190.0,75.95,77.3,76.15,2,919,0.3856,0.78121,0.00234,-0.03624,0.96457,25,25,AMZN271217C00190000,2025-12-26 00:00:00,76.62,2.06995
2025-12-27,AMZN,CALL,2027-12-17,195.0,72.95,74.05,73.6,0,398,0.37584,0.76834,0.00248,-0.03649,0.99633,24,24,AMZN271217C00195000,2025-12-26 00:00:00,73.50,2.08366
2025-12-27,AMZN,CALL,2027-12-17,200.0,70.05,71.4,71.0,7,5789,0.37584,0.75347,0.00257,-0.03731,1.03078,27,25,AMZN271217C00200000,2025-12-26 00:00:00,70.72,2.06794
