snapshot_date,symbol,option_type,expiration_date,strike,bid,ask,last_price,volume,open_interest,implied_volatility,delta,gamma,theta,vega,ask_size,bid_size,contract_id,date,mark,rho
2025-12-27,AMZN,CALL,2028-06-16,115.0,132.0,136.5,134.25,0,188,0.44414,0.93136,0.00081,-0.02012,0.48367,154,155,AMZN280616C00115000,2025-12-26 00:00:00,134.25,2.03972
2025-12-27,AMZN,CALL,2028-06-16,330.0,28.8,30.4,29.9,0,79,0.34658,0.41898,0.00308,-0.03424,1.42885,114,111,AMZN280616C00330000,2025-12-26 00:00:00,29.60,1.69170
2025-12-27,AMZN,CALL,2028-06-16,320.0,31.05,32.65,32.04,0,73,0.34658,0.44115,0.00311,-0.03481,1.44314,62,94,AMZN280616C00320000,2025-12-26 00:00:00,31.85,1.76603
2025-12-27,AMZN,CALL,2028-06-16,310.0,33.5,35.1,34.4,1,296,0.35633,0.47121,0.00305,-0.03616,1.45524,55,92,AMZN280616C00310000,2025-12-26 00:00:00,34.30,1.84660
2025-12-27,AMZN,CALL,2028-06-16,300.0,36.15,37.75,37.01,5,239,0.35633,0.49453,0.00306,-0.03652,1.4589,62,100,AMZN280616C00300000,2025-12-26 00:00:00,36.95,1.91897
2025-12-27,AMZN,CALL,2028-06-16,290.0,39.3,40.45,39.86,25,93,0.35633,0.51865,0.00306,-0.03678,1.45745,50,81,AMZN280616C00290000,2025-12-26 00:00:00,39.88,1.99146
2025-12-27,AMZN,CALL,2028-06-16,280.0,42.1,43.6,43.0,1,229,0.35633,0.54355,0.00304,-0.03693,1.45034,61,113,AMZN280616C00280000,2025-12-26 00:00:00,42.85,2.06352
2025-12-27,AMZN,CALL,2028-06-16,270.0,45.45,47.1,46.5,0,143,0.35633,0.56917,0.00302,-0.03696,1.43705,98,118,AMZN280616C00270000,2025-12-26 00:00:00,46.28,2.13457
2025-12-27,AMZN,CALL,2028-06-16,260.0,49.05,50.65,49.6,10,216,0.35633,0.59546,0.00297,-0.03684,1.41707,93,106,AMZN280616C00260000,2025-12-26 00:00:00,49.85,2.20389
2025-12-27,AMZN,CALL,2028-06-16,250.0,51.55,54.5,53.83,31,2140,0.35633,0.62232,0.00292,-0.03658,1.38991,90,137,AMZN280616C00250000,2025-12-26 00:00:00,53.02,2.27066
2025-12-27,AMZN,CALL,2028-06-16,240.0,57.6,58.25,57.85,18,112,0.36609,0.65148,0.00276,-0.03674,1.35256,7,33,AMZN280616C00240000,2025-12-26 00:00:00,57.92,2.31170
2025-12-27,AMZN,CALL,2028-06-16,230.0,62.2,62.8,62.32,60,386,0.36609,0.6784,0.00268,-0.03611,1.31061,18,1,AMZN280616C00230000,2025-12-26 00:00:00,62.50,2.36697
