snapshot_date,symbol,option_type,expiration_date,strike,bid,ask,last_price,volume,open_interest,implied_volatility,delta,gamma,theta,vega,ask_size,bid_size,contract_id,date,mark,rho
2025-12-27,AMZN,CALL,2026-01-23,125.0,106.1,109.65,102.3,0,13,0.73681,0.9992,6e-05,-0.01473,0.00176,153,153,AMZN260123C00125000,2025-12-26 00:00:00,107.88,0.09547
2025-12-27,AMZN,CALL,2026-01-23,245.0,1.89,1.93,1.95,330,1878,0.22951,0.2276,0.02042,-0.08476,0.19441,22,2,AMZN260123C00245000,2025-12-26 00:00:00,1.91,0.03915
2025-12-27,AMZN,CALL,2026-01-23,250.0,1.06,1.09,1.06,316,3541,0.22951,0.14353,0.01532,-0.06297,0.14578,25,5,AMZN260123C00250000,2025-12-26 00:00:00,1.08,0.02479
2025-12-27,AMZN,CALL,2026-01-23,255.0,0.56,0.61,0.58,177,6311,0.22951,0.08439,0.01047,-0.04275,0.09968,49,101,AMZN260123C00255000,2025-12-26 00:00:00,0.58,0.01463
2025-12-27,AMZN,CALL,2026-01-23,260.0,0.31,0.36,0.33,198,735,0.23926,0.05366,0.00708,-0.03123,0.07025,50,92,AMZN260123C00260000,2025-12-26 00:00:00,0.33,0.00931
2025-12-27,AMZN,CALL,2026-01-23,265.0,0.19,0.23,0.21,5,210,0.24902,0.03432,0.00474,-0.02255,0.04896,5,1,AMZN260123C00265000,2025-12-26 00:00:00,0.21,0.00596
2025-12-27,AMZN,CALL,2026-01-23,270.0,0.12,0.15,0.14,43,2618,0.25877,0.0222,0.00317,-0.01624,0.03406,1,5,AMZN260123C00270000,2025-12-26 00:00:00,0.14,0.00386
2025-12-27,AMZN,CALL,2026-01-23,275.0,0.07,0.1,0.1,62,72,0.26853,0.01458,0.00214,-0.01174,0.0238,200,122,AMZN260123C00275000,2025-12-26 00:00:00,0.09,0.00253
2025-12-27,AMZN,CALL,2026-01-23,280.0,0.04,0.1,0.08,6,17,0.28804,0.01209,0.00169,-0.01069,0.02025,88,92,AMZN260123C00280000,2025-12-26 00:00:00,0.07,0.00210
2025-12-27,AMZN,CALL,2026-01-23,285.0,0.03,0.08,0.09,0,15,0.30755,0.01034,0.00139,-0.00994,0.01767,82,30,AMZN260123C00285000,2025-12-26 00:00:00,0.06,0.00179
2025-12-27,AMZN,CALL,2026-01-23,290.0,0.0,0.07,0.05,0,406,0.26853,0.00189,0.00035,-0.00191,0.00388,7,0,AMZN260123C00290000,2025-12-26 00:00:00,0.01,0.00033
2025-12-27,AMZN,CALL,2026-01-23,295.0,0.0,0.07,0.05,0,80,0.28804,0.00182,0.00031,-0.00197,0.00374,52,0,AMZN260123C00295000,2025-12-26 00:00:00,0.01,0.00032
2025-12-27,AMZN,CALL,2026-01-23,300.0,0.0,0.06,0.04,0,109,0.30755,0.00177,0.00029,-0.00205,0.00366,16,0,AMZN260123C00300000,2025-12-26 00:00:00,0.01,0.00031
2025-12-27,AMZN,CALL,2026-01-23,305.0,0.0,0.05,0.04,0,6,0.32707,0.00175,0.00027,-0.00216,0.00363,3,0,AMZN260123C00305000,2025-12-26 00:00:00,0.01,0.00031
2025-12-27,AMZN,CALL,2026-01-23,310.0,0.0,0.26,0.01,1,5,0.34658,0.00176,0.00025,-0.00228,0.00363,56,0,AMZN260123C00310000,2025-12-26 00:00:00,0.01,0.00030
2025-12-27,AMZN,CALL,2026-01-23,315.0,0.0,0.06,0.04,0,4,0.35633,0.00136,0.00019,-0.00185,0.00287,106,0,AMZN260123C00315000,2025-12-26 00:00:00,0.01,0.00024
2025-12-27,AMZN,CALL,2026-01-23,320.0,0.0,0.05,0.0,0,0,0.37584,0.0014,0.00019,-0.00201,0.00295,99,0,AMZN260123C00320000,2025-12-26 00:00:00,0.01,0.00024
2025-12-27,AMZN,CALL,2026-01-23,325.0,0.0,0.05,0.01,0,2,0.39536,0.00145,0.00019,-0.00219,0.00305,103,0,AMZN260123C00325000,2025-12-26 00:00:00,0.01,0.00025
2025-12-27,AMZN,CALL,2026-01-23,330.0,0.0,0.05,0.0,0,0,0.41487,0.00151,0.00018,-0.00238,0.00317,159,0,AMZN260123C00330000,2025-12-26 00:00:00,0.01,0.00026
2025-12-27,AMZN,CALL,2026-01-23,335.0,0.0,0.25,0.0,0,0,0.42462,0.00125,0.00015,-0.00205,0.00267,63,0,AMZN260123C00335000,2025-12-26 00:00:00,0.01,0.00022
2025-12-27,AMZN,CALL,2026-01-23,240.0,3.2,3.35,3.25,441,6829,0.22951,0.33637,0.02469,-0.10379,0.235,69,46,AMZN260123C00240000,2025-12-26 00:00:00,3.28,0.05756
2025-12-27,AMZN,CALL,2026-01-23,340.0,0.0,0.04,0.0,0,0,0.44414,0.00133,0.00015,-0.00226,0.00281,44,0,AMZN260123C00340000,2025-12-26 00:00:00,0.01,0.00023
2025-12-27,AMZN,CALL,2026-01-23,235.0,5.15,5.3,5.2,420,1769,0.23926,0.4662,0.0258,-0.11966,0.256,64,54,AMZN260123C00235000,2025-12-26 00:00:00,5.22,0.07909
2025-12-27,AMZN,CALL,2026-01-23,225.0,11.05,11.2,11.35,19,1521,0.24902,0.7094,0.02137,-0.11346,0.22066,10,35,AMZN260123C00225000,2025-12-26 00:00:00,11.12,0.11796
2025-12-27,AMZN,CALL,2026-01-23,130.0,101.45,104.45,101.93,2,3,0.82461,0.99623,0.00021,-0.02348,0.00723,162,162,AMZN260123C00130000,2025-12-26 00:00:00,102.95,0.09873
2025-12-27,AMZN,CALL,2026-01-23,135.0,96.35,99.2,93.32,0,2,0.01488,1.0,0.0,-0.01343,0.0,215,213,AMZN260123C00135000,2025-12-26 00:00:00,97.78,0.10327
2025-12-27,AMZN,CALL,2026-01-23,140.0,91.55,93.7,89.35,0,5,0.01488,1.0,0.0,-0.01392,0.0,107,224,AMZN260123C00140000,2025-12-26 00:00:00,92.62,0.10710
2025-12-27,AMZN,CALL,2026-01-23,145.0,86.25,88.35,83.15,0,2,0.01488,1.0,0.0,-0.01442,0.0,27,223,AMZN260123C00145000,2025-12-26 00:00:00,87.30,0.11092
2025-12-27,AMZN,CALL,2026-01-23,150.0,81.45,83.45,79.25,0,39,0.01488,1.0,0.0,-0.01492,0.0,31,219,AMZN260123C00150000,2025-12-26 00:00:00,82.45,0.11475
2025-12-27,AMZN,CALL,2026-01-23,155.0,76.6,79.35,74.45,0,4,0.52218,0.99811,0.00018,-0.01899,0.00388,215,215,AMZN260123C00155000,2025-12-26 00:00:00,77.97,0.11822
2025-12-27,AMZN,CALL,2026-01-23,160.0,71.25,74.55,73.4,1,8,0.01488,1.0,0.0,-0.01591,0.0,216,215,AMZN260123C00160000,2025-12-26 00:00:00,72.90,0.12240
2025-12-27,AMZN,CALL,2026-01-23,165.0,66.5,69.85,67.83,0,2,0.59047,0.98597,0.00094,-0.04035,0.02303,201,216,AMZN260123C00165000,2025-12-26 00:00:00,68.17,0.12357
2025-12-27,AMZN,CALL,2026-01-23,170.0,61.75,64.65,63.07,72,3,0.55145,0.98403,0.00113,-0.04186,0.02574,209,208,AMZN260123C00170000,2025-12-26 00:00:00,63.20,0.12703
2025-12-27,AMZN,CALL,2026-01-23,175.0,56.55,60.1,56.85,0,3,0.54169,0.97658,0.00159,-0.05129,0.03563,215,218,AMZN260123C00175000,2025-12-26 00:00:00,58.33,0.12945
2025-12-27,AMZN,CALL,2026-01-23,180.0,51.7,54.9,52.25,0,8,0.48316,0.9773,0.00173,-0.04729,0.03471,219,214,AMZN260123C00180000,2025-12-26 00:00:00,53.30,0.13344
2025-12-27,AMZN,CALL,2026-01-23,185.0,46.45,50.0,47.75,2,116,0.41487,0.98084,0.00175,-0.04021,0.03007,234,235,AMZN260123C00185000,2025-12-26 00:00:00,48.23,0.13796
2025-12-27,AMZN,CALL,2026-01-23,190.0,41.9,44.8,42.88,4,10,0.40511,0.97,0.00261,-0.04986,0.04381,218,219,AMZN260123C00190000,2025-12-26 00:00:00,43.35,0.13975
2025-12-27,AMZN,CALL,2026-01-23,195.0,37.35,39.0,38.04,0,25,0.30755,0.98387,0.00203,-0.03326,0.02595,65,190,AMZN260123C00195000,2025-12-26 00:00:00,38.17,0.14621
2025-12-27,AMZN,CALL,2026-01-23,200.0,31.65,35.15,33.16,7,82,0.31731,0.96327,0.00393,-0.04834,0.05177,223,223,AMZN260123C00200000,2025-12-26 00:00:00,33.40,0.14621
2025-12-27,AMZN,CALL,2026-01-23,205.0,27.7,30.0,28.4,7,67,0.33682,0.92319,0.00665,-0.07437,0.09284,170,154,AMZN260123C00205000,2025-12-26 00:00:00,28.85,0.14252
2025-12-27,AMZN,CALL,2026-01-23,210.0,23.55,24.25,24.1,3,268,0.28804,0.91178,0.00863,-0.07176,0.10304,82,63,AMZN260123C00210000,2025-12-26 00:00:00,23.90,0.14431
2025-12-27,AMZN,CALL,2026-01-23,215.0,19.0,19.65,19.5,4,135,0.26853,0.87034,0.01221,-0.08347,0.13599,67,87,AMZN260123C00215000,2025-12-26 00:00:00,19.32,0.14046
2025-12-27,AMZN,CALL,2026-01-23,220.0,14.7,15.3,15.3,13,179,0.25877,0.80151,0.01672,-0.10002,0.17948,120,120,AMZN260123C00220000,2025-12-26 00:00:00,15.00,0.13143
2025-12-27,AMZN,CALL,2026-01-23,230.0,7.8,8.05,7.85,545,2692,0.23926,0.59472,0.02516,-0.11967,0.24965,60,16,AMZN260123C00230000,2025-12-26 00:00:00,7.93,0.10009
2025-12-27,AMZN,CALL,2026-01-23,345.0,0.0,0.24,0.04,2,3,0.45389,0.00113,0.00013,-0.00199,0.00243,59,0,AMZN260123C00345000,2025-12-26 00:00:00,0.01,0.00019
