snapshot_date,symbol,option_type,expiration_date,strike,bid,ask,last_price,volume,open_interest,implied_volatility,delta,gamma,theta,vega,ask_size,bid_size,contract_id,date,mark,rho
2025-12-27,AMZN,PUT,2028-01-21,110.0,3.4,3.6,0.0,0,453,0.41487,-0.04663,0.0007,-0.00753,0.32641,8,16,AMZN280121P00110000,2025-12-26 00:00:00,3.50,-0.29532
2025-12-27,AMZN,PUT,2028-01-21,220.0,32.25,33.75,32.9,4,3790,0.36609,-0.30447,0.00286,-0.01806,1.17126,3,19,AMZN280121P00220000,2025-12-26 00:00:00,33.00,-2.13867
2025-12-27,AMZN,PUT,2028-01-21,230.0,37.0,37.55,37.25,14,5637,0.36609,-0.33461,0.00297,-0.01802,1.21858,3,10,AMZN280121P00230000,2025-12-26 00:00:00,37.27,-2.38429
2025-12-27,AMZN,PUT,2028-01-21,240.0,42.1,42.65,42.25,2,1033,0.36609,-0.36451,0.00307,-0.01775,1.25726,4,15,AMZN280121P00240000,2025-12-26 00:00:00,42.38,-2.63503
2025-12-27,AMZN,PUT,2028-01-21,250.0,47.55,48.15,47.75,11,1068,0.36609,-0.39398,0.00314,-0.01726,1.28759,16,17,AMZN280121P00250000,2025-12-26 00:00:00,47.85,-2.88969
2025-12-27,AMZN,PUT,2028-01-21,260.0,53.4,54.0,53.9,1,168,0.36609,-0.42289,0.0032,-0.01656,1.30999,16,24,AMZN280121P00260000,2025-12-26 00:00:00,53.70,-3.14725
2025-12-27,AMZN,PUT,2028-01-21,270.0,59.55,60.2,0.0,0,1199,0.36609,-0.4511,0.00323,-0.01568,1.32497,12,18,AMZN280121P00270000,2025-12-26 00:00:00,59.88,-3.40676
2025-12-27,AMZN,PUT,2028-01-21,210.0,27.85,28.35,28.2,1,442,0.36609,-0.27429,0.00272,-0.01786,1.11518,5,16,AMZN280121P00210000,2025-12-26 00:00:00,28.10,-1.89947
2025-12-27,AMZN,PUT,2028-01-21,280.0,66.1,66.75,0.0,0,337,0.36609,-0.47853,0.00325,-0.01462,1.33308,12,10,AMZN280121P00280000,2025-12-26 00:00:00,66.42,-3.66745
2025-12-27,AMZN,PUT,2028-01-21,300.0,80.1,80.8,80.05,6,61,0.37584,-0.52441,0.00317,-0.01297,1.33251,7,3,AMZN280121P00300000,2025-12-26 00:00:00,80.45,-4.18620
2025-12-27,AMZN,PUT,2028-01-21,310.0,87.6,88.35,87.8,2,895,0.3856,-0.54178,0.00307,-0.01249,1.32768,14,5,AMZN280121P00310000,2025-12-26 00:00:00,87.97,-4.43808
2025-12-27,AMZN,PUT,2028-01-21,320.0,95.35,96.15,95.6,2,88,0.3856,-0.56439,0.00305,-0.01101,1.31758,6,7,AMZN280121P00320000,2025-12-26 00:00:00,95.75,-4.69192
2025-12-27,AMZN,PUT,2028-01-21,330.0,103.45,104.25,0.0,0,123,0.39536,-0.57861,0.00296,-0.01047,1.30901,4,1,AMZN280121P00330000,2025-12-26 00:00:00,103.85,-4.93503
2025-12-27,AMZN,PUT,2028-01-21,340.0,111.75,112.55,0.0,0,1081,0.40511,-0.5913,0.00287,-0.00992,1.2999,2,1,AMZN280121P00340000,2025-12-26 00:00:00,112.15,-5.17339
2025-12-27,AMZN,PUT,2028-01-21,350.0,120.35,121.15,0.0,0,46,0.41487,-0.60262,0.00278,-0.00938,1.2906,5,5,AMZN280121P00350000,2025-12-26 00:00:00,120.75,-5.40743
2025-12-27,AMZN,PUT,2028-01-21,290.0,72.95,73.6,0.0,0,310,0.37584,-0.49943,0.00317,-0.01427,1.33501,2,2,AMZN280121P00290000,2025-12-26 00:00:00,73.28,-3.92833
2025-12-27,AMZN,PUT,2028-01-21,200.0,23.85,24.3,24.01,2,3256,0.36609,-0.24432,0.00256,-0.0174,1.0504,5,13,AMZN280121P00200000,2025-12-26 00:00:00,24.08,-1.66815
2025-12-27,AMZN,PUT,2028-01-21,195.0,21.95,22.4,0.0,0,161,0.36609,-0.22949,0.00248,-0.01708,1.01485,19,40,AMZN280121P00195000,2025-12-26 00:00:00,22.17,-1.55593
2025-12-27,AMZN,PUT,2028-01-21,190.0,20.2,20.6,20.6,1,5040,0.37584,-0.21676,0.00233,-0.01732,0.9824,9,41,AMZN280121P00190000,2025-12-26 00:00:00,20.40,-1.47544
2025-12-27,AMZN,PUT,2028-01-21,115.0,3.8,6.1,0.0,0,226,0.43438,-0.05945,0.00081,-0.00951,0.39578,150,16,AMZN280121P00115000,2025-12-26 00:00:00,4.95,-0.38677
2025-12-27,AMZN,PUT,2028-01-21,120.0,4.25,5.65,0.0,0,76,0.41487,-0.06268,0.00089,-0.00938,0.41245,1,1,AMZN280121P00120000,2025-12-26 00:00:00,4.95,-0.40276
2025-12-27,AMZN,PUT,2028-01-21,125.0,5.05,6.3,0.0,0,181,0.41487,-0.07155,0.00098,-0.01031,0.45695,7,52,AMZN280121P00125000,2025-12-26 00:00:00,5.67,-0.46316
2025-12-27,AMZN,PUT,2028-01-21,130.0,5.7,6.0,5.9,2,105,0.39536,-0.07509,0.00107,-0.01009,0.47414,21,53,AMZN280121P00130000,2025-12-26 00:00:00,5.85,-0.47988
2025-12-27,AMZN,PUT,2028-01-21,135.0,6.5,6.75,0.0,0,361,0.39536,-0.08495,0.00118,-0.01098,0.52047,21,37,AMZN280121P00135000,2025-12-26 00:00:00,6.62,-0.54669
2025-12-27,AMZN,PUT,2028-01-21,140.0,7.3,8.6,7.51,8,303,0.40511,-0.09835,0.00128,-0.01244,0.58019,1,41,AMZN280121P00140000,2025-12-26 00:00:00,7.95,-0.64400
2025-12-27,AMZN,PUT,2028-01-21,145.0,8.2,8.8,8.55,14,463,0.39536,-0.1062,0.00139,-0.0127,0.61353,1,18,AMZN280121P00145000,2025-12-26 00:00:00,8.50,-0.69321
2025-12-27,AMZN,PUT,2028-01-21,150.0,9.1,10.5,9.45,1,2061,0.39536,-0.11754,0.00149,-0.01353,0.65968,4,12,AMZN280121P00150000,2025-12-26 00:00:00,9.80,-0.77262
2025-12-27,AMZN,PUT,2028-01-21,155.0,10.25,11.6,10.53,2,1188,0.39536,-0.12929,0.00159,-0.01432,0.70523,61,36,AMZN280121P00155000,2025-12-26 00:00:00,10.93,-0.85590
2025-12-27,AMZN,PUT,2028-01-21,160.0,11.45,12.65,11.65,29,942,0.3856,-0.13854,0.00171,-0.01446,0.73952,48,23,AMZN280121P00160000,2025-12-26 00:00:00,12.05,-0.91393
2025-12-27,AMZN,PUT,2028-01-21,165.0,12.65,13.9,0.0,0,737,0.3856,-0.15116,0.00182,-0.01517,0.78426,43,40,AMZN280121P00165000,2025-12-26 00:00:00,13.28,-1.00422
2025-12-27,AMZN,PUT,2028-01-21,170.0,14.0,14.35,0.0,0,1658,0.37584,-0.16138,0.00195,-0.01521,0.81878,13,10,AMZN280121P00170000,2025-12-26 00:00:00,14.18,-1.06813
2025-12-27,AMZN,PUT,2028-01-21,175.0,15.4,15.8,15.55,3,567,0.37584,-0.17483,0.00205,-0.01582,0.8621,23,38,AMZN280121P00175000,2025-12-26 00:00:00,15.60,-1.16531
2025-12-27,AMZN,PUT,2028-01-21,180.0,16.9,17.3,17.04,35,3217,0.37584,-0.18858,0.00215,-0.01637,0.9039,5,26,AMZN280121P00180000,2025-12-26 00:00:00,17.10,-1.26573
2025-12-27,AMZN,PUT,2028-01-21,185.0,18.5,18.9,0.0,0,750,0.37584,-0.20256,0.00224,-0.01687,0.94404,11,34,AMZN280121P00185000,2025-12-26 00:00:00,18.70,-1.36917
2025-12-27,AMZN,PUT,2028-01-21,360.0,129.15,130.0,0.0,0,60,0.42462,-0.61271,0.00269,-0.00884,1.28138,11,8,AMZN280121P00360000,2025-12-26 00:00:00,129.57,-5.63755
2025-12-27,AMZN,PUT,2028-01-21,370.0,138.2,139.05,0.0,0,174,0.43438,-0.62168,0.00262,-0.00832,1.27242,5,11,AMZN280121P00370000,2025-12-26 00:00:00,138.62,-5.86412
