snapshot_date,symbol,option_type,expiration_date,strike,bid,ask,last_price,volume,open_interest,implied_volatility,delta,gamma,theta,vega,ask_size,bid_size,contract_id,date,mark,rho
2025-12-27,AMZN,CALL,2026-12-18,85.0,150.05,153.65,152.84,3,1323,0.60999,0.97876,0.00036,-0.01756,0.11716,168,178,AMZN261218C00085000,2025-12-26 00:00:00,151.85,0.74051
2025-12-27,AMZN,CALL,2026-12-18,235.0,33.85,34.1,34.21,52,6303,0.34658,0.5965,0.00486,-0.05364,0.89043,61,68,AMZN261218C00235000,2025-12-26 00:00:00,33.98,1.02206
2025-12-27,AMZN,CALL,2026-12-18,240.0,31.5,31.75,31.63,17,3111,0.34658,0.57255,0.00492,-0.05387,0.90219,63,79,AMZN261218C00240000,2025-12-26 00:00:00,31.62,0.98877
2025-12-27,AMZN,CALL,2026-12-18,245.0,29.3,29.55,29.55,16,1103,0.33682,0.54636,0.00512,-0.05275,0.9112,21,55,AMZN261218C00245000,2025-12-26 00:00:00,29.43,0.95795
2025-12-27,AMZN,CALL,2026-12-18,250.0,27.2,27.45,27.5,84,8894,0.33682,0.52226,0.00514,-0.05261,0.91597,69,64,AMZN261218C00250000,2025-12-26 00:00:00,27.32,0.92213
2025-12-27,AMZN,CALL,2026-12-18,255.0,25.25,25.45,25.3,4,1551,0.33682,0.49856,0.00515,-0.05231,0.91739,75,51,AMZN261218C00255000,2025-12-26 00:00:00,25.35,0.88612
2025-12-27,AMZN,CALL,2026-12-18,260.0,23.35,23.6,23.5,20,5061,0.33682,0.47532,0.00514,-0.05186,0.91564,13,69,AMZN261218C00260000,2025-12-26 00:00:00,23.48,0.85013
2025-12-27,AMZN,CALL,2026-12-18,265.0,21.65,21.85,21.88,1,1440,0.33682,0.4526,0.00511,-0.05127,0.91092,71,60,AMZN261218C00265000,2025-12-26 00:00:00,21.75,0.81432
2025-12-27,AMZN,CALL,2026-12-18,270.0,20.0,20.2,20.3,4,4790,0.33682,0.43046,0.00507,-0.05056,0.90343,60,90,AMZN261218C00270000,2025-12-26 00:00:00,20.10,0.77885
2025-12-27,AMZN,CALL,2026-12-18,275.0,18.45,18.7,18.54,5,677,0.32707,0.40247,0.00514,-0.04828,0.88985,62,91,AMZN261218C00275000,2025-12-26 00:00:00,18.57,0.73768
2025-12-27,AMZN,CALL,2026-12-18,280.0,17.05,17.25,17.25,33,3145,0.32707,0.38108,0.00507,-0.0473,0.87633,13,80,AMZN261218C00280000,2025-12-26 00:00:00,17.15,0.70199
2025-12-27,AMZN,CALL,2026-12-18,285.0,15.7,15.95,15.82,9,584,0.32707,0.36041,0.00498,-0.04623,0.86065,52,91,AMZN261218C00285000,2025-12-26 00:00:00,15.82,0.66710
2025-12-27,AMZN,CALL,2026-12-18,230.0,36.3,36.6,36.62,23,3338,0.34658,0.62059,0.00478,-0.05323,0.87516,20,62,AMZN261218C00230000,2025-12-26 00:00:00,36.45,1.05453
2025-12-27,AMZN,CALL,2026-12-18,290.0,14.5,14.7,14.7,6,2514,0.32707,0.34048,0.00487,-0.04507,0.84305,62,89,AMZN261218C00290000,2025-12-26 00:00:00,14.60,0.63309
2025-12-27,AMZN,CALL,2026-12-18,300.0,12.3,12.5,12.46,19,6509,0.32707,0.30294,0.00464,-0.04258,0.80307,87,104,AMZN261218C00300000,2025-12-26 00:00:00,12.40,0.56808
2025-12-27,AMZN,CALL,2026-12-18,305.0,11.3,11.55,11.56,13,259,0.32707,0.28534,0.00452,-0.04126,0.78115,77,100,AMZN261218C00305000,2025-12-26 00:00:00,11.43,0.53717
2025-12-27,AMZN,CALL,2026-12-18,310.0,10.45,10.65,10.5,2,931,0.32707,0.26851,0.00438,-0.03991,0.75824,102,82,AMZN261218C00310000,2025-12-26 00:00:00,10.55,0.50739
2025-12-27,AMZN,CALL,2026-12-18,315.0,9.6,9.8,10.0,0,1989,0.32707,0.25245,0.00425,-0.03853,0.73454,83,118,AMZN261218C00315000,2025-12-26 00:00:00,9.70,0.47876
2025-12-27,AMZN,CALL,2026-12-18,320.0,8.85,9.05,9.02,31,3299,0.32707,0.23716,0.00411,-0.03714,0.71023,103,94,AMZN261218C00320000,2025-12-26 00:00:00,8.95,0.45130
2025-12-27,AMZN,CALL,2026-12-18,325.0,8.15,8.35,8.25,2,226,0.32707,0.22261,0.00396,-0.03573,0.6855,55,10,AMZN261218C00325000,2025-12-26 00:00:00,8.25,0.42501
2025-12-27,AMZN,CALL,2026-12-18,330.0,7.5,7.7,7.65,8,624,0.32707,0.2088,0.00382,-0.03433,0.6605,41,30,AMZN261218C00330000,2025-12-26 00:00:00,7.60,0.39988
2025-12-27,AMZN,CALL,2026-12-18,340.0,6.35,6.6,6.58,1,504,0.32707,0.18329,0.00353,-0.03156,0.61029,30,11,AMZN261218C00340000,2025-12-26 00:00:00,6.47,0.35311
2025-12-27,AMZN,CALL,2026-12-18,345.0,5.9,6.1,6.1,0,423,0.32707,0.17156,0.00338,-0.03019,0.58532,10,8,AMZN261218C00345000,2025-12-26 00:00:00,6.00,0.33142
2025-12-27,AMZN,CALL,2026-12-18,350.0,5.45,5.65,5.65,9,999,0.32707,0.16047,0.00324,-0.02885,0.56059,40,17,AMZN261218C00350000,2025-12-26 00:00:00,5.55,0.31083
2025-12-27,AMZN,CALL,2026-12-18,355.0,5.0,5.2,4.95,0,185,0.32707,0.15001,0.0031,-0.02753,0.5362,10,2,AMZN261218C00355000,2025-12-26 00:00:00,5.10,0.29132
2025-12-27,AMZN,CALL,2026-12-18,295.0,13.35,13.6,13.58,4,727,0.32707,0.32133,0.00476,-0.04385,0.82378,62,91,AMZN261218C00295000,2025-12-26 00:00:00,13.47,0.60007
2025-12-27,AMZN,CALL,2026-12-18,225.0,38.9,39.15,39.27,112,2667,0.34658,0.64474,0.00467,-0.05264,0.85633,27,61,AMZN261218C00225000,2025-12-26 00:00:00,39.02,1.08592
2025-12-27,AMZN,CALL,2026-12-18,220.0,41.65,41.9,42.0,54,2817,0.34658,0.66885,0.00455,-0.05186,0.83395,26,48,AMZN261218C00220000,2025-12-26 00:00:00,41.77,1.11599
2025-12-27,AMZN,CALL,2026-12-18,215.0,44.5,44.75,44.8,3,1433,0.35633,0.69129,0.0043,-0.05197,0.80979,11,48,AMZN261218C00215000,2025-12-26 00:00:00,44.62,1.13334
2025-12-27,AMZN,CALL,2026-12-18,90.0,145.35,148.9,146.5,1,775,0.58072,0.97735,0.0004,-0.01806,0.1237,154,170,AMZN261218C00090000,2025-12-26 00:00:00,147.12,0.78432
2025-12-27,AMZN,CALL,2026-12-18,95.0,140.65,144.25,142.2,1,65,0.57096,0.97323,0.00047,-0.01974,0.14231,189,208,AMZN261218C00095000,2025-12-26 00:00:00,142.45,0.81958
2025-12-27,AMZN,CALL,2026-12-18,100.0,136.0,139.45,137.65,1,1251,0.54169,0.97189,0.00052,-0.02005,0.14821,156,200,AMZN261218C00100000,2025-12-26 00:00:00,137.72,0.86386
2025-12-27,AMZN,CALL,2026-12-18,105.0,131.3,134.5,128.0,0,239,0.52218,0.96902,0.00058,-0.02096,0.16068,108,167,AMZN261218C00105000,2025-12-26 00:00:00,132.90,0.90338
2025-12-27,AMZN,CALL,2026-12-18,110.0,126.8,130.2,122.42,0,233,0.51243,0.96412,0.00067,-0.02257,0.18135,196,228,AMZN261218C00110000,2025-12-26 00:00:00,128.50,0.93665
2025-12-27,AMZN,CALL,2026-12-18,115.0,121.8,125.6,123.85,3,133,0.49292,0.96088,0.00075,-0.02338,0.1946,209,234,AMZN261218C00115000,2025-12-26 00:00:00,123.70,0.97537
2025-12-27,AMZN,CALL,2026-12-18,120.0,117.55,120.2,113.35,0,244,0.46365,0.9599,0.00081,-0.02331,0.19857,91,213,AMZN261218C00120000,2025-12-26 00:00:00,118.88,1.02124
2025-12-27,AMZN,CALL,2026-12-18,125.0,112.85,116.4,114.35,1,114,0.4734,0.94906,0.00096,-0.02653,0.24071,178,219,AMZN261218C00125000,2025-12-26 00:00:00,114.62,1.03651
2025-12-27,AMZN,CALL,2026-12-18,130.0,108.3,111.75,110.27,12,361,0.45389,0.94509,0.00106,-0.02719,0.25546,172,221,AMZN261218C00130000,2025-12-26 00:00:00,110.03,1.07361
2025-12-27,AMZN,CALL,2026-12-18,135.0,103.6,107.4,105.34,1,353,0.44414,0.93804,0.0012,-0.0287,0.28092,258,242,AMZN261218C00135000,2025-12-26 00:00:00,105.50,1.10115
2025-12-27,AMZN,CALL,2026-12-18,140.0,99.4,102.65,100.45,2,248,0.43438,0.93038,0.00134,-0.0302,0.30747,126,196,AMZN261218C00140000,2025-12-26 00:00:00,101.03,1.12707
2025-12-27,AMZN,CALL,2026-12-18,145.0,95.7,97.85,92.26,0,373,0.42462,0.92209,0.00149,-0.03167,0.33508,111,109,AMZN261218C00145000,2025-12-26 00:00:00,96.78,1.15126
2025-12-27,AMZN,CALL,2026-12-18,150.0,91.8,92.85,88.6,0,1328,0.41487,0.91313,0.00166,-0.0331,0.36372,45,92,AMZN261218C00150000,2025-12-26 00:00:00,92.32,1.17362
2025-12-27,AMZN,CALL,2026-12-18,155.0,87.55,88.6,88.3,1,387,0.40511,0.90344,0.00184,-0.03449,0.39335,53,76,AMZN261218C00155000,2025-12-26 00:00:00,88.07,1.19402
2025-12-27,AMZN,CALL,2026-12-18,160.0,83.4,84.4,84.01,1,1646,0.40511,0.88918,0.00203,-0.0369,0.43471,54,100,AMZN261218C00160000,2025-12-26 00:00:00,83.90,1.19959
2025-12-27,AMZN,CALL,2026-12-18,165.0,79.3,80.35,79.23,0,3402,0.39536,0.87776,0.00223,-0.03819,0.46603,59,102,AMZN261218C00165000,2025-12-26 00:00:00,79.82,1.21508
2025-12-27,AMZN,CALL,2026-12-18,170.0,75.3,76.35,75.95,1,7326,0.3856,0.86548,0.00244,-0.03942,0.49807,51,97,AMZN261218C00170000,2025-12-26 00:00:00,75.82,1.22821
2025-12-27,AMZN,CALL,2026-12-18,175.0,71.6,72.4,72.2,5,2384,0.3856,0.84832,0.00265,-0.04166,0.54016,74,104,AMZN261218C00175000,2025-12-26 00:00:00,72.00,1.22475
2025-12-27,AMZN,CALL,2026-12-18,180.0,67.65,68.6,68.24,3,2648,0.37584,0.83408,0.00288,-0.04272,0.57289,99,106,AMZN261218C00180000,2025-12-26 00:00:00,68.12,1.23229
2025-12-27,AMZN,CALL,2026-12-18,185.0,63.95,64.85,65.1,0,1763,0.37584,0.81506,0.00309,-0.04477,0.6137,41,96,AMZN261218C00185000,2025-12-26 00:00:00,64.40,1.22267
2025-12-27,AMZN,CALL,2026-12-18,190.0,60.4,61.2,61.0,3,1447,0.36609,0.79875,0.00334,-0.04562,0.64621,70,107,AMZN261218C00190000,2025-12-26 00:00:00,60.80,1.22422
2025-12-27,AMZN,CALL,2026-12-18,195.0,56.9,57.8,57.65,1,825,0.36609,0.77799,0.00354,-0.04742,0.68445,82,106,AMZN261218C00195000,2025-12-26 00:00:00,57.35,1.20861
2025-12-27,AMZN,CALL,2026-12-18,200.0,53.55,54.45,54.4,36,4798,0.36609,0.75662,0.00372,-0.04907,0.72032,26,108,AMZN261218C00200000,2025-12-26 00:00:00,54.00,1.19040
2025-12-27,AMZN,CALL,2026-12-18,205.0,50.6,50.85,50.67,12,1027,0.35633,0.73718,0.00398,-0.04949,0.75005,29,21,AMZN261218C00205000,2025-12-26 00:00:00,50.73,1.18250
2025-12-27,AMZN,CALL,2026-12-18,210.0,47.45,47.75,47.85,6,1777,0.35633,0.7144,0.00415,-0.05082,0.78149,38,35,AMZN261218C00210000,2025-12-26 00:00:00,47.60,1.15892
2025-12-27,AMZN,CALL,2026-12-18,360.0,4.65,4.8,4.76,8,3467,0.32707,0.14016,0.00296,-0.02625,0.51222,18,18,AMZN261218C00360000,2025-12-26 00:00:00,4.72,0.27285
2025-12-27,AMZN,CALL,2026-12-18,370.0,3.9,4.15,4.05,3,501,0.32707,0.12215,0.00269,-0.02377,0.46579,44,12,AMZN261218C00370000,2025-12-26 00:00:00,4.03,0.23889
