date,symbol,eps,revenue_ttm,pe_ratio,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividend_per_share,dividend_yield,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,forward_pe,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,stockbasedcompensation,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,trailing_pe,treasurystock,week_52_high,week_52_low
2023-12-31,CDRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-05,,0.25,,post-market,,,,,,,,,,,,,,38.8889,,,,,,,,,,,,
2024-03-31,CDRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-05-07,,0.18,,post-market,,,,,,,,,,,,,,-21.7391,,,,,,,,,,,,
2024-06-30,CDRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-08-09,,0.31,,post-market,,,,,,,,,,,,,,14.8148,,,,,,,,,,,,
2024-09-30,CDRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-06,,0.09,,pre-market,,,,,,,,,,,,,,50.0,,,,,,,,,,,,
2024-12-31,CDRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.17,,,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-11,,0.32,,pre-market,,,,,,,,,,,,,,-34.6939,,,,,,,,,,,,
2025-03-31,CDRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0279,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-30,,0.2579,,pre-market,,,,,,,,,,,,,,12.1304,,,,,,,,,,,,
2025-06-30,CDRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-05,,0.3,,pre-market,,,,,,,,,,,,,,15.3846,,,,,,,,,,,,
2025-09-30,CDRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-04,,0.27,,pre-market,,,,,,,,,,,,,,3.8462,,,,,,,,,,,,
2025-12-31,CDRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1174,,,0.4117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-11,,0.2943,,pre-market,,,,,,,,,,,,,,-28.5159,,,,,,,,,,,,
2026-04-16,CDRE,1.03,610308000.0,32.26,,1.478,7.54,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,0.0115,,,,-0.133,-0.1174,,,0.4117,,25.13,,260924000.0,,,,,,,,,,,,,,,,,,,0.134,,,,,,,,,,,,,4.39,2.31,,,,,,,,0.0723,,,2026-03-11,,0.2943,,pre-market,,,0.068,0.14,-0.05,14.93,,,,,37.59,37.66,,-28.5159,,,,,,,,,32.26,,48.76,28.09
2026-04-16,CDRE,1.03,610308000.0,32.26,,1.478,7.54,,,,,,,,,,,,,,,None,98912000,98912000,,,,,,None,5046000,,0.38,0.0115,,,,-0.133,-0.1174,21896000,26942000,0.4117,2025-12-31,25.13,,260924000.0,68312000,17665000,5926000,,,None,3991000,None,,None,,,,,11739000,11739000,-3631000,None,0.134,,46416000,21896000,,,,,None,,,,,4.39,2.31,,,,,,,,0.0723,,,2026-03-11,quarterly,0.2943,USD,pre-market,None,,0.068,0.14,-0.05,14.93,50619000,,,,37.59,37.66,,-28.5159,,,,,,,167224000,,32.26,,48.76,28.09
2026-04-16,CDRE,1.03,610308000.0,32.26,,1.478,7.54,,,,,,,,,,,,,,,None,90584000,90584000,,,,,,None,5376000,,0.38,0.0115,,,,-0.133,-0.1174,16860000,22236000,0.4117,2025-09-30,25.13,,260924000.0,65285000,14844000,3903000,,,None,2016000,None,,None,,,,,10941000,10941000,-3028000,None,0.134,,44395000,20890000,,,,,None,,,,,4.39,2.31,,,,,,,,0.0723,,,2026-03-11,quarterly,0.2943,USD,pre-market,None,,0.068,0.14,-0.05,14.93,45627000,,,,37.59,37.66,,-28.5159,,,,,,,155869000,,32.26,,48.76,28.09
2026-04-16,CDRE,1.03,610308000.0,32.26,,1.478,7.54,,,,,,,,,,,,,,,None,92860000,92860000,,,,,,None,4676000,,0.38,0.0115,,,,-0.133,-0.1174,20799000,25475000,0.4117,2025-06-30,25.13,,260924000.0,64249000,17209000,4998000,,,None,3590000,None,,None,,,,,12211000,12211000,-3590000,None,0.134,,49564000,14685000,,,,,None,,,,,4.39,2.31,,,,,,,,0.0723,,,2026-03-11,quarterly,0.2943,USD,pre-market,None,,0.068,0.14,-0.05,14.93,45129000,,,,37.59,37.66,,-28.5159,,,,,,,157109000,,32.26,,48.76,28.09
2026-04-16,CDRE,1.03,610308000.0,32.26,,1.478,7.54,,,,,,,,,,,,,,,None,73975000,73975000,,,,,,None,3856000,,0.38,0.0115,,,,-0.133,-0.1174,14839000,18695000,0.4117,2025-03-31,25.13,,260924000.0,56131000,12608000,3360000,,,None,2231000,None,,None,,,,,9248000,9248000,-2231000,None,0.134,,42579000,13552000,,,,,None,,,,,4.39,2.31,,,,,,,,0.0723,,,2026-03-11,quarterly,0.2943,USD,pre-market,None,,0.068,0.14,-0.05,14.93,41753000,,,,37.59,37.66,,-28.5159,,,,,,,130106000,,32.26,,48.76,28.09
2026-04-16,CDRE,1.03,610308000.0,32.26,,1.478,7.54,,,,,,,,,,,,,,,None,98797000,98797000,,,,,,None,4095000,,0.38,0.0115,,,,-0.133,-0.1174,24907000,29002000,0.4117,2024-12-31,25.13,,260924000.0,77187000,22716000,9733000,,,None,2191000,None,,None,,,,,12983000,12983000,-2191000,None,0.134,,47784000,29403000,,,,,None,,,,,4.39,2.31,,,,,,,,0.0723,,,2026-03-11,quarterly,0.2943,USD,pre-market,None,,0.068,0.14,-0.05,14.93,45046000,,,,37.59,37.66,,-28.5159,,,,,,,175984000,,32.26,,48.76,28.09
2026-04-16,CDRE,1.03,610308000.0,32.26,,1.478,7.54,,,,,,,,,,,,,,,None,69392000,69392000,,,,,,None,3763000,,0.38,0.0115,,,,-0.133,-0.1174,6981000,10744000,0.4117,2024-09-30,25.13,,260924000.0,40016000,4990000,1335000,,,None,1991000,None,,None,,,,,3655000,3655000,-1991000,None,0.134,,34590000,5426000,,,,,None,,,,,4.39,2.31,,,,,,,,0.0723,,,2026-03-11,quarterly,0.2943,USD,pre-market,None,,0.068,0.14,-0.05,14.93,33981000,,,,37.59,37.66,,-28.5159,,,,,,,109408000,,32.26,,48.76,28.09
2026-04-16,CDRE,1.03,610308000.0,32.26,,1.478,7.54,,,,,,,,,,,,,,,None,85659000,85659000,,,,,,None,4620000,,0.38,0.0115,,,,-0.133,-0.1174,19617000,24237000,0.4117,2024-06-30,25.13,,260924000.0,58650000,17614000,5047000,,,None,2003000,None,,None,,,,,12567000,12567000,-2003000,None,0.134,,38697000,19953000,,,,,None,,,,,4.39,2.31,,,,,,,,0.0723,,,2026-03-11,quarterly,0.2943,USD,pre-market,None,,0.068,0.14,-0.05,14.93,38577000,,,,37.59,37.66,,-28.5159,,,,,,,144309000,,32.26,,48.76,28.09
2026-04-16,CDRE,1.03,610308000.0,32.26,,1.478,7.54,,,,,,,,,,,,,,,None,80232000,80232000,,,,,,None,3942000,,0.38,0.0115,,,,-0.133,-0.1174,10535000,14477000,0.4117,2024-03-31,25.13,,260924000.0,57628000,8898000,1970000,,,None,1637000,None,,None,,,,,6928000,6928000,-1637000,None,0.134,,45649000,11979000,,,,,None,,,,,4.39,2.31,,,,,,,,0.0723,,,2026-03-11,quarterly,0.2943,USD,pre-market,None,,0.068,0.14,-0.05,14.93,40719000,,,,37.59,37.66,,-28.5159,,,,,,,137860000,,32.26,,48.76,28.09
2026-04-16,CDRE,1.03,610308000.0,32.26,,1.478,7.54,,,,,,,,,,,,,,,None,74825000,74825000,,,,,,None,3352000,,0.38,0.0115,,,,-0.133,-0.1174,13218000,16570000,0.4117,2023-12-31,25.13,,260924000.0,49758000,12414000,2820000,,,None,804000,None,,None,,,,,9594000,9594000,-804000,None,0.134,,37081000,12677000,,,,,None,,,,,4.39,2.31,,,,,,,,0.0723,,,2026-03-11,quarterly,0.2943,USD,pre-market,6954000,,0.068,0.14,-0.05,14.93,28762000,,,,37.59,37.66,,-28.5159,,,,,,,124583000,,32.26,,48.76,28.09
2026-04-16,CDRE,1.03,610308000.0,32.26,,1.478,7.54,,,,,,,,,,,,,,,None,71511000,71511000,,,,,,None,4165000,,0.38,0.0115,,,,-0.133,-0.1174,16419000,20584000,0.4117,2023-09-30,25.13,,260924000.0,53603000,15346000,4293000,,,None,1073000,None,,None,,,,,11053000,11053000,-1073000,None,0.134,,36869000,16734000,,,,,None,,,,,4.39,2.31,,,,,,,,0.0723,,,2026-03-11,quarterly,0.2943,USD,pre-market,None,,0.068,0.14,-0.05,14.93,36314000,,,,37.59,37.66,,-28.5159,,,,,,,125114000,,32.26,,48.76,28.09
2026-04-16,CDRE,1.03,610308000.0,32.26,,1.478,7.54,,,,,,,,,,,,,,,None,70340000,70340000,,,,,,None,3959000,,0.38,0.0115,,,,-0.133,-0.1174,16234000,20193000,0.4117,2023-06-30,25.13,,260924000.0,50747000,15221000,4229000,,,None,1013000,None,,None,,,,,10992000,10992000,-1013000,None,0.134,,34859000,15888000,,,,,346000,,,,,4.39,2.31,,,,,,,,0.0723,,,2026-03-11,quarterly,0.2943,USD,pre-market,None,,0.068,0.14,-0.05,14.93,34051000,,,,37.59,37.66,,-28.5159,,,,,,,121087000,,32.26,,48.76,28.09
2026-04-16,CDRE,1.03,610308000.0,32.26,,1.478,7.54,,,,,,,,,,,,,,,None,65130000,65130000,,,,,,None,4261000,,0.38,0.0115,,,,-0.133,-0.1174,11584000,15845000,0.4117,2023-03-31,25.13,,260924000.0,46618000,9943000,2941000,,,None,1641000,None,,None,,,,,7002000,7002000,-1641000,None,0.134,,35398000,11220000,,,,,364000,,,,,4.39,2.31,,,,,,,,0.0723,,,2026-03-11,quarterly,0.2943,USD,pre-market,None,,0.068,0.14,-0.05,14.93,35398000,,,,37.59,37.66,,-28.5159,,,,,,,111748000,,32.26,,48.76,28.09
2026-04-16,CDRE,1.03,610308000.0,32.26,,1.478,7.54,,,,,,,,,,,,,,,None,75117000,75117000,,,,,,None,4332000,,0.38,0.0115,,,,-0.133,-0.1174,14398000,18730000,0.4117,2022-12-31,25.13,,260924000.0,48528000,12688000,6089000,,,None,1710000,None,,None,,,,,6599000,6599000,-1710000,None,0.134,,35805000,12723000,,,,,1675000,,,,,4.39,2.31,,,,,,,,0.0723,,,2026-03-11,quarterly,0.2943,USD,pre-market,7086000,,0.068,0.14,-0.05,14.93,30146000,,,,37.59,37.66,,-28.5159,,,,,,,123645000,,32.26,,48.76,28.09
2026-04-16,CDRE,1.03,610308000.0,32.26,,1.478,7.54,,,,,,,,,,,,,,,None,67814000,67814000,,,,,,None,3939000,,0.38,0.0115,,,,-0.133,-0.1174,8467000,12406000,0.4117,2022-09-30,25.13,,260924000.0,43740000,6900000,1959000,,,None,1567000,None,,None,,,,,4941000,4941000,-1567000,None,0.134,,33422000,10318000,,,,,-1851000,,,,,4.39,2.31,,,,,,,,0.0723,,,2026-03-11,quarterly,0.2943,USD,pre-market,None,,0.068,0.14,-0.05,14.93,31844000,,,,37.59,37.66,,-28.5159,,,,,,,111554000,,32.26,,48.76,28.09
2026-04-16,CDRE,1.03,610308000.0,32.26,,1.478,7.54,,,,,,,,,,,,,,,None,75011000,75011000,,,,,,None,3836000,,0.38,0.0115,,,,-0.133,-0.1174,7401000,11237000,0.4117,2022-06-30,25.13,,260924000.0,43221000,5962000,1517000,,,None,1439000,None,,None,,,,,4445000,4445000,-1439000,None,0.134,,35064000,8157000,,,,,-756000,,,,,4.39,2.31,,,,,,,,0.0723,,,2026-03-11,quarterly,0.2943,USD,pre-market,None,,0.068,0.14,-0.05,14.93,33861000,,,,37.59,37.66,,-28.5159,,,,,,,118232000,,32.26,,48.76,28.09
2026-04-16,CDRE,1.03,610308000.0,32.26,,1.478,7.54,,,,,,,,,,,,,,,None,64217000,64217000,,,,,,None,3544000,,0.38,0.0115,,,,-0.133,-0.1174,-14687000,-11143000,0.4117,2022-03-31,25.13,,260924000.0,40189000,-16177000,-6012000,,,None,1490000,None,,None,,,,,-10165000,-10165000,-1490000,None,0.134,,54671000,-14482000,,,,,-205000,,,,,4.39,2.31,,,,,,,,0.0723,,,2026-03-11,quarterly,0.2943,USD,pre-market,None,,0.068,0.14,-0.05,14.93,53950000,,,,37.59,37.66,,-28.5159,,,,,,,104406000,,32.26,,48.76,28.09
2026-04-16,CDRE,1.03,610308000.0,32.26,,1.478,7.54,,,,,,,,,,,,,,,None,64342000,64342000,,,,,,None,3292000,,0.38,0.0115,,,,-0.133,-0.1174,9254000,12546000,0.4117,2021-12-31,25.13,,260924000.0,39195000,6958000,2670000,,,None,2296000,None,,None,,,,,4288000,4288000,-2296000,None,0.134,,29875000,9320000,,,,,None,,,,,4.39,2.31,,,,,,,,0.0723,,,2026-03-11,quarterly,0.2943,USD,pre-market,6460000,,0.068,0.14,-0.05,14.93,24674000,,,,37.59,37.66,,-28.5159,,,,,,,103537000,,32.26,,48.76,28.09
2026-04-16,CDRE,1.03,610308000.0,32.26,,1.478,7.54,,,,,,,,,,,,,,,None,59346000,59346000,,,,,,None,3406000,,0.38,0.0115,,,,-0.133,-0.1174,-3965000,-559000,0.4117,2021-09-30,25.13,,260924000.0,39308000,-7429000,-2123000,,,None,3464000,None,,None,,,,,-5306000,-5306000,-3464000,None,0.134,,27766000,11542000,,,,,-15507000,,,,,4.39,2.31,,,,,,,,0.0723,,,2026-03-11,quarterly,0.2943,USD,pre-market,None,,0.068,0.14,-0.05,14.93,27815000,,,,37.59,37.66,,-28.5159,,,,,,,98654000,,32.26,,48.76,28.09
2026-04-16,CDRE,1.03,610308000.0,32.26,,1.478,7.54,,,,,,,,,,,,,,,None,66333000,66333000,,,,,,None,3481000,,0.38,0.0115,,,,-0.133,-0.1174,14938000,18419000,0.4117,2021-06-30,25.13,,260924000.0,48228000,9317000,2502000,,,None,5621000,None,,None,,,,,6815000,6815000,-5621000,None,0.134,,32805000,15423000,,,,,None,,,,,4.39,2.31,,,,,,,,0.0723,,,2026-03-11,quarterly,0.2943,USD,pre-market,None,,0.068,0.14,-0.05,14.93,31444000,,,,37.59,37.66,,-28.5159,,,,,,,114561000,,32.26,,48.76,28.09
2026-04-16,CDRE,1.03,610308000.0,32.26,,1.478,7.54,,,,,,,,,,,,,,,None,66577000,66577000,,,,,,None,3539000,,0.38,0.0115,,,,-0.133,-0.1174,15390000,18929000,0.4117,2021-03-31,25.13,,260924000.0,43959000,10346000,3482000,,,None,5044000,None,,None,,,,,6864000,6864000,-5044000,None,0.134,,28525000,15434000,,,,,None,,,,,4.39,2.31,,,,,,,,0.0723,,,2026-03-11,quarterly,0.2943,USD,pre-market,None,,0.068,0.14,-0.05,14.93,28051000,,,,37.59,37.66,,-28.5159,,,,,,,110536000,,32.26,,48.76,28.09
2026-04-16,CDRE,1.03,610308000.0,32.26,,1.478,7.54,,,,,,,,,,,,,,,None,67835000,67835000,,,,,,None,3526000,,0.38,0.0115,,,,-0.133,-0.1174,9824000,13350000,0.4117,2020-12-31,25.13,,260924000.0,39788000,3711000,-12069000,,,None,6113000,None,,None,,,,,15780000,15780000,-6113000,None,0.134,,30498000,9290000,,,,,None,,,,,4.39,2.31,,,,,,,,0.0723,,,2026-03-11,quarterly,0.2943,USD,pre-market,5630000,,0.068,0.14,-0.05,14.93,23972000,,,,37.59,37.66,,-28.5159,,,,,,,107623000,,32.26,,48.76,28.09
2026-04-16,CDRE,1.03,610308000.0,32.26,,1.478,7.54,,,,,,,,,,,,,,,None,65739000,65739000,,,,,,None,3537000,,0.38,0.0115,,,,-0.133,-0.1174,12545000,16082000,0.4117,2020-09-30,25.13,,260924000.0,39996000,6877000,430000,,,None,5668000,None,,None,,,,,6447000,6447000,-5668000,None,0.134,,27238000,12758000,,,,,None,,,,,4.39,2.31,,,,,,,,0.0723,,,2026-03-11,quarterly,0.2943,USD,pre-market,None,,0.068,0.14,-0.05,14.93,26908000,,,,37.59,37.66,,-28.5159,,,,,,,105735000,,32.26,,48.76,28.09
2026-04-16,CDRE,1.03,610308000.0,32.26,,1.478,7.54,,,,,,,,,,,,,,,None,59292000,59292000,,,,,,None,3820000,,0.38,0.0115,,,,-0.133,-0.1174,18658000,22478000,0.4117,2020-06-30,25.13,,260924000.0,34052000,12720000,746000,,,None,5938000,None,,None,,,,,11974000,None,None,None,0.134,,16852000,17200000,,,,,None,,,,,4.39,2.31,,,,,,,,0.0723,,,2026-03-11,quarterly,0.2943,USD,pre-market,None,,0.068,0.14,-0.05,14.93,None,,,,37.59,37.66,,-28.5159,,,,,,,93344000,,32.26,,48.76,28.09
2026-04-16,CDRE,1.03,610308000.0,32.26,,1.478,7.54,,,,,,,,,,,,,,,None,58838000,58838000,,,,,,None,3850000,,0.38,0.0115,,,,-0.133,-0.1174,11236000,15086000,0.4117,2020-03-31,25.13,,260924000.0,39102000,4567000,315000,,,None,6669000,None,,None,,,,,4252000,None,None,None,0.134,,28546000,10556000,,,,,None,,,,,4.39,2.31,,,,,,,,0.0723,,,2026-03-11,quarterly,0.2943,USD,pre-market,None,,0.068,0.14,-0.05,14.93,None,,,,37.59,37.66,,-28.5159,,,,,,,97940000,,32.26,,48.76,28.09
2026-04-16,CDRE,1.03,610308000.0,32.26,,1.478,7.54,,,,,,,,,,,,,,,None,358585000,358585000,,,,,,None,18954000,,0.38,0.0115,,,,-0.133,-0.1174,75047000,94001000,0.4117,2025-12-31,25.13,,260924000.0,251723000,62326000,18187000,,,None,11828000,None,,None,,,,,44139000,44139000,-12480000,None,0.134,,176676000,75047000,,,,,None,,,,,4.39,2.31,,,,,,,,0.0723,,,2026-03-11,annual,0.2943,USD,pre-market,11396000,,0.068,0.14,-0.05,14.93,183128000,,,,37.59,37.66,,-28.5159,,,,,,,610308000,,32.26,,48.76,28.09
2026-04-16,CDRE,1.03,610308000.0,32.26,,1.478,7.54,,,,,,,,,,,,,,,None,334080000,334080000,,,,,,None,16420000,,0.38,0.0115,,,,-0.133,-0.1174,62040000,78460000,0.4117,2024-12-31,25.13,,260924000.0,233481000,54218000,18085000,,,None,7822000,None,,None,,,,,36133000,36133000,-7822000,None,0.134,,166720000,66761000,,,,,None,,,,,4.39,2.31,,,,,,,,0.0723,,,2026-03-11,annual,0.2943,USD,pre-market,None,,0.068,0.14,-0.05,14.93,153027000,,,,37.59,37.66,,-28.5159,,,,,,,567561000,,32.26,,48.76,28.09
2026-04-16,CDRE,1.03,610308000.0,32.26,,1.478,7.54,,,,,,,,,,,,,,,None,281806000,281806000,,,,,,None,15737000,,0.38,0.0115,,,,-0.133,-0.1174,57455000,73192000,0.4117,2023-12-31,25.13,,260924000.0,200726000,52924000,14283000,,,None,4531000,None,,None,,,,,38641000,35646000,-5437000,None,0.134,,144207000,56519000,,,,,None,,,,,4.39,2.31,,,,,,,,0.0723,,,2026-03-11,annual,0.2943,USD,pre-market,6954000,,0.068,0.14,-0.05,14.93,134870000,,,,37.59,37.66,,-28.5159,,,,,,,482532000,,32.26,,48.76,28.09
2026-04-16,CDRE,1.03,610308000.0,32.26,,1.478,7.54,,,,,,,,,,,,,,,None,282159000,282159000,,,,,,None,15651000,,0.38,0.0115,,,,-0.133,-0.1174,15579000,31230000,0.4117,2022-12-31,25.13,,260924000.0,175678000,9373000,3553000,,,None,6206000,None,,None,,,,,5820000,5820000,-6206000,None,0.134,,158962000,16716000,,,,,-1137000,,,,,4.39,2.31,,,,,,,,0.0723,,,2026-03-11,annual,0.2943,USD,pre-market,8725000,,0.068,0.14,-0.05,14.93,148577000,,,,37.59,37.66,,-28.5159,,,,,,,457837000,,32.26,,48.76,28.09
