date,symbol,eps,revenue_ttm,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,forward_pe,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,peg_ratio,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,stockbasedcompensation,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,treasurystock,week_52_high,week_52_low
2007-06-30,JAZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,,,-1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-08-09,,-1.38,,pre-market,,,,,,,,,,,,,,18.3432,,,,,,,,,,,
2007-09-30,JAZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,,,-1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-11-06,,-0.82,,pre-market,,,,,,,,,,,,,,41.4286,,,,,,,,,,,
2007-12-31,JAZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,-1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-02-13,,-1.69,,pre-market,,,,,,,,,,,,,,7.1429,,,,,,,,,,,
2008-03-31,JAZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4,,,-1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-05-13,,-1.97,,pre-market,,,,,,,,,,,,,,-25.4777,,,,,,,,,,,
2008-06-30,JAZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.39,,,-1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-08-07,,-2.17,,pre-market,,,,,,,,,,,,,,-21.9101,,,,,,,,,,,
2008-09-30,JAZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,-1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-11-13,,-1.07,,pre-market,,,,,,,,,,,,,,17.0543,,,,,,,,,,,
2008-12-31,JAZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.97,,,-1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-03-26,,-2.04,,pre-market,,,,,,,,,,,,,,-90.6542,,,,,,,,,,,
2009-03-31,JAZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-05-07,,-0.449,,pre-market,,,,,,,,,,,,,,-90.6542,,,,,,,,,,,
2009-06-30,JAZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,,,-0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-08-11,,0.07,,pre-market,,,,,,,,,,,,,,121.875,,,,,,,,,,,
2009-09-30,JAZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-11-05,,-0.05,,pre-market,,,,,,,,,,,,,,64.2857,,,,,,,,,,,
2009-12-31,JAZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-03-03,,0.17,,pre-market,,,,,,,,,,,,,,142.8571,,,,,,,,,,,
2010-03-31,JAZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-05-05,,0.18,,pre-market,,,,,,,,,,,,,,0.0,,,,,,,,,,,
2010-06-30,JAZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-08-10,,0.28,,pre-market,,,,,,,,,,,,,,100.0,,,,,,,,,,,
2010-09-30,JAZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-11-04,,0.41,,pre-market,,,,,,,,,,,,,,20.5882,,,,,,,,,,,
2010-12-31,JAZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-03-07,,0.63,,pre-market,,,,,,,,,,,,,,5.0,,,,,,,,,,,
2011-03-31,JAZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-03,,0.59,,pre-market,,,,,,,,,,,,,,3.5088,,,,,,,,,,,
2011-06-30,JAZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-07-28,,0.82,,pre-market,,,,,,,,,,,,,,3.7975,,,,,,,,,,,
2011-09-30,JAZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-11-01,,0.94,,pre-market,,,,,,,,,,,,,,0.0,,,,,,,,,,,
2011-12-31,JAZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-02-27,,1.17,,pre-market,,,,,,,,,,,,,,7.3394,,,,,,,,,,,
2012-03-31,JAZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-05-08,,0.91,,pre-market,,,,,,,,,,,,,,8.3333,,,,,,,,,,,
2012-06-30,JAZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-08-07,,1.09,,pre-market,,,,,,,,,,,,,,3.8095,,,,,,,,,,,
2012-09-30,JAZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03,,,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-11-08,,1.29,,pre-market,,,,,,,,,,,,,,-2.2727,,,,,,,,,,,
2012-12-31,JAZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-02-26,,1.53,,pre-market,,,,,,,,,,,,,,7.7465,,,,,,,,,,,
2013-03-31,JAZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-07,,1.37,,pre-market,,,,,,,,,,,,,,1.4815,,,,,,,,,,,
2013-06-30,JAZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09,,,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-08-06,,1.43,,pre-market,,,,,,,,,,,,,,-5.9211,,,,,,,,,,,
2013-09-30,JAZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-11-05,,1.78,,pre-market,,,,,,,,,,,,,,6.5868,,,,,,,,,,,
2013-12-31,JAZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06,,,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-02-25,,1.72,,pre-market,,,,,,,,,,,,,,-3.3708,,,,,,,,,,,
2014-03-31,JAZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.18,,,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-05-08,,1.61,,pre-market,,,,,,,,,,,,,,-10.0559,,,,,,,,,,,
2014-06-30,JAZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-08-05,,2.05,,pre-market,,,,,,,,,,,,,,6.7708,,,,,,,,,,,
2014-09-30,JAZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-11-04,,2.33,,post-market,,,,,,,,,,,,,,4.955,,,,,,,,,,,
