date,symbol,eps,revenue_ttm,pe_ratio,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividend_per_share,dividend_yield,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,forward_pe,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,stockbasedcompensation,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,trailing_pe,treasurystock,week_52_high,week_52_low
2026-04-16,ELPC,0.72,26116856000.0,18.65,,0.325,1.527,,,,,,,,,,,,,,,None,5694003899,5694003899,,,,,,None,395048035,,0.825,0.0618,,,,0.883,0.1873,1613585306,2008633341,0.079,2025-12-31,13.64,,4720098000.0,1603740859,966835273,-116018726,,,None,646750033,1190016000,,None,,,,,1082964663,1066635000,-2036785000,None,0.198,,269140163,1334600674,,,,,None,,,,,2.185,0.382,,,,,,,,0.103,,,2026-02-26,quarterly,0.2663,BRL,post-market,None,,0.051,0.11,0.194,8.79,129424000,,,,9.57,11.37,,237.0886,,,,,,,7297744764,,18.65,,13.63,5.97
2026-04-16,ELPC,0.72,26116856000.0,18.65,,0.325,1.527,,,,,,,,,,,,,,,None,5287083000,5287083000,,,,,,None,357388000,,0.825,0.0618,,,,0.883,0.1873,944844000,1302232000,0.079,2025-09-30,13.64,,4720098000.0,1524094000,539612000,175437000,,,None,122786587,37409000,,None,,,,,384222000,364175000,130198000,None,0.198,,240409000,1283685000,,,,,None,,,,,2.185,0.382,,,,,,,,0.103,,,2026-02-26,quarterly,0.2663,BRL,post-market,None,,0.051,0.11,0.194,8.79,214968000,,,,9.57,11.37,,237.0886,,,,,,,6811177000,,18.65,,13.63,5.97
2026-04-16,ELPC,0.72,26116856000.0,18.65,,0.325,1.527,,,,,,,,,,,,,,,None,4136891000,4136891000,,,,,,None,361211000,,0.825,0.0618,,,,0.883,0.1873,838690000,1199901000,0.079,2025-06-30,13.64,,4720098000.0,2088263000,819686000,246122000,,,None,19004000,50287000,,None,,,,,572140000,573564000,109606000,None,0.198,,967013000,1121250000,,,,,None,,,,,2.185,0.382,,,,,,,,0.103,,,2026-02-26,quarterly,0.2663,BRL,post-market,None,,0.051,0.11,0.194,8.79,300367000,,,,9.57,11.37,,237.0886,,,,,,,6225154000,,18.65,,13.63,5.97
2026-04-16,ELPC,0.72,26116856000.0,18.65,,0.325,1.527,,,,,,,,,,,,,,,None,3592959000,3592959000,,,,,,None,355020000,,0.825,0.0618,,,,0.883,0.1873,1679172000,2034192000,0.079,2025-03-31,13.64,,4720098000.0,2299127000,935007000,270340000,,,None,744165000,297640000,,None,,,,,665508000,664667000,-446525000,None,0.198,,1018011000,1281116000,,,,,None,,,,,2.185,0.382,,,,,,,,0.103,,,2026-02-26,quarterly,0.2663,BRL,post-market,None,,0.051,0.11,0.194,8.79,310159000,,,,9.57,11.37,,237.0886,,,,,,,5892086000,,18.65,,13.63,5.97
2026-04-16,ELPC,0.72,26116856000.0,18.65,,0.325,1.527,,,,,,,,,,,,,,,None,998122433,998122433,,,,,,None,376281000,,0.825,0.0618,,,,0.883,0.1873,564545000,940826000,0.079,2024-12-31,13.64,,4720098000.0,-24872101,88260194,-29310000,,,None,18691000,7375000,,None,,,,,586506000,575164000,324039000,None,0.198,,-682028264,776863000,,,,,None,,,,,2.185,0.382,,,,,,,,0.103,,,2026-02-26,quarterly,0.2663,BRL,post-market,None,,0.051,0.11,0.194,8.79,32234259,,,,9.57,11.37,,237.0886,,,,,,,973250331,,18.65,,13.63,5.97
2026-04-16,ELPC,0.72,26116856000.0,18.65,,0.325,1.527,,,,,,,,,,,,,,,None,3722531000,3722531000,,,,,,None,368414000,,0.825,0.0618,,,,0.883,0.1873,953273000,1321687000,0.079,2024-09-30,13.64,,4720098000.0,2013077000,935921000,198541000,,,None,185151000,50720000,,None,,,,,1219660000,737380000,235871000,None,0.198,,1077156000,935921000,,,,,None,,,,,2.185,0.382,,,,,,,,0.103,,,2026-02-26,quarterly,0.2663,BRL,post-market,None,,0.051,0.11,0.194,8.79,342220000,,,,9.57,11.37,,237.0886,,,,,,,5735608000,,18.65,,13.63,5.97
2026-04-16,ELPC,0.72,26116856000.0,18.65,,0.325,1.527,,,,,,,,,,,,,,,None,3467634000,3467634000,,,,,,None,356155000,,0.825,0.0618,,,,0.883,0.1873,679031000,1035186000,0.079,2024-06-30,13.64,,4720098000.0,2011632000,658544000,195479000,,,None,20487000,15424000,,None,,,,,472082000,463065000,45279000,None,0.198,,1181386000,830246000,,,,,None,,,,,2.185,0.382,,,,,,,,0.103,,,2026-02-26,quarterly,0.2663,BRL,post-market,None,,0.051,0.11,0.194,8.79,351544000,,,,9.57,11.37,,237.0886,,,,,,,5479266000,,18.65,,13.63,5.97
2026-04-16,ELPC,0.72,26116856000.0,18.65,,0.325,1.527,,,,,,,,,,,,,,,None,3405953000,3405953000,,,,,,None,364628000,,0.825,0.0618,,,,0.883,0.1873,786786000,1151414000,0.079,2024-03-31,13.64,,4720098000.0,2011045000,766915000,234725000,,,None,519835000,10108000,,None,,,,,531383000,532190000,27517000,None,0.198,,1073893000,937152000,,,,,None,,,,,2.185,0.382,,,,,,,,0.103,,,2026-02-26,quarterly,0.2663,BRL,post-market,None,,0.051,0.11,0.194,8.79,362849000,,,,9.57,11.37,,237.0886,,,,,,,5416998000,,18.65,,13.63,5.97
2026-04-16,ELPC,0.72,26116856000.0,18.65,,0.325,1.527,,,,,,,,,,,,,,,None,4153713000,4153713000,,,,,,None,354808000,,0.825,0.0618,,,,0.883,0.1873,901490000,1256298000,0.079,2023-12-31,13.64,,4720098000.0,1413985000,880040000,260998000,,,None,86891619,2428000,,None,,,,,737994000,619042000,1488654000,None,0.198,,395502000,1018483000,,,,,None,,,,,2.185,0.382,,,,,,,,0.103,,,2026-02-26,quarterly,0.2663,BRL,post-market,None,,0.051,0.11,0.194,8.79,202884000,,,,9.57,11.37,,237.0886,,,,,,,5567698000,,18.65,,13.63,5.97
2026-04-16,ELPC,0.72,26116856000.0,18.65,,0.325,1.527,,,,,,,,,,,,,,,None,3406094000,3406094000,,,,,,None,347777000,,0.825,0.0618,,,,0.883,0.1873,151087000,498864000,0.079,2023-09-30,13.64,,4720098000.0,2137895000,128739000,-308161000,,,None,93324263,30536000,,None,,,,,435405000,436900000,-209966000,None,0.198,,2009156000,128739000,,,,,None,,,,,2.185,0.382,,,,,,,,0.103,,,2026-02-26,quarterly,0.2663,USD,post-market,None,,0.051,0.11,0.194,8.79,923422000,,,,9.57,11.37,,237.0886,,,,,,,5543989000,,18.65,,13.63,5.97
2026-04-16,ELPC,0.72,26116856000.0,18.65,,0.325,1.527,,,,,,,,,,,,,,,None,3172573000,3172573000,,,,,,None,326805000,,0.825,0.0618,,,,0.883,0.1873,641713000,968518000,0.079,2023-06-30,13.64,,4720098000.0,1927651000,618664000,169089000,,,None,92552161,16614000,,None,,,,,317792000,307706000,-241944000,None,0.198,,1182574000,745077000,,,,,None,,,,,2.185,0.382,,,,,,,,0.103,,,2026-02-26,quarterly,0.2663,USD,post-market,None,,0.051,0.11,0.194,8.79,355465000,,,,9.57,11.37,,237.0886,,,,,,,5100224000,,18.65,,13.63,5.97
2026-04-16,ELPC,0.72,26116856000.0,18.65,,0.325,1.527,,,,,,,,,,,,,,,None,3150359000,3150359000,,,,,,None,352650000,,0.825,0.0618,,,,0.883,0.1873,885304000,1237954000,0.079,2023-03-31,13.64,,4720098000.0,2117198000,862281000,232131000,,,None,2696225,240639000,,None,,,,,626590000,635490000,-333139000,None,0.198,,1063924000,1053274000,,,,,None,,,,,2.185,0.382,,,,,,,,0.103,,,2026-02-26,quarterly,0.2663,USD,post-market,None,,0.051,0.11,0.194,8.79,477012000,,,,9.57,11.37,,237.0886,,,,,,,5267557000,,18.65,,13.63,5.97
2026-04-16,ELPC,0.72,26116856000.0,18.65,,0.325,1.527,,,,,,,,,,,,,,,None,2647994000,2647994000,,,,,,None,336599000,,0.825,0.0618,,,,0.883,0.1873,-1134514000,-797915000,0.079,2022-12-31,13.64,,4720098000.0,2978690000,295532000,-327978000,,,None,75273513,779988000,,None,,,,,621277000,623510000,-117485000,None,0.198,,2677320000,301370000,,,,,None,,,,,2.185,0.382,,,,,,,,0.103,,,2026-02-26,quarterly,0.2663,USD,post-market,None,,0.051,0.11,0.194,8.79,107435000,,,,9.57,11.37,,237.0886,,,,,,,5626684000,,18.65,,13.63,5.97
2026-04-16,ELPC,0.72,26116856000.0,18.65,,0.325,1.527,,,,,,,,,,,,,,,None,4325281000,4325281000,,,,,,None,273010000,,0.825,0.0618,,,,0.883,0.1873,598947000,871957000,0.079,2022-09-30,13.64,,4720098000.0,783161000,575585000,195004000,,,None,70900966,None,,None,,,,,381810000,None,None,None,0.198,,207576000,575585000,,,,,None,,,,,2.185,0.382,,,,,,,,0.103,,,2026-02-26,quarterly,0.2663,BRL,post-market,None,,0.051,0.11,0.194,8.79,202558000,,,,9.57,11.37,,237.0886,,,,,,,5108442000,,18.65,,13.63,5.97
2026-04-16,ELPC,0.72,26116856000.0,18.65,,0.325,1.527,,,,,,,,,,,,,,,None,4268518000,4268518000,,,,,,None,321494000,,0.825,0.0618,,,,0.883,0.1873,-868259000,-546765000,0.079,2022-06-30,13.64,,4720098000.0,990048000,-890889000,-368518000,,,None,94227897,None,,None,,,,,-536523000,None,None,None,0.198,,1845596000,-855548000,,,,,None,,,,,2.185,0.382,,,,,,,,0.103,,,2026-02-26,quarterly,0.2663,None,post-market,None,,0.051,0.11,0.194,8.79,None,,,,9.57,11.37,,237.0886,,,,,,,5258566000,,18.65,,13.63,5.97
2026-04-16,ELPC,0.72,26116856000.0,18.65,,0.325,1.527,,,,,,,,,,,,,,,None,4178804000,4178804000,,,,,,None,320378000,,0.825,0.0618,,,,0.883,0.1873,969163000,1289541000,0.079,2022-03-31,13.64,,4720098000.0,1408945000,957253000,287462000,,,None,74612142,None,,None,,,,,664341000,None,None,None,0.198,,354215000,1054730000,,,,,None,,,,,2.185,0.382,,,,,,,,0.103,,,2026-02-26,quarterly,0.2663,None,post-market,None,,0.051,0.11,0.194,8.79,196405000,,,,9.57,11.37,,237.0886,,,,,,,5587749000,,18.65,,13.63,5.97
2026-04-16,ELPC,0.72,26116856000.0,18.65,,0.325,1.527,,,,,,,,,,,,,,,None,6261935000,6261935000,,,,,,None,308742000,,0.825,0.0618,,,,0.883,0.1873,434460000,743202000,0.079,2021-12-31,13.64,,4720098000.0,331757000,427002000,30830000,,,None,59219754,None,,None,,,,,387638000,None,None,None,0.198,,1424637000,-1092880000,,,,,None,,,,,2.185,0.382,,,,,,,,0.103,,,2026-02-26,quarterly,0.2663,None,post-market,None,,0.051,0.11,0.194,8.79,None,,,,9.57,11.37,,237.0886,,,,,,,6593692000,,18.65,,13.63,5.97
2026-04-16,ELPC,0.72,26116856000.0,18.65,,0.325,1.527,,,,,,,,,,,,,,,None,4597850000,4597850000,,,,,,None,262302000,,0.825,0.0618,,,,0.883,0.1873,2399417000,2661719000,0.079,2021-09-30,13.64,,4720098000.0,2379933000,2395621000,648981000,,,None,51429207,None,,None,,,,,1723584000,None,None,None,0.198,,None,2379933000,,,,,None,,,,,2.185,0.382,,,,,,,,0.103,,,2026-02-26,quarterly,0.2663,None,post-market,None,,0.051,0.11,0.194,8.79,None,,,,9.57,11.37,,237.0886,,,,,,,6977783000,,18.65,,13.63,5.97
2026-04-16,ELPC,0.72,26116856000.0,18.65,,0.325,1.527,,,,,,,,,,,,,,,None,4233542000,4233542000,,,,,,None,254519000,,0.825,0.0618,,,,0.883,0.1873,1271923000,1526442000,0.079,2021-06-30,13.64,,4720098000.0,1193477000,1268970000,311972000,,,None,29476569,None,,None,,,,,949988000,None,None,None,0.198,,11402000,1182075000,,,,,None,,,,,2.185,0.382,,,,,,,,0.103,,,2026-02-26,quarterly,0.2663,None,post-market,None,,0.051,0.11,0.194,8.79,None,,,,9.57,11.37,,237.0886,,,,,,,5427019000,,18.65,,13.63,5.97
2026-04-16,ELPC,0.72,26116856000.0,18.65,,0.325,1.527,,,,,,,,,,,,,,,None,3723177000,3723177000,,,,,,None,256976000,,0.825,0.0618,,,,0.883,0.1873,1029482000,1286458000,0.079,2021-03-31,13.64,,4720098000.0,1262616000,1027088000,267849000,,,None,33893861,None,,None,,,,,785845000,None,None,None,0.198,,299730000,962886000,,,,,None,,,,,2.185,0.382,,,,,,,,0.103,,,2026-02-26,quarterly,0.2663,None,post-market,None,,0.051,0.11,0.194,8.79,197990000,,,,9.57,11.37,,237.0886,,,,,,,4985793000,,18.65,,13.63,5.97
2026-04-16,ELPC,0.72,26116856000.0,18.65,,0.325,1.527,,,,,,,,,,,,,,,None,4450674000,4450674000,,,,,,None,268016000,,0.825,0.0618,,,,0.883,0.1873,1041070000,1309086000,0.079,2020-12-31,13.64,,4720098000.0,1204485000,1039030000,-49241000,,,None,29487599,None,,None,,,,,1098446000,None,None,None,0.198,,298026000,906459000,,,,,None,,,,,2.185,0.382,,,,,,,,0.103,,,2026-02-26,quarterly,0.2663,None,post-market,None,,0.051,0.11,0.194,8.79,236278000,,,,9.57,11.37,,237.0886,,,,,,,5655159000,,18.65,,13.63,5.97
2026-04-16,ELPC,0.72,26116856000.0,18.65,,0.325,1.527,,,,,,,,,,,,,,,None,3497931000,3497931000,,,,,,None,246981000,,0.825,0.0618,,,,0.883,0.1873,937466000,1184447000,0.079,2020-09-30,13.64,,4720098000.0,831901000,934899000,266852000,,,None,26935568,None,,None,,,,,685396000,None,None,None,0.198,,-4393000,836294000,,,,,None,,,,,2.185,0.382,,,,,,,,0.103,,,2026-02-26,quarterly,0.2663,None,post-market,None,,0.051,0.11,0.194,8.79,176404000,,,,9.57,11.37,,237.0886,,,,,,,4329832000,,18.65,,13.63,5.97
2026-04-16,ELPC,0.72,26116856000.0,18.65,,0.325,1.527,,,,,,,,,,,,,,,None,3108255000,3108255000,,,,,,None,245005000,,0.825,0.0618,,,,0.883,0.1873,2387079000,2632084000,0.079,2020-06-30,13.64,,4720098000.0,1473318000,2383573000,810472000,,,None,26969459,None,,None,,,,,1608090000,None,None,None,0.198,,-936524000,2409842000,,,,,None,,,,,2.185,0.382,,,,,,,,0.103,,,2026-02-26,quarterly,0.2663,None,post-market,None,,0.051,0.11,0.194,8.79,190632000,,,,9.57,11.37,,237.0886,,,,,,,4581573000,,18.65,,13.63,5.97
2026-04-16,ELPC,0.72,26116856000.0,18.65,,0.325,1.527,,,,,,,,,,,,,,,None,2950489000,2950489000,,,,,,None,249910000,,0.825,0.0618,,,,0.883,0.1873,766472000,1016382000,0.079,2020-03-31,13.64,,4720098000.0,1116198000,762035000,257282000,,,None,51089963,None,,None,,,,,512270000,None,None,None,0.198,,1404963000,-288765000,,,,,None,,,,,2.185,0.382,,,,,,,,0.103,,,2026-02-26,quarterly,0.2663,None,post-market,None,,0.051,0.11,0.194,8.79,167870000,,,,9.57,11.37,,237.0886,,,,,,,4066687000,,18.65,,13.63,5.97
2026-04-16,ELPC,0.72,26116856000.0,18.65,,0.325,1.527,,,,,,,,,,,,,,,None,2389514000,2389514000,,,,,,None,354459000,,0.825,0.0618,,,,0.883,0.1873,575126000,929585000,0.079,2019-12-31,13.64,,4720098000.0,2022896000,561064000,-35391000,,,None,49149233,None,,None,,,,,570964000,None,None,None,0.198,,1433288000,589608000,,,,,None,,,,,2.185,0.382,,,,,,,,0.103,,,2026-02-26,quarterly,0.2663,None,post-market,None,,0.051,0.11,0.194,8.79,None,,,,9.57,11.37,,237.0886,,,,,,,4412410000,,18.65,,13.63,5.97
2026-04-16,ELPC,0.72,26116856000.0,18.65,,0.325,1.527,,,,,,,,,,,,,,,None,2899035000,2899035000,,,,,,None,195304000,,0.825,0.0618,,,,0.883,0.1873,927745000,1123049000,0.079,2019-09-30,13.64,,4720098000.0,1280158000,912856000,230303000,,,None,14889000,None,,None,,,,,571563000,None,None,None,0.198,,266608000,1013550000,,,,,None,,,,,2.185,0.382,,,,,,,,0.103,,,2026-02-26,quarterly,0.2663,None,post-market,None,,0.051,0.11,0.194,8.79,160732000,,,,9.57,11.37,,237.0886,,,,,,,4179193000,,18.65,,13.63,5.97
2026-04-16,ELPC,0.72,26116856000.0,18.65,,0.325,1.527,,,,,,,,,,,,,,,None,2666022000,2666022000,,,,,,None,260615000,,0.825,0.0618,,,,0.883,0.1873,565293000,825908000,0.079,2019-06-30,13.64,,4720098000.0,999693000,558655000,211714000,,,None,6638000,None,,None,,,,,349328000,None,None,None,0.198,,304605000,695088000,,,,,None,,,,,2.185,0.382,,,,,,,,0.103,,,2026-02-26,quarterly,0.2663,None,post-market,None,,0.051,0.11,0.194,8.79,163118000,,,,9.57,11.37,,237.0886,,,,,,,3665715000,,18.65,,13.63,5.97
2026-04-16,ELPC,0.72,26116856000.0,18.65,,0.325,1.527,,,,,,,,,,,,,,,None,2730735000,2730735000,,,,,,None,222772000,,0.825,0.0618,,,,0.883,0.1873,777138000,999910000,0.079,2019-03-31,13.64,,4720098000.0,1165271000,771159000,265197000,,,None,5979000,None,,None,,,,,497991000,None,None,None,0.198,,1461170000,-295899000,,,,,None,,,,,2.185,0.382,,,,,,,,0.103,,,2026-02-26,quarterly,0.2663,None,post-market,None,,0.051,0.11,0.194,8.79,166058000,,,,9.57,11.37,,237.0886,,,,,,,3896006000,,18.65,,13.63,5.97
2026-04-16,ELPC,0.72,26116856000.0,18.65,,0.325,1.527,,,,,,,,,,,,,,,None,3120055000,3120055000,,,,,,None,142385000,,0.825,0.0618,,,,0.883,0.1873,730908000,873293000,0.079,2018-12-31,13.64,,4720098000.0,551088000,424350000,33532000,,,None,306558000,None,,None,,,,,372789000,None,None,None,0.198,,796174000,551088000,,,,,None,,,,,2.185,0.382,,,,,,,,0.103,,,2026-02-26,quarterly,0.2663,None,post-market,None,,0.051,0.11,0.194,8.79,445428000,,,,9.57,11.37,,237.0886,,,,,,,3671143000,,18.65,,13.63,5.97
2026-04-16,ELPC,0.72,26116856000.0,18.65,,0.325,1.527,,,,,,,,,,,,,,,None,3772081000,3772081000,,,,,,None,187384000,,0.825,0.0618,,,,0.883,0.1873,548501000,735885000,0.079,2018-09-30,13.64,,4720098000.0,537045000,542185000,111312000,,,None,6316000,None,,None,,,,,424659000,None,None,None,0.198,,685500000,537045000,,,,,None,,,,,2.185,0.382,,,,,,,,0.103,,,2026-02-26,quarterly,0.2663,None,post-market,None,,0.051,0.11,0.194,8.79,167458000,,,,9.57,11.37,,237.0886,,,,,,,4309126000,,18.65,,13.63,5.97
2026-04-16,ELPC,0.72,26116856000.0,18.65,,0.325,1.527,,,,,,,,,,,,,,,None,2997886000,2997886000,,,,,,None,189954000,,0.825,0.0618,,,,0.883,0.1873,901031000,1090985000,0.079,2018-06-30,13.64,,4720098000.0,607944000,541137000,185796000,,,None,359894000,None,,None,,,,,349945000,None,None,None,0.198,,685058000,607944000,,,,,None,,,,,2.185,0.382,,,,,,,,0.103,,,2026-02-26,quarterly,0.2663,None,post-market,None,,0.051,0.11,0.194,8.79,357355000,,,,9.57,11.37,,237.0886,,,,,,,3605830000,,18.65,,13.63,5.97
2026-04-16,ELPC,0.72,26116856000.0,18.65,,0.325,1.527,,,,,,,,,,,,,,,None,2460196000,2460196000,,,,,,None,177210000,,0.825,0.0618,,,,0.883,0.1873,543314000,720524000,0.079,2018-03-31,13.64,,4720098000.0,888485000,537207000,181353000,,,None,6107000,None,,None,,,,,348552000,None,None,None,0.198,,326403000,562082000,,,,,None,,,,,2.185,0.382,,,,,,,,0.103,,,2026-02-26,quarterly,0.2663,None,post-market,None,,0.051,0.11,0.194,8.79,192316000,,,,9.57,11.37,,237.0886,,,,,,,3348681000,,18.65,,13.63,5.97
2026-04-16,ELPC,0.72,26116856000.0,18.65,,0.325,1.527,,,,,,,,,,,,,,,None,3618124000,3618124000,,,,,,None,182208000,,0.825,0.0618,,,,0.883,0.1873,153448000,335656000,0.079,2017-12-31,13.64,,4720098000.0,292540000,146863000,-13357000,,,None,117945855,None,,None,,,,,99930000,None,None,None,0.198,,45196000,247344000,,,,,None,,,,,2.185,0.382,,,,,,,,0.103,,,2026-02-26,quarterly,0.2663,None,post-market,None,,0.051,0.11,0.194,8.79,485435000,,,,9.57,11.37,,237.0886,,,,,,,3910664000,,18.65,,13.63,5.97
