date,symbol,eps,revenue_ttm,accumulateddepreciationamortizationppe,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,price_to_book,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,stockbasedcompensation,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,treasurystock,week_52_high,week_52_low
2026-04-16,MBX,-2.52,0.0,None,8.22,,324000,30523000,30523000,,,,,,,,,1000,31853698,None,56000,56000,1391000,None,None,208000,None,None,56000,,,,,0.0,0.1067,-25761000,-25705000,-0.5967,2023-12-31,None,0.0,-56000,-26135000,None,None,None,None,374000,372000,None,None,None,None,None,None,-26135000,-26135000,-2000,None,0.0,,25161000,-25161000,2581000,2382000,None,194000,None,,,,,3.989,,,,,,,,0.0,,None,2026-03-23,quarterly,-0.49,USD,pre-market,21397000,-75583000,-0.188,-0.278,0.0,0.0,3764000,324000,153000,50153000,23.86,32.78,,17.8817,84180000,83465000,3926000,156648000,715000,152722000,0,-72468000,None,44.89,7.09
2026-04-16,MBX,-2.52,0.0,None,8.22,,None,None,None,,,,,,,,,None,31853698,None,56000,56000,None,None,None,None,None,None,56000,,,,,0.0,0.1067,-25761000,-25705000,-0.5967,2023-09-30,None,0.0,-56000,-26135000,None,None,None,None,374000,372000,None,None,None,None,None,None,-26135000,-26135000,-2000,None,0.0,,25161000,-25161000,None,None,None,None,None,,,,,3.989,,,,,,,,0.0,,None,2026-03-23,quarterly,-0.49,None,pre-market,21397000,None,-0.188,-0.278,0.0,0.0,3764000,None,None,None,23.86,32.78,,17.8817,None,None,None,None,None,None,0,None,None,44.89,7.09
2026-04-16,MBX,-2.52,0.0,None,8.22,,None,None,None,,,,,,,,,None,33376058,None,56000,56000,None,None,None,None,None,None,56000,,,,,0.0,0.1067,-25761000,-25705000,-0.5967,2023-06-30,None,0.0,-56000,-26135000,None,None,None,None,374000,372000,None,None,None,None,None,None,-26135000,-26135000,-2000,None,0.0,,25161000,-25161000,None,None,None,None,None,,,,,3.989,,,,,,,,0.0,,None,2026-03-23,quarterly,-0.49,None,pre-market,21397000,None,-0.188,-0.278,0.0,0.0,3764000,None,None,None,23.86,32.78,,17.8817,None,None,None,None,None,None,0,None,None,44.89,7.09
2026-04-16,MBX,-2.52,0.0,None,8.22,,596000,75289000,75289000,,,,,,,,,6000,36506092,None,56000,56000,2977000,None,None,2120000,None,None,56000,,,,,0.0,0.1067,-25761000,-25705000,-0.5967,2025-12-31,None,0.0,-56000,-26135000,None,None,None,None,374000,372000,None,None,None,None,None,None,-26135000,-26135000,-2000,None,0.0,,25161000,-25161000,5714000,12346000,None,2000,None,,,,,3.989,,,,,,,,0.0,,None,2026-03-23,annual,-0.49,USD,pre-market,21397000,-224476000,-0.188,-0.278,0.0,0.0,3764000,596000,172000,298416000,23.86,32.78,,17.8817,385144000,381539000,15495000,15921000,3605000,426000,0,369223000,None,44.89,7.09
2026-04-16,MBX,-2.52,0.0,None,8.22,,171000,49351000,49351000,,,,,,,,,5000,33392615,None,56000,56000,5335000,None,None,682000,None,None,56000,,,,,0.0,0.1067,-25761000,-25705000,-0.5967,2024-12-31,None,0.0,-56000,-26135000,None,None,None,None,374000,372000,None,None,None,None,None,None,-26135000,-26135000,-2000,None,0.0,,25161000,-25161000,4455000,5545000,None,42000,None,,,,,3.989,,,,,,,,0.0,,None,2026-03-23,annual,-0.49,USD,pre-market,21397000,-137505000,-0.188,-0.278,0.0,0.0,3764000,171000,171000,212798000,23.86,32.78,,17.8817,268535000,267286000,11051000,11093000,1249000,42000,0,257442000,None,44.89,7.09
2026-04-16,MBX,-2.52,0.0,None,8.22,,324000,30523000,30523000,,,,,,,,,1000,31853698,None,56000,56000,1391000,None,None,208000,None,None,56000,,,,,0.0,0.1067,-25761000,-25705000,-0.5967,2023-12-31,None,0.0,-56000,-26135000,None,None,None,None,374000,372000,None,None,None,None,None,None,-26135000,-26135000,-2000,None,0.0,,25161000,-25161000,2581000,2382000,None,194000,None,,,,,3.989,,,,,,,,0.0,,None,2026-03-23,annual,-0.49,USD,pre-market,21397000,-75583000,-0.188,-0.278,0.0,0.0,3764000,324000,153000,50153000,23.86,32.78,,17.8817,84180000,83465000,3926000,156648000,715000,152722000,0,-72468000,None,44.89,7.09
2026-04-16,MBX,-2.52,0.0,None,8.22,,461000,24210000,24210000,,,,,,,,,1000,31853698,None,56000,56000,976000,None,None,142000,None,None,56000,,,,,0.0,0.1067,-25761000,-25705000,-0.5967,2022-12-31,None,0.0,-56000,-26135000,None,None,None,None,374000,372000,None,None,None,None,None,None,-26135000,-26135000,-2000,None,0.0,,25161000,-25161000,1608000,2318000,None,66000,None,,,,,3.989,,,,,,,,0.0,,None,2026-03-23,annual,-0.49,USD,pre-market,21397000,-43020000,-0.188,-0.278,0.0,0.0,3764000,461000,137000,18251000,23.86,32.78,,17.8817,45095000,44211000,3431000,87700000,884000,84269000,0,-42605000,None,44.89,7.09
2026-04-16,MBX,-2.52,0.0,None,8.22,793000,461000,24210000,24210000,438000,-129973000,None,None,None,None,None,None,1000,31853698,None,56000,56000,976000,None,None,142000,None,None,56000,865000,None,None,None,0.0,0.1067,-25761000,-25705000,-0.5967,2025-12-31,None,0.0,-56000,-26135000,None,None,None,None,374000,372000,None,None,None,None,None,None,-22062000,-26135000,-2000,None,0.0,-18301000,25161000,-25161000,1608000,2318000,None,66000,None,None,None,None,None,3.989,None,None,None,None,None,None,None,0.0,None,None,2026-03-23,quarterly,-0.49,USD,pre-market,21397000,-43020000,-0.188,-0.278,0.0,0.0,3764000,461000,137000,18251000,23.86,32.78,2656000,17.8817,45095000,44211000,3431000,87700000,884000,84269000,0,-42605000,None,44.89,7.09
2026-04-16,MBX,-2.52,0.0,None,8.22,399000,461000,24210000,24210000,187824000,17056000,None,None,None,None,None,None,1000,31853698,None,56000,56000,976000,None,None,142000,None,None,56000,50000,None,None,None,0.0,0.1067,-25761000,-25705000,-0.5967,2025-09-30,None,0.0,-56000,-26135000,None,None,None,None,374000,372000,None,None,None,None,None,None,-21618000,-26135000,-2000,None,0.0,-21536000,25161000,-25161000,1608000,2318000,None,66000,None,None,None,None,None,3.989,None,None,None,None,None,None,None,0.0,None,None,2026-03-23,quarterly,-0.49,USD,pre-market,21397000,-43020000,-0.188,-0.278,0.0,0.0,3764000,461000,137000,18251000,23.86,32.78,2245000,17.8817,45095000,44211000,3431000,87700000,884000,84269000,0,-42605000,None,44.89,7.09
2026-04-16,MBX,-2.52,0.0,None,8.22,707000,461000,24210000,24210000,1326000,25986000,None,None,None,None,None,None,1000,31853698,None,56000,56000,976000,None,None,142000,None,None,56000,-979000,None,None,None,0.0,0.1067,-25761000,-25705000,-0.5967,2025-06-30,None,0.0,-56000,-26135000,None,None,None,None,374000,372000,None,None,None,None,None,None,-19411000,-26135000,-2000,None,0.0,-17434000,25161000,-25161000,1608000,2318000,None,66000,None,None,None,None,None,3.989,None,None,None,None,None,None,None,0.0,None,None,2026-03-23,quarterly,-0.49,USD,pre-market,21397000,-43020000,-0.188,-0.278,0.0,0.0,3764000,461000,137000,18251000,23.86,32.78,1937000,17.8817,45095000,44211000,3431000,87700000,884000,84269000,0,-42605000,None,44.89,7.09
2026-04-16,MBX,-2.52,0.0,None,8.22,30000,461000,24210000,24210000,4000,3226000,None,None,None,None,None,None,1000,31853698,None,56000,56000,976000,None,None,142000,None,None,56000,77000,None,None,None,0.0,0.1067,-25761000,-25705000,-0.5967,2025-03-31,None,0.0,-56000,-26135000,None,None,None,None,374000,372000,None,None,None,None,None,None,-23880000,-26135000,-2000,None,0.0,-22678000,25161000,-25161000,1608000,2318000,None,66000,None,None,None,None,None,3.989,None,None,None,None,None,None,None,0.0,None,None,2026-03-23,quarterly,-0.49,USD,pre-market,21397000,-43020000,-0.188,-0.278,0.0,0.0,3764000,461000,137000,18251000,23.86,32.78,1839000,17.8817,45095000,44211000,3431000,87700000,884000,84269000,0,-42605000,None,44.89,7.09
2026-04-16,MBX,-2.52,0.0,None,8.22,92000,461000,24210000,24210000,-132000,-67345000,None,None,None,None,None,None,1000,31853698,None,56000,56000,976000,None,None,142000,None,None,56000,58000,None,None,None,0.0,0.1067,-25761000,-25705000,-0.5967,2024-12-31,None,0.0,-56000,-26135000,None,None,None,None,374000,372000,None,None,None,None,None,None,-15586000,-26135000,-2000,None,0.0,-16037000,25161000,-25161000,1608000,2318000,None,66000,None,None,None,None,None,3.989,None,None,None,None,None,None,None,0.0,None,None,2026-03-23,quarterly,-0.49,USD,pre-market,21397000,-43020000,-0.188,-0.278,0.0,0.0,3764000,461000,137000,18251000,23.86,32.78,1488000,17.8817,45095000,44211000,3431000,87700000,884000,84269000,0,-42605000,None,44.89,7.09
2026-04-16,MBX,-2.52,0.0,None,8.22,57000,461000,24210000,24210000,235814000,-100788000,None,None,None,None,None,None,1000,31853698,None,56000,56000,976000,None,None,142000,None,None,56000,75000,None,None,None,0.0,0.1067,-25761000,-25705000,-0.5967,2024-09-30,None,0.0,-56000,-26135000,None,None,None,None,374000,372000,None,None,None,None,None,None,-18142000,-26135000,-2000,None,0.0,-14664000,25161000,-25161000,1608000,2318000,None,66000,None,None,None,None,None,3.989,None,None,None,None,None,None,None,0.0,None,None,2026-03-23,quarterly,-0.49,USD,pre-market,21397000,-43020000,-0.188,-0.278,0.0,0.0,3764000,461000,137000,18251000,23.86,32.78,1192000,17.8817,45095000,44211000,3431000,87700000,884000,84269000,0,-42605000,None,44.89,7.09
2026-04-16,MBX,-2.52,0.0,None,8.22,452000,461000,24210000,24210000,-1761000,-7891000,None,None,None,None,None,None,1000,31853698,None,56000,56000,976000,None,None,142000,None,None,56000,63000,None,None,None,0.0,0.1067,-25761000,-25705000,-0.5967,2024-06-30,None,0.0,-56000,-26135000,None,None,None,None,374000,372000,None,None,None,None,None,None,-15857000,-26135000,-2000,None,0.0,-13270000,25161000,-25161000,1608000,2318000,None,66000,None,None,None,None,None,3.989,None,None,None,None,None,None,None,0.0,None,None,2026-03-23,quarterly,-0.49,USD,pre-market,21397000,-43020000,-0.188,-0.278,0.0,0.0,3764000,461000,137000,18251000,23.86,32.78,919000,17.8817,45095000,44211000,3431000,87700000,884000,84269000,0,-42605000,None,44.89,7.09
2026-04-16,MBX,-2.52,0.0,None,8.22,273000,461000,24210000,24210000,183000,15429000,None,None,None,None,None,None,1000,31853698,None,56000,56000,976000,None,None,142000,None,None,56000,48000,None,None,None,0.0,0.1067,-25761000,-25705000,-0.5967,2024-03-31,None,0.0,-56000,-26135000,None,None,None,None,374000,372000,None,None,None,None,None,None,-12337000,-26135000,-2000,None,0.0,-10710000,25161000,-25161000,1608000,2318000,None,66000,None,None,None,None,None,3.989,None,None,None,None,None,None,None,0.0,None,None,2026-03-23,quarterly,-0.49,USD,pre-market,21397000,-43020000,-0.188,-0.278,0.0,0.0,3764000,461000,137000,18251000,23.86,32.78,1623000,17.8817,45095000,44211000,3431000,87700000,884000,84269000,0,-42605000,None,44.89,7.09
2026-04-16,MBX,-2.52,0.0,None,8.22,55000,461000,24210000,24210000,19000,-28955000,None,None,None,None,None,None,1000,31853698,None,56000,56000,976000,None,None,142000,None,None,56000,41000,None,None,None,0.0,0.1067,-25761000,-25705000,-0.5967,2023-12-31,None,0.0,-56000,-26135000,None,None,None,None,374000,372000,None,None,None,None,None,None,-8843000,-26135000,-2000,None,0.0,-11146000,25161000,-25161000,1608000,2318000,None,66000,None,None,None,None,None,3.989,None,None,None,None,None,None,None,0.0,None,None,2026-03-23,quarterly,-0.49,USD,pre-market,21397000,-43020000,-0.188,-0.278,0.0,0.0,3764000,461000,137000,18251000,23.86,32.78,1018000,17.8817,45095000,44211000,3431000,87700000,884000,84269000,0,-42605000,None,44.89,7.09
2026-04-16,MBX,-2.52,0.0,None,8.22,22000,461000,24210000,24210000,68496000,-18605000,None,None,None,None,None,None,1000,31853698,None,56000,56000,976000,None,None,142000,None,None,56000,40000,None,None,None,0.0,0.1067,-25761000,-25705000,-0.5967,2023-09-30,None,0.0,-56000,-26135000,None,None,None,None,374000,372000,None,None,None,None,None,None,-10163000,-26135000,-2000,None,0.0,-7726000,25161000,-25161000,1608000,2318000,None,66000,None,None,None,None,None,3.989,None,None,None,None,None,None,None,0.0,None,None,2026-03-23,quarterly,-0.49,USD,pre-market,21397000,-43020000,-0.188,-0.278,0.0,0.0,3764000,461000,137000,18251000,23.86,32.78,596000,17.8817,45095000,44211000,3431000,87700000,884000,84269000,0,-42605000,None,44.89,7.09
2026-04-16,MBX,-2.52,0.0,None,8.22,31000,461000,24210000,24210000,634000,19969000,None,None,None,None,None,None,1000,31853698,None,56000,56000,976000,None,None,142000,None,None,56000,39000,None,None,None,0.0,0.1067,-25761000,-25705000,-0.5967,2023-06-30,None,0.0,-56000,-26135000,None,None,None,None,374000,372000,None,None,None,None,None,None,-7608000,-26135000,-2000,None,0.0,-7381000,25161000,-25161000,1608000,2318000,None,66000,None,None,None,None,None,3.989,None,None,None,None,None,None,None,0.0,None,None,2026-03-23,quarterly,-0.49,None,pre-market,21397000,-43020000,-0.188,-0.278,0.0,0.0,3764000,461000,137000,18251000,23.86,32.78,None,17.8817,45095000,44211000,3431000,87700000,884000,84269000,0,-42605000,None,44.89,7.09
2026-04-16,MBX,-2.52,0.0,None,8.22,1929000,461000,24210000,24210000,189592000,-83705000,None,None,None,None,None,None,1000,31853698,None,56000,56000,976000,None,None,142000,None,None,56000,-3611000,None,None,None,0.0,0.1067,-25761000,-25705000,-0.5967,2025-12-31,None,0.0,-56000,-26135000,None,None,None,None,374000,372000,None,None,None,None,None,None,-86971000,-26135000,-2000,None,0.0,-79949000,25161000,-25161000,1608000,2318000,None,66000,None,None,None,None,None,3.989,None,None,None,None,None,None,None,0.0,None,None,2026-03-23,annual,-0.49,USD,pre-market,21397000,-43020000,-0.188,-0.278,0.0,0.0,3764000,461000,137000,18251000,23.86,32.78,8677000,17.8817,45095000,44211000,3431000,87700000,884000,84269000,0,-42605000,None,44.89,7.09
2026-04-16,MBX,-2.52,0.0,None,8.22,874000,461000,24210000,24210000,234104000,-160595000,None,None,None,None,None,None,1000,31853698,None,56000,56000,976000,None,None,142000,None,None,56000,244000,None,None,None,0.0,0.1067,-25761000,-25705000,-0.5967,2024-12-31,None,0.0,-56000,-26135000,None,None,None,None,374000,372000,None,None,None,None,None,None,-61922000,-26135000,-2000,None,0.0,-54681000,25161000,-25161000,1608000,2318000,None,66000,None,None,None,None,None,3.989,None,None,None,None,None,None,None,0.0,None,None,2026-03-23,annual,-0.49,USD,pre-market,21397000,-43020000,-0.188,-0.278,0.0,0.0,3764000,461000,137000,18251000,23.86,32.78,5222000,17.8817,45095000,44211000,3431000,87700000,884000,84269000,0,-42605000,None,44.89,7.09
2026-04-16,MBX,-2.52,0.0,None,8.22,129000,461000,24210000,24210000,69218000,-30927000,None,None,None,None,None,None,1000,31853698,None,56000,56000,976000,None,None,142000,None,None,56000,157000,None,None,None,0.0,0.1067,-25761000,-25705000,-0.5967,2023-12-31,None,0.0,-56000,-26135000,None,None,None,None,374000,372000,None,None,None,None,None,None,-32563000,-26135000,-2000,None,0.0,-31978000,25161000,-25161000,1608000,2318000,None,66000,None,None,None,None,None,3.989,None,None,None,None,None,None,None,0.0,None,None,2026-03-23,annual,-0.49,USD,pre-market,21397000,-43020000,-0.188,-0.278,0.0,0.0,3764000,461000,137000,18251000,23.86,32.78,2043000,17.8817,45095000,44211000,3431000,87700000,884000,84269000,0,-42605000,None,44.89,7.09
2026-04-16,MBX,-2.52,0.0,None,8.22,441000,461000,24210000,24210000,46063000,-11411000,None,None,None,None,None,None,1000,31853698,None,56000,56000,976000,None,None,142000,None,None,56000,56000,None,None,None,0.0,0.1067,-25761000,-25705000,-0.5967,2022-12-31,None,0.0,-56000,-26135000,None,None,None,None,374000,372000,None,None,None,None,None,None,-26135000,-26135000,-2000,None,0.0,-23122000,25161000,-25161000,1608000,2318000,None,66000,None,None,None,None,None,3.989,None,None,None,None,None,None,None,0.0,None,None,2026-03-23,annual,-0.49,USD,pre-market,21397000,-43020000,-0.188,-0.278,0.0,0.0,3764000,461000,137000,18251000,23.86,32.78,306000,17.8817,45095000,44211000,3431000,87700000,884000,84269000,0,-42605000,None,44.89,7.09
