date,symbol,eps,revenue_ttm,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,forward_pe,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,peg_ratio,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,stockbasedcompensation,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,treasurystock,week_52_high,week_52_low
2020-06-30,BW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,,,-0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-08-12,,-0.16,,post-market,,,,,,,,,,,,,,73.7705,,,,,,,,,,,
2020-09-30,BW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33,,,-0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-12,,0.82,,pre-market,,,,,,,,,,,,,,260.7843,,,,,,,,,,,
2020-12-31,BW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,-0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-02-09,,0.19,,post-market,,,,,,,,,,,,,,218.75,,,,,,,,,,,
2021-03-31,BW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-04-22,,-0.19,,pre-market,,,,,,,,,,,,,,36.6667,,,,,,,,,,,
2021-06-30,BW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-12,,0.13,,post-market,,,,,,,,,,,,,,225.0,,,,,,,,,,,
2021-09-30,BW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-11-10,,0.11,,post-market,,,,,,,,,,,,,,266.6667,,,,,,,,,,,
2021-12-31,BW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-08,,0.3,,pre-market,,,,,,,,,,,,,,200.0,,,,,,,,,,,
2022-03-31,BW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06,,,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-05-09,,-0.14,,post-market,,,,,,,,,,,,,,-75.0,,,,,,,,,,,
2022-06-30,BW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-08-08,,-0.07,,post-market,,,,,,,,,,,,,,-16.6667,,,,,,,,,,,
2022-09-30,BW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.19,,,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-08,,-0.24,,post-market,,,,,,,,,,,,,,-380.0,,,,,,,,,,,
2022-12-31,BW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-15,,0.02,,pre-market,,,,,,,,,,,,,,-60.0,,,,,,,,,,,
2023-03-31,BW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09,,,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,-0.18,,pre-market,,,,,,,,,,,,,,-100.0,,,,,,,,,,,
2023-06-30,BW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03,,,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-08,,-0.1,,post-market,,,,,,,,,,,,,,-42.8571,,,,,,,,,,,
2023-09-30,BW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.39,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-09,,-1.35,,post-market,,,,,,,,,,,,,,-3475.0,,,,,,,,,,,
2023-12-31,BW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.61,,,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14,,-0.65,,post-market,,,,,,,,,,,,,,-1525.0,,,,,,,,,,,
2024-03-31,BW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,,,-0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-05-09,,-0.23,,post-market,,,,,,,,,,,,,,-76.9231,,,,,,,,,,,
2024-06-30,BW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.19,,,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-08-08,,-0.2,,post-market,,,,,,,,,,,,,,-1900.0,,,,,,,,,,,
2024-09-30,BW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0646,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-12,,0.1046,,post-market,,,,,,,,,,,,,,161.5,,,,,,,,,,,
2024-12-31,BW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0224,,,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-12,,-0.0276,,post-market,,,,,,,,,,,,,,44.8,,,,,,,,,,,
2025-03-31,BW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5497,,,-0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-07,,-0.7097,,pre-market,,,,,,,,,,,,,,-343.5625,,,,,,,,,,,
2025-06-30,BW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03,,,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-11,,-0.1,,pre-market,,,,,,,,,,,,,,-42.8571,,,,,,,,,,,
2025-09-30,BW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02,,,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-04,,-0.06,,pre-market,,,,,,,,,,,,,,-50.0,,,,,,,,,,,
2025-12-31,BW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0839,,,-0.0667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-16,,0.0172,,pre-market,,,,,,,,,,,,,,125.7871,,,,,,,,,,,
2026-04-16,BW,-0.45,587676000.0,,1.1,-1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.935,0.0839,,,-0.0667,,140.85,,143851000.0,,,,,,,,,,,,,,,,,,,-0.0077,,,,,,,,,,,,,-0.08,60.56,4.125,,,,,,,,-0.0615,,,2026-03-16,,0.0172,,pre-market,,,0.0118,-3.465,0.02,5.58,,,,,6.13,12.52,,125.7871,,,,,,,,,,18.8,0.224
2026-04-16,BW,-0.45,587676000.0,,1.1,-1.03,,,,,,,,,,,,,,,None,119700000,119700000,,,,,,None,2400000,,,,,-0.935,0.0839,12700000,15100000,-0.0667,2025-12-31,140.85,,143851000.0,41300000,-2000000,1600000,,,None,5021000,1604000,,None,,,,,9300000,-10449000,-6645000,None,-0.0077,,28600000,12700000,,,,,None,,,,,-0.08,60.56,4.125,,,,,,,,-0.0615,,,2026-03-16,quarterly,0.0172,USD,pre-market,100000,,0.0118,-3.465,0.02,5.58,26674000,,,,6.13,12.52,,125.7871,,,,,,,161000000,,,18.8,0.224
2026-04-16,BW,-0.45,587676000.0,,1.1,-1.03,,,,,,,,,,,,,,,None,111869000,111869000,,,,,,None,2947000,,,,,-0.935,0.0839,8433000,11380000,-0.0667,2025-09-30,140.85,,143851000.0,37142000,-1314000,1028000,,,None,9747000,1603000,,None,,,,,35092000,-2342000,-8144000,None,-0.0077,,30642000,6500000,,,,,None,,,,,-0.08,60.56,4.125,,,,,,,,-0.0615,,,2026-03-16,quarterly,0.0172,USD,pre-market,303000,,0.0118,-3.465,0.02,5.58,29782000,,,,6.13,12.52,,125.7871,,,,,,,149011000,,,18.8,0.224
2026-04-16,BW,-0.45,587676000.0,,1.1,-1.03,,,,,,,,,,,,,,,None,100812000,100812000,,,,,,None,2331000,,,,,-0.935,0.0839,9409000,11740000,-0.0667,2025-06-30,140.85,,143851000.0,43242000,-2160000,3892000,,,None,11569000,1114000,,None,,,,,-58492000,-6052000,-10455000,None,-0.0077,,35114000,8128000,,,,,None,,,,,-0.08,60.56,4.125,,,,,,,,-0.0615,,,2026-03-16,quarterly,0.0172,USD,pre-market,941000,,0.0118,-3.465,0.02,5.58,34008000,,,,6.13,12.52,,125.7871,,,,,,,144054000,,,18.8,0.224
2026-04-16,BW,-0.45,587676000.0,,1.1,-1.03,,,,,,,,,,,,,,,None,141133000,141133000,,,,,,None,2476000,,,,,-0.935,0.0839,5722000,8198000,-0.0667,2025-03-31,140.85,,143851000.0,40061000,-5441000,2322000,,,None,11163000,228000,,None,,,,,-22007000,-7763000,-10935000,None,-0.0077,,34211000,5850000,,,,,None,,,,,-0.08,60.56,4.125,,,,,,,,-0.0615,,,2026-03-16,quarterly,0.0172,USD,pre-market,526000,,0.0118,-3.465,0.02,5.58,32727000,,,,6.13,12.52,,125.7871,,,,,,,181194000,,,18.8,0.224
2026-04-16,BW,-0.45,587676000.0,,1.1,-1.03,,,,,,,,,,,,,,,None,42043000,42043000,,,,,,None,2973000,,,,,-0.935,0.0839,-55134000,-52161000,-0.0667,2024-12-31,140.85,,143851000.0,24233000,-65292000,6026000,,,None,10158000,71000,,None,,,,,-63065000,-71318000,-10229000,None,-0.0077,,44203000,-19970000,,,,,None,,,,,-0.08,60.56,4.125,,,,,,,,-0.0615,,,2026-03-16,quarterly,0.0172,USD,pre-market,2113000,,0.0118,-3.465,0.02,5.58,6397000,,,,6.13,12.52,,125.7871,,,,,,,66276000,,,18.8,0.224
2026-04-16,BW,-0.45,587676000.0,,1.1,-1.03,,,,,,,,,,,,,,,None,160038000,160038000,,,,,,None,4219000,,,,,-0.935,0.0839,-286000,3933000,-0.0667,2024-09-30,140.85,,143851000.0,49821000,-10906000,161000,,,None,10620000,293000,,None,,,,,-5332000,-11067000,-10327000,None,-0.0077,,51295000,-1474000,,,,,None,,,,,-0.08,60.56,4.125,,,,,,,,-0.0615,,,2026-03-16,quarterly,0.0172,USD,pre-market,1420000,,0.0118,-3.465,0.02,5.58,43116000,,,,6.13,12.52,,125.7871,,,,,,,209859000,,,18.8,0.224
2026-04-16,BW,-0.45,587676000.0,,1.1,-1.03,,,,,,,,,,,,,,,None,179152000,179152000,,,,,,None,4674000,,,,,-0.935,0.0839,9377000,14051000,-0.0667,2024-06-30,140.85,,143851000.0,54490000,29914000,4692000,,,None,12534000,285000,,None,,,,,25315000,25222000,-12249000,None,-0.0077,,12291000,42199000,,,,,None,,,,,-0.08,60.56,4.125,,,,,,,,-0.0615,,,2026-03-16,quarterly,0.0172,USD,pre-market,1180000,,0.0118,-3.465,0.02,5.58,50433000,,,,6.13,12.52,,125.7871,,,,,,,233642000,,,18.8,0.224
2026-04-16,BW,-0.45,587676000.0,,1.1,-1.03,,,,,,,,,,,,,,,None,125534000,125534000,,,,,,None,4843000,,,,,-0.935,0.0839,126000,4969000,-0.0667,2024-03-31,140.85,,143851000.0,38754000,-11888000,907000,,,None,12014000,307000,,None,,,,,-16833000,-15799000,-12527000,None,-0.0077,,33032000,5722000,,,,,None,,,,,-0.08,60.56,4.125,,,,,,,,-0.0615,,,2026-03-16,quarterly,0.0172,USD,pre-market,815000,,0.0118,-3.465,0.02,5.58,41438000,,,,6.13,12.52,,125.7871,,,,,,,164288000,,,18.8,0.224
2026-04-16,BW,-0.45,587676000.0,,1.1,-1.03,,,,,,,,,,,,,,,None,171552000,171552000,,,,,,None,4505000,,,,,-0.935,0.0839,-35158000,-30653000,-0.0667,2023-12-31,140.85,,143851000.0,55615000,-47805000,6461000,,,None,12647000,300000,,None,,,,,-62740000,-54266000,-12347000,None,-0.0077,,54946000,669000,,,,,None,,,,,-0.08,60.56,4.125,,,,,,,,-0.0615,,,2026-03-16,quarterly,0.0172,USD,pre-market,5314000,,0.0118,-3.465,0.02,5.58,48017000,,,,6.13,12.52,,125.7871,,,,,,,227167000,,,18.8,0.224
2026-04-16,BW,-0.45,587676000.0,,1.1,-1.03,,,,,,,,,,,,,,,None,186034000,186034000,,,,,,None,5232000,,,,,-0.935,0.0839,810000,6042000,-0.0667,2023-09-30,140.85,,143851000.0,53380000,-12606000,-331000,,,None,13416000,301000,,None,,,,,-116884000,-12275000,-13115000,None,-0.0077,,47837000,5543000,,,,,None,,,,,-0.08,60.56,4.125,,,,,,,,-0.0615,,,2026-03-16,quarterly,0.0172,USD,pre-market,898000,,0.0118,-3.465,0.02,5.58,45662000,,,,6.13,12.52,,125.7871,,,,,,,239414000,,,18.8,0.224
2026-04-16,BW,-0.45,587676000.0,,1.1,-1.03,,,,,,,,,,,,,,,None,228352000,228352000,,,,,,None,5894000,,,,,-0.935,0.0839,13631000,19525000,-0.0667,2023-06-30,140.85,,143851000.0,63163000,2455000,1861000,,,None,11176000,500000,,None,,,,,-5088000,-5012000,-10700000,None,-0.0077,,50762000,12401000,,,,,1047000,,,,,-0.08,60.56,4.125,,,,,,,,-0.0615,,,2026-03-16,quarterly,0.0172,USD,pre-market,924000,,0.0118,-3.465,0.02,5.58,49910000,,,,6.13,12.52,,125.7871,,,,,,,291515000,,,18.8,0.224
2026-04-16,BW,-0.45,587676000.0,,1.1,-1.03,,,,,,,,,,,,,,,None,189329000,189329000,,,,,,None,5365000,,,,,-0.935,0.0839,460000,5825000,-0.0667,2023-03-31,140.85,,143851000.0,51929000,-12196000,490000,,,None,12656000,100000,,None,,,,,-12496000,-12475000,-12600000,None,-0.0077,,50643000,1286000,,,,,-684000,,,,,-0.08,60.56,4.125,,,,,,,,-0.0615,,,2026-03-16,quarterly,0.0172,USD,pre-market,1308000,,0.0118,-3.465,0.02,5.58,48123000,,,,6.13,12.52,,125.7871,,,,,,,241258000,,,18.8,0.224
2026-04-16,BW,-0.45,587676000.0,,1.1,-1.03,,,,,,,,,,,,,,,None,182760000,182760000,,,,,,None,10808000,,,,,-0.935,0.0839,10193000,21001000,-0.0667,2022-12-31,140.85,,143851000.0,53664000,8770000,6282000,,,None,11700000,8800000,,None,,,,,5736000,5660000,-11416000,None,-0.0077,,47325000,6339000,,,,,14428000,,,,,-0.08,60.56,4.125,,,,,,,,-0.0615,,,2026-03-16,quarterly,0.0172,USD,pre-market,955000,,0.0118,-3.465,0.02,5.58,1743000,,,,6.13,12.52,,125.7871,,,,,,,236424000,,,18.8,0.224
2026-04-16,BW,-0.45,587676000.0,,1.1,-1.03,,,,,,,,,,,,,,,None,164268000,164268000,,,,,,None,1246000,,,,,-0.935,0.0839,6438000,7684000,-0.0667,2022-09-30,140.85,,143851000.0,47401000,-7849000,4902000,,,None,11098000,13224000,,None,,,,,-17766000,-20566000,-11217000,None,-0.0077,,50126000,-2725000,,,,,None,,,,,-0.08,60.56,4.125,,,,,,,,-0.0615,,,2026-03-16,quarterly,0.0172,USD,pre-market,994000,,0.0118,-3.465,0.02,5.58,1198000,,,,6.13,12.52,,125.7871,,,,,,,211669000,,,18.8,0.224
2026-04-16,BW,-0.45,587676000.0,,1.1,-1.03,,,,,,,,,,,,,,,None,150893000,150893000,,,,,,None,5736000,,,,,-0.935,0.0839,10110000,15846000,-0.0667,2022-06-30,140.85,,143851000.0,44883000,-1639000,1355000,,,None,10662000,103000,,None,,,,,-2567000,-2994000,-10559000,None,-0.0077,,39445000,5438000,,,,,2645000,,,,,-0.08,60.56,4.125,,,,,,,,-0.0615,,,2026-03-16,quarterly,0.0172,USD,pre-market,1004000,,0.0118,-3.465,0.02,5.58,5142000,,,,6.13,12.52,,125.7871,,,,,,,195776000,,,18.8,0.224
2026-04-16,BW,-0.45,587676000.0,,1.1,-1.03,,,,,,,,,,,,,,,None,163060000,163060000,,,,,,None,6202000,,,,,-0.935,0.0839,743000,6945000,-0.0667,2022-03-31,140.85,,143851000.0,40989000,-7454000,1230000,,,None,11267000,117000,,None,,,,,-8263999,-8684000,-11150000,None,-0.0077,,47772000,-6783000,,,,,10596000,,,,,-0.08,60.56,4.125,,,,,,,,-0.0615,,,2026-03-16,quarterly,0.0172,USD,pre-market,852000,,0.0118,-3.465,0.02,5.58,3935000,,,,6.13,12.52,,125.7871,,,,,,,204049000,,,18.8,0.224
