date,symbol,eps,revenue_ttm,pe_ratio,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,forward_pe,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,stockbasedcompensation,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,trailing_pe,treasurystock,week_52_high,week_52_low
2026-04-16,LZ,0.08,756043000.0,75.12,,1.304,0.968,,,,,,,,,,,,,,,None,47267000,47267000,,,,,,None,3775000,,,,,-0.579,-0.0074,-27017000,-23242000,0.1774,2021-09-30,6.22,,498083000.0,100612000,-45583000,-5908000,,,None,9957000,None,,None,,,,,-39675000,-39675000,-9957000,None,0.0661,,128122000,-27510000,,,,,-8116000,,,,,6.05,1.409,,,,,,,,0.0204,,,2026-02-20,quarterly,0.17,USD,pre-market,26865000,,0.0183,0.116,0.177,4.228,28192000,,,,9.03,6.53,,-4.1714,,,,,,,147879000,,75.12,,12.4,5.28
2026-04-16,LZ,0.08,756043000.0,75.12,,1.304,0.968,,,,,,,,,,,,,,,None,49859000,49859000,,,,,,None,3663000,,,,,-0.579,-0.0074,-27129000,-23466000,0.1774,2021-06-30,6.22,,498083000.0,100573000,-36400000,1995000,,,None,9312000,None,,None,,,,,-38395000,-38395000,-9312000,None,0.0661,,128081000,-27508000,,,,,420000,,,,,6.05,1.409,,,,,,,,0.0204,,,2026-02-20,quarterly,0.17,USD,pre-market,28426000,,0.0183,0.116,0.177,4.228,33845000,,,,9.03,6.53,,-4.1714,,,,,,,150432000,,75.12,,12.4,5.28
2026-04-16,LZ,0.08,756043000.0,75.12,,1.304,0.968,,,,,,,,,,,,,,,None,43960000,43960000,,,,,,None,4166000,,,,,-0.579,-0.0074,-4105000,61000,0.1774,2021-03-31,6.22,,498083000.0,90672000,-12759000,-2936000,,,None,8654000,None,,None,,,,,-9823000,-9823000,-8654000,None,0.0661,,95025000,-4353000,,,,,None,,,,,6.05,1.409,,,,,,,,0.0204,,,2026-02-20,quarterly,0.17,USD,pre-market,10499000,,0.0183,0.116,0.177,4.228,13165000,,,,9.03,6.53,,-4.1714,,,,,,,134632000,,75.12,,12.4,5.28
2026-04-16,LZ,0.08,756043000.0,75.12,,1.304,0.968,,,,,,,,,,,,,,,None,39851000,39851000,,,,,,None,5935000,,,,,-0.579,-0.0074,18935000,24870000,0.1774,2020-12-31,6.22,,498083000.0,82388000,10216000,795000,,,None,8719000,None,,None,,,,,9421000,9421000,-8719000,None,0.0661,,67017000,15371000,,,,,None,,,,,6.05,1.409,,,,,,,,0.0204,,,2026-02-20,quarterly,0.17,USD,pre-market,10244000,,0.0183,0.116,0.177,4.228,15320000,,,,9.03,6.53,,-4.1714,,,,,,,122239000,,75.12,,12.4,5.28
2026-04-16,LZ,0.08,756043000.0,75.12,,1.304,0.968,,,,,,,,,,,,,,,None,43841000,43841000,,,,,,None,4415000,,,,,-0.579,-0.0074,21196000,25611000,0.1774,2020-09-30,6.22,,498083000.0,87754000,12538000,3126000,,,None,8658000,None,,None,,,,,9412000,9412000,-8658000,None,0.0661,,68168000,19586000,,,,,None,,,,,6.05,1.409,,,,,,,,0.0204,,,2026-02-20,quarterly,0.17,USD,pre-market,10911000,,0.0183,0.116,0.177,4.228,10424000,,,,9.03,6.53,,-4.1714,,,,,,,131595000,,75.12,,12.4,5.28
2026-04-16,LZ,0.08,756043000.0,75.12,,1.304,0.968,,,,,,,,,,,,,,,None,35759000,35759000,,,,,,None,4827000,,,,,-0.579,-0.0074,5361000,10188000,0.1774,2020-06-30,6.22,,498083000.0,75248000,-3496000,563000,,,None,8857000,None,,None,,,,,-4059000,None,None,None,0.0661,,64714000,10534000,,,,,None,,,,,6.05,1.409,,,,,,,,0.0204,,,2026-02-20,quarterly,0.17,USD,pre-market,10165000,,0.0183,0.116,0.177,4.228,12612000,,,,9.03,6.53,,-4.1714,,,,,,,111007000,,75.12,,12.4,5.28
2026-04-16,LZ,0.08,756043000.0,75.12,,1.304,0.968,,,,,,,,,,,,,,,None,35112000,35112000,,,,,,None,4920000,,,,,-0.579,-0.0074,2337000,7257000,0.1774,2020-03-31,6.22,,498083000.0,70683000,-6933000,-2055000,,,None,9270000,None,,None,,,,,-4878000,None,None,None,0.0661,,67240000,3443000,,,,,None,,,,,6.05,1.409,,,,,,,,0.0204,,,2026-02-20,quarterly,0.17,USD,pre-market,10543000,,0.0183,0.116,0.177,4.228,12661000,,,,9.03,6.53,,-4.1714,,,,,,,105795000,,75.12,,12.4,5.28
2026-04-16,LZ,0.08,756043000.0,75.12,,1.304,0.968,,,,,,,,,,,,,,,None,23724000,23724000,,,,,,None,1293000,,,,,-0.579,-0.0074,2247000,3540000,0.1774,2012-06-30,6.22,,498083000.0,25747000,2198000,886000,,,None,49000,None,,None,,,,,1312000,None,None,None,0.0661,,23500000,2247000,,,,,None,,,,,6.05,1.409,,,,,,,,0.0204,,,2026-02-20,quarterly,0.17,USD,pre-market,2403000,,0.0183,0.116,0.177,4.228,5550000,,,,9.03,6.53,,-4.1714,,,,,,,49471000,,75.12,,12.4,5.28
2026-04-16,LZ,0.08,756043000.0,75.12,,1.304,0.968,,,,,,,,,,,,,,,None,22847000,22847000,,,,,,None,1244000,,,,,-0.579,-0.0074,252000,1496000,0.1774,2012-03-31,6.22,,498083000.0,24141000,225000,280000,,,None,27000,None,,None,,,,,-55000,None,None,None,0.0661,,23889000,252000,,,,,None,,,,,6.05,1.409,,,,,,,,0.0204,,,2026-02-20,quarterly,0.17,USD,pre-market,2071000,,0.0183,0.116,0.177,4.228,6167000,,,,9.03,6.53,,-4.1714,,,,,,,46988000,,75.12,,12.4,5.28
2026-04-16,LZ,0.08,756043000.0,75.12,,1.304,0.968,,,,,,,,,,,,,,,None,21346000,21346000,,,,,,None,1056000,,,,,-0.579,-0.0074,2581000,3637000,0.1774,2011-06-30,6.22,,498083000.0,19325000,2558000,246000,,,None,23000,None,,None,,,,,2312000,None,None,None,0.0661,,16744000,2581000,,,,,None,,,,,6.05,1.409,,,,,,,,0.0204,,,2026-02-20,quarterly,0.17,USD,pre-market,2092000,,0.0183,0.116,0.177,4.228,4851000,,,,9.03,6.53,,-4.1714,,,,,,,40671000,,75.12,,12.4,5.28
2026-04-16,LZ,0.08,756043000.0,75.12,,1.304,0.968,,,,,,,,,,,,,,,None,20459000,20459000,,,,,,None,1002000,,,,,-0.579,-0.0074,-1024000,-22000,0.1774,2011-03-31,6.22,,498083000.0,17829000,-1075000,-103000,,,None,51000,None,,None,,,,,-972000,None,None,None,0.0661,,18853000,-1024000,,,,,None,,,,,6.05,1.409,,,,,,,,0.0204,,,2026-02-20,quarterly,0.17,USD,pre-market,1869000,,0.0183,0.116,0.177,4.228,4596000,,,,9.03,6.53,,-4.1714,,,,,,,38288000,,75.12,,12.4,5.28
