date,symbol,eps,revenue_ttm,pe_ratio,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,forward_pe,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,peg_ratio,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,stockbasedcompensation,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,trailing_pe,treasurystock,week_52_high,week_52_low
2007-07-31,LULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-09-10,,0.04,,pre-market,,,,,,,,,,,,,,100.0,,,,,,,,,,,,
2007-10-31,LULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-11-29,,0.06,,pre-market,,,,,,,,,,,,,,50.0,,,,,,,,,,,,
2008-01-31,LULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-04-02,,0.11,,pre-market,,,,,,,,,,,,,,10.0,,,,,,,,,,,,
2008-04-30,LULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-06-02,,0.06,,pre-market,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
2008-07-31,LULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-09-11,,0.09,,pre-market,,,,,,,,,,,,,,28.5714,,,,,,,,,,,,
2008-10-31,LULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-12-11,,0.07,,pre-market,,,,,,,,,,,,,,16.6667,,,,,,,,,,,,
2009-01-31,LULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-03-26,,0.1,,pre-market,,,,,,,,,,,,,,42.8571,,,,,,,,,,,,
2009-04-30,LULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-06-11,,0.05,,pre-market,,,,,,,,,,,,,,25.0,,,,,,,,,,,,
2009-07-31,LULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-09-10,,0.07,,pre-market,,,,,,,,,,,,,,40.0,,,,,,,,,,,,
2009-10-31,LULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-12-09,,0.1,,pre-market,,,,,,,,,,,,,,11.1111,,,,,,,,,,,,
2010-01-31,LULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-03-25,,0.2,,pre-market,,,,,,,,,,,,,,33.3333,,,,,,,,,,,,
2010-04-30,LULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-06-10,,0.14,,pre-market,,,,,,,,,,,,,,40.0,,,,,,,,,,,,
2010-07-31,LULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-09-10,,0.15,,pre-market,,,,,,,,,,,,,,25.0,,,,,,,,,,,,
2010-10-31,LULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-12-09,,0.18,,pre-market,,,,,,,,,,,,,,38.4615,,,,,,,,,,,,
2011-01-31,LULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-03-17,,0.32,,pre-market,,,,,,,,,,,,,,14.2857,,,,,,,,,,,,
2011-04-30,LULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-06-10,,0.22,,pre-market,,,,,,,,,,,,,,10.0,,,,,,,,,,,,
2011-07-31,LULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-09-09,,0.26,,pre-market,,,,,,,,,,,,,,18.1818,,,,,,,,,,,,
2011-10-31,LULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-12-01,,0.27,,pre-market,,,,,,,,,,,,,,8.0,,,,,,,,,,,,
2012-01-31,LULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-03-22,,0.51,,pre-market,,,,,,,,,,,,,,4.0816,,,,,,,,,,,,
2012-04-30,LULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-06-07,,0.32,,pre-market,,,,,,,,,,,,,,6.6667,,,,,,,,,,,,
2012-07-31,LULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-09-07,,0.34,,pre-market,,,,,,,,,,,,,,9.6774,,,,,,,,,,,,
2012-10-31,LULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-12-06,,0.39,,pre-market,,,,,,,,,,,,,,5.4054,,,,,,,,,,,,
2013-01-31,LULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-03-21,,0.75,,pre-market,,,,,,,,,,,,,,1.3514,,,,,,,,,,,,
2013-04-30,LULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-06-10,,0.32,,pre-market,,,,,,,,,,,,,,6.6667,,,,,,,,,,,,
2013-07-31,LULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-09-12,,0.39,,pre-market,,,,,,,,,,,,,,11.4286,,,,,,,,,,,,
2013-10-31,LULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-12-12,,0.45,,pre-market,,,,,,,,,,,,,,9.7561,,,,,,,,,,,,
2014-01-31,LULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-03-27,,0.75,,pre-market,,,,,,,,,,,,,,4.1667,,,,,,,,,,,,
2014-04-30,LULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-06-12,,0.34,,pre-market,,,,,,,,,,,,,,6.25,,,,,,,,,,,,
2014-07-31,LULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-09-11,,0.33,,pre-market,,,,,,,,,,,,,,13.7931,,,,,,,,,,,,
2014-10-31,LULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-12-11,,0.42,,pre-market,,,,,,,,,,,,,,10.5263,,,,,,,,,,,,
2015-01-31,LULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-03-26,,0.78,,pre-market,,,,,,,,,,,,,,6.8493,,,,,,,,,,,,
2015-04-30,LULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-06-09,,0.34,,pre-market,,,,,,,,,,,,,,3.0303,,,,,,,,,,,,
2015-07-31,LULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-09-10,,0.34,,pre-market,,,,,,,,,,,,,,3.0303,,,,,,,,,,,,
2015-10-31,LULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02,,,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-12-09,,0.35,,pre-market,,,,,,,,,,,,,,-5.4054,,,,,,,,,,,,
2016-01-31,LULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-30,,0.85,,pre-market,,,,,,,,,,,,,,6.25,,,,,,,,,,,,
2016-04-30,LULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-06-08,,0.3,,pre-market,,,,,,,,,,,,,,-3.2258,,,,,,,,,,,,
2016-07-31,LULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-01,,0.38,,post-market,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
2016-10-31,LULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-07,,0.47,,post-market,,,,,,,,,,,,,,9.3023,,,,,,,,,,,,
2017-01-31,LULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,,,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-29,,1.0,,post-market,,,,,,,,,,,,,,-0.9901,,,,,,,,,,,,
2017-04-30,LULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-01,,0.32,,post-market,,,,,,,,,,,,,,18.5185,,,,,,,,,,,,
2017-07-31,LULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-31,,0.39,,post-market,,,,,,,,,,,,,,11.4286,,,,,,,,,,,,
2017-10-31,LULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-06,,0.56,,post-market,,,,,,,,,,,,,,7.6923,,,,,,,,,,,,
2018-01-31,LULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-03-27,,1.33,,post-market,,,,,,,,,,,,,,4.7244,,,,,,,,,,,,
2018-04-30,LULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-05-31,,0.55,,post-market,,,,,,,,,,,,,,19.5652,,,,,,,,,,,,
2018-07-31,LULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-30,,0.71,,post-market,,,,,,,,,,,,,,44.898,,,,,,,,,,,,
2018-10-31,LULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-06,,0.75,,post-market,,,,,,,,,,,,,,7.1429,,,,,,,,,,,,
2019-01-31,LULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-27,,1.85,,post-market,,,,,,,,,,,,,,6.3218,,,,,,,,,,,,
2019-04-30,LULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-06-12,,0.74,,post-market,,,,,,,,,,,,,,5.7143,,,,,,,,,,,,
2019-07-31,LULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-09-05,,0.96,,post-market,,,,,,,,,,,,,,7.8652,,,,,,,,,,,,
2019-10-31,LULU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-12-11,,0.96,,post-market,,,,,,,,,,,,,,3.2258,,,,,,,,,,,,
