date,symbol,eps,revenue_ttm,pe_ratio,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividend_per_share,dividend_yield,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,stockbasedcompensation,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,trailing_pe,treasurystock,week_52_high,week_52_low
2026-04-16,EE,1.26,1228263000.0,26.39,None,1.411,21.31,,None,34937000,34937000,,,,,,,,,64506000,45935293,None,330345000,330345000,48012000,None,None,104926000,None,None,9791000,,0.3,0.0089,,,,1.679,-0.0556,115562000,125353000,0.3456,2007-09-30,None,506731000.0,486110000,87453000,26066000,None,None,None,31837000,None,34015000,None,None,None,None,None,67450000,None,None,None,0.329,,370548000,115562000,50560000,84001000,None,None,None,,,,,1.587,3.088,,,,,,,,0.0319,,None,2026-03-04,quarterly,0.29,USD,pre-market,None,551754000,0.0536,0.0811,0.157,41.11,None,677609000,None,None,29.39,36.69,,-16.088,1840080000,224438000,132013000,1216869000,1615642000,590886000,816455000,623211000,26.39,None,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,None,1.411,21.31,,None,49279000,49279000,,,,,,,,,64490000,46050212,None,330345000,330345000,56022000,None,None,84661000,None,None,9791000,,0.3,0.0089,,,,1.679,-0.0556,115562000,125353000,0.3456,2007-06-30,None,506731000.0,486110000,87453000,26066000,None,None,None,31837000,None,33775000,None,None,None,None,None,67450000,None,None,None,0.329,,370548000,115562000,44587000,64127000,None,None,None,,,,,1.587,3.088,,,,,,,,0.0319,,None,2026-03-04,quarterly,0.29,USD,pre-market,None,515666000,0.0536,0.0811,0.157,41.11,None,645954000,None,None,29.39,36.69,,-16.088,1753977000,212302000,120149000,1154859000,1541675000,590879000,816455000,599118000,26.39,None,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,None,1.411,21.31,,None,58969000,58969000,,,,,,,,,64351000,46373705,None,330345000,330345000,31879000,None,None,76828000,None,None,9791000,,0.3,0.0089,,,,1.679,-0.0556,115562000,125353000,0.3456,2007-03-31,None,506731000.0,486110000,87453000,26066000,None,None,None,31837000,None,32042000,None,None,None,None,None,67450000,None,None,None,0.329,,370548000,115562000,35034000,88558000,None,None,None,,,,,1.587,3.088,,,,,,,,0.0319,,None,2026-03-04,quarterly,0.29,USD,pre-market,None,506067000,0.0536,0.0811,0.157,41.11,None,642826000,None,None,29.39,36.69,,-16.088,1720333000,202873000,120437000,1135011000,1517460000,590872000,816455000,585322000,26.39,None,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,None,1.411,21.31,,None,40101000,40101000,,,,,,,,,64021000,45936574,None,330345000,330345000,42892000,None,None,86730000,None,None,9791000,,0.3,0.0089,,,,1.679,-0.0556,115562000,125353000,0.3456,2006-12-31,None,506731000.0,486110000,87453000,26066000,None,None,None,31837000,None,31390000,None,None,None,None,None,67450000,None,None,None,0.329,,370548000,115562000,55575000,68166000,None,None,None,,,,,1.587,3.088,,,,,,,,0.0319,,None,2026-03-04,quarterly,0.29,USD,pre-market,None,489082000,0.0536,0.0811,0.157,41.11,None,637105000,None,None,29.39,36.69,,-16.088,1714654000,213796000,111058000,1134979000,1500858000,590865000,816455000,579675000,26.39,None,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,None,1.411,21.31,,None,61786000,61786000,,,,,,,,,63843000,48380845,None,330345000,330345000,37354000,None,None,87366000,None,None,9791000,,0.3,0.0089,,,,1.679,-0.0556,115562000,125353000,0.3456,2006-09-30,None,506731000.0,486110000,87453000,26066000,None,None,None,31837000,None,31645000,None,None,None,None,None,67450000,None,None,None,0.329,,370548000,115562000,66894000,82214000,None,None,None,,,,,1.587,3.088,,,,,,,,0.0319,,None,2026-03-04,quarterly,0.29,USD,pre-market,None,473261000,0.0536,0.0811,0.157,41.11,None,635224000,None,None,29.39,36.69,,-16.088,1707323000,247691000,119568000,1132020000,1459632000,590858000,816455000,575303000,26.39,None,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,None,1.411,21.31,,None,32126000,32126000,,,,,,,,,63822000,48796409,None,330345000,330345000,43256000,None,None,87165000,None,None,9791000,,0.3,0.0089,,,,1.679,-0.0556,115562000,125353000,0.3456,2006-06-30,None,506731000.0,486110000,87453000,26066000,None,None,None,31837000,None,29366000,None,None,None,None,None,67450000,None,None,None,0.329,,370548000,115562000,93639000,68675000,None,None,None,,,,,1.587,3.088,,,,,,,,0.0319,,None,2026-03-04,quarterly,0.29,USD,pre-market,None,446185000,0.0536,0.0811,0.157,41.11,None,633974000,None,None,29.39,36.69,,-16.088,1699232000,242296000,111931000,1115318000,1456936000,590851000,816455000,583914000,26.39,None,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,None,1.411,21.31,,None,27578000,27578000,,,,,,,,,63669000,48656492,None,330345000,330345000,33084000,None,None,71675000,None,None,9791000,,0.3,0.0089,,,,1.679,-0.0556,115562000,125353000,0.3456,2006-03-31,None,506731000.0,486110000,87453000,26066000,None,None,None,31837000,None,28971000,None,None,None,None,None,67450000,None,None,None,0.329,,370548000,115562000,89871000,72935000,None,None,None,,,,,1.587,3.088,,,,,,,,0.0319,,None,2026-03-04,quarterly,0.29,USD,pre-market,None,430936000,0.0536,0.0811,0.157,41.11,None,631839000,None,None,29.39,36.69,,-16.088,1673810000,218095000,106019000,1106435000,1455715000,590844000,816455000,567375000,26.39,None,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,None,1.411,21.31,,None,7956000,7956000,,,,,,,,,63507000,48131542,None,330345000,330345000,47128000,None,None,76006000,None,None,9791000,,0.3,0.0089,,,,1.679,-0.0556,115562000,125353000,0.3456,2005-12-31,None,506731000.0,486110000,87453000,26066000,None,None,None,31837000,None,28553000,None,None,None,None,None,67450000,None,None,None,0.329,,370548000,115562000,99051000,66397000,None,None,None,,,,,1.587,3.088,,,,,,,,0.0319,,None,2026-03-04,quarterly,0.29,USD,pre-market,None,421632000,0.0536,0.0811,0.157,41.11,None,632745000,None,None,29.39,36.69,,-16.088,1665449000,211566000,113525000,1109010000,1453883000,590838000,816455000,556439000,26.39,None,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,None,1.411,21.31,,None,24161000,24161000,,,,,,,,,63351000,48590859,None,330345000,330345000,41003000,None,None,86827000,None,None,9791000,,0.3,0.0089,,,,1.679,-0.0556,115562000,125353000,0.3456,2005-09-30,None,506731000.0,486110000,87453000,26066000,None,None,None,31837000,None,28528000,None,None,None,None,None,67450000,None,None,None,0.329,,370548000,115562000,75274000,71612000,None,None,None,,,,,1.587,3.088,,,,,,,,0.0319,,None,2026-03-04,quarterly,0.29,USD,pre-market,None,414917000,0.0536,0.0811,0.157,41.11,None,630766000,None,None,29.39,36.69,,-16.088,1649271000,214790000,112615000,1097249000,1434481000,590832000,816455000,552022000,26.39,None,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,None,1.411,21.31,,None,9960000,9960000,,,,,,,,,63313000,47703969,None,330345000,330345000,30034000,None,None,78922000,None,None,9791000,,0.3,0.0089,,,,1.679,-0.0556,115562000,125353000,0.3456,2005-06-30,None,506731000.0,486110000,87453000,26066000,None,None,None,31837000,None,24799000,None,None,None,None,None,67450000,None,None,None,0.329,,370548000,115562000,70305000,68454000,None,None,None,,,,,1.587,3.088,,,,,,,,0.0319,,None,2026-03-04,quarterly,0.29,USD,pre-market,None,386905000,0.0536,0.0811,0.157,41.11,None,636795000,None,None,29.39,36.69,,-16.088,1586170000,183986000,98488000,1064025000,1402184000,590825000,816455000,522145000,26.39,None,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,None,1.411,21.31,,332638000,541473000,541473000,,,,,,,,,117000,30623000,None,330345000,330345000,46570000,None,34042000,136195000,None,None,9791000,,0.3,0.0089,,,,1.679,-0.0556,115562000,125353000,0.3456,2025-12-31,234994000,506731000.0,486110000,87453000,26066000,359221000,359221000,None,31837000,None,27075000,None,None,1064219000,None,356039000,67450000,None,None,None,0.329,,370548000,115562000,48622000,123027000,None,88103000,None,,,,,1.587,3.088,,,,,,,,0.0319,,2299233000,2026-03-04,annual,0.29,USD,pre-market,None,102640000,0.0536,0.0811,0.157,41.11,None,1430899000,83328000,38870000,29.39,36.69,,-16.088,4131461000,753365000,310060000,1902383000,3378096000,1592323000,816455000,682475000,26.39,None,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,None,1.411,21.31,,192934000,537522000,537522000,,,,,,,,,108000,25844735,None,330345000,330345000,7135000,None,55736000,136293000,None,None,9791000,,0.3,0.0089,,,,1.679,-0.0556,115562000,125353000,0.3456,2024-12-31,0,506731000.0,486110000,87453000,26066000,None,None,None,31837000,None,23930000,None,None,448712000,None,396109000,67450000,None,None,None,0.329,,370548000,115562000,13063000,70022000,None,90578000,None,,,,,1.587,3.088,,,,,,,,0.0319,,1622896000,2026-03-04,annual,0.29,USD,pre-market,None,72322000,0.0536,0.0811,0.157,41.11,None,697382000,80762000,43471000,29.39,36.69,,-16.088,2883215000,754279000,216104000,994714000,2128936000,778610000,816455000,487986000,26.39,None,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,None,1.411,21.31,,218636000,555853000,555853000,,,,,,,,,108000,26256104,None,330345000,330345000,13761000,None,50950000,111394000,None,None,9791000,,0.3,0.0089,,,,1.679,-0.0556,115562000,125353000,0.3456,2023-12-31,None,506731000.0,486110000,87453000,26066000,None,None,None,31837000,None,2946000,None,None,505060000,None,404816000,67450000,None,None,None,0.329,,370548000,115562000,12956000,82242000,None,105563000,None,,,,,1.587,3.088,,,,,,,,0.0319,,1656066000,2026-03-04,annual,0.29,USD,pre-market,None,39754000,0.0536,0.0811,0.157,41.11,None,769641000,74774000,16463000,29.39,36.69,,-16.088,2860379000,699612000,203756000,1051025000,2160767000,847269000,816455000,505446000,26.39,None,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,None,1.411,21.31,,313143000,516659000,516659000,,,,,,,,,108000,26262107,None,330345000,330345000,96824000,None,28574000,96475000,None,None,9791000,,0.3,0.0089,,,,1.679,-0.0556,115562000,125353000,0.3456,2022-12-31,None,506731000.0,486110000,87453000,26066000,None,None,None,31837000,None,173603000,None,None,374168000,None,424086000,67450000,None,None,None,0.329,,370548000,115562000,23454000,58797000,None,72951000,None,,,,,1.587,3.088,,,,,,,,0.0319,,1534294000,2026-03-04,annual,0.29,USD,pre-market,None,12009000,0.0536,0.0811,0.157,41.11,None,715885000,82990000,13344000,29.39,36.69,,-16.088,2866822000,823535000,391509000,1170125000,2043287000,778616000,816455000,477353000,26.39,None,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,None,1.411,21.31,,586428000,72786000,72786000,,,,,,,,,1135769000,23854167,None,330345000,330345000,311588000,None,26142000,281693000,None,None,9791000,,0.3,0.0089,,,,1.679,-0.0556,115562000,125353000,0.3456,2021-12-31,None,506731000.0,486110000,87453000,26066000,None,None,None,31837000,None,105020000,None,None,405586000,None,434959000,67450000,None,None,None,0.329,,370548000,115562000,18671000,80018000,None,None,None,,,,,1.587,3.088,,,,,,,,0.0319,,1539394000,2026-03-04,annual,0.29,USD,pre-market,None,0,0.0536,0.0811,0.157,41.11,None,1018156000,93887000,12225000,29.39,36.69,,-16.088,2500736000,490395000,520162000,1496810000,2010341000,976648000,816455000,1119832000,26.39,None,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,None,1.411,21.31,,650578000,90240000,90240000,,,,,,,,,902099000,24377778,None,330345000,330345000,7117000,None,33929000,34730000,None,None,9791000,,0.3,0.0089,,,,1.679,-0.0556,115562000,125353000,0.3456,2020-12-31,None,506731000.0,486110000,87453000,26066000,None,None,None,31837000,None,22354000,None,None,655688000,None,441463000,67450000,None,None,None,0.329,,370548000,115562000,20449000,75605000,None,11072000,None,,,,,1.587,3.088,,,,,,,,0.0319,,1616145000,2026-03-04,annual,0.29,USD,pre-market,None,None,0.0536,0.0811,0.157,41.11,None,1347701000,109453000,10229000,29.39,36.69,,-16.088,2255724000,167773000,192175000,1484563001,2087951000,1292388001,816455000,887137999,26.39,None,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,None,1.411,21.31,,589617000,56321000,56321000,,,,,,,,,863750000,24377778,None,330345000,330345000,6159000,None,42669000,33445000,None,None,9791000,,0.3,0.0089,,,,1.679,-0.0556,115562000,125353000,0.3456,2019-12-31,None,506731000.0,486110000,87453000,26066000,None,None,None,31837000,None,5240000,None,None,626268000,None,450845000,67450000,None,None,None,0.329,,370548000,115562000,4611000,50444000,None,23657000,None,,,,,1.587,3.088,,,,,,,,0.0319,,1560833000,2026-03-04,annual,0.29,USD,pre-market,None,None,0.0536,0.0811,0.157,41.11,None,1258554000,92050000,8777000,29.39,36.69,,-16.088,2134219000,99617000,158585000,1388926000,2034602000,1230341000,816455000,854222000,26.39,None,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,None,1.411,21.31,,None,12900000,12900000,,,,,,,,,65829000,40521000,None,330345000,330345000,58150000,None,None,77855000,None,None,9791000,,0.3,0.0089,,,,1.679,-0.0556,115562000,125353000,0.3456,2018-12-31,None,506731000.0,486110000,87453000,26066000,None,None,None,31837000,None,55432000,None,None,None,None,None,67450000,None,None,None,0.329,,370548000,115562000,27347000,255105000,None,None,None,,,,,1.587,3.088,,,,,,,,0.0319,,None,2026-03-04,annual,0.29,USD,pre-market,None,1227471000,0.0536,0.0811,0.157,41.11,None,1434426000,None,None,29.39,36.69,,-16.088,3628502000,173534000,313255000,2464399000,3454968000,2151144000,816455000,1164103000,26.39,None,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,None,1.411,21.31,,None,6990000,6990000,,,,,,,,,65829000,40535000,None,330345000,330345000,59270000,None,None,88585000,None,None,9791000,,0.3,0.0089,,,,1.679,-0.0556,115562000,125353000,0.3456,2017-12-31,None,506731000.0,486110000,87453000,26066000,None,None,None,31837000,None,50910000,None,None,None,None,None,67450000,None,None,None,0.329,,370548000,115562000,10307000,250730000,None,None,None,,,,,1.587,3.088,,,,,,,,0.0319,,None,2026-03-04,annual,0.29,USD,pre-market,None,1159667000,0.0536,0.0811,0.157,41.11,None,1369521000,None,None,29.39,36.69,,-16.088,3484363000,156792000,316225000,2342198000,3327571000,2025973000,816455000,1142165000,26.39,None,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,None,1.411,21.31,,None,8420000,8420000,,,,,,,,,65823000,40408000,None,330345000,330345000,62953000,None,None,88452000,None,None,9791000,,0.3,0.0089,,,,1.679,-0.0556,115562000,125353000,0.3456,2016-12-31,None,506731000.0,486110000,87453000,26066000,None,None,None,31837000,None,47216000,None,None,None,None,None,67450000,None,None,None,0.329,,370548000,115562000,20111000,240201000,None,None,None,,,,,1.587,3.088,,,,,,,,0.0319,,None,2026-03-04,annual,0.29,USD,pre-market,None,1114561000,0.0536,0.0811,0.157,41.11,None,1360230000,None,None,29.39,36.69,,-16.088,3376278000,164199000,303409000,2301882000,3212079000,1998473000,816455000,1074396000,26.39,None,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,None,1.411,21.31,,None,8149000,8149000,,,,,,,,,65829000,40309000,None,330345000,330345000,59978000,None,None,66326000,None,None,9791000,,0.3,0.0089,,,,1.679,-0.0556,115562000,125353000,0.3456,2015-12-31,None,506731000.0,486110000,87453000,26066000,None,None,None,31837000,None,48697000,None,None,None,None,None,67450000,None,None,None,0.329,,370548000,115562000,31493000,213063000,None,None,None,,,,,1.587,3.088,,,,,,,,0.0319,,None,2026-03-04,annual,0.29,USD,pre-market,None,1067396000,0.0536,0.0811,0.157,41.11,None,1276022000,None,None,29.39,36.69,,-16.088,3233852000,154665000,277064000,2217314000,3079187000,1940250000,816455000,1016538000,26.39,None,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,None,1.411,21.31,,None,40504000,40504000,,,,,,,,,65850000,40212000,None,330345000,330345000,78862000,None,None,71165000,None,None,9791000,,0.3,0.0089,,,,1.679,-0.0556,115562000,125353000,0.3456,2014-12-31,None,506731000.0,486110000,87453000,26066000,None,None,None,31837000,None,45889000,None,None,None,None,None,67450000,None,None,None,0.329,,370548000,115562000,36423000,95215000,None,None,None,,,,,1.587,3.088,,,,,,,,0.0319,,None,2026-03-04,annual,0.29,USD,pre-market,None,1032537000,0.0536,0.0811,0.157,41.11,None,1163711000,None,None,29.39,36.69,,-16.088,3059301000,193981000,175009000,2075047000,2865320000,1900038000,816455000,984254000,26.39,None,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,None,1.411,21.31,,None,25592000,25592000,,,,,,,,,65760000,40127000,None,330345000,330345000,61795000,None,None,65350000,None,None,9791000,,0.3,0.0089,,,,1.679,-0.0556,115562000,125353000,0.3456,2013-12-31,None,506731000.0,486110000,87453000,26066000,None,None,None,31837000,None,45942000,None,None,None,None,None,67450000,None,None,None,0.329,,370548000,115562000,41907000,74679000,None,None,None,,,,,1.587,3.088,,,,,,,,0.0319,,None,2026-03-04,annual,0.29,USD,pre-market,None,985665000,0.0536,0.0811,0.157,41.11,None,1013972000,None,None,29.39,36.69,,-16.088,2786288000,178791000,137522000,1842455000,2607497000,1704933000,816455000,943833000,26.39,None,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,None,1.411,21.31,,None,111057000,111057000,,,,,,,,,65605000,40056000,None,330345000,330345000,61581000,None,None,62900000,None,None,9791000,,0.3,0.0089,,,,1.679,-0.0556,115562000,125353000,0.3456,2012-12-31,None,506731000.0,486110000,87453000,26066000,None,None,None,31837000,None,42358000,None,None,None,None,None,67450000,None,None,None,0.329,,370548000,115562000,29919000,85525000,None,None,None,,,,,1.587,3.088,,,,,,,,0.0319,,None,2026-03-04,annual,0.29,USD,pre-market,None,939131000,0.0536,0.0811,0.157,41.11,None,1021690000,None,None,29.39,36.69,,-16.088,2669050000,246234000,151749000,1844051000,2422816000,1692302000,816455000,824999000,26.39,None,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,None,1.411,21.31,,None,8208000,8208000,,,,,,,,,65452000,41587000,None,330345000,330345000,51704000,None,None,78617000,None,None,9791000,,0.3,0.0089,,,,1.679,-0.0556,115562000,125353000,0.3456,2011-12-31,None,506731000.0,486110000,87453000,26066000,None,None,None,31837000,None,40222000,None,None,None,None,None,67450000,None,None,None,0.329,,370548000,115562000,27692000,133528000,None,None,None,,,,,1.587,3.088,,,,,,,,0.0319,,None,2026-03-04,annual,0.29,USD,pre-market,None,887174000,0.0536,0.0811,0.157,41.11,None,883176000,None,None,29.39,36.69,,-16.088,2396851000,154739000,185232000,1636600000,2242112000,1451368000,816455000,760251000,26.39,None,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,None,1.411,21.31,,None,79184000,79184000,,,,,,,,,65265000,43294000,None,330345000,330345000,41795000,None,None,84341000,None,None,9791000,,0.3,0.0089,,,,1.679,-0.0556,115562000,125353000,0.3456,2010-12-31,None,506731000.0,486110000,87453000,26066000,None,None,None,31837000,None,36132000,None,None,None,None,None,67450000,None,None,None,0.329,,370548000,115562000,30361000,89158000,None,None,None,,,,,1.587,3.088,,,,,,,,0.0319,,None,2026-03-04,annual,0.29,USD,pre-market,None,810858000,0.0536,0.0811,0.157,41.11,None,854449000,None,None,29.39,36.69,,-16.088,2364766000,230018000,130953000,1554391000,2134748000,1423438000,816455000,810375000,26.39,None,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,None,1.411,21.31,,None,91790000,91790000,,,,,,,,,65094000,44595000,None,330345000,330345000,54702000,None,None,94544000,None,None,9791000,,0.3,0.0089,,,,1.679,-0.0556,115562000,125353000,0.3456,2009-12-31,None,506731000.0,486110000,87453000,26066000,None,None,None,31837000,None,37935000,None,None,None,None,None,67450000,None,None,None,0.329,,370548000,115562000,27298000,117074000,None,None,None,,,,,1.587,3.088,,,,,,,,0.0319,,None,2026-03-04,annual,0.29,USD,pre-market,None,710255000,0.0536,0.0811,0.157,41.11,None,846695000,None,None,29.39,36.69,,-16.088,2226152000,251567000,171776000,1503423000,1974585000,1331647000,816455000,722729000,26.39,None,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,None,1.411,21.31,,None,91642000,91642000,,,,,,,,,64733000,44980857,None,330345000,330345000,61550000,None,None,96507000,None,None,9791000,,0.3,0.0089,,,,1.679,-0.0556,115562000,125353000,0.3456,2008-12-31,None,506731000.0,486110000,87453000,26066000,None,None,None,31837000,None,40153000,None,None,None,None,None,67450000,None,None,None,0.329,,370548000,115562000,57326000,83259000,None,None,None,,,,,1.587,3.088,,,,,,,,0.0319,,None,2026-03-04,annual,0.29,USD,pre-market,None,643322000,0.0536,0.0811,0.157,41.11,None,833305000,None,None,29.39,36.69,,-16.088,2069083000,285628000,144809000,1374854000,1783455000,739652000,816455000,694229000,26.39,None,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,None,1.411,21.31,,None,4976000,4976000,,,,,,,,,64520000,45928478,None,330345000,330345000,58013000,None,None,84578000,None,None,9791000,,0.3,0.0089,,,,1.679,-0.0556,115562000,125353000,0.3456,2007-12-31,None,506731000.0,486110000,87453000,26066000,None,None,None,31837000,None,34234000,None,None,None,None,None,67450000,None,None,None,0.329,,370548000,115562000,77817000,68004000,None,None,None,,,,,1.587,3.088,,,,,,,,0.0319,,None,2026-03-04,annual,0.29,USD,pre-market,None,565701000,0.0536,0.0811,0.157,41.11,None,673909000,None,None,29.39,36.69,,-16.088,1853888000,201605000,126017000,1187429000,1652283000,590894000,816455000,666459000,26.39,None,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,None,1.411,21.31,,None,40101000,40101000,,,,,,,,,64021000,48164067,None,330345000,330345000,42892000,None,None,86730000,None,None,9791000,,0.3,0.0089,,,,1.679,-0.0556,115562000,125353000,0.3456,2006-12-31,None,506731000.0,486110000,87453000,26066000,None,None,None,31837000,None,31390000,None,None,None,None,None,67450000,None,None,None,0.329,,370548000,115562000,55575000,68166000,None,None,None,,,,,1.587,3.088,,,,,,,,0.0319,,None,2026-03-04,annual,0.29,USD,pre-market,None,489082000,0.0536,0.0811,0.157,41.11,None,637105000,None,None,29.39,36.69,,-16.088,1714654000,213796000,111058000,1134979000,1500858000,590865000,816455000,579675000,26.39,None,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,None,1.411,21.31,87796469,None,40101000,40101000,-3507000,-4952000,None,None,None,None,None,None,64021000,48164067,None,330345000,330345000,42892000,None,None,86730000,None,None,9791000,-33972236,0.3,0.0089,2568000,2568000,None,1.679,-0.0556,115562000,125353000,0.3456,2025-12-31,None,506731000.0,486110000,87453000,26066000,None,None,None,31837000,None,31390000,None,None,None,None,None,-85840725,None,None,None,0.329,83189000,370548000,115562000,55575000,68166000,None,None,None,None,None,None,None,1.587,3.088,None,None,None,None,None,-690000,None,0.0319,None,None,2026-03-04,quarterly,0.29,USD,pre-market,None,489082000,0.0536,0.0811,0.157,41.11,None,637105000,None,None,29.39,36.69,-4117490000,-16.088,1714654000,213796000,111058000,1134979000,1500858000,590865000,816455000,579675000,26.39,None,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,None,1.411,21.31,51964000,None,40101000,40101000,-25200000,-51964000,None,None,None,None,None,None,64021000,48164067,None,330345000,330345000,42892000,None,None,86730000,None,None,9791000,38698000,0.3,0.0089,2564000,2564000,None,1.679,-0.0556,115562000,125353000,0.3456,2025-09-30,None,506731000.0,486110000,87453000,26066000,None,None,None,31837000,None,31390000,None,None,None,None,None,13952000,None,None,None,0.329,114872000,370548000,115562000,55575000,68166000,None,None,None,None,None,None,None,1.587,3.088,None,None,None,None,None,690000,None,0.0319,None,None,2026-03-04,quarterly,0.29,USD,pre-market,None,489082000,0.0536,0.0811,0.157,41.11,None,637105000,None,None,29.39,36.69,8614642000,-16.088,1714654000,213796000,111058000,1134979000,1500858000,590865000,816455000,579675000,26.39,None,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,None,1.411,21.31,33285000,None,40101000,40101000,800696000,-1081376000,None,None,None,None,None,None,64021000,48164067,None,330345000,330345000,42892000,None,None,86730000,None,None,9791000,28458000,0.3,0.0089,1932000,1932000,None,1.679,-0.0556,115562000,125353000,0.3456,2025-06-30,None,506731000.0,486110000,87453000,26066000,None,None,None,31837000,None,31390000,None,None,None,None,None,20765000,None,None,None,0.329,87140000,370548000,115562000,55575000,68166000,None,None,None,None,None,None,None,1.587,3.088,None,None,None,None,None,-337000,None,0.0319,None,None,2026-03-04,quarterly,0.29,USD,pre-market,None,489082000,0.0536,0.0811,0.157,41.11,None,637105000,None,None,29.39,36.69,3206000,-16.088,1714654000,213796000,111058000,1134979000,1500858000,590865000,816455000,579675000,26.39,None,43.08,21.1
2026-04-16,EE,1.26,1228263000.0,26.39,None,1.411,21.31,44123000,None,40101000,40101000,-27648000,-44123000,None,None,None,None,None,None,64021000,48164067,None,330345000,330345000,42892000,None,None,86730000,None,None,9791000,23260000,0.3,0.0089,1450000,1450000,None,1.679,-0.0556,115562000,125353000,0.3456,2025-03-31,None,506731000.0,486110000,87453000,26066000,None,None,None,31837000,None,31390000,None,None,None,None,None,11387000,None,None,None,0.329,154809000,370548000,115562000,55575000,68166000,None,None,None,None,None,None,None,1.587,3.088,None,None,None,None,None,-690000,None,0.0319,None,None,2026-03-04,quarterly,0.29,USD,pre-market,None,489082000,0.0536,0.0811,0.157,41.11,None,637105000,None,None,29.39,36.69,2152000,-16.088,1714654000,213796000,111058000,1134979000,1500858000,590865000,816455000,579675000,26.39,None,43.08,21.1
