date,symbol,eps,revenue_ttm,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,forward_pe,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,stockbasedcompensation,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,treasurystock,week_52_high,week_52_low
2026-04-16,IAUX,-0.3,95193000.0,,2.046,0.419,,,,,,,,,,,,,,,None,11142000,11142000,,,,,,None,743000,,,,,0.0,-0.0936,-33347000,-32604000,-0.01,2025-03-31,38.31,,-966000.0,2906000,-41205000,339000,,,None,8179211,341000,,None,,,,,-41205000,-41205000,-7863000,None,-1.683,,18682000,-15776000,,,,,None,,,,,4.099,14.84,,,,,,,,-2.089,,,2026-02-19,quarterly,-0.1036,USD,post-market,None,,-0.0903,-0.579,-0.083,0.142,4990000,,,,1.199,1.728,,-936.0,,,,,,,14048000,,,2.24,0.482
2026-04-16,IAUX,-0.3,95193000.0,,2.046,0.419,,,,,,,,,,,,,,,None,22709000,22709000,,,,,,None,None,,,,,0.0,-0.0936,None,None,-0.01,2024-12-31,38.31,,-966000.0,519000,-29429000,None,,,None,6223000,None,,None,,,,,-30927000,-30927000,-4925000,None,-1.683,,55123000,-31895000,,,,,None,,,,,4.099,14.84,,,,,,,,-2.089,,,2026-02-19,quarterly,-0.1036,USD,post-market,None,,-0.0903,-0.579,-0.083,0.142,3699000,,,,1.199,1.728,,-936.0,,,,,,,23228000,,,2.24,0.482
2026-04-16,IAUX,-0.3,95193000.0,,2.046,0.419,,,,,,,,,,,,,,,None,16001000,16001000,,,,,,None,1025000,,,,,0.0,-0.0936,-29768000,-28743000,-0.01,2024-09-30,38.31,,-966000.0,-4492000,-38061000,389105,,,None,8293000,424000,,None,,,,,-38061000,-38061000,-8634000,None,-1.683,,14604000,-19096000,,,,,None,,,,,4.099,14.84,,,,,,,,-2.089,,,2026-02-19,quarterly,-0.1036,USD,post-market,None,,-0.0903,-0.579,-0.083,0.142,5348000,,,,1.199,1.728,,-936.0,,,,,,,11509000,,,2.24,0.482
2026-04-16,IAUX,-0.3,95193000.0,,2.046,0.419,,,,,,,,,,,,,,,None,19496000,19496000,,,,,,None,693000,,,,,0.0,-0.0936,-32219000,-31526000,-0.01,2024-06-30,38.31,,-966000.0,-12312000,-40619000,386000,,,None,9105000,429000,,None,,,,,-41005000,-36831000,-9105000,None,-1.683,,18950000,-31262000,,,,,None,,,,,4.099,14.84,,,,,,,,-2.089,,,2026-02-19,quarterly,-0.1036,USD,post-market,None,,-0.0903,-0.579,-0.083,0.142,5733000,,,,1.199,1.728,,-936.0,,,,,,,7184000,,,2.24,0.482
2026-04-16,IAUX,-0.3,95193000.0,,2.046,0.419,,,,,,,,,,,,,,,None,8709000,8709000,,,,,,None,757000,,,,,0.0,-0.0936,-11591000,-10834000,-0.01,2024-03-31,38.31,,-966000.0,-296000,-19314000,386000,,,None,8577000,487000,,None,,,,,-19700000,-15716000,-8577000,None,-1.683,,15821000,-16117000,,,,,None,,,,,4.099,14.84,,,,,,,,-2.089,,,2026-02-19,quarterly,-0.1036,USD,post-market,None,,-0.0903,-0.579,-0.083,0.142,4225000,,,,1.199,1.728,,-936.0,,,,,,,8413000,,,2.24,0.482
2026-04-16,IAUX,-0.3,95193000.0,,2.046,0.419,,,,,,,,,,,,,,,None,24891000,24891000,,,,,,None,5467000,,,,,0.0,-0.0936,-20445000,-14978000,-0.01,2023-12-31,38.31,,-966000.0,946000,-36906000,-853000,,,None,8545000,None,,None,,,,,-36053000,-31918000,-8545000,None,-1.683,,21391000,-20445000,,,,,None,,,,,4.099,14.84,,,,,,,,-2.089,,,2026-02-19,quarterly,-0.1036,USD,post-market,None,,-0.0903,-0.579,-0.083,0.142,5459000,,,,1.199,1.728,,-936.0,,,,,,,25837000,,,2.24,0.482
2026-04-16,IAUX,-0.3,95193000.0,,2.046,0.419,,,,,,,,,,,,,,,None,15698000,15698000,,,,,,None,1987000,,,,,0.0,-0.0936,-22380000,-20393000,-0.01,2023-09-30,38.31,,-966000.0,-2483000,-5996000,-1082000,,,None,6758078,None,,None,,,,,-4914000,-4199000,-7413000,None,-1.683,,19897000,-22380000,,,,,None,,,,,4.099,14.84,,,,,,,,-2.089,,,2026-02-19,quarterly,-0.1036,CAD,post-market,None,,-0.0903,-0.579,-0.083,0.142,4380000,,,,1.199,1.728,,-936.0,,,,,,,13215000,,,2.24,0.482
2026-04-16,IAUX,-0.3,95193000.0,,2.046,0.419,,,,,,,,,,,,,,,None,15660000,15660000,,,,,,None,2158000,,,,,0.0,-0.0936,-30208000,-28050000,-0.01,2023-06-30,38.31,,-966000.0,-4350000,-27358000,-1082000,,,None,6655000,None,,None,,,,,-26276000,-15962000,-7178000,None,-1.683,,25858000,-30208000,,,,,None,,,,,4.099,14.84,,,,,,,,-2.089,,,2026-02-19,quarterly,-0.1036,CAD,post-market,None,,-0.0903,-0.579,-0.083,0.142,5300000,,,,1.199,1.728,,-936.0,,,,,,,11310000,,,2.24,0.482
2026-04-16,IAUX,-0.3,95193000.0,,2.046,0.419,,,,,,,,,,,,,,,None,9683000,9683000,,,,,,None,1865000,,,,,0.0,-0.0936,-27920000,-26055000,-0.01,2023-03-31,38.31,,-966000.0,-5135000,-22608000,-197000,,,None,5946452,None,,None,,,,,-22411000,-13118000,-5946000,None,-1.683,,22785000,-27920000,,,,,None,,,,,4.099,14.84,,,,,,,,-2.089,,,2026-02-19,quarterly,-0.1036,CAD,post-market,None,,-0.0903,-0.579,-0.083,0.142,6499000,,,,1.199,1.728,,-936.0,,,,,,,4548000,,,2.24,0.482
2026-04-16,IAUX,-0.3,95193000.0,,2.046,0.419,,,,,,,,,,,,,,,None,15640000,15640000,,,,,,None,3717000,,,,,0.0,-0.0936,-18277000,-14560000,-0.01,2022-12-31,38.31,,-966000.0,-3993000,-67177000,-3240000,,,None,5210000,None,,None,,,,,-63937000,-63937000,-5202000,None,-1.683,,11954000,-15947000,,,,,None,,,,,4.099,14.84,,,,,,,,-2.089,,,2026-02-19,quarterly,-0.1036,CAD,post-market,None,,-0.0903,-0.579,-0.083,0.142,4509000,,,,1.199,1.728,,-936.0,,,,,,,11647000,,,2.24,0.482
2026-04-16,IAUX,-0.3,95193000.0,,2.046,0.419,,,,,,,,,,,,,,,None,10184000,10184000,,,,,,None,2764000,,,,,0.0,-0.0936,-13216000,-10452000,-0.01,2022-09-30,38.31,,-966000.0,5881000,-15031000,-3759000,,,None,5339000,None,,None,,,,,-11272000,-11272000,-5339000,None,-1.683,,16012000,-10131000,,,,,None,,,,,4.099,14.84,,,,,,,,-2.089,,,2026-02-19,quarterly,-0.1036,CAD,post-market,None,,-0.0903,-0.579,-0.083,0.142,4743000,,,,1.199,1.728,,-936.0,,,,,,,16065000,,,2.24,0.482
2026-04-16,IAUX,-0.3,95193000.0,,2.046,0.419,,,,,,,,,,,,,,,None,4430000,4430000,,,,,,None,804001,,,,,0.0,-0.0936,-16858000,-16053999,-0.01,2022-06-30,38.31,,-966000.0,1953000,16946000,-2330000,,,None,4968000,None,,None,,,,,19276000,19276000,-4968000,None,-1.683,,17244000,-15291000,,,,,None,,,,,4.099,14.84,,,,,,,,-2.089,,,2026-02-19,quarterly,-0.1036,CAD,post-market,None,,-0.0903,-0.579,-0.083,0.142,4565000,,,,1.199,1.728,,-936.0,,,,,,,6383000,,,2.24,0.482
2026-04-16,IAUX,-0.3,95193000.0,,2.046,0.419,,,,,,,,,,,,,,,None,1851000,1851000,,,,,,None,60000,,,,,0.0,-0.0936,-13509000,-13449000,-0.01,2022-03-31,38.31,,-966000.0,1006000,-25767000,-2504000,,,None,2001000,None,,None,,,,,-23263000,-23263000,-1977000,None,-1.683,,13969000,-12963000,,,,,None,,,,,4.099,14.84,,,,,,,,-2.089,,,2026-02-19,quarterly,-0.1036,CAD,post-market,None,,-0.0903,-0.579,-0.083,0.142,3273000,,,,1.199,1.728,,-936.0,,,,,,,2857000,,,2.24,0.482
2026-04-16,IAUX,-0.3,95193000.0,,2.046,0.419,,,,,,,,,,,,,,,None,113000,113000,,,,,,None,393000,,,,,0.0,-0.0936,-9179000,-8786000,-0.01,2021-12-31,38.31,,-966000.0,-113000,121579000,19853000,,,None,4535000,None,,None,,,,,101775000,101726000,0,None,-1.683,,8759000,-8872000,,,,,None,,,,,4.099,14.84,,,,,,,,-2.089,,,2026-02-19,quarterly,-0.1036,CAD,post-market,None,,-0.0903,-0.579,-0.083,0.142,3931000,,,,1.199,1.728,,-936.0,,,,,,,0,,,2.24,0.482
2026-04-16,IAUX,-0.3,95193000.0,,2.046,0.419,,,,,,,,,,,,,,,None,118000,118000,,,,,,None,159000,,,,,0.0,-0.0936,-7060000,-6901000,-0.01,2021-09-30,38.31,,-966000.0,-118000,-11938000,2336000,,,None,0,None,,None,,,,,-9340000,-11938000,0,None,-1.683,,6942000,-7060000,,,,,None,,,,,4.099,14.84,,,,,,,,-2.089,,,2026-02-19,quarterly,-0.1036,CAD,post-market,None,,-0.0903,-0.579,-0.083,0.142,3388000,,,,1.199,1.728,,-936.0,,,,,,,0,,,2.24,0.482
2026-04-16,IAUX,-0.3,95193000.0,,2.046,0.419,,,,,,,,,,,,,,,None,112000,112000,,,,,,None,112000,,,,,0.0,-0.0936,-9704000,-9592000,-0.01,2021-06-30,38.31,,-966000.0,-112000,-9805000,200000,,,None,101000,None,,None,,,,,-7062000,-7062000,-73000,None,-1.683,,6771000,-6883000,,,,,None,,,,,4.099,14.84,,,,,,,,-2.089,,,2026-02-19,quarterly,-0.1036,CAD,post-market,None,,-0.0903,-0.579,-0.083,0.142,2470000,,,,1.199,1.728,,-936.0,,,,,,,10250000,,,2.24,0.482
2026-04-16,IAUX,-0.3,95193000.0,,2.046,0.419,,,,,,,,,,,,,,,None,87000,87000,,,,,,None,108000,,,,,0.0,-0.0936,-1203000,-1095000,-0.01,2021-03-31,38.31,,-966000.0,-87000,-3163000,-663,,,None,1143000,663.87,,None,,,,,2851000,-38504.62,-28609.91,None,-1.683,,1116000,-1203000,,,,,None,,,,,4.099,14.84,,,,,,,,-2.089,,,2026-02-19,quarterly,-0.1036,CAD,post-market,None,,-0.0903,-0.579,-0.083,0.142,737000,,,,1.199,1.728,,-936.0,,,,,,,0,,,2.24,0.482
2026-04-16,IAUX,-0.3,95193000.0,,2.046,0.419,,,,,,,,,,,,,,,None,41000,41000,,,,,,None,55000,,,,,0.0,-0.0936,-1296000,-1241000,-0.01,2020-12-31,38.31,,-966000.0,19000,-5406000,None,,,None,None,None,,None,,,,,-5406000,None,None,None,-1.683,,1315000,-1296000,,,,,None,,,,,4.099,14.84,,,,,,,,-2.089,,,2026-02-19,quarterly,-0.1036,None,post-market,None,,-0.0903,-0.579,-0.083,0.142,598000,,,,1.199,1.728,,-936.0,,,,,,,60000,,,2.24,0.482
2026-04-16,IAUX,-0.3,95193000.0,,2.046,0.419,,,,,,,,,,,,,,,None,111000,111000,,,,,,None,56000,,,,,0.0,-0.0936,-3120000,-3064000,-0.01,2020-09-30,38.31,,-966000.0,-111000,-4255000,-1738000,,,None,1135000,None,,None,,,,,-1206000,None,None,None,-1.683,,1579000,-1579000,,,,,None,,,,,4.099,14.84,,,,,,,,-2.089,,,2026-02-19,quarterly,-0.1036,CAD,post-market,None,,-0.0903,-0.579,-0.083,0.142,554000,,,,1.199,1.728,,-936.0,,,,,,,None,,,2.24,0.482
2026-04-16,IAUX,-0.3,95193000.0,,2.046,0.419,,,,,,,,,,,,,,,None,8827000,8827000,,,,,,None,1434000,,,,,0.0,-0.0936,-936000,498000,-0.01,2020-06-30,38.31,,-966000.0,2051000,-2096000,134000,,,None,1160000,None,,None,,,,,-2230000,None,None,None,-1.683,,515000,1536000,,,,,None,,,,,4.099,14.84,,,,,,,,-2.089,,,2026-02-19,quarterly,-0.1036,CAD,post-market,None,,-0.0903,-0.579,-0.083,0.142,158000,,,,1.199,1.728,,-936.0,,,,,,,10878000,,,2.24,0.482
2026-04-16,IAUX,-0.3,95193000.0,,2.046,0.419,,,,,,,,,,,,,,,None,6030000,6030000,,,,,,None,1075500,,,,,0.0,-0.0936,773500,1849000,-0.01,2020-03-31,38.31,,-966000.0,3597500,1101000,213000,,,None,1144000,None,,None,,,,,888000,None,None,None,-1.683,,1440000,2157500,,,,,None,,,,,4.099,14.84,,,,,,,,-2.089,,,2026-02-19,quarterly,-0.1036,None,post-market,None,,-0.0903,-0.579,-0.083,0.142,121500,,,,1.199,1.728,,-936.0,,,,,,,9627500,,,2.24,0.482
2026-04-16,IAUX,-0.3,95193000.0,,2.046,0.419,,,,,,,,,,,,,,,None,4980000,4980000,,,,,,None,330000,,,,,0.0,-0.0936,2435000,2765000,-0.01,2019-12-31,38.31,,-966000.0,4289000,135000,None,,,None,None,None,,None,,,,,135000,None,None,None,-1.683,,1479000,2810000,,,,,None,,,,,4.099,14.84,,,,,,,,-2.089,,,2026-02-19,quarterly,-0.1036,None,post-market,None,,-0.0903,-0.579,-0.083,0.142,1391000,,,,1.199,1.728,,-936.0,,,,,,,9269000,,,2.24,0.482
2026-04-16,IAUX,-0.3,95193000.0,,2.046,0.419,,,,,,,,,,,,,,,None,147000,147000,,,,,,None,57000,,,,,0.0,-0.0936,-1832000,-1775000,-0.01,2019-09-30,38.31,,-966000.0,147000,333000,None,,,None,None,None,,None,,,,,333000,None,None,None,-1.683,,1945000,-2092000,,,,,None,,,,,4.099,14.84,,,,,,,,-2.089,,,2026-02-19,quarterly,-0.1036,None,post-market,None,,-0.0903,-0.579,-0.083,0.142,96000,,,,1.199,1.728,,-936.0,,,,,,,294000,,,2.24,0.482
2026-04-16,IAUX,-0.3,95193000.0,,2.046,0.419,,,,,,,,,,,,,,,None,98891345,98891345,,,,,,None,3777694,,,,,0.0,-0.0936,-148188070,-144410376,-0.01,2025-12-31,38.31,,-966000.0,-9719666,-177006661,-2358792,,,None,28818591,4398000,,None,,,,,-174647869,-198847000,-26157000,None,-1.683,,78277209,-87996873,,,,,None,,,,,4.099,14.84,,,,,,,,-2.089,,,2026-02-19,annual,-0.1036,USD,post-market,None,,-0.0903,-0.579,-0.083,0.142,26647809,,,,1.199,1.728,,-936.0,,,,,,,89171678,,,2.24,0.482
2026-04-16,IAUX,-0.3,95193000.0,,2.046,0.419,,,,,,,,,,,,,,,None,66058000,66058000,,,,,,None,3200000,,,,,0.0,-0.0936,-88470000,-85270000,-0.01,2024-12-31,38.31,,-966000.0,-15723000,-120035000,1498000,,,None,31565000,1709000,,None,,,,,-121533000,-121533000,-31242000,None,-1.683,,73364000,-89087000,,,,,None,,,,,4.099,14.84,,,,,,,,-2.089,,,2026-02-19,annual,-0.1036,USD,post-market,None,,-0.0903,-0.579,-0.083,0.142,20773000,,,,1.199,1.728,,-936.0,,,,,,,50335000,,,2.24,0.482
2026-04-16,IAUX,-0.3,95193000.0,,2.046,0.419,,,,,,,,,,,,,,,None,60054000,60054000,,,,,,None,8711000,,,,,0.0,-0.0936,-66528000,-57817000,-0.01,2023-12-31,38.31,,-966000.0,-5144000,-92868000,-3214000,,,None,29616000,1568000,,None,,,,,-89654000,-65196000,-29083000,None,-1.683,,95809000,-100953000,,,,,None,,,,,4.099,14.84,,,,,,,,-2.089,,,2026-02-19,annual,-0.1036,USD,post-market,None,,-0.0903,-0.579,-0.083,0.142,21638000,,,,1.199,1.728,,-936.0,,,,,,,54910000,,,2.24,0.482
