date,symbol,eps,revenue_ttm,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,forward_pe,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,peg_ratio,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,stockbasedcompensation,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,treasurystock,week_52_high,week_52_low
2014-09-30,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,-0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-11-10,,-0.29,,post-market,,,,,,,,,,,,,,23.6842,,,,,,,,,,,
2014-12-31,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,-0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-03-04,,-0.18,,pre-market,,,,,,,,,,,,,,35.7143,,,,,,,,,,,
2015-03-31,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-05-11,,-0.23,,pre-market,,,,,,,,,,,,,,4.1667,,,,,,,,,,,
2015-06-30,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,,-0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-08-12,,-0.15,,pre-market,,,,,,,,,,,,,,48.2759,,,,,,,,,,,
2015-09-30,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-11-10,,-0.13,,pre-market,,,,,,,,,,,,,,45.8333,,,,,,,,,,,
2015-12-31,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-02-25,,-0.07,,pre-market,,,,,,,,,,,,,,50.0,,,,,,,,,,,
2016-03-31,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04,,,-0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-09,,-0.36,,pre-market,,,,,,,,,,,,,,-12.5,,,,,,,,,,,
2016-06-30,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02,,,-0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-08-09,,-0.43,,pre-market,,,,,,,,,,,,,,-4.878,,,,,,,,,,,
2016-09-30,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-08,,-0.54,,pre-market,,,,,,,,,,,,,,10.0,,,,,,,,,,,
2016-12-31,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-02-23,,-0.34,,pre-market,,,,,,,,,,,,,,32.0,,,,,,,,,,,
2017-03-31,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,-0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-09,,-0.48,,post-market,,,,,,,,,,,,,,14.2857,,,,,,,,,,,
2017-06-30,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,-0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-08,,-0.26,,pre-market,,,,,,,,,,,,,,43.4783,,,,,,,,,,,
2017-09-30,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09,,,-0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-02,,-0.54,,pre-market,,,,,,,,,,,,,,-20.0,,,,,,,,,,,
