entry_date,exit_date,entry_price,exit_price,quantity,pl,pl_pct,duration_days,exit_reason,commission,initial_stop_loss
2020-03-24,2020-03-31,153.4767,147.975975,65,-377.141548874999,-3.5840782346766575,7,Price crossed below MA,19.594423874999997,145.73
2020-04-02,2020-06-05,151.97594999999998,157.930995,65,366.9339735750018,3.91841274885929,64,Price crossed below MA,20.143951424999997,144.305
2020-06-09,2020-08-03,161.34062999999998,185.54718,61,1455.4393935900007,15.003381355334987,55,Take profit hit,21.16015641,153.19699999999997
2020-11-05,2020-11-09,183.021465,174.99246000000002,55,-461.28604087500025,-4.386919862104688,4,Price crossed below MA,19.690765875000004,173.7835
2020-12-17,2020-12-22,176.82837,174.402755,57,-158.2802291249991,-1.3717340718573556,5,Price crossed below MA,20.020174125000004,167.903
2020-12-23,2021-01-08,175.737825,173.25333,57,-161.5087108350017,-1.4137508530107201,16,Price crossed below MA,19.892495835,166.8675
2021-01-20,2021-01-22,175.47769499999998,173.81305,57,-114.79433746499672,-0.9486362355055844,2,Price crossed below MA,19.909572465,166.6205
2021-02-01,2021-02-02,174.31711499999997,172.02394500000003,57,-150.45213041999705,-1.3155162647109808,1,Price crossed below MA,19.74144042,165.5185
2021-04-15,2021-06-16,165.432675,171.02444500000001,60,315.31877280000117,3.380088002566617,62,Price crossed below MA,20.187427200000002,157.08249999999998
2021-08-23,2021-08-25,168.81436499999998,167.39626,59,-103.50462187499761,-0.840038109316088,2,Price crossed below MA,19.836426875,160.2935
2021-08-26,2021-09-07,167.75383499999998,167.626145,59,-27.321128820000013,-0.07611748488490777,12,Price crossed below MA,19.78741882,159.2865
2021-09-14,2021-09-15,168.90440999999998,167.74608500000002,59,-88.203554204998,-0.6857873041917428,1,Price crossed below MA,19.862379205000003,160.379
2021-10-13,2021-10-15,167.67379499999998,165.24733500000002,59,-162.80348666999816,-1.4471313182837897,2,Price crossed below MA,19.642346670000002,159.2105
2021-10-20,2021-11-03,166.98345,165.687115,60,-97.74033390000113,-0.7763254382395335,14,Price crossed below MA,19.9602339,158.555
2021-11-04,2021-11-23,167.733825,167.19636,59,-51.47131591499965,-0.3204273198920915,19,Price crossed below MA,19.760880915,159.26749999999998
2021-12-16,2021-12-17,168.24408,167.7161,59,-50.97247061999951,-0.3138178769796718,1,Price crossed below MA,19.82165062,159.75199999999998
2021-12-22,2022-01-03,168.674295,168.24583500000003,59,-45.15742766999938,-0.25401617952514055,12,Price crossed below MA,19.878287670000002,160.16049999999998
2022-01-04,2022-01-06,169.65478499999998,166.906505,58,-178.92079481999826,-1.6199248373689912,2,Price crossed below MA,19.52055482,161.0915
2022-01-11,2022-01-27,170.37514499999997,167.5162,58,-185.41650800999923,-1.6780293862699192,16,Price crossed below MA,19.59769801,161.7755
2022-02-02,2022-04-22,168.92442,180.199855,59,644.6523327750019,6.674840144485938,79,Price crossed below MA,20.598332225,160.398
2022-08-04,2022-08-05,167.253585,165.207355,60,-142.72145640000053,-1.223429680147059,1,Price crossed below MA,19.9476564,158.81149999999997
2022-08-09,2022-08-11,167.28359999999998,166.25683,59,-80.25831536999794,-0.613789994954661,2,Price crossed below MA,19.67888537,158.83999999999997
2022-08-12,2022-08-15,167.953935,165.627145,59,-156.96189371999935,-1.3853739121980069,3,Price crossed below MA,19.681283720000003,159.4765
2022-10-04,2022-10-05,160.78034999999997,159.730095,62,-84.98745758999758,-0.6532234816008065,1,Price crossed below MA,19.87164759,152.665
2022-11-04,2022-11-07,156.54823499999998,155.772075,63,-68.57425952999984,-0.4957960720540666,3,Price crossed below MA,19.67617953,148.6465
2022-11-08,2023-02-13,159.52972499999998,172.39376,62,776.9909139299998,8.063722920603045,97,Price crossed below MA,20.57925607,151.4775
2023-02-14,2023-02-15,172.696305,170.804555,58,-129.64454988000034,-1.0954200786172041,1,Price crossed below MA,19.92304988,163.9795
2023-03-10,2023-05-18,173.956935,181.74908000000002,57,423.8770221450013,4.479352892714528,69,Price crossed below MA,20.275242855000002,165.1765
2023-07-18,2023-07-27,183.73181999999997,180.32979,54,-203.36894693999784,-1.8516280957756592,9,Price crossed below MA,19.65932694,174.45799999999997
2023-07-28,2023-08-01,181.95093,180.36977000000002,55,-106.89143849999891,-0.8690035274895203,4,Price crossed below MA,19.9276385,172.767
2023-08-29,2023-09-05,179.959935,178.55068,55,-97.22710882500178,-0.7830937480612032,7,Price crossed below MA,19.718083825,170.8765
2023-09-18,2023-09-19,179.47969499999996,179.13039,55,-38.935329674997774,-0.19462090126682874,1,Price crossed below MA,19.723554674999995,170.42049999999998
2023-09-20,2023-09-21,179.439675,177.96097500000002,55,-100.98553574999642,-0.8240652464400533,1,Price crossed below MA,19.657035750000002,170.3825
