entry_date,exit_date,entry_price,exit_price,quantity,pl,pl_pct,duration_days,exit_reason,commission,initial_stop_loss
2020-01-05,2020-01-14,7360.378349999999,8808.633480000002,1,1432.0861181700038,19.676367995403442,9,Take profit hit,16.169011830000002,6988.865
2020-04-16,2020-04-20,7115.225834999999,6837.579500000001,1,-291.599140334999,-3.902143676652514,4,Price crossed below MA,13.952805335,6756.086499999999
2020-04-21,2020-04-29,6858.40749,8785.92484,1,1911.87301767,28.104444841028254,8,Take profit hit,15.64433233,6512.230999999999
2020-06-22,2020-06-24,9687.96156,9281.41697,1,-425.51396852999824,-4.196389379563136,2,Price crossed below MA,18.96937853,9198.964
2020-07-08,2020-07-09,9441.878579999999,9230.28255,1,-230.26819112999874,-2.2410373974540043,1,Price crossed below MA,18.67216113,8965.302
2020-07-21,2020-07-27,9395.945625,11040.666905000002,1,1624.2846674700013,17.504584909728038,6,Take profit hit,20.436612530000005,8921.6875
