date,symbol,open,high,low,close
2025-05-18,GBPCHF,1.10719,1.12729,1.09457,1.10975
2025-05-25,GBPCHF,1.10987,1.12249,1.09867,1.10949
2025-06-01,GBPCHF,1.10982,1.12753,1.10136,1.1061
2025-06-06,GBPCHF,1.10633,1.12041,1.09705,1.11075
2025-06-13,GBPCHF,1.1107,1.11845,1.08847,1.10018
2025-06-20,GBPCHF,1.09774,1.10995,1.08865,1.09932
2025-06-27,GBPCHF,1.09726,1.10972,1.08447,1.09561
2025-07-04,GBPCHF,1.09379,1.09851,1.07138,1.08383
2025-07-11,GBPCHF,1.08183,1.09119,1.07117,1.07506
2025-07-18,GBPCHF,1.07381,1.08703,1.0614,1.07406
2025-07-25,GBPCHF,1.0709,1.08377,1.06526,1.06773
2025-08-01,GBPCHF,1.06795,1.09088,1.05406,1.06729
2025-08-08,GBPCHF,1.0654,1.08848,1.06305,1.08668
2025-08-15,GBPCHF,1.08342,1.10003,1.07958,1.09262
2025-08-22,GBPCHF,1.08967,1.09747,1.07069,1.08352
2025-08-29,GBPCHF,1.08095,1.09176,1.07316,1.08051
2025-09-05,GBPCHF,1.07821,1.09245,1.06656,1.07791
2025-09-12,GBPCHF,1.0783,1.0871,1.06827,1.07946
2025-09-19,GBPCHF,1.07925,1.08671,1.06454,1.07095
2025-09-26,GBPCHF,1.06955,1.07911,1.05782,1.06865
2025-10-03,GBPCHF,1.06684,1.08081,1.064,1.07191
2025-10-10,GBPCHF,1.0696,1.08358,1.05892,1.06717
2025-10-17,GBPCHF,1.07251,1.0769,1.05364,1.06439
2025-10-24,GBPCHF,1.06262,1.06845,1.05382,1.0586
2025-10-31,GBPCHF,1.06009,1.06511,1.04085,1.0576
2025-11-07,GBPCHF,1.05643,1.0658,1.04902,1.05888
2025-11-14,GBPCHF,1.05868,1.06478,1.03215,1.04514
2025-11-21,GBPCHF,1.042,1.06157,1.03966,1.05852
2025-11-28,GBPCHF,1.05816,1.07051,1.05374,1.06378
2025-12-05,GBPCHF,1.0621,1.07618,1.05468,1.07218
2025-12-12,GBPCHF,1.07039,1.07988,1.05767,1.06396
2025-12-19,GBPCHF,1.06332,1.07236,1.05572,1.06358
2025-12-26,GBPCHF,1.06121,1.07263,1.05771,1.06489
2026-01-02,GBPCHF,1.06185,1.07212,1.05882,1.06585
2026-01-09,GBPCHF,1.06494,1.0798,1.06027,1.07339
2026-01-16,GBPCHF,1.07232,1.08154,1.06467,1.07436
2026-01-23,GBPCHF,1.0708,1.07987,1.04974,1.06413
2026-01-30,GBPCHF,1.06312,1.07941,1.03857,1.05795
2026-02-06,GBPCHF,1.05457,1.0721,1.0462,1.05565
2026-02-13,GBPCHF,1.05565,1.06463,1.03991,1.04735
2026-02-20,GBPCHF,1.0468,1.05521,1.03647,1.04593
2026-02-27,GBPCHF,1.04303,1.05247,1.03041,1.03652
2026-03-06,GBPCHF,1.03705,1.05762,1.02076,1.04029
2026-03-13,GBPCHF,1.03953,1.05842,1.03133,1.04612
2026-03-20,GBPCHF,1.0425,1.07149,1.03899,1.05098
2026-03-27,GBPCHF,1.0478,1.0701,1.03805,1.05849
2026-04-03,GBPCHF,1.05367,1.06741,1.04409,1.05618
2026-04-10,GBPCHF,1.0535,1.07616,1.04466,1.06197
2026-04-17,GBPCHF,1.05599,1.07173,1.04715,1.05639
2026-04-24,GBPCHF,1.05519,1.06617,1.0471,1.06137
2026-05-01,GBPCHF,1.0621,1.07848,1.04945,1.06065
2026-05-08,GBPCHF,1.05416,1.06906,1.04884,1.05825
2026-05-15,GBPCHF,1.05619,1.0651,1.0422,1.04796
2026-05-22,GBPCHF,1.04643,1.06431,1.04232,1.05362
2026-05-29,GBPCHF,1.05418,1.06242,1.04479,1.05115
2026-06-05,GBPCHF,1.05026,1.07419,1.04524,1.06205
2026-06-12,GBPCHF,1.06005,1.07625,1.05684,1.06832
2026-06-19,GBPCHF,1.06541,1.07682,1.04852,1.06782
