trade_id,symbol,entry_date,entry_price,exit_date,exit_price,quantity,side,initial_stop_loss,final_stop_loss,take_profit,pl,pl_pct,security_pl,fx_pl,entry_fx_rate,exit_fx_rate,security_currency,duration_days,entry_equity,entry_capital_available,entry_capital_required,concurrent_positions,competing_signals,entry_reason,exit_reason,commission_paid,partial_exits
T000206,BA,1998-11-02,26.25613875885,1998-12-02,21.437811419310002,330.263826366075,LONG,24.717480119925163,24.717480119925163,,-1597.31922384075,-18.42043370453871,-1597.31922384075,0.0,1.0,1.0,GBP,30,10000.0,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Stop loss hit,6.0,0
T000207,BA,1999-01-06,22.99514134918,1999-01-12,21.6764512506,357.12599442100054,LONG,21.796913581023087,21.796913581023087,,-476.9385127885095,-5.8077089919149945,-476.9385127885095,0.0,1.0,1.0,GBP,6,8402.68077615925,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Stop loss hit,6.0,0
T000208,BA,2000-03-20,23.988602307669996,2000-05-03,24.14287466829,249.0123264147646,LONG,22.37479178708102,22.37479178708102,,32.415719419484226,0.5426625787062704,32.415719419484226,0.0,1.0,1.0,GBP,44,7925.74226337074,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T000209,BA,2000-05-04,24.758506772999997,2000-12-21,42.18058706013,251.86462483170382,LONG,23.155502970946188,23.155502970946188,,4382.0057153058215,70.27183878823533,4382.0057153058215,0.0,1.0,1.0,GBP,231,7958.157982790224,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T000210,BA,2001-04-11,38.78095156935999,2001-06-14,41.71989337497,277.0415578118737,LONG,36.5173020284788,36.5173020284788,,808.2090161446372,7.522467311803309,808.2090161446372,0.0,1.0,1.0,GBP,64,12340.163698096045,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T000211,BA,2001-10-11,23.868181677339997,2001-10-18,21.63464943426,334.74370732269983,LONG,21.882353113049128,21.882353113049128,,-753.6608634733833,-9.432877770942353,-753.6608634733833,0.0,1.0,1.0,GBP,7,13148.372714240682,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Stop loss hit,6.0,0
T000212,BA,2002-11-22,22.950556288659996,2002-12-13,21.15315832734,427.0055899967495,LONG,21.477726151541,21.477726151541,,-773.4989769323989,-7.892833955021025,-773.4989769323989,0.0,1.0,1.0,GBP,21,12394.711850767299,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Stop loss hit,6.0,0
T000213,BA,2003-03-19,18.969936755769996,2003-03-26,17.882129840130002,600.2014191204801,LONG,17.983843499028968,17.983843499028968,,-658.9032544961971,-5.787070214914112,-658.9032544961971,0.0,1.0,1.0,GBP,7,11621.2128738349,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Stop loss hit,6.0,0
T000214,BA,2008-11-04,39.959142132909996,2008-11-06,34.259334172200006,133.14971981701422,LONG,35.80680033932996,35.80680033932996,,-764.9278329793223,-14.376860235436267,-764.9278329793223,0.0,1.0,1.0,GBP,2,10962.309619338703,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Stop loss hit,6.0,0
T000215,BA,2009-01-05,34.66579467351,2009-01-13,31.816528253370002,219.66994018720118,LONG,32.31241325607674,32.31241325607674,,-631.8981840895541,-8.298036010680898,-631.8981840895541,0.0,1.0,1.0,GBP,8,10197.38178635938,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Stop loss hit,6.0,0
T000216,BA,2009-03-16,25.65657668574,2009-04-21,27.739714188329998,263.2799126911621,LONG,23.816160939876507,23.816160939876507,,542.4482598055804,8.030487054304672,542.4482598055804,0.0,1.0,1.0,GBP,36,9565.483602269825,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
