trade_id,symbol,entry_date,entry_price,exit_date,exit_price,quantity,side,initial_stop_loss,final_stop_loss,take_profit,pl,pl_pct,security_pl,fx_pl,entry_fx_rate,exit_fx_rate,security_currency,duration_days,entry_equity,entry_capital_available,entry_capital_required,concurrent_positions,competing_signals,entry_reason,exit_reason,commission_paid,partial_exits
T000216,CVS,1999-02-18,16.93172544063,1999-03-09,15.86656883871,570.1010847100667,LONG,16.038649344050988,16.038649344050988,,-613.2469341406808,-6.3530504026812,-613.2469341406808,0.0,1.0,1.0,GBP,19,10000.0,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Stop loss hit,6.0,0
T000217,CVS,1999-04-27,16.000230536289997,1999-05-05,14.61771251514,427.09877504310356,LONG,14.886446877062937,14.886446877062937,,-596.4717533081798,-8.728413572155295,-596.4717533081798,0.0,1.0,1.0,GBP,8,9386.753065859319,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Stop loss hit,6.0,0
T000218,CVS,1999-10-20,14.005492090589998,1999-10-27,12.424452520589998,510.11838970693566,LONG,13.13076904317384,13.13076904317384,,-812.5173595113458,-11.372692478021378,-812.5173595113458,0.0,1.0,1.0,GBP,7,8790.281312551138,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Stop loss hit,6.0,0
T000219,CVS,1999-11-30,12.668785579449999,1999-12-07,11.48863638348,528.1402493565298,LONG,11.901614511156476,11.901614511156476,,-629.2842906375037,-9.405083125061962,-629.2842906375037,0.0,1.0,1.0,GBP,7,7977.763953039793,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Stop loss hit,6.0,0
T000220,CVS,1999-12-29,11.69119425474,2000-01-20,10.64956290687,450.08721213720696,LONG,10.863990734216816,10.863990734216816,,-474.82494943752874,-9.0235614485064,-474.82494943752874,0.0,1.0,1.0,GBP,22,7348.479662402289,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Stop loss hit,6.0,0
T000221,CVS,2000-02-09,12.46934682994,2000-02-28,11.44728296829,372.1364347182641,LONG,11.534272952733165,11.534272952733165,,-386.34720152881164,-8.3259130951451,-386.34720152881164,0.0,1.0,1.0,GBP,19,6873.654712964761,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Stop loss hit,6.0,0
T000222,CVS,2000-03-17,11.510166307639999,2000-05-19,13.0200475194,345.8494763225363,LONG,10.561724384560858,10.561724384560858,,516.1916263964331,12.967081309549883,516.1916263964331,0.0,1.0,1.0,GBP,63,6487.307511435949,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T000223,CVS,2000-08-25,12.32243825813,2001-01-03,17.29855775637,527.4167532744343,LONG,11.646847850054414,11.646847850054414,,2618.4887896673476,40.29026716413707,2618.4887896673476,0.0,1.0,1.0,GBP,131,7003.499137832383,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T000224,CVS,2001-02-06,18.4820762126,2001-03-14,18.40666493997,513.2431260752907,LONG,17.527177695800457,17.527177695800457,,-44.704317305936875,-0.47127626596699895,-44.704317305936875,0.0,1.0,1.0,GBP,36,9621.987927499731,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T000225,CVS,2002-08-01,9.299440850699998,2002-08-05,8.56819710612,840.9120601900353,LONG,8.721261493431996,8.721261493431996,,-620.9116837558425,-7.940034958824625,-620.9116837558425,0.0,1.0,1.0,GBP,4,9577.283610193794,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Stop loss hit,6.0,0
T000226,CVS,2002-11-07,8.95100849643,2002-11-21,8.43972505677,923.1924788065628,LONG,8.457474933246116,8.457474933246116,,-478.0130260324608,-5.784628919338337,-478.0130260324608,0.0,1.0,1.0,GBP,14,8956.37192643795,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Stop loss hit,6.0,0
T000227,CVS,2009-02-06,19.70937612644,2009-02-18,18.28145978046,349.4708865620965,LONG,18.477870329262387,18.477870329262387,,-505.0151913661393,-7.331968038207178,-505.0151913661393,0.0,1.0,1.0,GBP,12,8478.35890040549,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Stop loss hit,6.0,0
T000228,CVS,2009-03-17,18.77278000598,2009-05-20,20.263139816760003,343.9100666509396,LONG,17.595964744939774,17.595964744939774,,506.54974185923254,7.846005699503385,506.54974185923254,0.0,1.0,1.0,GBP,64,7973.343709039351,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T000229,CVS,2020-05-11,53.47198958100999,2020-06-24,52.813445038649995,157.0136107863652,LONG,50.7208997742254,50.7208997742254,,-109.40045645959769,-1.30303322451925,-109.40045645959769,0.0,1.0,1.0,GBP,44,8479.893450898584,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T000230,CVS,2025-01-13,49.45658632914999,2025-05-12,63.52734987918,164.76597538927402,LONG,46.86960097470648,46.86960097470648,,2312.3830807925383,28.377106683700465,2312.3830807925383,0.0,1.0,1.0,GBP,119,8370.492994438988,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
