trade_id,symbol,entry_date,entry_price,exit_date,exit_price,quantity,side,initial_stop_loss,final_stop_loss,take_profit,pl,pl_pct,security_pl,fx_pl,entry_fx_rate,exit_fx_rate,security_currency,duration_days,entry_equity,entry_capital_available,entry_capital_required,concurrent_positions,competing_signals,entry_reason,exit_reason,commission_paid,partial_exits
T000279,SPOT,2019-01-15,131.38125,2019-03-18,139.04082,47.62773091600138,LONG,120.76240191598791,120.76240191598791,,358.8079388922768,5.734146213264715,358.8079388922768,0.0,1.0,1.0,GBP,62,10000.0,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T000280,SPOT,2019-06-07,140.22008,2019-08-14,147.00285,71.94833911402723,LONG,132.88840975146618,132.88840975146618,,482.00903609245046,4.777758528622841,482.00903609245046,0.0,1.0,1.0,GBP,68,10358.807938892276,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T000281,SPOT,2019-10-28,140.34019999999998,2020-01-24,146.48337,73.57526085074814,LONG,132.84019803479458,132.84019803479458,,445.9853352004924,4.319233441148367,445.9853352004924,0.0,1.0,1.0,GBP,88,10840.816974984727,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T000282,SPOT,2020-04-29,155.93578,2020-09-04,247.96179,50.28406469949809,LONG,144.56817091380208,144.56817091380208,,4621.441840876659,58.93880667022502,4621.441840876659,0.0,1.0,1.0,GBP,128,11286.80231018522,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T000283,SPOT,2020-10-16,262.81255,2020-10-30,239.65010999999998,53.24842901005813,LONG,247.62716368847174,247.62716368847174,,-1239.363542039731,-8.856167401679633,-1239.363542039731,0.0,1.0,1.0,GBP,14,15908.244151061877,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Stop loss hit,6.0,0
T000284,SPOT,2020-11-25,270.36008999999996,2021-01-29,314.685,40.798430699313506,LONG,252.13069846381848,252.13069846381848,,1802.3867688883101,16.340372397380275,1802.3867688883101,0.0,1.0,1.0,GBP,65,14668.880609022148,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T000285,SPOT,2021-04-19,280.65036999999995,2021-04-21,261.44829,44.357590982728105,LONG,261.8220894836779,261.8220894836779,,-857.7580106576222,-6.890190215659472,-857.7580106576222,0.0,1.0,1.0,GBP,2,16471.26737791046,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Stop loss hit,6.0,0
T000286,SPOT,2021-06-11,243.90365999999997,2021-07-19,241.56819000000002,57.452415577930125,LONG,230.08536497474194,230.08536497474194,,-140.17839300978608,-1.0003557352075163,-140.17839300978608,0.0,1.0,1.0,GBP,38,15613.509367252836,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T000287,SPOT,2022-03-23,148.71856999999997,2022-04-20,122.36751,53.177207924257495,LONG,134.03569695501952,134.03569695501952,,-1407.2757966445834,-17.79461051428959,-1407.2757966445834,0.0,1.0,1.0,GBP,28,15473.33097424305,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Stop loss hit,6.0,0
T000288,SPOT,2022-07-20,113.36325,2022-07-26,103.86603,82.06137594133946,LONG,104.68811384269931,104.68811384269931,,-785.3549408176078,-8.442185633634617,-785.3549408176078,0.0,1.0,1.0,GBP,6,14066.055177598468,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Stop loss hit,6.0,0
T000289,SPOT,2022-10-25,97.14705,2022-10-26,84.33558000000001,89.75589819786933,LONG,89.65915824454875,89.65915824454875,,-1155.9049970850556,-13.256519857851911,-1155.9049970850556,0.0,1.0,1.0,GBP,1,13280.700236780858,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Stop loss hit,6.0,0
T000290,SPOT,2022-11-15,85.19510999999999,2022-11-18,76.91301,87.42088377417994,LONG,78.18220309712987,78.18220309712987,,-730.0285015061344,-9.801892956027622,-730.0285015061344,0.0,1.0,1.0,GBP,3,12124.795239695803,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Stop loss hit,6.0,0
T000291,SPOT,2024-07-24,336.85651999999993,2024-09-06,322.44723,30.72692696609354,LONG,317.99653462483224,317.99653462483224,,-448.7532014632602,-4.335542761489048,-448.7532014632602,0.0,1.0,1.0,GBP,44,11394.766738189668,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T000292,SPOT,2025-04-24,606.5559499999999,2025-07-22,675.06426,11.214420372085378,LONG,557.1954585460011,557.1954585460011,,762.280987321141,11.206432741660858,762.280987321141,0.0,1.0,1.0,GBP,89,10946.013536726408,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T000293,SPOT,2025-08-18,728.7980699999999,2025-08-29,681.19812,14.108388135412268,LONG,686.6173626970796,686.6173626970796,,-677.5585698262161,-6.589648201880836,-677.5585698262161,0.0,1.0,1.0,GBP,11,11708.29452404755,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Stop loss hit,6.0,0
