date,open,high,low,close,volume,ad_14_chaikin a/d,adosc_14_adosc,adx_14_adx,adxr_14_adxr,apo_14_apo,aroon_14_aroon down,aroon_14_aroon up,aroonosc_14_aroonosc,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,bop_14_bop,cci_20_cci,cmo_14_cmo,dema_14_dema,dx_14_dx,ema_12_ema,ema_14_ema,ema_26_ema,ht_dcperiod_14_dcperiod,ht_phasor_14_phase,ht_phasor_14_quadrature,ht_trendmode_14_trendmode,kama_14_kama,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,macdext_14_macd,macdext_14_macd_hist,macdext_14_macd_signal,mama_14_fama,mama_14_mama,mfi_14_mfi,midpoint_14_midpoint,midprice_14_midprice,minus_di_14_minus_di,mom_10_mom,natr_14_natr,obv_14_obv,plus_di_14_plus_di,ppo_14_ppo,roc_10_roc,rocr_14_rocr,rsi_14_rsi,sar_14_sar,sma_20_sma,stoch_14_slowd,stoch_14_slowk,stochf_14_fastd,stochf_14_fastk,stochrsi_14_fastd,stochrsi_14_fastk,tema_14_tema,trange_14_trange,trima_14_trima,trix_14_trix,ultosc_14_ultosc,willr_14_willr,wma_14_wma
2025-05-23,3.9,4.19,3.76,4.08,71700,241452.3469,-23912.6894,,,,,,,,,,,0.4186,,,,,4.1999,,,,,,0,,,,,,,,,,,,,,-0.28,,654660.0,,,-6.422,,,5.2921,,41.049,37.1892,37.1892,49.4624,,,,0.43,,,,,
2025-05-30,4.11,4.2,3.88,4.05,256610,257490.4719,-24471.8861,,,,,,,,,,,-0.1875,,,,,4.1769,,,,,,0,,,,,,,,,,,,,,-0.73,,398050.0,,,-15.272,,,5.2732,,37.8763,38.5663,38.5663,46.2366,,,,0.32,,,,,
2025-06-06,4.22,4.7,3.92,4.59,100521,329659.395,486.9076,,,,,,,,,,,0.4745,,,,,4.2404,4.2171,,,,,0,,,,,,,,,,,4.285,4.415,,-0.1268,,498571.0,,,-2.6883,,,5.2544,,45.8095,61.6731,61.6731,89.3204,,,,0.78,4.1749,,,-41.3793,4.1686
2025-06-13,4.59,4.74,4.1,4.15,91889,252128.0512,-14016.005,,,,28.5714,14.2857,-14.2857,0.6513,,,,-0.6875,,0.5882,,12.1586,4.2265,4.2081,,,,,0,4.588,,,,,,,,,63.3013,4.285,4.415,18.3261,0.18,15.6936,406682.0,23.3994,,4.534,1.0048,50.2941,5.2359,,53.2827,59.6087,59.6087,43.2692,,,,0.64,4.1479,,,-63.0542,4.1596
2025-06-20,4.42,8.0,4.24,5.97,234635,233344.7707,-24651.3308,,,,21.4286,100.0,78.5714,0.8798,,,,0.4121,,36.934,,55.8238,4.4947,4.443,,,,,0,4.6805,,,,,,,,,63.6923,4.8797,5.7,12.3237,1.837,14.7377,641317.0,43.4695,,44.4525,1.3692,68.467,3.4,,60.9496,61.5668,61.5668,52.1108,,,,3.85,4.1534,,,-44.1413,4.3931
2025-06-27,5.71,6.93,4.82,5.53,167548,178554.1925,-44194.4816,,,,14.2857,92.8571,78.5714,0.9676,,,,-0.0853,,25.0418,,55.8238,4.654,4.5879,,,,,0,4.7008,,,,,,,,,51.0756,4.8797,5.7,10.3272,1.37,17.498,473769.0,36.4275,,32.9327,1.1569,62.5209,3.446,,55.4395,45.1429,45.1429,40.0485,,,,2.11,4.1913,,,-53.6957,4.5526
2025-07-03,5.78,5.79,4.79,4.9,130801,76532.2904,-80633.2411,,,,7.1429,85.7143,78.5714,0.9699,,,,-0.8801,,10.2597,,55.0015,4.6918,4.6295,,,,,0,4.7022,,,,,,,,,48.43,4.8797,5.7,9.7677,0.7,19.7948,342968.0,33.6459,,16.6667,1.0388,55.1299,3.4915,,48.4787,38.7263,38.7263,24.0196,,,,0.9999,4.2629,,,-67.3913,4.621
2025-07-11,4.9,4.9,4.2,4.32,99121,12811.6475,-108484.4617,,,,0.0,78.5714,78.5714,0.9507,,,,-0.8214,,-1.2183,,39.4186,4.6354,4.5889,,,,,0,4.6981,,,,,,,,,50.1045,4.8797,5.8,13.8242,0.245,21.9806,243847.0,31.8143,,6.0049,1.0894,49.3908,3.5366,,35.7161,23.2791,23.2791,5.7692,,,,0.7,4.3555,,,-83.5227,4.611
2025-07-18,4.43,5.81,3.76,5.75,182462,184618.9322,-55349.9648,,,,7.1429,71.4286,64.2857,1.0295,3.274,4.4832,5.6924,0.6399,85.5496,20.789,,48.0874,4.8069,4.7437,,,,,0,4.7448,,,,,,,,,50.0154,4.8797,5.8,11.7944,1.75,17.9051,426309.0,33.645,,43.75,1.3914,60.3945,3.5813,4.4832,29.2002,25.5951,25.5951,46.9965,,,,2.055,4.4764,,,-51.1364,4.7876
2025-07-25,5.38,9.52,5.34,5.63,337845,-106348.0535,-121161.7148,,,,0.0,100.0,100.0,1.2546,3.2629,4.5582,5.8535,0.0598,234.2823,18.4534,,68.1177,4.9335,4.8619,,,,,0,4.7786,,,,,,,,,61.5526,4.8797,6.57,8.924,1.84,22.2838,88464.0,47.0571,,48.5488,1.3534,59.2267,3.6254,4.5582,25.768,28.4298,28.4298,32.5239,44.198,74.9111,,4.18,4.6174,,,-65.9322,4.9328
2025-08-01,6.1,6.45,4.3,4.99,190892,-173758.175,-158518.6771,,,,7.1429,92.8571,85.7143,1.3189,3.2846,4.5898,5.895,-0.5142,59.4509,6.6461,,50.5026,4.9425,4.8793,,,,,0,4.7822,,,,,,,,,55.4978,4.8797,6.57,13.634,0.912,26.4201,-102428.0,41.4557,,22.3529,1.1886,53.3231,3.7433,4.5898,29.228,33.6591,33.6591,21.4571,56.1098,35.7355,,2.155,4.7657,,,-76.7458,4.9789
2025-08-08,5.07,5.89,4.62,5.32,103325,-162817.8809,-155909.2792,,,,0.0,85.7143,85.7143,1.3158,3.2751,4.6168,5.9585,0.1961,58.178,11.5286,,50.5026,5.0006,4.938,,,,,0,4.7965,,,,,,,,,58.8076,4.8797,6.595,12.6728,1.27,24.7323,897.0,38.5332,,31.358,1.3039,55.7643,3.8589,4.6168,29.7105,27.0425,27.0425,27.1466,56.1893,57.9213,,1.275,4.9033,,,-71.7949,5.0613
2025-08-15,5.36,5.46,4.3,4.41,85823,-232364.1051,-162796.5715,,,,0.0,78.5714,78.5714,1.3046,3.2577,4.6014,5.9452,-0.819,4.2747,-3.5441,,45.1845,4.9097,4.8676,,,,,0,4.7931,,,,,,,,,57.3026,4.8797,6.61,13.6085,-0.18,29.5835,-84926.0,36.0436,,-3.9216,1.1025,48.228,3.9721,4.6014,26.8967,19.9884,19.9884,11.3617,31.219,0.0,,1.16,4.9872,,,-87.8007,5.0104
2025-08-22,4.5,6.83,4.1,5.91,303947,-133275.1563,-119286.11,,,,0.0,71.4286,71.4286,1.4064,3.2734,4.6984,6.1235,0.5165,81.518,16.4903,,52.9684,5.0636,5.0066,,,,,0,4.8361,,,,,,,,,69.0683,5.0098,6.6375,11.6937,1.76,23.7977,219021.0,38.0331,,42.4096,1.5594,58.2452,4.0831,4.6984,23.6662,23.9677,23.9677,33.3948,49.6657,91.0759,,2.73,5.0618,,,-62.6193,5.1557
2025-08-29,5.73,6.47,5.01,6.07,58577,-106839.1714,-82230.7342,,,0.5542,57.1429,64.2857,7.1429,1.4101,3.277,4.7953,6.3137,0.2332,91.8775,18.3061,,52.9684,5.2184,5.1484,4.6921,,,,0,4.8806,,,,,,,,,69.2036,5.06,6.6375,10.8182,0.1005,23.2311,277598.0,35.1856,11.8118,1.6836,1.4877,59.153,4.1,4.7953,27.6429,38.9726,38.9726,72.1612,63.692,100.0,,1.458,5.1477,,,-59.8439,5.3021
2025-09-05,6.2,12.38,5.94,10.16,1206625,266760.3576,59276.3819,,,0.8231,50.0,100.0,50.0,1.7697,2.3348,5.0953,7.8559,0.6145,317.6066,48.8952,6.852,72.5121,5.9787,5.8166,5.0972,,,,0,5.4722,,,,,,,,,83.1276,7.155,8.0698,7.9757,4.63,17.4186,1484223.0,50.0548,16.7166,83.7251,2.5086,74.4476,4.1,5.0953,40.8361,59.5679,59.5679,73.1478,97.0253,100.0,,6.4446,5.308,,,-25.7787,5.9749
2025-09-12,11.0,22.72,10.2,19.27,288689,396477.9268,153050.6667,53.1173,,1.3581,42.8571,100.0,57.1429,2.5402,-0.8872,5.8488,12.5848,0.6607,463.0713,73.0767,10.0624,84.5721,8.0235,7.6104,6.147,,,,0,8.4296,,,,,,,,,85.9246,11.71,13.2356,5.1413,14.37,13.1821,1772912.0,61.508,24.703,293.2653,4.1983,86.5384,4.3485,5.8488,58.0466,75.5992,75.5992,81.4886,100.0,100.0,,12.5561,5.6816,,,-18.1746,7.8042
2025-09-19,19.21,19.43,11.06,11.67,301461,138770.4212,95501.3344,55.3641,,1.6047,35.7143,92.8571,57.1429,2.9564,-0.9095,6.2283,13.3662,-0.9011,228.8188,21.4479,10.7458,84.5721,8.5845,8.1517,6.5561,,,,0,8.5847,,,,,,,,,75.4405,11.7975,13.2356,4.0965,7.345,25.3333,1471451.0,49.0089,27.8475,169.8266,2.812,60.7239,5.0832,6.2283,66.7557,65.1,65.1,40.6637,69.587,8.7611,,8.3672,6.1558,,49.7986,-58.2566,8.4803
2025-09-26,11.79,16.03,10.5,11.05,301809,-103014.0688,-13654.9423,57.0948,,1.8736,28.5714,85.7143,57.1429,3.1402,-0.775,6.5808,13.9367,-0.1338,144.9632,18.3464,11.1213,79.5949,8.9638,8.5381,6.889,,,,0,8.6587,,,,,,,,,65.9727,11.7975,13.2356,4.8647,5.3,28.4183,1169642.0,42.8162,31.1954,92.1739,1.8511,59.1732,5.7886,6.5808,64.2617,52.0858,52.0858,34.1051,36.2782,0.0736,,5.5299,6.7173,,44.6099,-61.5265,9.0022
2025-10-03,11.6,12.32,10.4,11.33,80777,-105334.0348,-57806.5954,58.6361,,2.1743,21.4286,78.5714,57.1429,3.0527,-0.5584,6.9578,14.474,-0.141,96.6878,19.3481,11.4717,78.6719,9.3278,8.9104,7.218,,,,0,8.7544,,,,,,,,,66.0672,11.7975,13.2356,4.881,5.7,26.9436,1250419.0,40.8894,34.5721,101.2433,2.0488,59.6741,6.4657,6.9578,50.9395,35.6326,35.6326,32.129,3.555,1.8303,,1.915,7.4139,,45.5045,-60.0498,9.513
2025-10-10,11.13,11.67,10.0,10.17,69656,-160808.5737,-88264.48,59.791,,2.3104,14.2857,71.4286,57.1429,2.9539,-0.2563,7.2623,14.7809,-0.5749,68.9013,13.1547,11.4437,74.8057,9.4574,9.0783,7.4366,,,,0,8.7982,,,,,,,,,65.9416,11.7975,13.2356,5.6543,5.178,29.0456,1180763.0,39.2313,35.4284,103.726,2.0755,56.5774,7.1157,7.2623,36.7474,22.5237,22.5237,1.3369,0.6346,0.0,,1.67,8.2067,,43.5571,-66.1676,9.8138
2025-10-17,10.65,10.65,8.92,9.69,164896,-178918.5391,-98462.7417,60.1244,,2.4361,7.1429,64.2857,57.1429,2.8665,0.1062,7.5443,14.9825,-0.5549,43.738,10.5972,11.2806,64.4582,9.4932,9.1599,7.6035,14.1614,7.0963,2.937,0,8.8265,,,,,,,0.0629,1.4342,63.7472,11.84,13.2356,8.1115,4.37,29.5822,1015867.0,37.5334,36.1752,82.1429,2.2405,55.2986,7.7397,7.5443,23.9179,13.5974,13.5974,7.3264,0.6101,0.0,,1.73,9.046,,43.0617,-68.6991,10.0005
2025-10-24,9.69,9.99,8.81,8.82,45979,-224118.234,-108065.3206,60.3582,,2.5774,0.0,57.1429,57.1429,2.7461,0.4259,7.7558,15.0857,-0.7373,27.3301,5.924,10.9132,63.3973,9.3896,9.1146,7.6937,14.9752,6.1459,-6.6199,0,8.8264,1.7033,0.0094,1.6939,2.5774,0.8316,1.7458,0.0701,1.5081,61.9858,11.84,13.408,8.1488,4.41,31.1344,969888.0,36.3769,37.2896,100.0,1.5339,52.962,8.3387,7.7558,13.0183,2.9339,2.9339,0.1385,-0.0,0.0,,1.18,9.8303,,38.6525,-74.6456,10.0201
2025-10-31,8.75,9.54,7.8,8.51,457122,-309255.5692,-129258.6804,59.8754,,2.6728,28.5714,50.0,21.4286,2.6745,0.8289,7.9738,15.1188,-0.1375,10.4113,4.234,10.5229,53.5996,9.2543,9.034,7.7541,15.7128,1.0737,-7.7658,0,8.8213,1.5064,-0.15,1.6564,2.6728,0.6917,1.9812,0.0776,1.5781,52.7975,11.84,13.408,10.475,2.6,31.4283,512766.0,34.6753,37.7402,43.9932,1.5115,52.117,22.7161,7.9738,8.0871,7.7301,7.7301,15.7254,-0.0,0.0,,1.745,10.3436,,27.9842,-76.3108,9.9692
2025-11-07,9.0,9.0,6.39,6.99,31697,-326379.2359,-131626.3415,58.5199,,2.7728,21.4286,42.8571,21.4286,2.6699,0.9234,8.0248,15.1263,-0.7701,-17.6076,-3.8655,9.8157,40.8977,8.9059,8.7614,7.6975,16.2272,-0.479,-5.3191,0,8.8007,1.2137,-0.3542,1.5678,2.7728,0.575,2.1978,0.0854,1.6322,53.9396,11.84,13.408,13.5261,0.92,38.1965,481069.0,32.2458,38.5266,15.1565,1.4002,48.0673,22.5669,8.0248,6.5799,9.0758,9.0758,11.3636,-0.0,0.0,,2.61,10.5298,,31.0793,-84.4758,9.6881
2025-11-14,7.3,7.3,5.1,6.56,90402,-296793.1268,-111215.1371,56.5029,,2.7205,14.2857,35.7143,21.4286,2.6364,1.0333,8.0763,15.1194,-0.3364,-44.8649,-6.0886,9.1272,30.2827,8.545,8.4679,7.6133,16.4813,-2.4221,-3.6884,0,8.7825,0.9362,-0.5053,1.4415,2.7205,0.3713,2.3492,0.0934,1.6815,52.3592,11.84,13.408,16.2236,-3.6,40.1886,390667.0,30.3176,37.2476,-35.4331,1.2331,46.9557,22.2434,8.0763,11.5348,17.7984,17.7984,26.3063,-0.0,0.0,,2.2,10.5166,,38.6899,-86.7856,9.3307
2025-11-21,6.16,24.2,6.16,9.01,1204465,-1120689.9173,-354903.6107,57.1959,,2.7758,7.1429,100.0,92.8571,3.7366,1.3832,8.2818,15.1805,0.158,100.539,7.0944,9.1742,66.2044,8.6166,8.5402,7.7167,16.6188,-2.568,-0.2632,0,8.788,0.9036,-0.4303,1.3339,2.7758,0.2965,2.4793,0.1017,1.7548,67.6046,12.59,14.15,10.6171,-10.26,41.472,1595132.0,52.2144,37.0442,-53.2434,2.0431,53.5472,5.1,8.2818,15.4182,19.3804,19.3804,20.4712,33.3333,100.0,,18.04,10.3596,,28.519,-75.5721,9.2881
2025-11-28,8.67,9.1,5.25,9.09,90870,-1030291.9692,-393567.4019,57.4949,,2.4928,0.0,92.8571,92.8571,3.7447,1.8595,8.5201,15.1807,0.1091,-23.8066,7.4987,9.2265,61.3826,8.6894,8.6135,7.8184,16.6674,-2.1411,0.082,0,8.7931,0.8741,-0.3678,1.242,2.4928,-0.0553,2.5481,0.1103,1.8281,65.5305,12.67,14.606,11.5751,-2.58,41.1961,1686002.0,48.3724,32.4284,-22.108,1.5381,53.7493,5.1,8.5201,19.9116,22.5559,22.5559,20.8901,66.6667,100.0,,3.85,10.0598,,35.3678,-78.7471,9.2124
2025-12-05,9.1,11.85,9.0,10.35,554330,-1061023.2464,-383383.6863,58.0106,,1.5278,0.0,85.7143,85.7143,3.6808,2.1708,8.7499,15.329,0.4372,32.3809,13.8369,9.576,64.7141,8.9443,8.8445,8.0057,16.5771,-2.2171,0.3865,0,8.8278,0.9413,-0.2406,1.1818,1.5278,-0.9485,2.4763,0.1193,1.9133,68.9153,12.915,14.65,10.9337,-0.704,35.5772,2240332.0,51.0386,19.318,-6.371,1.7044,56.9184,5.25,8.7499,21.6262,22.9424,22.9424,27.466,100.0,100.0,9.048,2.85,9.6956,,35.6469,-72.534,9.2738
2025-12-12,10.8,11.88,8.81,10.6,213664,-1025528.5754,-333070.7994,58.4144,55.7658,1.1905,71.4286,78.5714,7.1429,3.6372,2.535,8.9984,15.4618,-0.0651,29.3462,15.1038,9.9154,63.6636,9.199,9.0786,8.1978,16.3931,-2.1191,0.7575,0,8.8377,1.0034,-0.1427,1.1461,1.1905,-1.1613,2.3518,0.1287,2.0002,62.6771,12.915,14.65,10.6472,-0.73,34.3131,2453996.0,47.9562,14.5959,-6.4431,1.0433,57.5519,5.25,8.9984,23.7385,25.7173,25.7173,28.7958,100.0,100.0,9.5491,3.07,9.2986,2.7007,37.1575,-71.2042,9.3285
2025-12-19,10.58,11.61,6.97,7.25,641680,-1589764.4375,-461738.6837,58.0602,56.7121,0.8246,64.2857,71.4286,7.1429,3.7088,2.8563,9.1113,15.3663,-0.7177,-22.0607,-4.7816,9.3487,53.456,8.8991,8.8348,8.1276,16.1956,-2.1112,2.4476,0,8.5644,0.7734,-0.2982,1.0716,0.8246,-1.3482,2.1728,0.1384,2.0527,51.1961,9.115,14.65,13.2435,-2.92,51.1561,1812316.0,43.6639,10.0491,-28.7119,0.3762,47.6092,5.4395,9.1113,23.6439,22.272,22.272,10.5541,66.6667,0.0,8.7514,4.64,8.903,2.4289,31.7514,-88.7435,8.9322
2025-12-26,7.36,8.29,6.46,6.84,126750,-1663875.0932,-495979.9647,57.531,57.3129,0.4001,57.1429,64.2857,7.1429,3.5746,3.0832,9.1873,15.2914,-0.2842,-65.029,-6.9014,8.7837,50.6513,8.5824,8.5688,8.0323,15.9971,-0.3188,4.0125,0,8.4288,0.5517,-0.4159,0.9676,0.4001,-1.5308,1.9309,0.1482,2.1006,55.1396,8.945,14.65,13.7791,-2.85,52.2605,1685566.0,42.0648,4.8456,-29.4118,0.5861,46.5493,5.6271,9.1873,23.0333,21.1106,21.1106,23.9819,33.3333,0.0,8.0069,1.83,8.6969,2.1162,32.6125,-90.8901,8.5958
