date,open,high,low,close,volume,ad_14_chaikin a/d,adosc_14_adosc,adx_14_adx,adxr_14_adxr,apo_14_apo,aroon_14_aroon down,aroon_14_aroon up,aroonosc_14_aroonosc,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,bop_14_bop,cci_20_cci,cmo_14_cmo,dema_14_dema,dx_14_dx,ema_12_ema,ema_14_ema,ema_26_ema,ht_dcperiod_14_dcperiod,ht_phasor_14_phase,ht_phasor_14_quadrature,ht_trendmode_14_trendmode,kama_14_kama,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,macdext_14_macd,macdext_14_macd_hist,macdext_14_macd_signal,mama_14_fama,mama_14_mama,mfi_14_mfi,midpoint_14_midpoint,midprice_14_midprice,minus_di_14_minus_di,mom_10_mom,natr_14_natr,obv_14_obv,plus_di_14_plus_di,ppo_14_ppo,roc_10_roc,rocr_14_rocr,rsi_14_rsi,sar_14_sar,sma_20_sma,stoch_14_slowd,stoch_14_slowk,stochf_14_fastd,stochf_14_fastk,stochrsi_14_fastd,stochrsi_14_fastk,tema_14_tema,trange_14_trange,trima_14_trima,trix_14_trix,ultosc_14_ultosc,willr_14_willr,wma_14_wma
2025-03-07,4.05,4.25,3.89,4.13,325788,108596.0,,,,,,,,,,,,0.2222,,,,,,,,,,,0,,,,,,,,,,,,,,,,325788.0,,,,,,,,,,,,,,,,,,,,
2025-03-14,4.1,4.4,3.81,4.36,317406,382963.8983,,,,,,,,,,,,0.4407,,,,,,,,,,,0,,,,,,,,,,,,,,,,643194.0,,,,,,4.4,,,,,,,,,0.59,,,,,
2025-03-21,4.4,5.43,4.39,4.78,261735,317530.1483,,,,,,,,,,,,0.3654,,,,,,,,,,,0,,,,,,,,,,,,,,,,904929.0,,,,,,3.81,,,,,,,,,1.07,,,,,
2025-03-28,4.79,4.98,4.7,4.72,43454,279290.6283,,,,,,,,,,,,-0.2614,,,,,,,,,,,0,,,,,,,,,,,,,,,,861475.0,,,,,,3.81,,,,,,,,,0.28,,,,,
2025-04-04,4.72,4.72,3.4,3.97,184737,254099.2192,,,,,,,,,,,,-0.5682,,,,,,,,,,,0,,,,,,,,,,,,,,,,676738.0,,,,,,5.43,,,,,,,,,1.32,,,,,
2025-04-11,3.93,4.28,3.75,4.13,233583,357669.04,,,,,,,,,,,,0.3821,,,,,,,,,,,0,,,,,,,,,,,,,,,,910321.0,,,,,,5.4097,,,,,,,,,0.53,,,,,
2025-04-17,3.92,4.16,3.6,4.16,47076,404745.04,,,,,,,,,,,,0.4286,,,,,,,,,,,0,,,,,,,,,,,,,,,,957397.0,,,,,,5.3896,,,,33.867,37.4384,,,,0.56,,,,,
2025-04-25,3.96,4.54,3.85,4.2,52837,405510.7936,,,,,,,,,,,,0.3478,,,,,,,,,,,0,,,,,,,,,,,,,,,,1010234.0,,,,,,5.3697,,,,41.385,50.6329,,,,0.69,,,,,
2025-05-02,3.98,4.55,3.62,4.08,66221,404798.7398,,,,,,,,,,,,0.1075,,,,,,,,,,,0,,,,,,,,,,,,,,,,944013.0,,,,,,5.35,,40.5936,46.5288,46.5288,51.5152,,,,0.93,,,,,
2025-05-09,3.67,4.19,3.67,4.0,23729,411187.3168,70357.6422,,,,,,,,,,,0.6346,,,,,,,,,,,0,,,,,,,,,,,,,,,,920284.0,,,,,,5.3305,,45.3328,48.0844,48.0844,42.1053,,,,0.52,,,,,
2025-05-16,3.87,4.16,3.7,3.79,337324,206436.0678,-4757.7359,,,,,,,,,,,-0.1747,,,,,,,,,,,0,,,,,,,,,,,,,,-0.34,,582960.0,,,-8.2324,,,5.3112,,44.1622,37.8735,37.8735,20.0,,,,0.458,,,,,
