date,open,high,low,close,volume,adx_14_adx,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,ema_12_ema,ema_26_ema,ema_5_ema,mfi_14_mfi,mom_10_mom,rsi_14_rsi,sar_14_sar,sma_100_sma,sma_20_sma,sma_50_sma,sma_8_sma,stochrsi_14_fastd,stochrsi_14_fastk
2020-11-06,18.3,24.95,17.92,24.0,11946246,,,,,,,,,,,,,,,,,,
2020-11-13,25.25,27.5,20.6,20.82,3354975,,,,,,,,,,,,17.915,,,,,,
2020-11-20,21.5,24.24,20.69,22.79,3203379,,,,,,,,,,,,18.0108,,,,,,
2020-11-27,23.5,25.9,21.86,25.41,3573606,,,,,,,,,,,,18.1057,,,,,,
2020-12-04,26.0,29.48,23.13,28.0,3410793,,,,,,,,24.204,,,,18.1997,,,,,,
2020-12-11,28.42,28.42,24.52,26.08,2751728,,,,,,,,24.8293,,,,18.4253,,,,,,
2020-12-18,26.65,28.21,25.0,25.36,6260094,,,,,,,,25.0062,,,,18.6464,,,,,,
2020-12-24,25.76,27.77,24.09,24.79,3459260,,,,,,,,24.9341,,,,18.8631,,,,24.6562,,
2020-12-31,25.06,28.0,24.51,26.66,2276050,,,,,,,,25.5094,,,,19.0754,,,,24.9887,,
2021-01-08,26.98,31.15,24.86,29.19,4518844,,,,,,,,26.7363,,,,19.2835,,,,26.035,,
2021-01-15,28.82,34.66,28.72,32.72,4273956,,,,,,,,28.7309,,8.72,,19.6395,,,,27.2762,,
2021-01-22,33.08,34.57,31.58,33.5,1869649,,,,,,26.61,,30.3206,,12.68,,20.2404,,,,28.2875,,
2021-01-29,34.2,34.4,27.74,27.92,3848577,,,,,,26.8115,,29.5204,,5.13,,20.8172,,,,28.2775,,
2021-02-05,29.28,32.29,28.16,30.19,12318044,,,,,,27.3313,,29.7436,,4.78,,21.3709,,,,28.7912,,
2021-02-12,30.5,31.29,29.44,30.4,10122783,,4.5156,,,,27.8034,,29.9624,72.072,2.4,60.5471,21.9024,,,,29.4212,,
2021-02-19,30.76,30.85,29.53,30.14,3420973,,4.2873,,,,28.1621,,30.0199,66.9202,4.055,59.9829,22.4127,,,,30.0894,,
2021-02-26,29.75,30.1,25.68,26.14,6623107,,4.2993,,,,27.851,,28.7266,63.2336,0.78,52.1007,22.9026,,,,30.0244,,
2021-03-05,26.61,27.44,23.81,25.63,4429677,,4.2513,,,,27.5093,,27.6944,58.0336,0.84,51.1762,23.3729,,,,29.5794,,
2021-03-12,25.37,27.25,24.89,26.79,2506642,,4.1162,,,,27.3987,,27.3929,57.4864,0.13,53.21,23.8123,,,,28.8381,,
2021-03-19,26.85,28.08,25.54,26.04,3824520,,4.0033,20.9249,27.1282,33.3316,27.1896,,26.942,61.7284,-3.15,51.7101,23.8123,,27.1282,,27.9056,,
2021-03-26,26.17,27.48,23.39,25.27,3934595,,4.0095,21.0926,27.1917,33.2909,26.8943,,26.3846,63.772,-7.45,50.1473,34.66,,27.1917,,27.5744,9.2555,0.0
2021-04-01,25.14,27.32,23.7,27.26,2752289,,3.9816,22.1597,27.5137,32.8678,26.9506,,26.6764,68.064,-6.24,54.0154,34.5473,,27.5137,,27.2081,35.3544,100.0
2021-04-09,27.52,28.27,26.73,27.4,1862930,,3.8072,22.846,27.7442,32.6425,27.0197,,26.9176,67.9153,-0.52,54.2841,34.4357,,27.7442,,26.8331,66.6667,100.0
2021-04-16,27.3,27.41,25.64,26.73,2526160,,3.6616,23.0049,27.8102,32.6156,26.9751,,26.8551,63.2217,-3.46,52.6969,34.3253,,27.8102,,26.4075,87.2106,61.6318
2021-04-23,26.5,27.58,24.63,27.06,3038815,,3.6108,22.9479,27.7632,32.5786,26.9882,,26.9234,57.5813,-3.34,53.4193,34.2159,,27.7632,,26.5225,80.2423,79.0952
