date,open,high,low,close,volume,ad_14_chaikin a/d,adosc_14_adosc,adx_14_adx,adxr_14_adxr,apo_14_apo,aroon_14_aroon down,aroon_14_aroon up,aroonosc_14_aroonosc,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,bop_14_bop,cci_20_cci,cmo_14_cmo,dema_14_dema,dx_14_dx,ema_12_ema,ema_26_ema,ht_dcperiod_14_dcperiod,ht_dcphase_14_ht_dcphase,ht_phasor_14_phase,ht_phasor_14_quadrature,ht_sine_14_lead sine,ht_sine_14_sine,ht_trendline_14_ht_trendline,ht_trendmode_14_trendmode,kama_14_kama,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,macdext_14_macd,macdext_14_macd_hist,macdext_14_macd_signal,mama_14_fama,mama_14_mama,mfi_14_mfi,midpoint_14_midpoint,midprice_14_midprice,minus_di_14_minus_di,mom_10_mom,natr_14_natr,obv_14_obv,plus_di_14_plus_di,ppo_14_ppo,roc_10_roc,rocr_14_rocr,rsi_14_rsi,sar_14_sar,sma_200_sma,sma_20_sma,sma_50_sma,stoch_14_slowd,stoch_14_slowk,stochf_14_fastd,stochf_14_fastk,stochrsi_14_fastd,stochrsi_14_fastk,t3_14_t3,tema_14_tema,trange_14_trange,trima_14_trima,trix_14_trix,ultosc_14_ultosc,willr_14_willr,wma_14_wma
2000-08-11,48.94,49.94,47.13,32.31,15608800,73624788.2725,23761238.0415,23.9708,,2.2706,21.4286,85.7143,64.2857,1.9708,21.0073,26.6878,32.3683,0.2965,156.0503,41.2054,30.7407,44.5279,28.9403,27.4981,21.7168,,2.8421,2.9419,,,,0,29.0905,1.3628,1.0226,0.3402,2.2706,1.5955,0.6751,0.442,6.4161,76.2737,28.1455,28.0756,11.3415,6.4236,6.0994,68076400.0,29.5493,8.7651,24.8132,1.2649,70.6027,23.2003,,26.6878,,89.4672,88.7014,88.7014,93.4553,100.0,100.0,,31.8873,1.8295,27.2962,,70.7277,-3.3892,29.076
2000-08-18,49.63,49.88,45.31,29.75,20054200,56905641.2265,16608229.8715,24.3792,18.0468,2.4316,14.2857,78.5714,64.2857,2.0426,21.2203,26.9526,32.6848,-0.8621,102.2988,16.7545,30.7441,29.6881,29.0644,27.6646,22.6476,,3.4424,1.6079,,,,0,29.1694,1.3325,0.7939,0.5386,2.4316,1.4204,1.0112,0.473,6.6494,73.7848,28.1455,28.0756,14.3362,4.3064,6.8666,48022200.0,26.4426,9.2976,16.9277,1.2322,58.3773,23.7655,,26.9526,,83.1876,71.8304,71.8304,36.2242,66.6667,0.0,,31.6048,2.9753,27.9666,0.7011,60.3242,-31.6146,29.3639
2000-08-25,45.94,54.5,45.5,35.24,34307200,88392027.0043,22190555.652,25.8591,18.5058,2.7961,7.1429,100.0,92.8571,2.3152,21.0705,27.5606,34.0508,0.91,150.7343,40.516,32.0965,45.0985,30.0147,28.2259,24.0809,,3.701,1.1495,,,,0,30.4363,1.7319,0.9546,0.7773,2.7961,1.4244,1.3717,0.5053,6.9354,80.933,30.0356,29.5069,11.7223,9.7623,6.5695,82329400.0,30.9808,10.5241,38.3152,1.4696,70.258,24.2967,,27.5606,,78.5832,75.2178,75.2178,95.9739,65.7269,97.1806,,33.2618,5.8595,28.7055,0.8042,68.2007,-2.0157,30.331
2000-09-01,53.38,56.25,51.94,35.65,21501300,94927224.9161,24536292.2931,27.5552,19.4306,3.1695,0.0,100.0,100.0,2.3503,21.1859,28.1989,35.2119,0.3179,166.6742,41.8296,33.2687,49.6042,30.8809,28.7754,25.241,,4.0421,-0.9282,,,,0,31.4967,2.0573,1.024,1.0333,3.1695,1.4315,1.738,0.5389,7.2225,81.8329,30.5425,30.544,10.7148,9.757,6.5935,103830700.0,31.8078,11.719,37.6894,1.4356,70.9148,25.0797,,28.1989,,73.2924,72.829,72.829,86.2888,65.7269,100.0,,34.5954,2.806,29.4869,0.9197,68.1134,-8.0342,31.2447
2000-09-08,54.0,59.94,54.0,37.85,29286200,106365606.0609,26904824.7111,29.6956,20.3465,3.5498,14.2857,100.0,85.7143,2.4586,20.7139,28.7958,36.8777,0.6953,175.2569,48.5056,34.7391,57.5206,31.9524,29.4473,25.8483,,3.3667,-1.7306,,,,0,32.8688,2.4643,1.1448,1.3195,3.5498,1.455,2.0947,0.5738,7.5287,83.5402,31.6428,31.7451,9.5026,10.7047,6.4964,133116900.0,35.2373,12.8171,39.4414,1.4619,74.2528,26.0031,,28.7958,,79.3368,89.9636,89.9636,87.6282,99.0602,100.0,,36.3031,3.8672,30.3298,1.0537,66.9752,-8.0947,32.3488
2000-09-15,57.88,60.13,56.75,37.03,24277900,83955236.8301,18297304.6077,31.7093,21.3859,3.9993,7.1429,100.0,92.8571,2.4402,20.6672,29.364,38.0608,-0.2959,154.1087,42.0144,35.6962,57.8875,32.7338,30.0091,25.9995,,3.0322,-2.8965,,,,0,33.6928,2.6902,1.0966,1.5936,3.9993,1.523,2.4763,0.6101,7.8237,88.1788,31.6623,31.807,8.8865,8.6316,6.5894,108839000.0,33.3172,14.1946,30.3926,1.4556,71.0072,27.1749,,29.364,,82.2628,83.9957,83.9957,78.0702,93.1853,79.5559,,37.2298,2.2005,31.1878,1.1809,62.3594,-14.4123,33.2305
2000-09-22,56.75,64.31,56.25,41.34,26808100,105375108.2942,19928068.7033,34.0901,22.6066,4.4881,0.0,100.0,100.0,2.6407,20.2084,30.1539,40.0994,0.8375,165.2464,53.5854,37.5115,65.04,34.0581,30.8486,26.2808,,1.0844,-0.0721,,,,0,35.5052,3.1804,1.2694,1.911,4.4881,1.6155,2.8726,0.6478,8.1589,88.8942,33.6148,33.3689,7.6182,12.4936,6.3875,135647100.0,35.9639,15.546,43.3082,1.6226,76.7927,28.3722,,30.1539,,87.03,87.1307,87.1307,95.6938,93.1853,100.0,,39.3513,5.2475,32.1045,1.3309,68.2448,-3.102,34.5764
2000-09-29,63.75,66.94,60.63,41.99,31712800,112562002.7474,21070296.0044,36.5585,24.3047,4.9461,0.0,100.0,100.0,2.7455,20.2516,31.0465,41.8413,0.1189,165.9115,55.0448,39.1051,68.6481,35.2788,31.674,27.3554,,2.6054,7.5152,,,,0,37.0545,3.5801,1.3353,2.2448,4.9461,1.6708,3.2753,0.6871,8.4972,89.8844,34.5668,34.5496,6.7999,11.6062,6.5381,167359900.0,36.5779,16.7414,38.1951,1.6221,77.5224,29.8569,,31.0465,,85.653,85.8324,85.8324,83.7333,93.1853,100.0,,41.0846,4.1081,33.081,1.4874,66.2282,-8.7944,35.8581
2000-10-06,61.0,63.0,57.25,39.71,26506300,120629137.53,22188904.9672,37.345,25.4348,5.2119,0.0,92.8571,92.8571,2.8866,20.9203,31.8332,42.746,-0.0,116.1788,38.6172,39.7863,47.5693,35.9611,32.2696,29.0501,,5.6769,6.8538,,,,0,37.4415,3.6707,1.1407,2.53,5.2119,1.5604,3.6514,0.7277,8.8094,81.3588,35.1964,35.241,11.4714,8.0292,7.2683,140853600.0,32.2868,17.267,25.3408,1.4633,69.3086,31.5038,,31.8332,,83.6014,77.841,77.841,54.0958,66.6667,0.0,,41.4923,4.7201,34.1209,1.6133,67.5595,-23.184,36.6826
2000-10-13,60.25,61.25,54.0,38.25,21279100,127232996.1507,22730572.2888,36.8674,26.0416,5.2759,0.0,85.7143,85.7143,3.0175,21.7471,32.5042,43.2612,-0.2069,82.4193,29.1441,39.9321,30.6588,36.3132,32.7125,29.4779,,6.3032,3.1839,,,,0,37.5194,3.583,0.8424,2.7406,5.2759,1.2906,3.9854,0.7696,9.1038,75.2741,35.4204,35.7473,15.2128,6.441,7.8891,119574500.0,28.6653,17.1436,20.2495,1.3468,64.5721,32.9531,,32.5042,,73.9508,58.179,58.179,36.7079,33.3333,0.0,,41.1862,4.7201,35.1679,1.6946,63.7353,-34.0318,37.192
2000-10-20,59.63,61.5,57.31,39.06,20566600,133074106.8906,22744283.0386,36.4705,26.9162,5.3848,0.0,78.5714,78.5714,2.9968,22.4939,33.1629,43.8319,0.0883,86.7645,31.9274,40.2142,31.3109,36.7362,33.1829,29.1035,,6.4151,0.9486,,,,0,37.6735,3.5383,0.6382,2.9001,5.3848,1.0713,4.3135,0.8127,9.4034,75.9671,35.8696,35.8479,14.2201,6.7514,7.6718,140141100.0,27.1841,17.2141,20.8946,1.3541,65.9637,34.2285,,33.1629,28.5808,60.5813,45.7239,45.7239,46.3679,3.582,10.746,,41.1476,2.7279,36.1538,1.7446,63.8276,-29.2129,37.7162
2000-10-27,60.5,63.94,60.06,41.5,22889600,153721941.9421,27251995.5855,36.5433,28.256,5.5837,0.0,71.4286,71.4286,2.966,23.325,33.9661,44.6073,0.8376,102.9581,39.5935,41.0133,37.4894,37.4698,33.7993,29.7881,,6.7148,0.5871,,,,0,38.0869,3.6578,0.6061,3.0517,5.5837,0.9605,4.6232,0.8573,9.7244,76.1936,35.8696,36.5402,13.3387,11.758,7.1462,163030700.0,29.3378,17.509,39.5272,1.3659,69.7967,35.1567,,33.9661,28.8785,52.2369,52.8078,52.8078,75.3478,17.03,40.3439,,41.8878,2.5651,37.0837,1.7867,65.5434,-14.748,38.4686
