date,open,high,low,close,volume,adx_14_adx,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,ema_14_ema,ema_50_ema,ema_7_ema,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,mfi_14_mfi,mom_10_mom,roc_10_roc,rsi_14_rsi,sar_14_sar,sma_14_sma,sma_50_sma,sma_7_sma
1999-11-12,14.0,14.06,13.13,1.59,2972694,,,,,,,,,,,,,,,,,,,
1999-11-19,13.13,14.0,12.84,1.57,3473547,,,,,,,,,,,,,,,,1.686,,,
1999-11-26,13.13,13.19,12.75,1.54,1772268,,,,,,,,,,,,,,,,1.6846,,,
1999-12-03,12.88,12.94,12.06,1.51,2128053,,,,,,,,,,,,,,,,1.6814,,,
1999-12-10,12.38,13.0,12.25,1.57,2173761,,,,,,,,,,,,,,,,1.6748,,,
1999-12-17,12.94,13.5,12.94,1.59,2265494,,,,,,,,,,,,,,,,1.6684,,,
1999-12-23,13.13,13.75,12.94,1.64,1247521,,,,,,,,1.5726,,,,,,,,1.4612,,,1.5726
1999-12-31,13.63,14.0,13.31,1.65,858027,,,,,,,,1.5923,,,,,,,,1.4633,,,1.5816
2000-01-07,13.88,13.88,12.56,1.58,1463041,,,,,,,,1.588,,,,,,,,1.4679,,,1.5829
2000-01-14,13.13,13.19,12.69,1.56,1830933,,,,,,,,1.5812,,,,,,,,1.4725,,,1.5852
2000-01-21,13.0,13.31,12.69,1.54,1213439,,,,,,,,1.5721,,,,,-0.0441,-2.7728,,1.477,,,1.5895
2000-01-28,12.75,13.0,12.0,1.46,1180160,,,,,,,,1.5444,,,,,-0.1049,-6.6966,,1.6963,,,1.5743
2000-02-04,12.25,12.38,11.56,1.47,1240480,,,,,,,,1.5257,,,,,-0.0748,-4.8435,,1.6939,,,1.5569
2000-02-11,12.13,12.19,11.25,1.39,1094134,,,,,,1.5475,,1.4926,,,,,-0.1212,-8.0,,1.688,1.5475,,1.5223
2000-02-18,11.56,11.63,10.81,1.38,1484854,,0.0966,,,,1.525,,1.4642,,,,28.8081,-0.189,-12.0556,29.0303,1.6783,1.5325,,1.4834
2000-02-25,11.31,11.63,11.06,1.39,2873066,,0.0946,,,,1.5065,,1.4447,,,,41.5764,-0.2048,-12.8713,30.1226,1.6635,1.5196,,1.4564
2000-03-03,11.5,11.75,10.88,1.38,1511307,,0.0943,,,,1.4895,,1.4283,,,,48.5376,-0.2565,-15.6818,29.6552,1.6494,1.5078,,1.4305
2000-03-10,11.25,11.25,10.63,1.36,1650134,,0.093,,,,1.4728,,1.4123,,,,49.9908,-0.287,-17.3768,28.6369,1.6358,1.4971,,1.4047
2000-03-17,11.0,12.13,10.75,1.45,2391679,,0.0984,,,,1.4695,,1.4212,,,,50.0479,-0.1273,-8.0802,41.0009,1.6191,1.4885,,1.4028
2000-03-24,11.75,12.62,11.5,1.53,2502560,,0.1012,1.3305,1.5077,1.6849,1.4779,,1.449,,,,50.2358,-0.0281,-1.8034,50.3929,1.6034,1.4844,,1.4118
2000-03-31,12.63,14.13,12.5,1.69,3230934,,0.1083,1.3219,1.5125,1.7031,1.5056,,1.5082,,,,54.7566,0.1409,9.1176,62.1484,1.3032,1.4879,,1.4535
2000-04-07,13.69,14.5,13.06,1.62,1022666,,0.1131,1.3204,1.5151,1.7098,1.5205,,1.5354,,,,55.1072,0.1558,10.6624,55.772,1.3075,1.4855,,1.4875
2000-04-14,13.13,13.38,12.75,1.59,945600,,0.1106,1.3202,1.5175,1.7149,1.5302,,1.55,,,,56.3648,0.124,8.4389,53.7567,1.3169,1.4868,,1.5172
2000-04-20,12.88,13.06,12.25,1.53,1058453,,0.1098,1.321,1.5184,1.7159,1.5305,,1.5456,,,,58.3679,0.1391,9.9802,48.7632,1.3261,1.4848,,1.5391
2000-04-28,12.5,14.56,12.38,1.75,1912374,,0.121,1.3069,1.5274,1.7479,1.5594,,1.5959,,,,65.1785,0.3681,26.6996,62.0504,1.3351,1.4992,,1.5937
2000-05-05,14.31,17.06,14.31,2.08,3161866,,0.137,1.2244,1.552,1.8797,1.6294,,1.718,,,,73.4079,0.698,50.3576,73.6253,1.3486,1.5437,,1.6846
2000-05-12,16.94,17.63,16.06,2.13,2696694,,0.1409,1.1639,1.5768,1.9897,1.6962,,1.8212,,,,79.787,0.7515,54.4889,74.7705,1.3783,1.5909,,1.7701
2000-05-19,17.31,17.88,17.06,2.16,2993439,33.2349,0.1381,1.1174,1.6023,2.0872,1.7582,,1.9062,,,,84.9387,0.7969,58.4007,75.5234,1.4175,1.6458,,1.8381
2000-05-26,17.88,18.38,16.75,2.19,2548214,34.8878,0.1425,1.0848,1.6331,2.1815,1.8161,,1.9777,,,,89.7912,0.7442,51.3971,76.2856,1.464,1.7039,,1.9202
2000-06-02,17.94,18.56,17.38,2.27,1341813,36.5468,0.1433,1.0555,1.6686,2.2817,1.8767,,2.0509,,,,89.6009,0.7381,48.168,78.1631,1.5192,1.767,,2.0169
2000-06-09,18.38,18.69,18.06,2.24,2760319,38.1385,0.1387,1.0452,1.7034,2.3616,1.9251,,2.0981,,,,90.3747,0.554,32.866,75.6289,1.5811,1.8285,,2.1179
2000-06-16,18.0,18.19,17.38,2.15,1610187,38.6177,0.1359,1.0623,1.7377,2.4131,1.9547,,2.1103,,,,88.3415,0.53,32.7773,68.4579,1.6466,1.8844,,2.1751
2000-06-23,17.25,18.56,16.75,2.09,992800,38.2273,0.1422,1.0886,1.7684,2.4483,1.9721,,2.1041,,,,84.2591,0.4915,30.8422,64.0946,1.7062,1.9299,,2.1752
2000-06-30,16.81,18.31,16.5,2.04,1459841,37.5474,0.148,1.134,1.8007,2.4674,1.9809,,2.0876,0.1611,0.0402,0.1209,78.4823,0.5059,33.0126,60.9169,1.7604,1.9661,,2.162
2000-07-07,16.88,18.0,16.75,2.18,896001,36.9162,0.1507,1.1842,1.8407,2.4971,2.0072,,2.1102,0.1642,0.0346,0.1296,77.0703,0.431,24.6684,66.272,1.8098,2.0012,,2.1644
2000-07-14,17.69,18.81,17.25,2.25,2404000,36.8972,0.1537,1.2393,1.8837,2.5281,2.0392,,2.1444,0.1702,0.0325,0.1377,78.5865,0.163,7.8208,68.5703,1.8547,2.0462,,2.1723
2000-07-21,18.13,18.5,17.63,2.24,1065814,36.8795,0.1504,1.3084,1.9267,2.545,2.0659,,2.1683,0.1724,0.0278,0.1446,81.6012,0.109,5.1155,68.0354,1.9016,2.0924,,2.1679
2000-07-28,17.94,22.31,17.19,2.75,5742081,38.5734,0.1848,1.3364,1.9959,2.6555,2.1569,,2.3134,0.2128,0.0545,0.1583,87.4036,0.5873,27.1735,79.7295,1.9438,2.1793,,2.2406
2000-08-04,22.13,23.06,21.38,2.85,5168374,40.3551,0.1864,1.3583,2.066,2.7736,2.2492,,2.4472,0.2499,0.0733,0.1766,89.149,0.6567,29.9603,81.1867,2.0332,2.2579,,2.3408
2000-08-11,23.5,24.38,22.69,2.96,2800800,42.3308,0.188,1.374,2.1372,2.9004,2.3436,,2.5748,0.2849,0.0866,0.1983,89.4045,0.6869,30.2503,82.6463,2.1236,2.3203,,2.4654
2000-08-18,23.81,24.63,23.31,2.96,2114880,44.2213,0.1862,1.3884,2.2008,3.0133,2.4255,,2.6704,0.309,0.0886,0.2204,89.4852,0.7177,32.0463,82.6463,2.239,2.3794,,2.5967
2000-08-25,23.88,24.0,23.06,2.89,1313121,45.6666,0.1812,1.4457,2.2644,3.0831,2.4872,,2.7249,0.3189,0.0788,0.2401,84.4045,0.7412,34.5224,78.1703,2.3516,2.4313,,2.6982
2000-09-01,23.38,24.0,22.5,2.93,1538613,46.3221,0.1828,1.5246,2.3311,3.1376,2.5459,,2.7755,0.3261,0.0688,0.2573,78.5778,0.8422,40.3897,78.8696,2.4483,2.4838,,2.7954
2000-09-08,23.19,27.06,23.19,3.2,3928587,47.7598,0.2041,1.6107,2.4144,3.2182,2.6331,,2.8816,0.3498,0.074,0.2758,80.8406,1.1613,56.9732,82.9478,2.5315,2.5502,,2.9325
2000-09-15,25.5,26.31,25.38,3.22,2195947,49.0948,0.1977,1.6732,2.4879,3.3026,2.7108,,2.9651,0.3656,0.0719,0.2938,81.0156,1.0379,47.6537,83.1556,2.6562,2.6199,,2.9993
2000-09-22,25.94,26.63,25.0,3.23,2415681,49.91,0.1981,1.6918,2.5452,3.3986,2.7801,,3.0315,0.3751,0.065,0.31,85.6213,0.9836,43.7716,83.3573,2.7621,2.6973,,3.0538
2000-09-29,26.19,26.25,24.0,2.99,3401600,49.6137,0.2039,1.736,2.5881,3.4403,2.808,,3.0211,0.3589,0.0391,0.3198,78.6313,0.7499,33.4843,68.981,2.8521,2.7619,,3.0584
2000-10-06,24.44,25.44,23.0,2.91,4089121,48.4012,0.211,1.786,2.6257,3.4654,2.822,,2.9939,0.3361,0.013,0.3231,72.2037,0.1639,5.9644,65.1159,3.3624,2.8244,,3.052
2000-10-13,23.19,23.56,21.25,2.83,1752321,45.901,0.2164,1.838,2.6578,3.4776,2.8236,,2.954,0.3081,-0.012,0.3201,68.6295,-0.0144,-0.5057,61.354,3.3574,2.8713,,3.0443
2000-10-20,22.69,23.88,21.69,2.87,1359627,43.7512,0.2204,1.8831,2.688,3.4929,2.8303,2.0586,2.9341,0.2858,-0.0274,0.3132,68.2114,-0.0834,-2.8184,62.5379,3.343,2.916,2.0586,3.0367
2000-10-27,23.19,26.75,23.13,3.3,3267680,43.027,0.2368,1.9217,2.741,3.5604,2.893,2.1073,3.0256,0.2991,-0.0113,0.3104,70.3101,0.3429,11.5928,72.3244,3.329,2.9918,2.0928,3.0511
2000-11-03,26.75,27.81,23.75,2.98,4533867,42.7224,0.2559,2.0047,2.7828,3.5609,2.9049,2.1416,3.0148,0.2808,-0.0237,0.3045,58.4062,0.0939,3.2521,59.7735,2.6405,3.0085,2.1211,3.0177
2000-11-10,24.25,25.0,23.69,3.11,1938080,42.393,0.2493,2.1137,2.8338,3.554,2.9318,2.1794,3.0377,0.2731,-0.0251,0.2982,49.9695,0.1789,6.1121,62.5103,2.6486,3.0269,2.1524,2.9999
2000-11-17,25.0,27.31,24.0,3.25,3609813,42.8091,0.2608,2.2523,2.8946,3.537,2.9748,2.2216,3.0918,0.2758,-0.018,0.2937,51.4454,0.0547,1.7087,65.5169,2.6567,3.0481,2.1872,3.0378
2000-11-24,26.0,27.0,25.13,3.31,1787201,43.1954,0.2588,2.3755,2.9512,3.5269,3.0193,2.2642,3.1461,0.2791,-0.0117,0.2908,51.2636,0.0932,2.898,66.584,2.6647,3.0732,2.222,3.0944
2000-12-01,26.81,27.25,25.75,3.36,2168374,43.6285,0.2536,2.503,3.0071,3.5111,3.0654,2.3074,3.2008,0.2829,-0.0063,0.2892,55.8839,0.1342,4.1538,67.6854,2.6726,3.1073,2.2575,3.1702
2000-12-08,26.88,29.5,26.56,3.68,3708374,44.6546,0.2617,2.6257,3.079,3.5322,3.147,2.3611,3.3199,0.3077,0.0148,0.2929,62.4371,0.6875,22.9966,73.0312,2.6804,3.1608,2.2983,3.2849
2000-12-15,29.44,29.75,28.0,3.54,2735681,45.6644,0.2587,2.649,3.1188,3.5885,3.2,2.4075,3.3761,0.313,0.016,0.2969,61.6646,0.6322,21.7043,67.902,2.7005,3.1854,2.3362,3.3198
2000-12-22,28.13,31.0,28.13,3.85,2587413,46.8756,0.2658,2.6187,3.1687,3.7188,3.2865,2.464,3.4942,0.3378,0.0327,0.3051,62.4599,1.014,35.7743,72.6451,2.731,3.2306,2.3816,3.4436
2000-12-29,30.81,32.06,30.5,4.0,1356854,48.209,0.2607,2.5727,3.2207,3.8688,3.3812,2.5241,3.6199,0.3652,0.0481,0.3171,61.7287,1.1228,39.0674,74.6228,2.7766,3.2854,2.4303,3.5708
2001-01-05,31.56,31.56,26.25,3.49,2926987,46.4624,0.2934,2.601,3.2473,3.8937,3.3957,2.562,3.5873,0.3421,0.02,0.3221,61.7385,0.1895,5.7425,58.9609,2.838,3.3211,2.4692,3.6044
2001-01-12,27.81,28.56,24.56,3.19,2849761,43.9784,0.3081,2.6367,3.2626,3.8884,3.3686,2.5867,3.4886,0.2963,-0.0206,0.3169,63.1791,0.2103,7.0535,52.0627,2.8963,3.3411,2.5039,3.5878
2001-01-19,25.5,26.56,25.06,3.29,1036907,41.6717,0.2995,2.6738,3.2805,3.8871,3.3576,2.6142,3.438,0.2646,-0.0419,0.3065,63.991,0.1798,5.7869,53.8933,2.9517,3.3734,2.5402,3.5765
2001-01-26,26.25,29.25,26.25,3.55,2195734,40.4924,0.3049,2.6815,3.2981,3.9148,3.3836,2.6509,3.4666,0.258,-0.0388,0.2968,65.0965,0.2979,9.1554,58.7153,3.0044,3.4218,2.5834,3.5587
2001-02-02,28.44,28.8,26.8,3.54,1834614,39.3974,0.3009,2.6902,3.3144,3.9386,3.4046,2.6858,3.4852,0.2489,-0.0383,0.2872,63.9524,0.232,7.0121,58.4372,3.0544,3.439,2.6266,3.5582
2001-02-09,28.4,29.35,27.65,3.59,1952640,38.5672,0.2946,2.6983,3.3322,3.9661,3.4289,2.7212,3.5107,0.2427,-0.0356,0.2783,74.2268,0.2223,6.6073,59.2908,3.1019,3.4822,2.6706,3.5209
2001-02-16,28.8,29.65,27.25,3.45,2410080,37.5534,0.295,2.7395,3.3551,3.9707,3.4314,2.7497,3.4949,0.2239,-0.0435,0.2674,72.5769,-0.2298,-6.25,55.5702,3.147,3.5066,2.712,3.4423
2001-02-23,27.5,27.5,25.32,3.29,3515468,35.5324,0.2943,2.7915,3.374,3.9564,3.4125,2.7709,3.4436,0.194,-0.0587,0.2527,62.5308,-0.2548,-7.1882,51.6438,4.0044,3.5091,2.7505,3.4138
2001-03-02,26.34,28.5,26.34,3.53,2341868,34.1227,0.2938,2.8787,3.4087,3.9388,3.4282,2.8006,3.4653,0.1876,-0.0521,0.2397,63.2592,-0.3181,-8.2665,56.6753,3.996,3.5249,2.7922,3.462
2001-03-09,28.2,28.45,27.51,3.53,1215253,32.8137,0.2812,2.9699,3.4417,3.9136,3.4423,2.8294,3.4824,0.1807,-0.0472,0.2279,62.3256,-0.463,-11.5836,56.7513,3.9877,3.537,2.8322,3.4974
2001-03-16,28.2,28.55,26.75,3.42,1920693,31.1615,0.2773,2.9805,3.448,3.9154,3.44,2.8527,3.468,0.1646,-0.0507,0.2152,53.9014,-0.0651,-1.8653,53.8043,3.9794,3.5189,2.867,3.4792
2001-03-23,27.25,28.25,25.8,3.39,1728214,29.1074,0.2795,3.0511,3.4684,3.8857,3.4334,2.8738,3.4487,0.1473,-0.0543,0.2017,46.5284,0.1983,6.2107,52.8864,3.9712,3.5079,2.9024,3.4577
2001-03-30,27.0,28.72,26.72,3.57,2507094,27.4381,0.2774,3.107,3.4913,3.8756,3.451,2.901,3.4779,0.146,-0.0445,0.1905,46.0662,0.2791,8.4931,56.9574,3.9632,3.4877,2.9419,3.4546
2001-04-06,28.55,29.9,28.25,3.59,1995467,26.4571,0.2724,3.1376,3.5081,3.8786,3.4696,2.928,3.506,0.1454,-0.0361,0.1815,47.0413,0.0382,1.0744,57.5261,3.9552,3.4587,2.983,3.4751
2001-04-12,28.55,29.0,28.0,3.54,929439,25.3926,0.2619,3.1607,3.5199,3.8791,3.4795,2.9522,3.5155,0.1395,-0.0336,0.1731,50.4638,0.003,0.0835,56.0507,3.9472,3.4626,3.019,3.5113
2001-04-20,28.15,29.05,27.84,3.53,2242933,24.3015,0.2541,3.1758,3.528,3.8801,3.4858,2.9747,3.5182,0.1319,-0.0329,0.1649,51.173,-0.0608,-1.6959,55.4709,3.9394,3.4864,3.0478,3.5108
2001-04-27,27.9,28.98,26.9,3.62,1567253,22.696,0.2546,3.177,3.5249,3.8728,3.5031,2.9998,3.5426,0.1316,-0.0266,0.1582,50.0402,0.1682,4.8789,57.8518,3.9316,3.5099,3.0775,3.5225
2001-05-04,28.8,29.32,27.89,3.56,1613974,21.405,0.2492,3.1775,3.5256,3.8737,3.5105,3.0217,3.5467,0.1253,-0.0263,0.1516,49.0642,0.2691,8.1787,55.8149,3.9239,3.5104,3.1055,3.5416
2001-05-11,28.2,28.7,27.76,3.51,1473494,20.1195,0.2398,3.1936,3.5086,3.8237,3.5103,3.0408,3.5372,0.115,-0.0293,0.1443,42.9889,-0.0213,-0.6046,53.9949,3.9163,3.5081,3.1318,3.5585
2001-05-18,27.9,28.85,27.2,3.6,1994880,18.8161,0.2375,3.2613,3.489,3.7167,3.5228,3.0629,3.554,0.1131,-0.0249,0.1381,43.0524,0.0703,1.9893,56.8723,3.9088,3.5093,3.1585,3.5641
2001-05-25,28.75,28.79,27.85,3.52,1365388,17.6058,0.229,3.2624,3.4905,3.7187,3.5225,3.0809,3.5455,0.1037,-0.0275,0.1312,44.7512,0.0954,2.7859,53.6845,3.9013,3.5145,3.1841,3.554
2001-06-01,27.85,28.45,27.35,3.52,1425280,16.734,0.2212,3.324,3.5068,3.6895,3.5218,3.098,3.5385,0.095,-0.029,0.124,48.1869,0.1268,3.7394,53.588,3.8939,3.5308,3.2115,3.5503
2001-06-08,27.75,29.36,27.75,3.69,2558186,15.9431,0.2199,3.3581,3.5267,3.6954,3.5436,3.121,3.5753,0.1004,-0.0188,0.1192,48.8863,0.1202,3.3703,58.9094,3.8866,3.5419,3.2435,3.573
2001-06-15,29.2,29.8,28.45,3.6,1826294,15.51,0.2163,3.3576,3.5293,3.701,3.5516,3.1399,3.5823,0.097,-0.0178,0.1148,50.2562,0.013,0.3624,55.5568,3.8794,3.5469,3.2748,3.5713
2001-06-22,28.5,28.75,28.1,3.62,1703413,14.8182,0.2067,3.3573,3.533,3.7088,3.5602,3.1586,3.5908,0.0942,-0.0165,0.1107,50.545,0.0721,2.034,55.9719,3.8722,3.5605,3.3036,3.5794
2001-06-29,28.6,29.42,28.05,3.66,3065654,14.6514,0.2043,3.3537,3.5367,3.7197,3.5735,3.1783,3.6081,0.0945,-0.013,0.1074,59.5621,0.1338,3.7952,57.4694,3.8651,3.5798,3.3318,3.601
2001-07-06,29.0,29.17,28.6,3.66,1566827,14.4964,0.1949,3.3615,3.5474,3.7333,3.5853,3.1972,3.6215,0.0937,-0.011,0.1047,58.1947,0.046,1.2713,57.5138,3.8581,3.5866,3.3603,3.6092
2001-07-13,29.01,29.01,27.5,3.55,1826241,13.5225,0.1946,3.417,3.5605,3.7041,3.581,3.2112,3.6043,0.0834,-0.017,0.1004,50.6419,-0.0061,-0.1711,52.4369,3.8511,3.584,3.3764,3.6139
2001-07-20,28.25,29.16,25.32,3.29,4736267,14.0487,0.2153,3.3621,3.5484,3.7347,3.5419,3.2142,3.5252,0.0532,-0.0378,0.091,44.3788,-0.2209,-6.2962,42.5579,3.8442,3.5657,3.3851,3.5811
2001-07-27,26.0,26.44,25.3,3.26,3989813,14.5486,0.2102,3.3107,3.5349,3.7591,3.5047,3.2161,3.4596,0.027,-0.0512,0.0782,42.3044,-0.3416,-9.4771,41.7512,3.8374,3.5468,3.3912,3.5207
2001-08-03,25.25,27.4,24.8,3.38,4307681,14.2056,0.2186,3.3037,3.5328,3.7618,3.4884,3.2226,3.4403,0.0156,-0.05,0.0657,51.3915,-0.1376,-3.9078,46.9003,3.8307,3.5302,3.3997,3.4891
2001-08-10,26.9,28.37,26.9,3.45,2911520,13.2177,0.2172,3.3132,3.5359,3.7587,3.4839,3.2317,3.4439,0.0123,-0.0427,0.055,53.1352,-0.0631,-1.794,49.7694,3.8167,3.5227,3.4111,3.466
2001-08-17,27.45,28.02,27.21,3.49,1553067,12.3003,0.2089,3.3092,3.5323,3.7554,3.485,3.2419,3.456,0.0126,-0.0339,0.0465,57.5074,-0.1931,-5.2397,51.262,3.8029,3.5215,3.4224,3.4421
2001-08-24,27.68,28.61,27.56,3.55,1751040,11.8832,0.2035,3.3087,3.5304,3.752,3.4939,3.2541,3.4799,0.0174,-0.0233,0.0407,57.2024,-0.0517,-1.4361,53.5889,3.7895,3.5178,3.4294,3.4264
2001-08-31,28.05,28.11,26.6,3.39,2555041,11.3081,0.2028,3.2927,3.5226,3.7525,3.4799,3.2594,3.4572,0.008,-0.0262,0.0342,55.3954,-0.2272,-6.2827,46.9618,3.7763,3.5084,3.4329,3.4029
2001-09-07,26.85,27.05,25.55,3.29,1789653,11.3892,0.2019,3.2601,3.5109,3.7617,3.4549,3.2607,3.416,-0.0072,-0.0331,0.0259,54.9805,-0.3678,-10.0496,43.5269,3.7634,3.4923,3.4341,3.4036
2001-09-10,25.56,26.04,25.15,3.3,372160,11.7209,0.1956,3.2332,3.4951,3.7571,3.4342,3.2622,3.387,-0.0184,-0.0354,0.017,50.8435,-0.3615,-9.8726,43.8759,3.7507,3.4648,3.4403,3.4089
2001-09-21,24.5,24.6,21.2,2.87,2648267,13.8508,0.2251,3.0866,3.4609,3.8352,3.3597,3.247,3.2589,-0.0608,-0.0623,0.0015,44.7732,-0.6781,-19.0865,31.9902,3.7383,3.4128,3.4396,3.3364
