date,open,high,low,close,volume,adx_14_adx,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,ema_14_ema,ema_50_ema,ema_7_ema,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,mfi_14_mfi,mom_10_mom,roc_10_roc,rsi_14_rsi,sar_14_sar,sma_14_sma,sma_50_sma,sma_7_sma
2014-03-28,16.05,16.75,16.03,4.79,657600,,,,,,,,,,,,,,,,,,,
2014-04-04,16.27,16.69,16.15,4.93,819900,,,,,,,,,,,,,,,,4.6352,,,
2014-04-11,16.7,17.11,16.47,4.98,511700,,,,,,,,,,,,,,,,4.6382,,,
2014-04-17,16.8,17.8,16.63,5.23,505200,,,,,,,,,,,,,,,,4.6467,,,
2014-04-25,17.66,18.64,17.25,5.41,452300,,,,,,,,,,,,,,,,4.6653,,,
2014-05-02,18.39,18.69,17.84,5.38,617200,,,,,,,,,,,,,,,,4.6993,,,
2014-05-09,18.33,18.41,17.5,5.3,377100,,,,,,,,5.1444,,,,,,,,4.7408,,,5.1444
2014-05-16,18.05,18.33,17.52,5.38,190900,,,,,,,,5.2023,,,,,,,,4.7802,,,5.2277
2014-05-23,18.08,19.63,18.08,5.68,436500,,,,,,,,5.3212,,,,,,,,4.8177,,,5.3351
2014-05-30,19.31,21.42,19.2,6.27,669600,,,,,,,,5.5583,,,,,,,,4.8772,,,5.5189
2014-06-06,21.54,23.75,20.13,6.64,1557800,,,,,,,,5.8279,,,,,1.8433,38.4568,,4.9794,,,5.7205
2014-06-13,21.95,24.41,21.67,6.46,2311500,,,,,,,,5.9871,,,,,1.5386,31.2312,,5.1432,,,5.8714
2014-06-20,21.78,21.78,18.11,5.36,2660400,,,,,,,,5.8299,,,,,0.3758,7.5416,,5.3303,,,5.8689
2014-06-27,18.56,19.24,17.85,5.75,1611100,,,,,,5.5391,,5.8109,,,,,0.5287,10.1184,,7.2223,5.5391,,5.9339
2014-07-03,19.16,22.41,19.12,6.75,1605600,,0.5366,,,,5.7006,,6.0457,,,,68.9895,1.3415,24.8025,70.6763,7.2029,5.6789,,6.1301
2014-07-11,22.3,22.3,20.32,6.31,505100,,0.5422,,,,5.7818,,6.1116,,,,64.8568,0.9333,17.3597,64.2335,7.1837,5.7777,,6.2204
2014-07-18,20.76,20.99,20.12,6.25,232700,,0.5223,,,,5.8441,,6.1459,,,,62.6439,0.9498,17.924,63.3812,7.1647,5.8682,,6.2174
2014-07-25,20.59,20.69,20.2,6.19,111500,,0.4957,,,,5.8896,,6.1558,,,,60.9126,0.8095,15.0574,62.4442,7.1458,5.9368,,6.153
2014-08-01,20.58,20.69,19.0,5.75,336900,,0.4968,,,,5.8711,,6.0546,,,,58.2323,0.073,1.2856,56.2983,7.1272,5.9612,,6.051
2014-08-08,19.17,20.65,17.4,5.42,4433100,,0.5314,4.5605,5.7106,6.8607,5.8108,,5.8956,,,,42.6296,-0.8508,-13.5707,52.0814,7.1087,5.9643,,6.0596
