date,open,high,low,close,volume,adx_14_adx,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,ema_12_ema,ema_26_ema,ema_5_ema,mfi_14_mfi,mom_10_mom,rsi_14_rsi,sar_14_sar,sma_100_sma,sma_20_sma,sma_50_sma,sma_8_sma,stochrsi_14_fastd,stochrsi_14_fastk
1999-11-12,34.31,34.81,33.19,10.69,2630600,,,,,,,,,,,,,,,,,,
1999-11-19,33.19,33.94,32.63,10.47,2107500,,,,,,,,,,,,11.1458,,,,,,
1999-11-26,32.69,32.69,31.69,10.17,1349100,,,,,,,,,,,,11.1389,,,,,,
1999-12-03,31.5,31.75,30.56,9.99,2367100,,,,,,,,,,,,11.119,,,,,,
1999-12-10,31.19,32.0,31.19,10.17,2696400,,,,,,,,10.2948,,,,11.079,,,,,,
1999-12-17,31.75,31.81,31.25,10.13,2729100,,,,,,,,10.2391,,,,11.0402,,,,,,
1999-12-23,31.63,32.63,31.5,10.43,1584300,,,,,,,,10.3012,,,,11.0025,,,,,,
1999-12-31,32.44,32.81,32.0,10.29,1403500,,,,,,,,10.2967,,,,10.966,,,,10.2893,,
2000-01-07,32.0,33.75,31.12,10.77,1798100,,,,,,,,10.4538,,,,10.9306,,,,10.2993,,
2000-01-14,33.63,34.0,33.44,10.83,1535500,,,,,,,,10.5778,,,,10.8962,,,,10.3442,,
2000-01-21,33.69,34.0,33.0,10.89,1203100,,,,,,,,10.6807,,0.1985,,9.785,,,,10.4342,,
2000-01-28,34.0,34.44,32.63,10.57,3609600,,,,,,10.4468,,10.6425,,0.0993,,9.796,,,,10.5067,,
2000-02-04,33.19,34.94,33.0,10.91,2935800,,,,,,10.5174,,10.7303,,0.7396,,9.8207,,,,10.5991,,
2000-02-11,34.0,34.0,31.31,10.37,3547800,,,,,,10.4945,,10.6098,,0.382,,9.8617,,,,10.6293,,
2000-02-18,31.81,32.31,29.88,9.76,1717700,,0.4449,,,,10.3814,,10.3262,39.391,-0.4069,37.6468,11.1875,,,,10.546,,
2000-02-25,30.0,30.56,28.0,9.19,2218200,,0.4727,,,,10.1979,,9.9471,39.567,-0.9389,32.359,11.173,,,,10.4086,,
2000-03-03,28.38,29.13,27.06,8.9,2076400,,0.4872,,,,9.9985,,9.5987,38.9541,-1.5235,30.0716,11.1321,,,,10.1753,,
2000-03-10,27.31,27.94,25.94,8.49,2773700,,0.4989,,,,9.7671,,9.2306,38.8975,-1.7933,27.1372,11.0627,,,,9.8839,,
2000-03-17,26.63,31.13,26.13,9.9,3480200,,0.5813,,,,9.788,,9.4546,39.9783,-0.8654,46.5493,10.9584,,,,9.761,,
2000-03-24,30.44,30.44,28.5,9.76,1859400,,0.585,8.8461,10.1321,11.418,9.7835,,9.5561,46.8087,-1.0665,45.2277,10.8583,,10.1321,,9.6601,,
2000-03-31,29.94,30.44,29.25,9.72,1826100,,0.5709,8.812,10.0835,11.3551,9.7733,,9.6097,47.0423,-1.1697,44.8227,10.7622,,10.0835,,9.5115,94.7657,91.1055
2000-04-07,29.81,32.31,29.5,9.94,2330900,,0.5955,8.7968,10.0573,11.3177,9.7992,,9.7204,48.4659,-0.6246,47.509,10.6699,,10.0573,,9.4581,94.7657,100.0
2000-04-14,30.56,34.38,30.56,10.84,3175900,,0.6433,8.7856,10.0909,11.3962,9.959,,10.093,50.7069,-0.0676,56.5817,8.4554,,10.0909,,9.593,97.0352,100.0
2000-04-20,33.25,34.0,32.31,11.02,2197200,,0.6367,8.7773,10.1426,11.5078,10.1224,,10.4022,51.731,0.6519,58.1674,8.4829,,10.1426,,9.8219,100.0,100.0
2000-04-28,33.81,38.5,33.81,11.94,3107400,,0.7005,8.657,10.2312,11.8055,10.402,,10.9147,58.2442,2.1807,65.0828,8.5101,,10.2312,,10.2017,100.0,100.0
2000-05-05,37.38,37.38,34.0,11.29,4203700,,0.7291,8.6504,10.2893,11.9282,10.5383,10.2841,11.0391,56.7533,2.0992,57.7866,8.5909,,10.2893,,10.5509,86.1608,58.4824
2000-05-12,34.0,36.44,34.0,11.95,2442900,,0.7348,8.5731,10.3657,12.1583,10.7561,10.4078,11.3442,56.39,3.0525,62.4247,8.6701,,10.3657,,10.8073,75.7384,68.7328
2000-05-19,36.13,36.81,34.88,11.95,1743200,29.7076,0.728,8.5283,10.4491,12.3698,10.9405,10.5224,11.5477,64.6071,3.46,62.4247,8.7476,,10.4491,,11.0818,63.5949,63.5694
2000-05-26,36.06,37.25,35.0,11.81,2502000,30.8209,0.7293,8.4939,10.5012,12.5086,11.0746,10.6179,11.6357,70.3328,1.9093,60.7686,8.8237,,10.5012,,11.3436,57.7244,40.8708
2000-06-02,35.81,35.81,34.56,11.48,1723400,31.4741,0.7068,8.4856,10.534,12.5824,11.137,10.6818,11.584,70.5026,1.7212,56.9825,8.8982,,10.534,,11.536,34.8134,0.0
2000-06-09,34.63,34.88,33.5,11.48,2310500,31.2119,0.689,8.4788,10.5637,12.6486,11.1898,10.741,11.5494,69.1358,1.7636,56.9825,8.9712,,10.5637,,11.6163,13.6236,0.0
2000-06-16,35.25,35.94,34.13,11.56,2596100,31.4098,0.6827,8.4836,10.6135,12.7435,11.2473,10.8019,11.5541,75.773,1.6215,57.7458,9.0428,,10.6135,,11.6841,4.6751,14.0254
2000-06-23,34.81,34.81,32.0,10.67,4316100,30.0983,0.7021,8.4759,10.6018,12.7278,11.1587,10.7922,11.2599,64.9573,-0.1666,47.8975,9.1129,,10.6018,,11.5255,4.6751,0.0
2000-06-30,32.19,32.5,29.44,9.82,5561300,28.3746,0.7244,8.4234,10.5745,12.7256,10.9532,10.7204,10.7809,55.293,-1.1978,40.7711,9.1816,,10.5745,,11.3424,4.6751,0.0
2000-07-07,30.0,31.56,29.94,10.32,2218400,26.774,0.7184,8.4803,10.6026,12.7249,10.8558,10.6908,10.6273,55.7867,-1.6198,45.8545,9.249,,10.6026,,11.1381,9.9823,29.9469
2000-07-14,31.19,33.31,31.19,10.71,4547700,25.326,0.7187,8.6579,10.6787,12.6995,10.8336,10.6923,10.6553,58.1462,-0.5767,49.5246,9.315,,10.6787,,10.9827,27.1715,51.5678
