date,open,high,low,close,volume,ad_14_chaikin a/d,adosc_14_adosc,adx_14_adx,adxr_14_adxr,apo_14_apo,aroon_14_aroon down,aroon_14_aroon up,aroonosc_14_aroonosc,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,bop_14_bop,cci_20_cci,cmo_14_cmo,dema_14_dema,dx_14_dx,ema_12_ema,ema_14_ema,ema_26_ema,ht_dcperiod_14_dcperiod,ht_phasor_14_phase,ht_phasor_14_quadrature,ht_trendmode_14_trendmode,kama_14_kama,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,macdext_14_macd,macdext_14_macd_hist,macdext_14_macd_signal,mama_14_fama,mama_14_mama,mfi_14_mfi,midpoint_14_midpoint,midprice_14_midprice,minus_di_14_minus_di,mom_10_mom,natr_14_natr,obv_14_obv,plus_di_14_plus_di,ppo_14_ppo,roc_10_roc,rocr_14_rocr,rsi_14_rsi,sar_14_sar,sma_20_sma,stoch_14_slowd,stoch_14_slowk,stochf_14_fastd,stochf_14_fastk,stochrsi_14_fastd,stochrsi_14_fastk,tema_14_tema,trange_14_trange,trima_14_trima,trix_14_trix,ultosc_14_ultosc,willr_14_willr,wma_14_wma
2025-08-29,3.57,4.5,2.95,4.34,1026177,597485.9766,8560791.7542,53.9008,,0.7025,0.0,85.7143,85.7143,0.8712,-1.1394,1.3968,3.9331,0.4968,168.1908,20.3146,3.2777,50.2035,2.4496,2.3132,1.7132,,,,0,3.2527,,,,,,,,,95.6143,2.4585,2.7162,10.8564,3.7286,20.0738,67426675.0,32.7466,57.3869,609.8463,7.4315,60.1573,0.7221,1.3968,74.5664,74.2021,74.2021,82.3151,99.4963,100.0,,1.55,1.4831,,,-12.6507,2.4053
2025-09-05,4.11,4.7,3.12,3.71,1766746,150208.5082,7170562.3767,53.7779,,0.8464,7.1429,78.5714,71.4286,0.9218,-1.1483,1.5512,4.2507,-0.2532,134.1255,7.3657,3.4967,52.181,2.6435,2.4994,1.8611,,,,0,3.3352,,,,,,,,,90.1842,2.4585,2.7162,9.5028,3.1215,24.8472,65659929.0,30.2419,63.1585,530.4163,6.3419,53.6828,0.8054,1.5512,71.1988,69.389,69.389,55.957,85.5041,58.0235,,1.58,1.8222,,61.5721,-27.1414,2.6681
2025-09-12,3.8,5.89,3.8,4.32,2113852,-921888.6784,5608841.0377,54.3567,,1.0126,0.0,100.0,100.0,1.0117,-1.1779,1.737,4.6518,0.2464,149.8602,16.6437,3.8156,61.8806,2.9007,2.7415,2.0429,,,,0,3.5317,,,,,,,,,90.8773,2.4585,3.225,8.0174,3.7379,23.4462,67773781.0,34.0473,68.2991,647.704,6.7899,58.3218,0.8871,1.737,69.2214,64.0732,64.0732,53.9474,76.558,71.6506,,2.18,2.1957,,53.2972,-29.5503,2.9819
2025-09-19,4.33,4.73,3.15,3.33,2085663,-2530949.7487,3948086.4187,53.6615,,1.14,21.4286,92.8571,71.4286,1.052,-1.0664,1.8752,4.8168,-0.6348,90.531,-0.7802,3.8189,44.6243,2.9667,2.82,2.1382,,,,0,3.5123,,,,,,,,,85.6564,2.4585,3.225,11.6226,2.698,31.5906,65688118.0,30.3547,71.9834,426.8987,5.6269,49.6099,1.0372,1.8752,59.493,45.0169,45.0169,25.1462,43.2247,0.0,,1.5754,2.5455,,47.6763,-48.0309,3.1292
2025-09-26,3.29,3.43,1.8,2.87,4400832,-1154002.3131,3347889.4933,51.0272,,1.2454,14.2857,85.7143,71.4286,1.0933,-0.9271,1.987,4.9012,-0.2577,35.8202,-7.7134,3.6981,16.7805,2.9518,2.8267,2.1925,,,,0,3.4707,,,,,,,,,78.8844,2.4585,3.225,19.299,2.2504,38.0925,61287286.0,27.082,74.6067,363.2021,4.6941,46.1433,1.1828,1.987,48.0583,35.085,35.085,26.1614,23.8835,0.0,,1.63,2.8572,,50.6069,-56.6615,3.1892
2025-10-03,2.75,4.0,2.75,3.52,2258369,-630060.7051,2964709.4906,49.0595,,1.3737,7.1429,78.5714,71.4286,1.1045,-0.7796,2.1335,5.0466,0.616,63.9602,2.6394,3.7545,23.4792,3.0392,2.9191,2.2908,15.6064,0.9209,-0.6074,0,3.4749,,,,,,,0.0146,0.4067,80.0033,2.4585,3.225,17.7211,1.17,31.3764,63545655.0,28.596,77.1046,49.7872,5.9813,51.3197,1.324,2.1335,37.0741,31.1205,31.1205,42.0538,14.168,42.5041,,1.25,3.1309,,52.3113,-44.4661,3.3143
2025-10-10,3.49,3.78,3.27,3.51,639416,-670740.5097,2525491.4161,47.2323,,1.5043,0.0,71.4286,71.4286,1.0618,-0.6011,2.2798,5.1607,0.0394,62.4737,2.4762,3.7902,23.4792,3.1117,2.9979,2.3811,16.865,0.6771,-1.0505,0,3.4779,0.6077,0.143,0.4647,1.5043,0.5923,0.912,0.0167,0.4378,80.3361,2.4798,3.2272,17.1093,0.56,30.2514,62906239.0,27.6087,79.5084,18.9831,6.0821,51.2381,1.461,2.2798,34.2934,36.6748,36.6748,41.8093,28.1127,41.8341,,0.5077,3.3489,,50.3808,-44.6906,3.4102
2025-10-17,3.63,6.28,3.63,5.91,1356396,307328.7705,2427425.0279,47.1233,,1.5976,0.0,100.0,100.0,1.1838,-0.6284,2.546,5.7205,0.8605,135.2036,30.8794,4.4093,45.7057,3.5422,3.3862,2.6425,17.9479,0.3076,-1.1339,0,3.8257,0.7957,0.2648,0.5309,1.5976,0.5116,1.086,0.0191,0.4925,81.1561,3.2648,3.4398,14.2241,3.27,20.0305,64262635.0,38.1722,76.2428,123.8636,9.3513,65.4397,1.5939,2.546,42.1111,58.5381,58.5381,91.7513,61.4461,100.0,,2.7695,3.5409,,54.2475,-6.5059,3.7981
2025-10-24,5.96,8.0,5.5,7.64,2313963,1954336.8626,2690679.9868,47.7091,,1.7176,0.0,100.0,100.0,1.2777,-0.8516,2.8963,6.6441,0.6725,195.201,43.6251,5.3317,55.3249,4.1726,3.9533,3.0127,18.8405,-0.0651,-1.4733,0,4.5025,1.072,0.4329,0.6391,1.7176,0.4798,1.2378,0.0218,0.564,82.8392,4.995,4.3025,12.2221,4.02,16.7235,66576598.0,42.4935,72.5925,111.0497,12.3305,71.8126,1.7813,2.8963,57.0437,75.9181,75.9181,94.1935,80.6114,100.0,,2.498,3.7369,,60.4385,-4.8682,4.3665
2025-10-31,7.14,8.25,5.31,5.71,1762604,671352.9987,2145545.7872,48.3392,,1.7756,0.0,100.0,100.0,1.3964,-0.6301,3.1522,6.9344,-0.4864,148.727,17.5771,5.5851,56.5301,4.4091,4.1876,3.2125,19.6842,-0.841,-0.1924,0,4.5678,1.1222,0.3865,0.7357,1.7756,0.4186,1.357,0.0248,0.6154,64.4063,5.14,5.015,10.3719,2.11,24.4555,64813994.0,37.3478,69.2526,58.6111,2.4298,58.7886,2.0922,3.1522,71.4591,79.921,79.921,53.8182,78.8994,36.6983,,2.94,3.9026,,54.7302,-39.2581,4.6106
2025-11-07,5.7,5.91,4.93,5.69,561811,980922.3252,1825986.056,48.4514,,1.7536,0.0,92.8571,92.8571,1.3667,-0.3415,3.4061,7.1537,-0.0102,100.471,17.3396,5.7727,49.9103,4.6062,4.3879,3.396,20.9555,-0.3985,2.1584,0,4.6165,1.1472,0.3292,0.818,1.7536,0.2958,1.4578,0.028,0.6662,58.9813,5.14,5.025,11.8359,1.35,24.0188,64252183.0,35.4228,63.5706,31.106,1.9288,58.6698,2.4617,3.4061,73.7888,65.5275,65.5275,48.5706,57.6065,36.1211,,0.98,4.0754,,58.619,-39.6899,4.8201
2025-11-14,5.84,5.99,4.5,4.72,171105,860325.3989,1490886.5935,48.0309,,1.6881,50.0,85.7143,35.7143,1.3755,0.0586,3.6127,7.1668,-0.7517,73.8528,6.1418,5.6707,42.5648,4.6237,4.4322,3.4941,22.5782,0.3417,3.4366,0,4.6194,1.0763,0.2066,0.8697,1.6881,0.1552,1.5329,0.0314,0.7067,56.1452,5.255,5.025,13.1603,1.01,29.1413,64081078.0,32.6662,57.8655,27.2237,1.7879,53.0709,2.809,3.6127,62.4808,41.994,41.994,23.5931,24.2731,0.0,,1.4899,4.2744,,54.4867,-54.7287,4.8741
2025-11-21,4.66,4.99,3.9,4.36,252140,821000.8117,1205752.9362,46.9418,,1.5445,42.8571,78.5714,35.7143,1.3551,0.522,3.8018,7.0816,-0.2752,35.5215,2.242,5.4876,32.7839,4.5831,4.4225,3.5582,24.5192,1.7186,5.134,0,4.6166,0.9798,0.0881,0.8917,1.5445,-0.0333,1.5778,0.035,0.7433,49.9604,5.255,5.025,15.5805,0.045,31.0798,63828938.0,30.779,50.4337,1.0429,1.2044,51.121,3.1354,3.8018,45.0336,27.5795,27.5795,10.5747,12.0404,0.0,5.4142,1.09,4.4843,,53.4844,-60.3101,4.8604
2025-11-28,4.37,5.0,4.37,4.48,127551,738347.7637,953194.7487,45.9335,49.9171,1.4589,35.7143,71.4286,35.7143,1.3036,1.0461,3.9942,6.9423,0.176,38.5471,3.5146,5.3599,32.8253,4.5673,4.4302,3.6265,26.7589,3.6758,1.4437,0,4.615,0.9026,0.0087,0.8939,1.4589,-0.1426,1.6016,0.0387,0.7806,52.7924,5.255,5.025,15.0356,1.15,29.0992,63956489.0,29.73,45.4157,34.5345,1.2444,51.7573,3.4423,3.9942,28.469,15.8337,15.8337,13.3333,2.7661,8.2983,5.179,0.635,4.7133,7.7,51.9015,-58.4496,4.8556
2025-12-05,4.48,5.8,4.22,4.91,351308,693820.1472,749053.5442,45.4599,49.6189,1.3441,28.5714,64.2857,35.7143,1.3234,1.6794,4.2088,6.7381,0.2721,51.2438,8.1295,5.3554,39.3023,4.62,4.4942,3.7216,27.5776,2.7355,-5.754,0,4.6176,0.8661,-0.0222,0.8883,1.3441,-0.2542,1.5983,0.0426,0.8219,51.574,5.255,5.025,13.7469,2.04,26.9533,64307797.0,31.5495,39.8042,71.0801,1.1313,54.0648,3.7308,4.2088,22.497,24.0778,24.0778,48.3254,15.7649,38.9964,5.1392,1.5803,4.9261,6.9354,45.3916,-51.7829,4.8997
2025-12-12,4.97,5.24,3.82,4.13,273569,539696.7669,548406.1991,44.532,49.4444,1.2747,21.4286,57.1429,35.7143,1.3303,1.9153,4.2978,6.6802,-0.5915,6.7285,-1.1104,5.1499,32.4699,4.5446,4.4456,3.7518,29.0911,0.6804,-6.6431,0,4.614,0.7655,-0.0983,0.8638,1.2747,-0.2981,1.5727,0.0467,0.855,55.0491,5.255,5.025,14.8515,0.61,32.2108,64034228.0,29.1332,36.2861,17.3295,1.1132,49.4448,8.25,4.2978,21.7421,25.3148,25.3148,14.2857,15.7649,0.0,4.8265,1.42,5.0481,6.1861,37.2392,-63.876,4.8344
2025-12-19,4.13,4.25,3.61,4.03,143918,584700.661,430787.5061,43.4151,48.5383,1.2399,14.2857,50.0,35.7143,1.281,2.0462,4.3518,6.6573,-0.1563,-31.3463,-2.2635,4.9525,28.8955,4.4654,4.3902,3.7724,29.4046,-0.8854,-6.5534,0,4.6102,0.6699,-0.1551,0.825,1.2399,-0.2931,1.533,0.0509,0.8867,48.5976,5.255,5.025,15.4953,0.52,31.7864,63890310.0,28.0893,34.0215,14.8148,0.934,48.8682,8.2057,4.3518,25.5516,27.2622,27.2622,19.1755,12.9988,0.0,4.5493,0.6399,5.07,5.474,43.026,-65.4264,4.7518
2025-12-26,4.01,4.3,3.78,3.99,52503,574200.061,340167.1675,42.4164,46.7218,1.1482,7.1429,42.8571,35.7143,1.227,2.2427,4.4192,6.5958,-0.0381,-33.4871,-2.752,4.778,29.4336,4.3923,4.3368,3.7886,29.2003,-2.4062,-2.4314,0,4.6035,0.5842,-0.1926,0.7768,1.1482,-0.3215,1.4697,0.0552,0.9178,54.4944,5.255,5.025,15.0197,-1.92,30.7517,63837807.0,27.5493,30.4145,-32.4873,1.1982,48.624,8.1138,4.4192,23.1713,16.9368,16.9368,17.3492,-0.0,0.0,4.3234,0.525,5.0366,4.8141,40.8766,-66.0465,4.6666
