date,open,high,low,close,volume,ad_14_chaikin a/d,adosc_14_adosc,adx_14_adx,adxr_14_adxr,apo_14_apo,aroon_14_aroon down,aroon_14_aroon up,aroonosc_14_aroonosc,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,bop_14_bop,cci_20_cci,cmo_14_cmo,dema_14_dema,dx_14_dx,ema_12_ema,ema_14_ema,ema_26_ema,ht_dcperiod_14_dcperiod,ht_dcphase_14_ht_dcphase,ht_phasor_14_phase,ht_phasor_14_quadrature,ht_sine_14_lead sine,ht_sine_14_sine,ht_trendline_14_ht_trendline,ht_trendmode_14_trendmode,kama_14_kama,macd_14_macd,macd_14_macd_hist,macd_14_macd_signal,macdext_14_macd,macdext_14_macd_hist,macdext_14_macd_signal,mama_14_fama,mama_14_mama,mfi_14_mfi,midpoint_14_midpoint,midprice_14_midprice,minus_di_14_minus_di,mom_10_mom,natr_14_natr,obv_14_obv,plus_di_14_plus_di,ppo_14_ppo,roc_10_roc,rocr_14_rocr,rsi_14_rsi,sar_14_sar,sma_20_sma,sma_50_sma,stoch_14_slowd,stoch_14_slowk,stochf_14_fastd,stochf_14_fastk,stochrsi_14_fastd,stochrsi_14_fastk,t3_14_t3,tema_14_tema,trange_14_trange,trima_14_trima,trix_14_trix,ultosc_14_ultosc,willr_14_willr,wma_14_wma
2023-04-21,25.01,25.09,24.73,24.6,26236,-1457.5556,,,,,,,,,,,,-0.3056,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,26236.0,,,,,,,,,,,,,,,,,,,,,,
2023-04-28,25.06,26.3,24.29,25.76,36080,26724.335,,,,,,,,,,,,0.505,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,62316.0,,,,,,25.9797,,,,,,,,,,,1.9855,,,,,
2023-05-05,25.94,26.08,25.51,25.69,43495,58359.841,,,,,,,,,,,,0.1096,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,18821.0,,,,,,25.9797,,,,,,,,,,,0.5623,,,,,
2023-05-12,25.88,27.08,25.88,26.42,32171,72810.21,,,,,,,,,,,,0.7246,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,50992.0,,,,,,23.9942,,,,,,,,,,,1.1836,,,,,
2023-05-19,26.91,27.97,26.68,27.5,64733,124717.0435,,,,,,,,,,,,0.7226,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,115725.0,,,,,,24.0218,,,,,,,,,,,1.2743,,,,,
2023-05-26,27.88,28.76,27.52,28.32,45319,163483.8989,,,,,,,,,,,,0.6345,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,161044.0,,,,,,24.0939,,,,,,,,,,,1.2298,,,,,
2023-06-02,29.21,29.61,28.64,29.04,40913,186738.426,,,,,,,,,,,,0.1953,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,201957.0,,,,,,24.2234,,,,,96.4636,94.877,,,,,0.9613,,,,,
2023-06-09,29.56,29.79,28.61,28.59,35253,171203.2057,,,,,,,,,,,,-0.5254,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,166704.0,,,,,,24.4244,,,,,90.3715,78.2509,,,,,1.1656,,,,,
2023-06-16,29.04,30.19,29.04,29.49,35428,186255.9619,,,,,,,,,,,,0.7124,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,202132.0,,,,,,24.6746,,,91.5753,87.8907,87.8907,90.5442,,,,,1.2348,,,,,
2023-06-23,29.6,30.18,29.28,29.7,22143,202986.2285,56038.436,,,,,,,,,,,0.5222,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,224275.0,,,,,,24.9834,,,88.7884,88.103,88.103,95.514,,,,,0.889,,,,,
2023-06-30,30.04,30.29,29.37,29.88,27548,228138.7503,58292.5655,,,,,,,,,,,0.2228,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,5.2849,,251823.0,,,21.4859,,,25.2738,,,90.1843,94.5591,94.5591,97.619,,,,,0.9088,,,,,
2023-07-07,30.31,30.49,30.01,29.83,14218,225098.2168,52947.9428,,,,,,,,,,,-0.2365,,,,,27.9027,,,,,,,,,,0,,,,,,,,,,,,,,4.0672,,237605.0,,,15.7872,,,25.5991,,,91.7453,92.5738,92.5738,84.5883,,,,,0.4707,,,,,
2023-07-14,30.0,31.47,29.5,30.72,20130,237666.3101,49946.9957,,,,,,,,,,,0.5584,,,,,28.3363,,,,,,,,,,0,,,,,,,,,,,,,,5.0355,,257735.0,,,19.6043,,,25.9604,,,92.0451,89.0024,89.0024,84.7999,,,,,1.9459,,,,,
2023-07-21,31.14,31.67,30.37,30.0,17833,219833.3101,38504.5632,,,,,,,,,,,-0.5923,,,,,28.5923,28.2538,,,,,,,,,0,,,,,,,,,,,27.659,27.6393,,3.5759,,239902.0,,,13.5327,,,26.4218,,,84.4137,71.665,71.665,45.6067,,,,,1.2842,28.4941,,,-17.6152,29.2079
2023-07-28,30.73,31.87,30.43,31.42,14551,233070.6782,34535.043,,,,7.1429,100.0,92.8571,1.1841,,,,0.7465,,72.337,,100.0,29.027,28.6757,,,,,,,,,0,30.3547,,,,,,,,,91.9683,28.5517,27.7381,0.0,3.9145,3.7689,254453.0,41.577,,14.2331,1.2773,86.1685,26.908,,,78.8677,75.9355,75.9355,97.4,,,,,1.4817,28.9175,,,-0.8575,29.6298
2023-08-04,31.94,31.94,30.7,30.53,14942,223189.6782,26627.6445,,,,0.0,100.0,100.0,1.187,,,,-0.8306,,56.5316,,100.0,29.2588,28.9234,,,,,,,,,0,30.3803,,,,,,,,,87.8897,28.5517,28.3756,0.0,2.2127,3.8876,239511.0,38.7587,,7.813,1.1852,78.2658,27.4112,,,71.5104,66.9306,66.9306,57.7852,,,,,1.2249,29.2883,,,-16.0207,29.8688
2023-08-11,31.05,32.02,30.35,30.14,13429,212415.9211,17544.0911,,,,0.0,100.0,100.0,1.2201,,,,-0.3203,,49.9949,,88.4104,29.3949,29.0861,,,,,,,,,0,30.3516,,,,,,,,,83.5699,28.921,28.5984,2.1406,1.1015,4.0475,226082.0,34.8,,3.7929,1.1735,74.9975,27.9079,,,69.3403,65.1548,65.1548,40.2794,,,,,1.6497,29.6002,,,-24.517,30.0103
2023-08-18,30.77,30.88,29.05,29.21,14538,206139.9539,10236.276,,,,0.0,92.8571,92.8571,1.262,,,,-0.6557,,35.4199,,52.9565,29.3664,29.1026,,,,,,,,,0,30.2868,,,,,,,,,79.0765,29.4604,28.9926,9.5518,0.6223,4.3206,211544.0,31.0566,,2.1769,1.1054,67.71,28.3918,,,56.8699,38.5243,38.5243,17.5084,,,,,1.8077,29.8284,,,-45.8801,29.985
