date,open,high,low,close,volume,adx_14_adx,atr_14_atr,bbands_20_real lower band,bbands_20_real middle band,bbands_20_real upper band,ema_12_ema,ema_26_ema,ema_5_ema,mfi_14_mfi,mom_10_mom,rsi_14_rsi,sar_14_sar,sma_100_sma,sma_20_sma,sma_50_sma,sma_8_sma,stochrsi_14_fastd,stochrsi_14_fastk
2003-10-03,102.29,102.75,101.7,49.5,275900,,,,,,,,,,,,,,,,,,
2003-10-10,101.64,102.05,101.1,49.62,133800,,,,,,,,,,,,49.9899,,,,,,
2003-10-17,102.0,102.1,100.55,49.29,219000,,,,,,,,,,,,49.9819,,,,,,
2003-10-24,101.14,102.15,101.14,49.7,136200,,,,,,,,,,,,49.9607,,,,,,
2003-10-31,102.04,102.35,101.4,49.5,172000,,,,,,,,49.5229,,,,49.9398,,,,,,
2003-11-07,101.33,101.58,100.55,49.26,219600,,,,,,,,49.4365,,,,49.9194,,,,,,
2003-11-14,101.08,102.16,100.81,49.76,105400,,,,,,,,49.545,,,,49.8994,,,,,,
2003-11-21,102.22,102.44,101.82,49.94,208400,,,,,,,,49.6758,,,,48.9196,,,,49.5722,,
2003-11-28,102.09,102.25,101.72,49.66,139200,,,,,,,,49.672,,,,48.9306,,,,49.5923,,
2003-12-05,101.15,101.9,100.6,49.89,210600,,,,,,,,49.7432,,,,48.9414,,,,49.6249,,
2003-12-12,101.99,102.34,101.21,50.01,383600,,,,,,,,49.8315,,0.5047,,48.9521,,,,49.7147,,
2003-12-19,102.2,102.64,101.85,50.23,165600,,,,,,49.697,,49.9638,,0.6034,,48.9751,,,,49.781,,
2003-12-26,102.69,102.8,102.11,50.3,290700,,,,,,49.7893,,50.0749,,1.0076,,49.0133,,,,49.8808,,
2004-01-02,102.5,102.6,101.35,49.87,149400,,,,,,49.8011,,50.0052,,0.1678,,49.0658,,,,49.9561,,
2004-01-09,101.54,103.27,101.3,50.67,380200,,0.5235,,,,49.9341,,50.2255,63.4247,1.1675,64.1382,49.1163,,,,50.0691,,
2004-01-16,103.2,103.55,102.9,50.66,202800,,0.5089,,,,50.046,,50.3707,68.7721,1.3973,64.0558,49.1955,,,,50.1595,,
2004-01-23,103.18,103.79,102.93,50.62,178300,,0.5027,,,,50.1338,,50.4528,75.7398,0.8551,63.2683,49.294,,,,50.2786,,
2004-01-30,103.08,103.4,102.22,50.37,271000,,0.5082,,,,50.1704,,50.4257,67.9537,0.4339,58.9334,49.4103,,,,50.3394,,
